Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Matchweek,Season
   Darko Brašanac,8,rs SRB,LM,30-181,29,0,0,0,0,0,0,0,0,11.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,6.0,66.7,0.0,3.0,0.0,2.0,0.0,1,2022-2023
Sergio Herrera,1,es ESP,GK,29-068,90,0,0,0,0,0,0,1,0,34.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,62.5,0.0,27.0,0.0,0.0,0.0,1,2022-2023
Aimar Oroz,29,es ESP,FW,20-258,80,1,0,1,1,0,0,0,0,27.0,1.0,1,1.0,0.8,0.0,0.0,6.0,2.0,22.0,22.0,100.0,2.0,19.0,0.0,0.0,0.0,1,2022-2023
   Pablo Ibáñez,19,es ESP,CM,23-326,10,0,0,0,0,0,0,0,0,6.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,50.0,1.0,4.0,0.0,0.0,0.0,1,2022-2023
Ezequiel Ávila,9,ar ARG,FW,28-187,80,1,0,0,0,6,1,1,0,21.0,0.0,0,0.0,0.5,0.5,0.0,2.0,0.0,5.0,9.0,55.6,2.0,18.0,0.0,3.0,2.0,1,2022-2023
   Kiké,18,es ESP,FW,32-260,10,0,0,0,0,1,1,0,0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,4.0,1.0,1.0,1.0,1,2022-2023
Moi Gómez,16,es ESP,"LM,RM",28-050,90,0,0,0,0,2,1,1,0,45.0,0.0,2,0.0,0.1,0.1,0.1,4.0,0.0,22.0,38.0,57.9,3.0,28.0,2.0,1.0,0.0,1,2022-2023
Lucas Torró,6,es ESP,"CM,DM",28-024,90,0,0,0,0,1,1,0,0,24.0,2.0,0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,20.0,80.0,2.0,11.0,0.0,1.0,0.0,1,2022-2023
Jon Moncayola,7,es ESP,CM,24-091,90,0,0,0,0,1,0,0,0,39.0,2.0,0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,34.0,82.4,6.0,18.0,0.0,0.0,0.0,1,2022-2023
Kike Barja,11,es ESP,RM,25-133,55,0,0,0,0,0,0,0,0,19.0,1.0,0,0.0,0.0,0.0,0.3,2.0,0.0,7.0,12.0,58.3,1.0,11.0,1.0,3.0,0.0,1,2022-2023
   Nacho Vidal,2,es ESP,RB,27-200,35,0,0,0,0,0,0,0,0,17.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,56.3,0.0,3.0,1.0,0.0,0.0,1,2022-2023
Juan Cruz Armada,3,es ESP,"LB,CB",30-015,90,0,0,0,0,0,0,0,0,36.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,26.0,76.9,2.0,11.0,0.0,0.0,0.0,1,2022-2023
David García,5,es ESP,CB,28-179,90,0,0,0,0,0,0,1,0,44.0,2.0,2,1.0,0.0,0.0,0.0,1.0,0.0,24.0,32.0,75.0,2.0,22.0,0.0,0.0,0.0,1,2022-2023
Unai García,4,es ESP,CB,30-190,78,0,0,0,0,0,0,1,0,36.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,31.0,93.5,3.0,14.0,0.0,0.0,0.0,1,2022-2023
   Manu Sánchez,20,es ESP,"LB,CB",21-353,12,0,0,0,0,0,0,0,0,6.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,2.0,0.0,1.0,0.0,1,2022-2023
Rubén Peña,15,es ESP,"RB,RM",31-025,61,0,1,0,0,0,0,0,0,28.0,0.0,0,1.0,0.0,0.0,0.1,1.0,1.0,14.0,20.0,70.0,1.0,14.0,3.0,0.0,0.0,1,2022-2023
   Darko Brašanac,8,rs SRB,LM,30-181,29,0,0,0,0,0,0,0,0,11.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,6.0,66.7,0.0,3.0,0.0,2.0,0.0,1,2022-2023
Sergio Herrera,1,es ESP,GK,29-068,90,0,0,0,0,0,0,1,0,34.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,62.5,0.0,27.0,0.0,0.0,0.0,1,2022-2023
Gonçalo Paciência,9,pt POR,FW,28-012,69,1,0,0,0,2,1,0,0,30.0,2.0,0,1.0,0.2,0.2,0.0,2.0,1.0,6.0,14.0,42.9,1.0,17.0,0.0,0.0,0.0,1,2022-2023
   Carles Pérez,7,es ESP,FW,24-178,21,0,0,0,0,0,0,0,0,17.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,91.7,0.0,8.0,0.0,1.0,0.0,1,2022-2023
Iago Aspas,10,es ESP,FW,35-012,90,1,0,0,0,3,1,1,0,47.0,0.0,0,1.0,0.1,0.1,0.1,4.0,0.0,34.0,39.0,87.2,4.0,35.0,2.0,0.0,0.0,1,2022-2023
Franco Cervi,11,ar ARG,LM,28-079,89,0,0,0,0,0,0,0,0,46.0,3.0,2,1.0,0.0,0.0,0.0,0.0,0.0,29.0,36.0,80.6,2.0,21.0,1.0,0.0,0.0,1,2022-2023
   Óscar Mingueza,3,es ESP,LM,23-092,1,0,0,0,0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,1,2022-2023
Óscar Rodríguez Arnaiz,5,es ESP,CM,24-046,84,0,0,0,0,1,0,0,0,73.0,2.0,1,1.0,0.0,0.0,0.0,3.0,1.0,52.0,64.0,81.3,6.0,38.0,0.0,1.0,1.0,1,2022-2023
   Gabriel Veiga,28,es ESP,CM,20-078,6,0,0,0,0,0,0,0,0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,80.0,1.0,4.0,0.0,1.0,0.0,1,2022-2023
Augusto Solari,21,ar ARG,RM,30-222,45,0,1,0,0,0,0,0,0,27.0,0.0,0,0.0,0.0,0.0,0.1,3.0,1.0,21.0,26.0,80.8,3.0,17.0,2.0,0.0,0.0,1,2022-2023
   Renato Tapia,14,pe PER,RM,27-016,45,0,0,0,0,1,1,0,0,50.0,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,36.0,43.0,83.7,1.0,30.0,0.0,0.0,0.0,1,2022-2023
Fran Beltrán,8,es ESP,DM,23-191,90,0,0,0,0,1,0,0,0,77.0,2.0,1,0.0,0.1,0.1,0.0,1.0,0.0,63.0,68.0,92.6,5.0,46.0,0.0,0.0,0.0,1,2022-2023
Javi Galán,17,es ESP,LB,27-267,90,0,1,0,0,0,0,1,0,68.0,3.0,0,1.0,0.0,0.0,0.2,0.0,0.0,40.0,53.0,75.5,4.0,38.0,3.0,6.0,2.0,1,2022-2023
Unai Núñez,4,es ESP,CB,25-195,90,0,0,0,0,0,0,0,0,72.0,1.0,2,2.0,0.0,0.0,0.0,0.0,0.0,53.0,61.0,86.9,4.0,43.0,1.0,0.0,0.0,1,2022-2023
Joseph Aidoo,15,gh GHA,CB,26-318,90,0,0,0,0,0,0,1,0,69.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,61.0,85.2,3.0,42.0,0.0,1.0,1.0,1,2022-2023
Hugo Mallo,2,es ESP,RB,31-052,90,0,0,0,0,0,0,1,0,68.0,4.0,1,0.0,0.0,0.0,0.0,2.0,1.0,42.0,61.0,68.9,3.0,24.0,2.0,0.0,0.0,1,2022-2023
Agustín Marchesín,1,ar ARG,GK,34-150,90,0,0,0,0,0,0,1,0,40.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,39.0,64.1,0.0,20.0,0.0,0.0,0.0,1,2022-2023
Gonçalo Paciência,9,pt POR,FW,28-012,69,1,0,0,0,2,1,0,0,30.0,2.0,0,1.0,0.2,0.2,0.0,2.0,1.0,6.0,14.0,42.9,1.0,17.0,0.0,0.0,0.0,1,2022-2023
   Carles Pérez,7,es ESP,FW,24-178,21,0,0,0,0,0,0,0,0,17.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,91.7,0.0,8.0,0.0,1.0,0.0,1,2022-2023
Iago Aspas,10,es ESP,FW,35-012,90,1,0,0,0,3,1,1,0,47.0,0.0,0,1.0,0.1,0.1,0.1,4.0,0.0,34.0,39.0,87.2,4.0,35.0,2.0,0.0,0.0,1,2022-2023
Franco Cervi,11,ar ARG,LM,28-079,89,0,0,0,0,0,0,0,0,46.0,3.0,2,1.0,0.0,0.0,0.0,0.0,0.0,29.0,36.0,80.6,2.0,21.0,1.0,0.0,0.0,1,2022-2023
   Óscar Mingueza,3,es ESP,LM,23-092,1,0,0,0,0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,1,2022-2023
Óscar Rodríguez Arnaiz,5,es ESP,CM,24-046,84,0,0,0,0,1,0,0,0,73.0,2.0,1,1.0,0.0,0.0,0.0,3.0,1.0,52.0,64.0,81.3,6.0,38.0,0.0,1.0,1.0,1,2022-2023
   Gabriel Veiga,28,es ESP,CM,20-078,6,0,0,0,0,0,0,0,0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,80.0,1.0,4.0,0.0,1.0,0.0,1,2022-2023
Augusto Solari,21,ar ARG,RM,30-222,45,0,1,0,0,0,0,0,0,27.0,0.0,0,0.0,0.0,0.0,0.1,3.0,1.0,21.0,26.0,80.8,3.0,17.0,2.0,0.0,0.0,1,2022-2023
   Renato Tapia,14,pe PER,RM,27-016,45,0,0,0,0,1,1,0,0,50.0,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,36.0,43.0,83.7,1.0,30.0,0.0,0.0,0.0,1,2022-2023
Fran Beltrán,8,es ESP,DM,23-191,90,0,0,0,0,1,0,0,0,77.0,2.0,1,0.0,0.1,0.1,0.0,1.0,0.0,63.0,68.0,92.6,5.0,46.0,0.0,0.0,0.0,1,2022-2023
Javi Galán,17,es ESP,LB,27-267,90,0,1,0,0,0,0,1,0,68.0,3.0,0,1.0,0.0,0.0,0.2,0.0,0.0,40.0,53.0,75.5,4.0,38.0,3.0,6.0,2.0,1,2022-2023
Unai Núñez,4,es ESP,CB,25-195,90,0,0,0,0,0,0,0,0,72.0,1.0,2,2.0,0.0,0.0,0.0,0.0,0.0,53.0,61.0,86.9,4.0,43.0,1.0,0.0,0.0,1,2022-2023
Joseph Aidoo,15,gh GHA,CB,26-318,90,0,0,0,0,0,0,1,0,69.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,61.0,85.2,3.0,42.0,0.0,1.0,1.0,1,2022-2023
Hugo Mallo,2,es ESP,RB,31-052,90,0,0,0,0,0,0,1,0,68.0,4.0,1,0.0,0.0,0.0,0.0,2.0,1.0,42.0,61.0,68.9,3.0,24.0,2.0,0.0,0.0,1,2022-2023
Agustín Marchesín,1,ar ARG,GK,34-150,90,0,0,0,0,0,0,1,0,40.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,39.0,64.1,0.0,20.0,0.0,0.0,0.0,1,2022-2023
Sergio León,7,es ESP,FW,33-219,54,0,0,0,0,0,0,0,0,12.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,70.0,3.0,7.0,1.0,1.0,0.0,1,2022-2023
   Sékou Gassama,22,sn SEN,FW,27-099,36,0,0,0,0,2,0,0,0,12.0,0.0,0,0.0,0.4,0.4,0.0,1.0,0.0,7.0,9.0,77.8,0.0,7.0,1.0,0.0,0.0,1,2022-2023
Toni Villa,19,es ESP,LM,27-218,61,0,0,0,0,0,0,0,0,30.0,2.0,0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,23.0,52.2,1.0,20.0,1.0,3.0,1.0,1,2022-2023
   Óscar Plano,10,es ESP,LM,31-183,29,0,0,0,0,1,0,0,0,12.0,1.0,0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,8.0,100.0,1.0,6.0,1.0,0.0,0.0,1,2022-2023
Álvaro Aguado,6,es ESP,CM,26-104,90,0,0,0,0,0,0,0,0,70.0,0.0,2,2.0,0.0,0.0,0.1,4.0,0.0,53.0,61.0,86.9,2.0,49.0,1.0,0.0,0.0,1,2022-2023
Roque Mesa,17,es ESP,CM,33-067,55,0,0,0,0,1,1,1,0,37.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,29.0,75.9,6.0,27.0,2.0,4.0,2.0,1,2022-2023
   Kike Pérez,4,es ESP,CM,25-180,35,0,0,0,0,3,2,0,0,38.0,0.0,2,0.0,0.1,0.1,0.0,4.0,0.0,28.0,34.0,82.4,5.0,32.0,4.0,2.0,2.0,1,2022-2023
Gonzalo Plata,11,ec ECU,RM,21-285,55,0,0,0,0,0,0,0,0,26.0,1.0,2,3.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,82.4,3.0,18.0,2.0,5.0,3.0,1,2022-2023
   Iván Sánchez,21,es ESP,RM,29-324,35,0,0,0,0,2,2,0,0,24.0,0.0,0,1.0,0.2,0.2,0.4,4.0,0.0,17.0,20.0,85.0,2.0,21.0,5.0,4.0,2.0,1,2022-2023
Monchu,8,es ESP,DM,22-334,90,0,0,0,0,0,0,0,0,61.0,4.0,4,1.0,0.0,0.0,0.1,3.0,0.0,40.0,50.0,80.0,3.0,34.0,0.0,0.0,0.0,1,2022-2023
Sergio Escudero,18,es ESP,LB,32-345,79,0,0,0,0,1,1,0,0,49.0,2.0,0,0.0,0.1,0.1,0.0,1.0,0.0,29.0,43.0,67.4,3.0,32.0,2.0,2.0,0.0,1,2022-2023
   Lucas Olaza,12,uy URU,LB,28-023,11,0,0,0,0,0,0,0,0,11.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,70.0,0.0,7.0,0.0,0.0,0.0,1,2022-2023
Jawad El Yamiq,15,ma MAR,CB,30-165,90,0,0,0,0,2,0,0,0,61.0,1.0,6,0.0,0.0,0.0,0.0,1.0,0.0,44.0,46.0,95.7,3.0,32.0,2.0,2.0,2.0,1,2022-2023
Joaquín Fernández,24,es ESP,CB,26-074,90,0,0,0,0,0,0,0,0,49.0,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,34.0,40.0,85.0,4.0,32.0,0.0,0.0,0.0,1,2022-2023
Luis Pérez,2,es ESP,RB,27-190,90,0,0,0,0,0,0,0,0,53.0,2.0,3,1.0,0.0,0.0,0.0,1.0,0.0,36.0,44.0,81.8,3.0,32.0,2.0,0.0,0.0,1,2022-2023
Sergio Asenjo,25,es ESP,GK,33-046,90,0,0,0,0,0,0,0,0,37.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,34.0,76.5,0.0,18.0,0.0,0.0,0.0,1,2022-2023
Sergio León,7,es ESP,FW,33-219,54,0,0,0,0,0,0,0,0,12.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,70.0,3.0,7.0,1.0,1.0,0.0,1,2022-2023
   Sékou Gassama,22,sn SEN,FW,27-099,36,0,0,0,0,2,0,0,0,12.0,0.0,0,0.0,0.4,0.4,0.0,1.0,0.0,7.0,9.0,77.8,0.0,7.0,1.0,0.0,0.0,1,2022-2023
Toni Villa,19,es ESP,LM,27-218,61,0,0,0,0,0,0,0,0,30.0,2.0,0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,23.0,52.2,1.0,20.0,1.0,3.0,1.0,1,2022-2023
   Óscar Plano,10,es ESP,LM,31-183,29,0,0,0,0,1,0,0,0,12.0,1.0,0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,8.0,100.0,1.0,6.0,1.0,0.0,0.0,1,2022-2023
Álvaro Aguado,6,es ESP,CM,26-104,90,0,0,0,0,0,0,0,0,70.0,0.0,2,2.0,0.0,0.0,0.1,4.0,0.0,53.0,61.0,86.9,2.0,49.0,1.0,0.0,0.0,1,2022-2023
Roque Mesa,17,es ESP,CM,33-067,55,0,0,0,0,1,1,1,0,37.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,29.0,75.9,6.0,27.0,2.0,4.0,2.0,1,2022-2023
   Kike Pérez,4,es ESP,CM,25-180,35,0,0,0,0,3,2,0,0,38.0,0.0,2,0.0,0.1,0.1,0.0,4.0,0.0,28.0,34.0,82.4,5.0,32.0,4.0,2.0,2.0,1,2022-2023
Gonzalo Plata,11,ec ECU,RM,21-285,55,0,0,0,0,0,0,0,0,26.0,1.0,2,3.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,82.4,3.0,18.0,2.0,5.0,3.0,1,2022-2023
   Iván Sánchez,21,es ESP,RM,29-324,35,0,0,0,0,2,2,0,0,24.0,0.0,0,1.0,0.2,0.2,0.4,4.0,0.0,17.0,20.0,85.0,2.0,21.0,5.0,4.0,2.0,1,2022-2023
Monchu,8,es ESP,DM,22-334,90,0,0,0,0,0,0,0,0,61.0,4.0,4,1.0,0.0,0.0,0.1,3.0,0.0,40.0,50.0,80.0,3.0,34.0,0.0,0.0,0.0,1,2022-2023
Sergio Escudero,18,es ESP,LB,32-345,79,0,0,0,0,1,1,0,0,49.0,2.0,0,0.0,0.1,0.1,0.0,1.0,0.0,29.0,43.0,67.4,3.0,32.0,2.0,2.0,0.0,1,2022-2023
   Lucas Olaza,12,uy URU,LB,28-023,11,0,0,0,0,0,0,0,0,11.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,70.0,0.0,7.0,0.0,0.0,0.0,1,2022-2023
Jawad El Yamiq,15,ma MAR,CB,30-165,90,0,0,0,0,2,0,0,0,61.0,1.0,6,0.0,0.0,0.0,0.0,1.0,0.0,44.0,46.0,95.7,3.0,32.0,2.0,2.0,2.0,1,2022-2023
Joaquín Fernández,24,es ESP,CB,26-074,90,0,0,0,0,0,0,0,0,49.0,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,34.0,40.0,85.0,4.0,32.0,0.0,0.0,0.0,1,2022-2023
Luis Pérez,2,es ESP,RB,27-190,90,0,0,0,0,0,0,0,0,53.0,2.0,3,1.0,0.0,0.0,0.0,1.0,0.0,36.0,44.0,81.8,3.0,32.0,2.0,0.0,0.0,1,2022-2023
Sergio Asenjo,25,es ESP,GK,33-046,90,0,0,0,0,0,0,0,0,37.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,34.0,76.5,0.0,18.0,0.0,0.0,0.0,1,2022-2023
Robert Lewandowski,9,pl POL,FW,33-357,90,0,0,0,0,5,1,0,0,38.0,2.0,0,2.0,0.9,0.9,0.1,6.0,0.0,12.0,17.0,70.6,3.0,22.0,1.0,1.0,0.0,1,2022-2023
Ousmane Dembélé,7,fr FRA,"LW,RW",25-090,90,0,0,0,0,4,2,1,0,54.0,0.0,0,0.0,0.2,0.2,0.5,8.0,0.0,33.0,46.0,71.7,5.0,39.0,6.0,2.0,1.0,1,2022-2023
Raphinha,22,br BRA,RW,25-242,59,0,0,0,0,4,0,0,0,52.0,2.0,0,0.0,0.2,0.2,0.2,5.0,0.0,28.0,43.0,65.1,3.0,29.0,7.0,1.0,0.0,1,2022-2023
   Ansu Fati,10,es ESP,"RW,FW",19-286,31,0,0,0,0,2,1,0,0,16.0,0.0,0,1.0,0.2,0.2,0.1,0.0,0.0,9.0,11.0,81.8,1.0,11.0,2.0,1.0,1.0,1,2022-2023
Pedri,8,es ESP,LM,19-261,71,0,0,0,0,1,0,0,0,38.0,0.0,1,0.0,0.1,0.1,0.1,5.0,0.0,27.0,33.0,81.8,7.0,29.0,2.0,3.0,2.0,1,2022-2023
   Franck Kessié,19,ci CIV,"CM,LM",25-237,19,0,0,0,0,2,0,0,0,14.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,10.0,10.0,100.0,0.0,7.0,0.0,0.0,0.0,1,2022-2023
Sergio Busquets,5,es ESP,"CM,DM",34-028,89,0,0,0,0,1,1,2,1,77.0,1.0,1,0.0,0.0,0.0,0.0,2.0,0.0,57.0,68.0,83.8,7.0,35.0,0.0,1.0,1.0,1,2022-2023
Gavi,30,es ESP,RM,18-008,59,0,0,0,0,0,0,0,0,26.0,1.0,0,1.0,0.0,0.0,0.1,2.0,0.0,21.0,23.0,91.3,1.0,14.0,0.0,0.0,0.0,1,2022-2023
   Frenkie de Jong,21,nl NED,"RM,CM",25-093,31,0,0,0,0,0,0,0,0,30.0,1.0,0,0.0,0.0,0.0,0.1,4.0,0.0,23.0,28.0,82.1,6.0,22.0,3.0,2.0,2.0,1,2022-2023
Jordi Alba,18,es ESP,LB,33-145,81,0,0,0,0,0,0,0,0,72.0,1.0,0,0.0,0.0,0.0,0.0,3.0,0.0,58.0,66.0,87.9,9.0,40.0,3.0,1.0,0.0,1,2022-2023
   Pierre-Emerick Aubameyang,17,ga GAB,LW,33-056,9,0,0,0,0,1,0,0,0,4.0,0.0,0,0.0,0.1,0.1,0.0,1.0,0.0,3.0,3.0,100.0,0.0,2.0,0.0,0.0,0.0,1,2022-2023
Eric García,24,es ESP,CB,21-216,90,0,0,0,0,0,0,0,0,72.0,3.0,2,2.0,0.0,0.0,0.0,0.0,0.0,59.0,65.0,90.8,7.0,44.0,1.0,0.0,0.0,1,2022-2023
Andreas Christensen,15,dk DEN,CB,26-125,59,0,0,0,0,1,0,0,0,73.0,3.0,0,1.0,0.2,0.2,0.0,0.0,0.0,63.0,68.0,92.6,5.0,54.0,0.0,0.0,0.0,1,2022-2023
   Sergi Roberto,20,es ESP,"RB,CB",30-187,31,0,0,0,0,0,0,0,0,26.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,22.0,86.4,2.0,16.0,2.0,1.0,0.0,1,2022-2023
Ronald Araújo,4,uy URU,"RB,CB",23-159,90,0,0,0,0,0,0,0,0,60.0,2.0,0,0.0,0.0,0.0,0.0,1.0,0.0,48.0,55.0,87.3,4.0,33.0,0.0,0.0,0.0,1,2022-2023
Marc-André ter Stegen,1,de GER,GK,30-105,90,0,0,0,0,0,0,0,0,61.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,59.0,94.9,0.0,41.0,0.0,0.0,0.0,1,2022-2023
Robert Lewandowski,9,pl POL,FW,33-357,90,0,0,0,0,5,1,0,0,38.0,2.0,0,2.0,0.9,0.9,0.1,6.0,0.0,12.0,17.0,70.6,3.0,22.0,1.0,1.0,0.0,1,2022-2023
Ousmane Dembélé,7,fr FRA,"LW,RW",25-090,90,0,0,0,0,4,2,1,0,54.0,0.0,0,0.0,0.2,0.2,0.5,8.0,0.0,33.0,46.0,71.7,5.0,39.0,6.0,2.0,1.0,1,2022-2023
Raphinha,22,br BRA,RW,25-242,59,0,0,0,0,4,0,0,0,52.0,2.0,0,0.0,0.2,0.2,0.2,5.0,0.0,28.0,43.0,65.1,3.0,29.0,7.0,1.0,0.0,1,2022-2023
   Ansu Fati,10,es ESP,"RW,FW",19-286,31,0,0,0,0,2,1,0,0,16.0,0.0,0,1.0,0.2,0.2,0.1,0.0,0.0,9.0,11.0,81.8,1.0,11.0,2.0,1.0,1.0,1,2022-2023
Pedri,8,es ESP,LM,19-261,71,0,0,0,0,1,0,0,0,38.0,0.0,1,0.0,0.1,0.1,0.1,5.0,0.0,27.0,33.0,81.8,7.0,29.0,2.0,3.0,2.0,1,2022-2023
   Franck Kessié,19,ci CIV,"CM,LM",25-237,19,0,0,0,0,2,0,0,0,14.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,10.0,10.0,100.0,0.0,7.0,0.0,0.0,0.0,1,2022-2023
Sergio Busquets,5,es ESP,"CM,DM",34-028,89,0,0,0,0,1,1,2,1,77.0,1.0,1,0.0,0.0,0.0,0.0,2.0,0.0,57.0,68.0,83.8,7.0,35.0,0.0,1.0,1.0,1,2022-2023
Gavi,30,es ESP,RM,18-008,59,0,0,0,0,0,0,0,0,26.0,1.0,0,1.0,0.0,0.0,0.1,2.0,0.0,21.0,23.0,91.3,1.0,14.0,0.0,0.0,0.0,1,2022-2023
