player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season,Equipo,unique_id,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions
Asier Riesgo,13,es ESP,GK,35-035,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,12,2018-2019,Eibar ,Asier Riesgo_Eibar _12,1.0,0.0,1.0,100.0,0.1,12.0,20.0,60.0,17.0,2.0,64.7,43.9,11.0,81.8,55.2,12.0,1.0,8.3,3.0,18.3
David Soria,13,es ESP,GK,25-220,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2018-2019,Getafe ,David Soria_Getafe _12,3.0,1.0,2.0,100.0,1.7,10.0,30.0,33.3,19.0,0.0,100.0,61.5,12.0,91.7,53.4,11.0,0.0,0.0,0.0,6.7
Neto,13,br BRA,GK,29-114,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,12,2018-2019,Valencia ,Neto_Valencia _12,3.0,0.0,3.0,100.0,0.3,5.0,19.0,26.3,20.0,5.0,50.0,41.4,12.0,75.0,52.8,18.0,0.0,0.0,0.0,15.4
Jan Oblak,13,si SVN,GK,25-307,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2018-2019,Atlético Madrid ,Jan Oblak_Atlético Madrid _12,5.0,2.0,3.0,60.0,2.6,4.0,17.0,23.5,21.0,1.0,57.1,42.6,6.0,83.3,54.7,7.0,1.0,14.3,0.0,4.0
Iago Herrerín,13,es ESP,GK,30-289,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2018-2019,Athletic Club ,Iago Herrerín_Athletic Club _12,3.0,3.0,0.0,0.0,1.5,16.0,31.0,51.6,31.0,2.0,80.6,50.1,6.0,100.0,60.5,16.0,0.0,0.0,0.0,11.5
Yassine Bounou,13,ma MAR,GK,27-219,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2018-2019,Girona ,Yassine Bounou_Girona _12,2.0,0.0,1.0,100.0,0.4,6.0,14.0,42.9,21.0,4.0,38.1,33.8,9.0,66.7,49.0,18.0,1.0,5.6,0.0,15.3
Iván Cuéllar,1,es ESP,GK,34-167,85,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,12,2018-2019,Leganés ,Iván Cuéllar_Leganés _12,,,,,0.0,8.0,19.0,42.1,18.0,,83.3,49.1,4.0,100.0,61.3,12.0,,,1.0,18.5
Antonio Sivera,13,es ESP,GK,22-092,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,12,2018-2019,Alavés ,Antonio Sivera_Alavés _12,2.0,1.0,1.0,50.0,0.7,9.0,21.0,42.9,14.0,1.0,78.6,48.6,10.0,100.0,63.6,25.0,1.0,4.0,0.0,1.5
Aleksandar Jovanović,25,rs SRB,GK,25-340,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2018-2019,Huesca ,Aleksandar Jovanović_Huesca _12,5.0,2.0,3.0,60.0,0.9,6.0,24.0,25.0,24.0,3.0,66.7,46.0,8.0,100.0,64.4,17.0,1.0,5.9,0.0,10.5
Marc-André ter Stegen,1,de GER,GK,26-195,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,12,2018-2019,Barcelona ,Marc-André ter Stegen_Barcelona _12,8.0,4.0,4.0,50.0,2.7,6.0,8.0,75.0,26.0,5.0,19.2,29.6,6.0,50.0,44.7,4.0,0.0,0.0,0.0,9.0
Pau López,13,es ESP,GK,23-333,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2018-2019,Betis ,Pau López_Betis _12,5.0,3.0,2.0,60.0,3.5,7.0,12.0,58.3,28.0,3.0,28.6,32.0,15.0,26.7,31.7,12.0,0.0,0.0,1.0,15.0
Tomáš Vaclík,1,cz CZE,GK,29-227,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2018-2019,Sevilla ,Tomáš Vaclík_Sevilla _12,7.0,1.0,6.0,85.7,1.7,3.0,12.0,25.0,27.0,10.0,25.9,32.5,8.0,62.5,47.4,8.0,1.0,12.5,0.0,9.3
Diego López,13,es ESP,GK,37-008,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2018-2019,Espanyol ,Diego López_Espanyol _12,10.0,2.0,8.0,80.0,3.6,6.0,18.0,33.3,28.0,3.0,28.6,32.0,15.0,66.7,52.3,23.0,1.0,4.3,0.0,8.0
Stole Dimitrievski,13,mk MKD,GK,24-321,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2018-2019,Rayo Vallecano ,Stole Dimitrievski_Rayo Vallecano _12,5.0,2.0,3.0,60.0,0.7,8.0,18.0,44.4,29.0,7.0,51.7,37.3,7.0,42.9,39.3,14.0,0.0,0.0,1.0,23.0
Sergio Asenjo,1,es ESP,GK,29-136,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,12,2018-2019,Villarreal ,Sergio Asenjo_Villarreal _12,7.0,2.0,5.0,71.4,2.2,2.0,10.0,20.0,15.0,6.0,40.0,37.7,7.0,57.1,52.0,23.0,1.0,4.3,0.0,4.3
Sergio Álvarez,1,es ESP,GK,32-100,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2018-2019,Celta Vigo ,Sergio Álvarez_Celta Vigo _12,5.0,4.0,2.0,40.0,2.4,8.0,10.0,80.0,15.0,2.0,20.0,26.9,13.0,53.8,40.5,10.0,0.0,0.0,0.0,8.0
Thibaut Courtois,25,be BEL,GK,26-184,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2018-2019,Real Madrid ,Thibaut Courtois_Real Madrid _12,4.0,2.0,2.0,50.0,1.4,5.0,19.0,26.3,21.0,4.0,66.7,49.1,7.0,71.4,47.0,15.0,1.0,6.7,0.0,8.5
Andriy Lunin,29,ua UKR,GK,19-285,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2018-2019,Leganés ,Andriy Lunin_Leganés _13,2.0,0.0,2.0,100.0,0.3,3.0,14.0,21.4,24.0,4.0,45.8,39.9,6.0,50.0,49.7,13.0,1.0,7.7,0.0,13.0
Fernando Pacheco,1,es ESP,GK,26-189,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2018-2019,Alavés ,Fernando Pacheco_Alavés _13,6.0,1.0,5.0,83.3,1.8,5.0,17.0,29.4,25.0,6.0,44.0,38.6,10.0,60.0,46.3,18.0,2.0,11.1,1.0,19.0
Asier Riesgo,13,es ESP,GK,35-049,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2018-2019,Eibar ,Asier Riesgo_Eibar _13,2.0,0.0,2.0,100.0,0.7,17.0,33.0,51.5,34.0,1.0,82.4,50.5,5.0,100.0,63.0,8.0,1.0,12.5,1.0,14.0
Thibaut Courtois,25,be BEL,GK,26-197,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2018-2019,Real Madrid ,Thibaut Courtois_Real Madrid _13,7.0,3.0,4.0,57.1,3.9,6.0,14.0,42.9,31.0,9.0,35.5,34.5,12.0,25.0,35.3,18.0,1.0,5.6,0.0,13.5
Neto,13,br BRA,GK,29-128,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2018-2019,Valencia ,Neto_Valencia _13,3.0,0.0,3.0,100.0,0.6,0.0,9.0,0.0,15.0,5.0,33.3,31.2,6.0,66.7,49.0,16.0,0.0,0.0,0.0,15.5
Stole Dimitrievski,13,mk MKD,GK,24-334,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,13,2018-2019,Rayo Vallecano ,Stole Dimitrievski_Rayo Vallecano _13,10.0,3.0,7.0,70.0,3.3,7.0,13.0,53.8,30.0,11.0,33.3,31.8,6.0,50.0,42.3,15.0,0.0,0.0,0.0,0.0
Aleksandar Jovanović,25,rs SRB,GK,25-353,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2018-2019,Huesca ,Aleksandar Jovanović_Huesca _13,3.0,2.0,1.0,33.3,0.7,3.0,18.0,16.7,19.0,2.0,73.7,48.2,4.0,100.0,62.8,6.0,0.0,0.0,1.0,23.0
Oier Olazábal,13,es ESP,GK,29-071,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2018-2019,Levante ,Oier Olazábal_Levante _13,12.0,2.0,10.0,83.3,3.3,7.0,17.0,41.2,26.0,9.0,38.5,35.1,10.0,70.0,46.5,19.0,2.0,10.5,2.0,19.2
Jan Oblak,13,si SVN,GK,25-321,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2018-2019,Atlético Madrid ,Jan Oblak_Atlético Madrid _13,2.0,1.0,1.0,50.0,0.5,3.0,11.0,27.3,10.0,2.0,60.0,46.9,5.0,100.0,62.0,13.0,0.0,0.0,0.0,5.0
Marc-André ter Stegen,1,de GER,GK,26-208,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2018-2019,Barcelona ,Marc-André ter Stegen_Barcelona _13,1.0,1.0,0.0,0.0,0.3,2.0,2.0,100.0,25.0,3.0,8.0,24.2,4.0,0.0,21.3,10.0,1.0,10.0,0.0,6.5
Iago Herrerín,13,es ESP,GK,30-304,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,13,2018-2019,Athletic Club ,Iago Herrerín_Athletic Club _13,2.0,1.0,1.0,50.0,1.5,7.0,24.0,29.2,29.0,6.0,55.2,40.7,10.0,80.0,58.7,11.0,1.0,9.1,5.0,22.1
David Soria,13,es ESP,GK,25-235,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2018-2019,Getafe ,David Soria_Getafe _13,4.0,1.0,3.0,75.0,0.4,7.0,22.0,31.8,20.0,1.0,85.0,49.8,5.0,100.0,57.2,20.0,0.0,0.0,0.0,10.3
Tomáš Vaclík,1,cz CZE,GK,29-241,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2018-2019,Sevilla ,Tomáš Vaclík_Sevilla _13,5.0,0.0,5.0,100.0,0.7,6.0,12.0,50.0,24.0,6.0,37.5,32.1,3.0,100.0,66.0,14.0,2.0,14.3,0.0,8.0
Jordi Masip,1,es ESP,GK,29-326,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2018-2019,Valladolid ,Jordi Masip_Valladolid _13,9.0,1.0,8.0,88.9,1.7,7.0,20.0,35.0,25.0,9.0,44.0,35.7,10.0,90.0,57.4,10.0,0.0,0.0,0.0,11.0
Diego López,13,es ESP,GK,37-022,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,13,2018-2019,Espanyol ,Diego López_Espanyol _13,10.0,3.0,7.0,70.0,3.1,4.0,9.0,44.4,25.0,4.0,28.0,29.4,3.0,66.7,42.7,12.0,2.0,16.7,2.0,14.5
Yassine Bounou,13,ma MAR,GK,27-234,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2018-2019,Girona ,Yassine Bounou_Girona _13,10.0,1.0,9.0,90.0,2.1,6.0,24.0,25.0,33.0,9.0,57.6,45.6,9.0,55.6,52.0,18.0,1.0,5.6,0.0,9.5
Sergio Asenjo,1,es ESP,GK,29-150,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,13,2018-2019,Villarreal ,Sergio Asenjo_Villarreal _13,6.0,1.0,5.0,83.3,1.3,2.0,6.0,33.3,18.0,4.0,22.2,32.3,6.0,33.3,36.0,10.0,0.0,0.0,2.0,21.0
Pau López,13,es ESP,GK,23-347,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,2018-2019,Betis ,Pau López_Betis _13,8.0,2.0,6.0,75.0,1.6,0.0,0.0,,34.0,11.0,0.0,21.8,6.0,0.0,24.0,8.0,0.0,0.0,2.0,24.0
Miguel Ángel Moyá,13,es ESP,GK,34-238,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,13,2018-2019,Real Sociedad ,Miguel Ángel Moyá_Real Sociedad _13,2.0,1.0,1.0,50.0,0.9,7.0,10.0,70.0,28.0,4.0,21.4,30.2,4.0,100.0,46.8,10.0,0.0,0.0,3.0,30.7
Sergio Álvarez,1,es ESP,GK,32-115,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,13,2018-2019,Celta Vigo ,Sergio Álvarez_Celta Vigo _13,7.0,2.0,5.0,71.4,1.4,6.0,11.0,54.5,34.0,5.0,23.5,28.1,9.0,33.3,38.1,10.0,0.0,0.0,1.0,17.4
Stole Dimitrievski,13,mk MKD,GK,24-340,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2018-2019,Rayo Vallecano ,Stole Dimitrievski_Rayo Vallecano _14,5.0,0.0,5.0,100.0,0.8,11.0,25.0,44.0,24.0,4.0,75.0,46.8,8.0,87.5,59.8,22.0,0.0,0.0,0.0,
Asier Riesgo,13,es ESP,GK,35-055,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2018-2019,Eibar ,Asier Riesgo_Eibar _14,2.0,1.0,1.0,50.0,1.0,7.0,21.0,33.3,24.0,5.0,66.7,43.2,5.0,100.0,63.2,7.0,0.0,0.0,1.0,24.0
Rubén Blanco,13,es ESP,GK,23-129,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2018-2019,Celta Vigo ,Rubén Blanco_Celta Vigo _14,3.0,0.0,3.0,100.0,1.1,6.0,20.0,30.0,35.0,5.0,48.6,40.3,5.0,60.0,50.4,16.0,0.0,0.0,0.0,8.0
Aleksandar Jovanović,25,rs SRB,GK,25-360,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,14,2018-2019,Huesca ,Aleksandar Jovanović_Huesca _14,5.0,2.0,3.0,60.0,2.6,6.0,22.0,27.3,21.0,1.0,76.2,48.9,7.0,85.7,54.4,9.0,0.0,0.0,0.0,3.5
Jordi Masip,1,es ESP,GK,29-332,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,14,2018-2019,Valladolid ,Jordi Masip_Valladolid _14,5.0,4.0,1.0,20.0,1.5,5.0,7.0,71.4,17.0,7.0,29.4,34.1,5.0,40.0,42.2,15.0,0.0,0.0,1.0,20.0
Iván Cuéllar,1,es ESP,GK,34-188,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2018-2019,Leganés ,Iván Cuéllar_Leganés _14,6.0,2.0,4.0,66.7,2.2,14.0,23.0,60.9,17.0,3.0,76.5,52.9,11.0,90.9,67.2,38.0,0.0,0.0,0.0,8.0
David Soria,13,es ESP,GK,25-241,90,1.0,0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,14,2018-2019,Getafe ,David Soria_Getafe _14,2.0,0.0,2.0,100.0,0.4,9.0,26.0,34.6,25.0,2.0,72.0,49.6,8.0,100.0,62.1,13.0,0.0,0.0,0.0,14.0
Diego López,13,es ESP,GK,37-028,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,14,2018-2019,Espanyol ,Diego López_Espanyol _14,5.0,3.0,2.0,40.0,2.0,6.0,17.0,35.3,24.0,1.0,58.3,39.6,7.0,42.9,44.1,11.0,0.0,0.0,0.0,6.0
Thibaut Courtois,25,be BEL,GK,26-204,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2018-2019,Real Madrid ,Thibaut Courtois_Real Madrid _14,2.0,0.0,2.0,100.0,0.4,0.0,2.0,0.0,23.0,7.0,4.3,24.7,6.0,16.7,35.2,6.0,0.0,0.0,0.0,9.0
Neto,13,br BRA,GK,29-135,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,14,2018-2019,Valencia ,Neto_Valencia _14,3.0,2.0,2.0,33.3,0.5,2.0,8.0,25.0,16.0,6.0,25.0,32.0,8.0,50.0,47.1,11.0,0.0,0.0,0.0,7.3
Pau López,13,es ESP,GK,23-354,90,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2018-2019,Betis ,Pau López_Betis _14,4.0,0.0,4.0,100.0,1.2,4.0,13.0,30.8,31.0,3.0,35.5,35.4,6.0,33.3,40.0,9.0,0.0,0.0,2.0,15.1
Miguel Ángel Moyá,13,es ESP,GK,34-244,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,14,2018-2019,Real Sociedad ,Miguel Ángel Moyá_Real Sociedad _14,4.0,1.0,3.0,75.0,1.5,5.0,11.0,45.5,28.0,3.0,32.1,31.7,5.0,40.0,43.8,11.0,0.0,0.0,3.0,24.5
Yassine Bounou,13,ma MAR,GK,27-241,71,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2018-2019,Girona ,Yassine Bounou_Girona _14,1.0,,1.0,,0.3,4.0,10.0,40.0,16.0,3.0,18.8,34.1,10.0,70.0,46.0,15.0,,,,9.7
Jan Oblak,13,si SVN,GK,25-329,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2018-2019,Atlético Madrid ,Jan Oblak_Atlético Madrid _14,3.0,1.0,2.0,100.0,1.1,4.0,10.0,40.0,6.0,1.0,33.3,30.7,9.0,88.9,53.6,13.0,0.0,0.0,1.0,27.0
Marc-André ter Stegen,1,de GER,GK,26-216,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2018-2019,Barcelona ,Marc-André ter Stegen_Barcelona _14,2.0,0.0,2.0,100.0,0.1,1.0,2.0,50.0,18.0,4.0,5.6,23.6,3.0,33.3,34.7,4.0,0.0,0.0,3.0,23.3
Sergio Asenjo,1,es ESP,GK,29-157,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,14,2018-2019,Villarreal ,Sergio Asenjo_Villarreal _14,7.0,2.0,5.0,71.4,2.1,6.0,9.0,66.7,21.0,4.0,23.8,30.9,8.0,50.0,40.0,11.0,1.0,9.1,1.0,13.6
Fernando Pacheco,1,es ESP,GK,26-198,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2018-2019,Alavés ,Fernando Pacheco_Alavés _14,3.0,1.0,2.0,66.7,2.1,5.0,14.0,35.7,16.0,3.0,37.5,35.7,11.0,72.7,51.3,16.0,0.0,0.0,1.0,11.3
Tomáš Vaclík,1,cz CZE,GK,29-248,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2018-2019,Sevilla ,Tomáš Vaclík_Sevilla _14,3.0,1.0,2.0,66.7,1.6,4.0,19.0,21.1,27.0,11.0,40.7,37.8,8.0,100.0,66.3,16.0,0.0,0.0,0.0,
Oier Olazábal,13,es ESP,GK,29-080,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2018-2019,Levante ,Oier Olazábal_Levante _14,3.0,0.0,3.0,100.0,1.5,3.0,8.0,37.5,17.0,10.0,23.5,33.2,7.0,57.1,49.4,19.0,2.0,10.5,0.0,10.3
Iago Herrerín,13,es ESP,GK,30-312,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2018-2019,Athletic Club ,Iago Herrerín_Athletic Club _14,7.0,3.0,4.0,57.1,2.0,7.0,22.0,31.8,26.0,6.0,57.7,39.5,9.0,77.8,57.9,12.0,0.0,0.0,1.0,46.0
Iván Cuéllar,1,es ESP,GK,34-194,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2018-2019,Leganés ,Iván Cuéllar_Leganés _15,2.0,1.0,1.0,50.0,0.4,11.0,22.0,50.0,29.0,4.0,55.2,43.2,10.0,60.0,50.8,9.0,0.0,0.0,0.0,9.0
David Soria,13,es ESP,GK,25-247,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,15,2018-2019,Getafe ,David Soria_Getafe _15,5.0,1.0,4.0,80.0,1.5,9.0,22.0,40.9,14.0,1.0,78.6,49.4,12.0,91.7,56.8,18.0,0.0,0.0,0.0,10.0
Jan Oblak,13,si SVN,GK,25-335,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,15,2018-2019,Atlético Madrid ,Jan Oblak_Atlético Madrid _15,3.0,0.0,3.0,100.0,0.3,10.0,19.0,52.6,13.0,4.0,53.8,41.5,14.0,85.7,57.4,20.0,1.0,5.0,0.0,9.8
Fernando Pacheco,1,es ESP,GK,26-204,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2018-2019,Alavés ,Fernando Pacheco_Alavés _15,5.0,3.0,2.0,40.0,2.7,10.0,20.0,50.0,23.0,1.0,60.9,42.4,7.0,85.7,55.9,14.0,0.0,0.0,0.0,4.0
Neto,13,br BRA,GK,29-142,90,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2018-2019,Valencia ,Neto_Valencia _15,3.0,1.0,2.0,66.7,1.1,3.0,6.0,50.0,12.0,5.0,33.3,36.0,3.0,66.7,68.3,10.0,0.0,0.0,0.0,16.0
Tomáš Vaclík,1,cz CZE,GK,29-254,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,15,2018-2019,Sevilla ,Tomáš Vaclík_Sevilla _15,6.0,1.0,5.0,83.3,1.5,8.0,24.0,33.3,23.0,7.0,60.9,44.9,11.0,90.9,64.5,28.0,0.0,0.0,0.0,10.3
Sergio Asenjo,1,es ESP,GK,29-163,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,15,2018-2019,Villarreal ,Sergio Asenjo_Villarreal _15,7.0,3.0,4.0,57.1,2.5,7.0,12.0,58.3,11.0,3.0,45.5,39.5,8.0,87.5,52.6,9.0,0.0,0.0,0.0,1.0
Rubén Blanco,13,es ESP,GK,23-136,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,15,2018-2019,Celta Vigo ,Rubén Blanco_Celta Vigo _15,3.0,2.0,1.0,33.3,1.6,11.0,25.0,44.0,28.0,5.0,57.1,44.5,9.0,100.0,68.0,14.0,1.0,7.1,0.0,11.0
Diego López,13,es ESP,GK,37-035,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2018-2019,Espanyol ,Diego López_Espanyol _15,9.0,4.0,5.0,55.6,3.3,4.0,9.0,44.4,22.0,4.0,40.9,34.2,2.0,0.0,23.5,4.0,0.0,0.0,1.0,27.0
Marc-André ter Stegen,1,de GER,GK,26-222,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,2018-2019,Barcelona ,Marc-André ter Stegen_Barcelona _15,3.0,0.0,3.0,100.0,0.3,7.0,13.0,53.8,25.0,7.0,24.0,30.3,10.0,70.0,45.2,17.0,0.0,0.0,0.0,
Asier Riesgo,13,es ESP,GK,35-064,90,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,15,2018-2019,Eibar ,Asier Riesgo_Eibar _15,4.0,4.0,1.0,0.0,2.8,7.0,14.0,50.0,15.0,4.0,53.3,41.7,7.0,85.7,59.7,13.0,0.0,0.0,5.0,24.4
Oier Olazábal,13,es ESP,GK,29-086,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,15,2018-2019,Levante ,Oier Olazábal_Levante _15,7.0,4.0,3.0,57.1,3.0,3.0,11.0,27.3,10.0,5.0,20.0,33.6,19.0,47.4,42.6,37.0,1.0,2.7,0.0,8.2
Aleksandar Jovanović,25,rs SRB,GK,26-003,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,15,2018-2019,Huesca ,Aleksandar Jovanović_Huesca _15,4.0,1.0,3.0,75.0,1.3,3.0,13.0,23.1,23.0,0.0,56.5,44.3,1.0,0.0,20.0,10.0,0.0,0.0,1.0,17.5
