Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Matchweek,Season
Abdón Prats,9,es ESP,FW,30-325,64,0,0,0,0,1,1,0,0,21.0,0.0,0,0.0,0.0,0.0,0.1,3.0,0.0,11.0,15.0,73.3,3.0,11.0,0.0,1.0,1.0,11,2023-2024
   Cyle Larin,17,ca CAN,FW,28-194,26,0,0,0,0,1,1,0,0,11.0,0.0,0,0.0,0.3,0.3,0.0,1.0,0.0,7.0,8.0,87.5,1.0,8.0,0.0,0.0,0.0,11,2023-2024
Dani Rodríguez,14,es ESP,"LM,RM",35-144,88,0,0,0,0,2,0,0,0,47.0,1.0,0,0.0,0.1,0.1,0.5,7.0,0.0,24.0,37.0,64.9,2.0,25.0,3.0,4.0,1.0,11,2023-2024
   Pablo Maffeo,15,es ESP,RM,26-108,2,0,0,0,0,0,0,0,0,10.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,33.3,0.0,5.0,0.0,1.0,0.0,11,2023-2024
Samu Costa,12,pt POR,CM,22-335,90,0,0,0,0,1,0,0,0,65.0,1.0,1,2.0,0.1,0.1,0.0,2.0,0.0,31.0,49.0,63.3,4.0,28.0,2.0,0.0,0.0,11,2023-2024
Omar Mascarell,5,es ESP,CM,30-268,88,0,0,0,0,0,0,0,0,51.0,0.0,2,1.0,0.0,0.0,0.0,2.0,0.0,32.0,42.0,76.2,6.0,28.0,1.0,1.0,1.0,11,2023-2024
   Manu Morlanes,8,es ESP,CM,24-289,2,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,60.0,2.0,1.0,0.0,0.0,0.0,11,2023-2024
Antonio Sánchez,18,es ESP,RM,26-300,64,0,0,0,0,3,1,0,0,30.0,0.0,1,3.0,0.1,0.1,0.0,1.0,0.0,13.0,21.0,61.9,5.0,15.0,2.0,1.0,0.0,11,2023-2024
   Amath,23,sn SEN,LM,27-104,26,0,0,0,0,1,0,0,0,16.0,0.0,0,0.0,0.1,0.1,0.0,1.0,0.0,7.0,10.0,70.0,3.0,11.0,3.0,2.0,0.0,11,2023-2024
Jaume Costa,11,es ESP,LB,35-224,89,0,0,0,0,2,0,0,0,67.0,2.0,1,1.0,0.1,0.1,0.1,2.0,0.0,42.0,58.0,72.4,3.0,28.0,1.0,3.0,1.0,11,2023-2024
   Toni Lato,3,es ESP,LB,25-341,1,0,0,0,0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,11,2023-2024
Matija Nastasić,2,rs SRB,CB,30-214,90,0,0,0,0,0,0,0,0,57.0,1.0,2,2.0,0.0,0.0,0.0,2.0,0.0,34.0,40.0,85.0,2.0,21.0,0.0,0.0,0.0,11,2023-2024
Martin Valjent,24,sk SVK,CB,27-321,90,0,0,0,0,1,0,0,0,47.0,0.0,2,0.0,0.0,0.0,0.0,1.0,0.0,29.0,40.0,72.5,3.0,23.0,0.0,0.0,0.0,11,2023-2024
Giovanni González,20,uy URU,RB,29-038,90,0,0,0,0,0,0,0,0,48.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,43.0,62.8,2.0,24.0,0.0,1.0,1.0,11,2023-2024
Predrag Rajković,1,rs SRB,GK,27-362,90,0,0,0,0,0,0,0,0,34.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,34.0,55.9,0.0,18.0,0.0,0.0,0.0,11,2023-2024
Vedat Muriqi,7,xk KVX,FW,29-187,90,0,0,0,0,3,1,0,0,47.0,1.0,0,0.0,0.1,0.1,0.0,2.0,0.0,23.0,36.0,63.9,2.0,27.0,2.0,1.0,1.0,11,2023-2024
Abdón Prats,9,es ESP,FW,30-325,64,0,0,0,0,1,1,0,0,21.0,0.0,0,0.0,0.0,0.0,0.1,3.0,0.0,11.0,15.0,73.3,3.0,11.0,0.0,1.0,1.0,11,2023-2024
   Cyle Larin,17,ca CAN,FW,28-194,26,0,0,0,0,1,1,0,0,11.0,0.0,0,0.0,0.3,0.3,0.0,1.0,0.0,7.0,8.0,87.5,1.0,8.0,0.0,0.0,0.0,11,2023-2024
Dani Rodríguez,14,es ESP,"LM,RM",35-144,88,0,0,0,0,2,0,0,0,47.0,1.0,0,0.0,0.1,0.1,0.5,7.0,0.0,24.0,37.0,64.9,2.0,25.0,3.0,4.0,1.0,11,2023-2024
   Pablo Maffeo,15,es ESP,RM,26-108,2,0,0,0,0,0,0,0,0,10.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,33.3,0.0,5.0,0.0,1.0,0.0,11,2023-2024
Samu Costa,12,pt POR,CM,22-335,90,0,0,0,0,1,0,0,0,65.0,1.0,1,2.0,0.1,0.1,0.0,2.0,0.0,31.0,49.0,63.3,4.0,28.0,2.0,0.0,0.0,11,2023-2024
Omar Mascarell,5,es ESP,CM,30-268,88,0,0,0,0,0,0,0,0,51.0,0.0,2,1.0,0.0,0.0,0.0,2.0,0.0,32.0,42.0,76.2,6.0,28.0,1.0,1.0,1.0,11,2023-2024
   Manu Morlanes,8,es ESP,CM,24-289,2,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,60.0,2.0,1.0,0.0,0.0,0.0,11,2023-2024
Antonio Sánchez,18,es ESP,RM,26-300,64,0,0,0,0,3,1,0,0,30.0,0.0,1,3.0,0.1,0.1,0.0,1.0,0.0,13.0,21.0,61.9,5.0,15.0,2.0,1.0,0.0,11,2023-2024
   Amath,23,sn SEN,LM,27-104,26,0,0,0,0,1,0,0,0,16.0,0.0,0,0.0,0.1,0.1,0.0,1.0,0.0,7.0,10.0,70.0,3.0,11.0,3.0,2.0,0.0,11,2023-2024
Jaume Costa,11,es ESP,LB,35-224,89,0,0,0,0,2,0,0,0,67.0,2.0,1,1.0,0.1,0.1,0.1,2.0,0.0,42.0,58.0,72.4,3.0,28.0,1.0,3.0,1.0,11,2023-2024
   Toni Lato,3,es ESP,LB,25-341,1,0,0,0,0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,11,2023-2024
Matija Nastasić,2,rs SRB,CB,30-214,90,0,0,0,0,0,0,0,0,57.0,1.0,2,2.0,0.0,0.0,0.0,2.0,0.0,34.0,40.0,85.0,2.0,21.0,0.0,0.0,0.0,11,2023-2024
Martin Valjent,24,sk SVK,CB,27-321,90,0,0,0,0,1,0,0,0,47.0,0.0,2,0.0,0.0,0.0,0.0,1.0,0.0,29.0,40.0,72.5,3.0,23.0,0.0,0.0,0.0,11,2023-2024
Giovanni González,20,uy URU,RB,29-038,90,0,0,0,0,0,0,0,0,48.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,43.0,62.8,2.0,24.0,0.0,1.0,1.0,11,2023-2024
Predrag Rajković,1,rs SRB,GK,27-362,90,0,0,0,0,0,0,0,0,34.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,34.0,55.9,0.0,18.0,0.0,0.0,0.0,11,2023-2024
Chris Ramos,16,es ESP,FW,26-283,90,1,0,0,0,2,2,0,0,38.0,1.0,0,1.0,0.6,0.6,0.2,5.0,0.0,12.0,18.0,66.7,1.0,21.0,3.0,3.0,2.0,11,2023-2024
Roger Martí,21,es ESP,FW,32-298,86,0,2,0,0,3,2,0,0,39.0,0.0,0,3.0,0.2,0.2,0.7,5.0,2.0,19.0,26.0,73.1,1.0,21.0,1.0,0.0,0.0,11,2023-2024
   Sergi Guardiola,19,es ESP,FW,32-152,4,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,11,2023-2024
Darwin Machís,18,ve VEN,LM,30-263,45,1,0,0,0,2,1,0,0,19.0,1.0,0,2.0,0.2,0.2,0.0,0.0,0.0,6.0,12.0,50.0,1.0,7.0,1.0,0.0,0.0,11,2023-2024
   Rubén Sobrino,7,es ESP,LM,31-149,45,0,0,0,0,0,0,1,0,43.0,4.0,1,3.0,0.0,0.0,0.0,1.0,0.0,23.0,31.0,74.2,2.0,14.0,0.0,0.0,0.0,11,2023-2024
Rubén Alcaraz,4,es ESP,CM,32-180,90,0,0,0,0,0,0,0,0,57.0,7.0,2,1.0,0.0,0.0,0.0,1.0,0.0,29.0,45.0,64.4,4.0,23.0,1.0,0.0,0.0,11,2023-2024
Rominigue Kouamé,12,ml MLI,CM,26-315,73,0,0,0,0,1,0,1,0,22.0,2.0,1,1.0,0.0,0.0,0.0,1.0,0.0,14.0,15.0,93.3,0.0,7.0,0.0,0.0,0.0,11,2023-2024
   Gonzalo Escalante,17,ar ARG,CM,30-215,17,0,0,0,0,0,0,0,0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,80.0,1.0,4.0,0.0,0.0,0.0,11,2023-2024
Iván Alejo,11,es ESP,RM,28-260,80,0,0,0,0,0,0,1,0,22.0,1.0,0,0.0,0.0,0.0,0.1,1.0,0.0,9.0,16.0,56.3,1.0,12.0,0.0,2.0,1.0,11,2023-2024
   Álex Fernández,8,es ESP,RM,31-013,10,0,0,0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,0.0,0.0,0.0,11,2023-2024
Lucas,33,br BRA,LB,22-218,90,0,0,0,0,0,0,1,0,50.0,9.0,1,2.0,0.0,0.0,0.0,1.0,1.0,20.0,32.0,62.5,1.0,18.0,2.0,4.0,3.0,11,2023-2024
Javi Hernández ,15,es ESP,CB,25-179,90,0,0,0,0,1,0,0,0,30.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,12.0,19.0,63.2,0.0,4.0,0.0,0.0,0.0,11,2023-2024
Fali,3,es ESP,CB,30-077,45,0,0,0,0,0,0,1,0,16.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,63.6,1.0,3.0,1.0,0.0,0.0,11,2023-2024
   Jorge Meré,22,es ESP,CB,26-194,45,0,0,0,0,0,0,0,0,19.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,69.2,2.0,4.0,0.0,0.0,0.0,11,2023-2024
Isaac Carcelen,20,es ESP,RB,30-188,90,0,0,0,0,1,0,0,0,43.0,5.0,0,1.0,0.1,0.1,0.0,2.0,0.0,24.0,32.0,75.0,2.0,7.0,1.0,0.0,0.0,11,2023-2024
Jeremías Ledesma,1,ar ARG,GK,30-257,90,0,0,0,0,0,0,0,0,38.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,36.0,38.9,0.0,24.0,0.0,0.0,0.0,11,2023-2024
Chris Ramos,16,es ESP,FW,26-283,90,1,0,0,0,2,2,0,0,38.0,1.0,0,1.0,0.6,0.6,0.2,5.0,0.0,12.0,18.0,66.7,1.0,21.0,3.0,3.0,2.0,11,2023-2024
Roger Martí,21,es ESP,FW,32-298,86,0,2,0,0,3,2,0,0,39.0,0.0,0,3.0,0.2,0.2,0.7,5.0,2.0,19.0,26.0,73.1,1.0,21.0,1.0,0.0,0.0,11,2023-2024
   Sergi Guardiola,19,es ESP,FW,32-152,4,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,11,2023-2024
Darwin Machís,18,ve VEN,LM,30-263,45,1,0,0,0,2,1,0,0,19.0,1.0,0,2.0,0.2,0.2,0.0,0.0,0.0,6.0,12.0,50.0,1.0,7.0,1.0,0.0,0.0,11,2023-2024
   Rubén Sobrino,7,es ESP,LM,31-149,45,0,0,0,0,0,0,1,0,43.0,4.0,1,3.0,0.0,0.0,0.0,1.0,0.0,23.0,31.0,74.2,2.0,14.0,0.0,0.0,0.0,11,2023-2024
Rubén Alcaraz,4,es ESP,CM,32-180,90,0,0,0,0,0,0,0,0,57.0,7.0,2,1.0,0.0,0.0,0.0,1.0,0.0,29.0,45.0,64.4,4.0,23.0,1.0,0.0,0.0,11,2023-2024
Rominigue Kouamé,12,ml MLI,CM,26-315,73,0,0,0,0,1,0,1,0,22.0,2.0,1,1.0,0.0,0.0,0.0,1.0,0.0,14.0,15.0,93.3,0.0,7.0,0.0,0.0,0.0,11,2023-2024
   Gonzalo Escalante,17,ar ARG,CM,30-215,17,0,0,0,0,0,0,0,0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,80.0,1.0,4.0,0.0,0.0,0.0,11,2023-2024
Iván Alejo,11,es ESP,RM,28-260,80,0,0,0,0,0,0,1,0,22.0,1.0,0,0.0,0.0,0.0,0.1,1.0,0.0,9.0,16.0,56.3,1.0,12.0,0.0,2.0,1.0,11,2023-2024
   Álex Fernández,8,es ESP,RM,31-013,10,0,0,0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,0.0,0.0,0.0,11,2023-2024
Lucas,33,br BRA,LB,22-218,90,0,0,0,0,0,0,1,0,50.0,9.0,1,2.0,0.0,0.0,0.0,1.0,1.0,20.0,32.0,62.5,1.0,18.0,2.0,4.0,3.0,11,2023-2024
Javi Hernández ,15,es ESP,CB,25-179,90,0,0,0,0,1,0,0,0,30.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,12.0,19.0,63.2,0.0,4.0,0.0,0.0,0.0,11,2023-2024
Fali,3,es ESP,CB,30-077,45,0,0,0,0,0,0,1,0,16.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,63.6,1.0,3.0,1.0,0.0,0.0,11,2023-2024
   Jorge Meré,22,es ESP,CB,26-194,45,0,0,0,0,0,0,0,0,19.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,69.2,2.0,4.0,0.0,0.0,0.0,11,2023-2024
Isaac Carcelen,20,es ESP,RB,30-188,90,0,0,0,0,1,0,0,0,43.0,5.0,0,1.0,0.1,0.1,0.0,2.0,0.0,24.0,32.0,75.0,2.0,7.0,1.0,0.0,0.0,11,2023-2024
Jeremías Ledesma,1,ar ARG,GK,30-257,90,0,0,0,0,0,0,0,0,38.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,36.0,38.9,0.0,24.0,0.0,0.0,0.0,11,2023-2024
Willian José,12,br BRA,FW,31-340,63,1,0,0,0,2,1,0,0,24.0,0.0,0,1.0,0.5,0.5,0.0,0.0,0.0,9.0,12.0,75.0,1.0,18.0,0.0,2.0,1.0,11,2023-2024
   Luiz Henrique,11,br BRA,RW,22-300,27,0,0,0,0,0,0,1,0,14.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,63.6,0.0,13.0,3.0,4.0,1.0,11,2023-2024
Ayoze Pérez,10,es ESP,LW,30-092,74,0,0,0,0,0,0,0,0,35.0,2.0,0,2.0,0.0,0.0,0.6,2.0,0.0,21.0,27.0,77.8,1.0,24.0,2.0,4.0,3.0,11,2023-2024
   Abdessamad Ezzalzouli,7,ma MAR,LW,21-316,16,0,0,0,0,1,0,0,0,13.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,9.0,66.7,0.0,10.0,2.0,0.0,0.0,11,2023-2024
Assane Diao,38,es ESP,"RW,FW",18-052,90,0,0,0,0,1,0,1,0,43.0,1.0,0,0.0,0.0,0.0,0.2,2.0,0.0,18.0,25.0,72.0,2.0,31.0,3.0,7.0,3.0,11,2023-2024
Isco,22,es ESP,AM,31-191,90,1,1,0,0,2,1,1,0,65.0,1.0,1,0.0,0.6,0.6,0.3,3.0,2.0,38.0,50.0,76.0,4.0,39.0,3.0,2.0,1.0,11,2023-2024
Marc Roca,21,es ESP,DM,26-337,86,0,0,0,0,2,0,0,0,49.0,1.0,0,1.0,0.0,0.0,0.0,2.0,0.0,33.0,44.0,75.0,8.0,30.0,2.0,0.0,0.0,11,2023-2024
   William Carvalho,14,pt POR,DM,31-205,4,0,0,0,0,0,0,0,0,15.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,69.2,1.0,8.0,0.0,0.0,0.0,11,2023-2024
Guido Rodríguez,5,ar ARG,DM,29-200,90,0,0,0,0,1,0,0,0,58.0,1.0,2,3.0,0.0,0.0,0.0,1.0,1.0,38.0,44.0,86.4,1.0,33.0,0.0,2.0,2.0,11,2023-2024
Juan Miranda,3,es ESP,LB,23-283,86,0,0,0,0,0,0,0,0,67.0,2.0,1,3.0,0.0,0.0,0.0,0.0,0.0,46.0,56.0,82.1,3.0,33.0,3.0,1.0,0.0,11,2023-2024
   Abner,20,br BRA,LB,23-155,4,0,0,0,0,0,0,0,0,7.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,6.0,83.3,0.0,3.0,0.0,0.0,0.0,11,2023-2024
Chadi Riad,28,ma MAR,CB,20-134,90,0,0,0,0,0,0,0,0,57.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,49.0,89.8,2.0,36.0,0.0,0.0,0.0,11,2023-2024
Germán Pezzella,6,ar ARG,CB,32-124,90,0,0,0,0,0,0,0,0,59.0,1.0,2,0.0,0.0,0.0,0.0,1.0,0.0,38.0,53.0,71.7,3.0,36.0,1.0,0.0,0.0,11,2023-2024
Héctor Bellerín,2,es ESP,RB,28-224,90,0,0,0,0,0,0,0,0,65.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,47.0,61.0,77.0,8.0,34.0,1.0,4.0,4.0,11,2023-2024
Claudio Bravo,1,cl CHI,GK,40-199,90,0,0,0,0,0,0,0,0,28.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,28.0,78.6,0.0,18.0,0.0,0.0,0.0,11,2023-2024
Willian José,12,br BRA,FW,31-340,63,1,0,0,0,2,1,0,0,24.0,0.0,0,1.0,0.5,0.5,0.0,0.0,0.0,9.0,12.0,75.0,1.0,18.0,0.0,2.0,1.0,11,2023-2024
   Luiz Henrique,11,br BRA,RW,22-300,27,0,0,0,0,0,0,1,0,14.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,63.6,0.0,13.0,3.0,4.0,1.0,11,2023-2024
Ayoze Pérez,10,es ESP,LW,30-092,74,0,0,0,0,0,0,0,0,35.0,2.0,0,2.0,0.0,0.0,0.6,2.0,0.0,21.0,27.0,77.8,1.0,24.0,2.0,4.0,3.0,11,2023-2024
   Abdessamad Ezzalzouli,7,ma MAR,LW,21-316,16,0,0,0,0,1,0,0,0,13.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,9.0,66.7,0.0,10.0,2.0,0.0,0.0,11,2023-2024
Assane Diao,38,es ESP,"RW,FW",18-052,90,0,0,0,0,1,0,1,0,43.0,1.0,0,0.0,0.0,0.0,0.2,2.0,0.0,18.0,25.0,72.0,2.0,31.0,3.0,7.0,3.0,11,2023-2024
Isco,22,es ESP,AM,31-191,90,1,1,0,0,2,1,1,0,65.0,1.0,1,0.0,0.6,0.6,0.3,3.0,2.0,38.0,50.0,76.0,4.0,39.0,3.0,2.0,1.0,11,2023-2024
Marc Roca,21,es ESP,DM,26-337,86,0,0,0,0,2,0,0,0,49.0,1.0,0,1.0,0.0,0.0,0.0,2.0,0.0,33.0,44.0,75.0,8.0,30.0,2.0,0.0,0.0,11,2023-2024
   William Carvalho,14,pt POR,DM,31-205,4,0,0,0,0,0,0,0,0,15.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,69.2,1.0,8.0,0.0,0.0,0.0,11,2023-2024
Guido Rodríguez,5,ar ARG,DM,29-200,90,0,0,0,0,1,0,0,0,58.0,1.0,2,3.0,0.0,0.0,0.0,1.0,1.0,38.0,44.0,86.4,1.0,33.0,0.0,2.0,2.0,11,2023-2024
Juan Miranda,3,es ESP,LB,23-283,86,0,0,0,0,0,0,0,0,67.0,2.0,1,3.0,0.0,0.0,0.0,0.0,0.0,46.0,56.0,82.1,3.0,33.0,3.0,1.0,0.0,11,2023-2024
   Abner,20,br BRA,LB,23-155,4,0,0,0,0,0,0,0,0,7.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,6.0,83.3,0.0,3.0,0.0,0.0,0.0,11,2023-2024
Chadi Riad,28,ma MAR,CB,20-134,90,0,0,0,0,0,0,0,0,57.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,49.0,89.8,2.0,36.0,0.0,0.0,0.0,11,2023-2024
Germán Pezzella,6,ar ARG,CB,32-124,90,0,0,0,0,0,0,0,0,59.0,1.0,2,0.0,0.0,0.0,0.0,1.0,0.0,38.0,53.0,71.7,3.0,36.0,1.0,0.0,0.0,11,2023-2024
Héctor Bellerín,2,es ESP,RB,28-224,90,0,0,0,0,0,0,0,0,65.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,47.0,61.0,77.0,8.0,34.0,1.0,4.0,4.0,11,2023-2024
Claudio Bravo,1,cl CHI,GK,40-199,90,0,0,0,0,0,0,0,0,28.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,28.0,78.6,0.0,18.0,0.0,0.0,0.0,11,2023-2024
Raúl de Tomás,22,es ESP,FW,29-012,84,0,0,0,0,3,0,0,0,31.0,1.0,0,1.0,0.2,0.2,0.0,1.0,0.0,13.0,16.0,81.3,0.0,24.0,1.0,4.0,2.0,11,2023-2024
   Bebé,10,cv CPV,FW,33-109,6,1,0,0,0,2,1,1,0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,11,2023-2024
Óscar Trejo,8,ar ARG,FW,35-186,69,0,0,0,0,0,0,0,0,40.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,26.0,31.0,83.9,4.0,31.0,2.0,4.0,2.0,11,2023-2024
   Kike Pérez,14,es ESP,FW,26-257,21,0,0,0,0,0,0,0,0,23.0,2.0,1,0.0,0.0,0.0,0.0,2.0,1.0,15.0,16.0,93.8,3.0,14.0,1.0,0.0,0.0,11,2023-2024
Álvaro García,18,es ESP,LM,31-002,90,0,0,0,0,1,1,1,0,54.0,1.0,2,1.0,0.0,0.0,0.0,3.0,0.0,30.0,39.0,76.9,4.0,33.0,1.0,1.0,0.0,11,2023-2024
Pathé Ciss,21,sn SEN,CM,29-227,79,0,0,0,0,0,0,0,0,56.0,0.0,3,2.0,0.0,0.0,0.0,1.0,0.0,39.0,44.0,88.6,6.0,33.0,0.0,0.0,0.0,11,2023-2024
   Jorge de Frutos,19,es ESP,CM,26-251,11,0,0,0,0,0,0,0,0,4.0,0.0,0,0.0,0.0,0.0,0.1,1.0,0.0,3.0,3.0,100.0,1.0,1.0,0.0,0.0,0.0,11,2023-2024
Unai López,17,es ESP,CM,27-364,69,0,0,0,0,0,0,0,0,61.0,1.0,3,2.0,0.0,0.0,0.0,2.0,0.0,47.0,53.0,88.7,6.0,42.0,1.0,2.0,0.0,11,2023-2024
   Sergio Camello,34,es ESP,CM,22-261,21,0,0,0,0,1,1,0,0,8.0,0.0,0,0.0,0.4,0.4,0.0,0.0,0.0,2.0,4.0,50.0,1.0,6.0,0.0,0.0,0.0,11,2023-2024
Isaac Palazón Camacho,7,es ESP,RM,28-306,90,0,0,0,0,3,1,0,0,58.0,1.0,0,2.0,0.1,0.1,0.0,3.0,0.0,25.0,41.0,61.0,3.0,32.0,0.0,6.0,2.0,11,2023-2024
Alfonso Espino,12,uy URU,LB,31-297,79,0,0,0,0,1,0,0,0,58.0,0.0,1,0.0,0.0,0.0,0.1,1.0,0.0,47.0,52.0,90.4,3.0,33.0,1.0,2.0,1.0,11,2023-2024
   Radamel Falcao,9,co COL,LB,37-261,11,0,0,0,0,1,0,0,0,6.0,1.0,0,0.0,0.1,0.1,0.0,1.0,0.0,1.0,2.0,50.0,0.0,2.0,0.0,2.0,1.0,11,2023-2024
Florian Lejeune,24,fr FRA,CB,32-162,90,0,1,0,0,3,2,1,0,67.0,1.0,0,2.0,0.1,0.1,0.0,5.0,2.0,41.0,58.0,70.7,4.0,35.0,0.0,0.0,0.0,11,2023-2024
Abdul Mumin,16,gh GHA,CB,25-145,90,1,0,0,0,1,1,0,0,44.0,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,36.0,83.3,5.0,29.0,1.0,1.0,0.0,11,2023-2024
Iván Balliu,20,al ALB,RB,31-301,90,0,0,0,0,0,0,0,0,59.0,0.0,2,2.0,0.0,0.0,0.1,4.0,0.0,42.0,55.0,76.4,3.0,35.0,2.0,1.0,1.0,11,2023-2024
Stole Dimitrievski,1,mk MKD,GK,29-308,90,0,0,0,0,0,0,0,0,39.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,37.0,59.5,0.0,23.0,0.0,0.0,0.0,11,2023-2024
Raúl de Tomás,22,es ESP,FW,29-012,84,0,0,0,0,3,0,0,0,31.0,1.0,0,1.0,0.2,0.2,0.0,1.0,0.0,13.0,16.0,81.3,0.0,24.0,1.0,4.0,2.0,11,2023-2024
   Bebé,10,cv CPV,FW,33-109,6,1,0,0,0,2,1,1,0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,11,2023-2024
Óscar Trejo,8,ar ARG,FW,35-186,69,0,0,0,0,0,0,0,0,40.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,26.0,31.0,83.9,4.0,31.0,2.0,4.0,2.0,11,2023-2024
   Kike Pérez,14,es ESP,FW,26-257,21,0,0,0,0,0,0,0,0,23.0,2.0,1,0.0,0.0,0.0,0.0,2.0,1.0,15.0,16.0,93.8,3.0,14.0,1.0,0.0,0.0,11,2023-2024
Álvaro García,18,es ESP,LM,31-002,90,0,0,0,0,1,1,1,0,54.0,1.0,2,1.0,0.0,0.0,0.0,3.0,0.0,30.0,39.0,76.9,4.0,33.0,1.0,1.0,0.0,11,2023-2024
Pathé Ciss,21,sn SEN,CM,29-227,79,0,0,0,0,0,0,0,0,56.0,0.0,3,2.0,0.0,0.0,0.0,1.0,0.0,39.0,44.0,88.6,6.0,33.0,0.0,0.0,0.0,11,2023-2024
   Jorge de Frutos,19,es ESP,CM,26-251,11,0,0,0,0,0,0,0,0,4.0,0.0,0,0.0,0.0,0.0,0.1,1.0,0.0,3.0,3.0,100.0,1.0,1.0,0.0,0.0,0.0,11,2023-2024
Unai López,17,es ESP,CM,27-364,69,0,0,0,0,0,0,0,0,61.0,1.0,3,2.0,0.0,0.0,0.0,2.0,0.0,47.0,53.0,88.7,6.0,42.0,1.0,2.0,0.0,11,2023-2024
   Sergio Camello,34,es ESP,CM,22-261,21,0,0,0,0,1,1,0,0,8.0,0.0,0,0.0,0.4,0.4,0.0,0.0,0.0,2.0,4.0,50.0,1.0,6.0,0.0,0.0,0.0,11,2023-2024
Isaac Palazón Camacho,7,es ESP,RM,28-306,90,0,0,0,0,3,1,0,0,58.0,1.0,0,2.0,0.1,0.1,0.0,3.0,0.0,25.0,41.0,61.0,3.0,32.0,0.0,6.0,2.0,11,2023-2024
Alfonso Espino,12,uy URU,LB,31-297,79,0,0,0,0,1,0,0,0,58.0,0.0,1,0.0,0.0,0.0,0.1,1.0,0.0,47.0,52.0,90.4,3.0,33.0,1.0,2.0,1.0,11,2023-2024
