Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Matchweek,Season
Alexis,4,es ESP,CB,32-126,90,0,0,0,0,2,0,0,0,36,0,1,1,0.1,0.1,0.0,1,0,20,25,80.0,1,18,0,0,0,15,2017-2018
Martin Agirregabiria,32,es ESP,RB,21-212,90,0,0,0,0,0,0,0,0,50,2,1,0,0.0,0.0,0.3,1,0,27,39,69.2,2,22,1,1,0,15,2017-2018
Fernando Pacheco,1,es ESP,GK,25-204,90,0,0,0,0,0,0,0,0,18,0,0,0,0.0,0.0,0.0,0,0,6,17,35.3,0,3,0,0,0,15,2017-2018
Burgui,14,es ESP,FW,24-040,75,0,0,0,0,0,0,0,0,34,3,1,0,0.0,0.0,0.4,7,1,18,23,78.3,3,27,3,3,2,15,2017-2018
   Álvaro Medrán,23,es ESP,FW,23-268,15,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.0,0,0,7,9,77.8,1,11,0,1,0,15,2017-2018
Munir El Haddadi,24,ma MAR,FW,22-098,80,1,0,0,0,5,1,1,0,43,2,0,0,1.5,1.5,0.1,6,0,21,30,70.0,4,37,4,2,1,15,2017-2018
   Christian Santos,9,ve VEN,FW,29-259,10,0,0,0,0,1,1,0,0,8,0,0,0,0.4,0.4,0.0,0,0,4,7,57.1,1,4,0,0,0,15,2017-2018
Alfonso Pedraza,17,es ESP,LM,21-243,90,0,1,0,0,5,3,0,0,40,2,2,1,0.1,0.1,0.7,5,1,15,24,62.5,1,28,8,2,1,15,2017-2018
Manu García,19,es ESP,CM,31-226,90,0,0,0,0,4,0,0,0,47,5,1,0,0.3,0.3,0.0,3,0,28,33,84.8,3,33,1,3,1,15,2017-2018
Tomás Pina Isla,18,es ESP,CM,30-055,67,0,0,0,0,1,0,1,0,31,1,2,1,0.1,0.1,0.0,2,0,20,24,83.3,7,18,1,0,0,15,2017-2018
   Daniel Torres,16,co COL,CM,28-023,23,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,8,9,88.9,0,9,0,1,1,15,2017-2018
Ibai Gómez,11,es ESP,RM,28-027,90,1,0,0,0,3,3,0,0,58,2,1,1,0.4,0.4,0.5,10,1,31,42,73.8,6,34,0,3,0,15,2017-2018
Rubén Duarte,3,es ESP,LB,22-051,90,0,0,0,0,0,0,0,0,48,1,2,1,0.0,0.0,0.1,4,0,34,42,81.0,3,23,0,0,0,15,2017-2018
Guillermo Maripán,6,cl CHI,CB,23-216,90,0,0,0,0,1,1,0,0,33,0,1,1,0.2,0.2,0.0,0,0,19,24,79.2,1,18,0,0,0,15,2017-2018
Alexis,4,es ESP,CB,32-126,90,0,0,0,0,2,0,0,0,36,0,1,1,0.1,0.1,0.0,1,0,20,25,80.0,1,18,0,0,0,15,2017-2018
Martin Agirregabiria,32,es ESP,RB,21-212,90,0,0,0,0,0,0,0,0,50,2,1,0,0.0,0.0,0.3,1,0,27,39,69.2,2,22,1,1,0,15,2017-2018
Fernando Pacheco,1,es ESP,GK,25-204,90,0,0,0,0,0,0,0,0,18,0,0,0,0.0,0.0,0.0,0,0,6,17,35.3,0,3,0,0,0,15,2017-2018
Ángel Rodríguez,9,es ESP,FW,30-227,90,0,0,0,0,0,0,0,0,25,0,0,1,0.0,0.0,0.1,1,0,4,13,30.8,2,16,0,5,1,15,2017-2018
Jorge Molina,19,es ESP,FW,35-231,90,0,0,0,0,0,0,0,0,41,0,0,1,0.0,0.0,0.0,0,0,15,34,44.1,2,20,2,1,0,15,2017-2018
Amath,23,sn SEN,LM,21-146,81,0,0,0,0,1,1,0,0,27,2,3,0,0.1,0.1,0.0,1,0,7,10,70.0,2,19,3,4,2,15,2017-2018
   Daniel Pacheco,20,es ESP,LM,26-338,9,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,1,0,3,8,37.5,1,6,0,0,0,15,2017-2018
Fayçal Fajr,21,ma MAR,CM,29-130,90,0,0,0,0,2,1,0,0,46,2,1,3,0.1,0.1,0.0,2,0,20,34,58.8,1,14,0,1,1,15,2017-2018
Markel Bergara,5,es ESP,CM,31-218,65,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,0,0,13,19,68.4,3,8,0,1,1,15,2017-2018
   Mehdi Lacen,8,dz ALG,CM,33-269,25,0,0,0,0,1,1,0,0,16,1,0,0,0.1,0.1,0.0,0,0,8,12,66.7,1,4,0,0,0,15,2017-2018
Francisco Portillo,12,es ESP,RM,27-179,73,0,0,0,0,0,0,0,0,34,0,1,0,0.0,0.0,0.0,0,0,17,27,63.0,4,19,0,2,0,15,2017-2018
   Gaku Shibasaki,10,jp JPN,RM,25-195,17,0,0,0,0,0,0,1,0,13,0,0,0,0.0,0.0,0.0,1,0,9,12,75.0,1,9,0,0,0,15,2017-2018
Vitorino Antunes,3,pt POR,LB,30-252,90,0,0,0,0,1,0,0,0,55,1,2,2,0.0,0.0,0.0,1,0,28,37,75.7,0,21,0,0,0,15,2017-2018
Cala,16,es ESP,CB,28-013,90,0,0,0,0,1,0,0,0,51,0,2,1,0.0,0.0,0.0,0,0,20,37,54.1,1,20,0,0,0,15,2017-2018
Djené,2,tg TOG,CB,25-343,90,0,0,0,0,0,0,0,0,51,1,3,1,0.0,0.0,0.0,1,0,29,41,70.7,1,17,0,1,1,15,2017-2018
Damián Suárez,22,uy URU,RB,29-226,90,0,0,0,0,0,0,0,0,83,4,0,1,0.0,0.0,0.0,1,0,44,70,62.9,3,22,0,2,0,15,2017-2018
Vicente Guaita,13,es ESP,GK,30-333,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,15,36,41.7,0,18,0,0,0,15,2017-2018
Ángel Rodríguez,9,es ESP,FW,30-227,90,0,0,0,0,0,0,0,0,25,0,0,1,0.0,0.0,0.1,1,0,4,13,30.8,2,16,0,5,1,15,2017-2018
Jorge Molina,19,es ESP,FW,35-231,90,0,0,0,0,0,0,0,0,41,0,0,1,0.0,0.0,0.0,0,0,15,34,44.1,2,20,2,1,0,15,2017-2018
Amath,23,sn SEN,LM,21-146,81,0,0,0,0,1,1,0,0,27,2,3,0,0.1,0.1,0.0,1,0,7,10,70.0,2,19,3,4,2,15,2017-2018
   Daniel Pacheco,20,es ESP,LM,26-338,9,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,1,0,3,8,37.5,1,6,0,0,0,15,2017-2018
Fayçal Fajr,21,ma MAR,CM,29-130,90,0,0,0,0,2,1,0,0,46,2,1,3,0.1,0.1,0.0,2,0,20,34,58.8,1,14,0,1,1,15,2017-2018
Markel Bergara,5,es ESP,CM,31-218,65,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,0,0,13,19,68.4,3,8,0,1,1,15,2017-2018
   Mehdi Lacen,8,dz ALG,CM,33-269,25,0,0,0,0,1,1,0,0,16,1,0,0,0.1,0.1,0.0,0,0,8,12,66.7,1,4,0,0,0,15,2017-2018
Francisco Portillo,12,es ESP,RM,27-179,73,0,0,0,0,0,0,0,0,34,0,1,0,0.0,0.0,0.0,0,0,17,27,63.0,4,19,0,2,0,15,2017-2018
   Gaku Shibasaki,10,jp JPN,RM,25-195,17,0,0,0,0,0,0,1,0,13,0,0,0,0.0,0.0,0.0,1,0,9,12,75.0,1,9,0,0,0,15,2017-2018
Vitorino Antunes,3,pt POR,LB,30-252,90,0,0,0,0,1,0,0,0,55,1,2,2,0.0,0.0,0.0,1,0,28,37,75.7,0,21,0,0,0,15,2017-2018
Cala,16,es ESP,CB,28-013,90,0,0,0,0,1,0,0,0,51,0,2,1,0.0,0.0,0.0,0,0,20,37,54.1,1,20,0,0,0,15,2017-2018
Djené,2,tg TOG,CB,25-343,90,0,0,0,0,0,0,0,0,51,1,3,1,0.0,0.0,0.0,1,0,29,41,70.7,1,17,0,1,1,15,2017-2018
Damián Suárez,22,uy URU,RB,29-226,90,0,0,0,0,0,0,0,0,83,4,0,1,0.0,0.0,0.0,1,0,44,70,62.9,3,22,0,2,0,15,2017-2018
Vicente Guaita,13,es ESP,GK,30-333,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,15,36,41.7,0,18,0,0,0,15,2017-2018
Cristiano Ronaldo,7,pt POR,FW,32-307,75,2,0,1,1,4,2,0,0,36,0,1,0,1.5,0.7,0.1,5,2,23,27,85.2,3,25,4,0,0,15,2017-2018
   Isco,22,es ESP,FW,25-232,15,0,0,0,0,1,0,0,0,40,0,0,0,0.0,0.0,0.0,2,0,34,36,94.4,6,29,1,2,0,15,2017-2018
Karim Benzema,9,fr FRA,FW,29-355,90,0,1,0,0,3,0,0,0,34,1,0,0,0.4,0.4,0.3,6,1,26,30,86.7,4,24,1,2,2,15,2017-2018
Marco Asensio,20,es ESP,LM,21-322,90,0,1,0,0,2,0,0,0,88,2,0,2,0.0,0.0,0.6,9,1,75,82,91.5,11,70,6,1,1,15,2017-2018
Luka Modrić,10,hr CRO,CM,32-091,70,0,0,0,0,1,1,0,0,68,1,2,0,0.0,0.0,0.0,2,1,60,66,90.9,7,59,3,3,3,15,2017-2018
   Dani Ceballos,24,es ESP,CM,21-124,20,0,0,0,0,1,0,0,0,37,1,0,0,0.0,0.0,0.0,1,0,35,35,100.0,4,30,0,1,1,15,2017-2018
Toni Kroos,8,de GER,CM,27-339,62,1,0,0,0,2,1,0,0,67,2,0,0,0.4,0.4,0.1,4,1,57,63,90.5,8,41,3,1,1,15,2017-2018
   Marcos Llorente,18,es ESP,CM,22-313,28,0,0,0,0,1,0,0,0,39,0,0,0,0.1,0.1,0.0,1,0,33,36,91.7,4,27,2,1,1,15,2017-2018
Lucas Vázquez,17,es ESP,RM,26-161,90,0,1,0,0,2,1,0,0,68,3,0,2,0.1,0.1,0.7,5,2,54,60,90.0,4,48,3,1,0,15,2017-2018
Marcelo,12,br BRA,LB,29-211,90,0,0,0,0,1,0,0,0,79,1,1,3,0.1,0.1,0.3,3,0,59,71,83.1,7,46,3,3,1,15,2017-2018
Nacho,6,es ESP,CB,27-325,90,1,0,0,0,1,1,0,0,64,1,5,3,0.4,0.4,0.0,1,0,48,50,96.0,0,36,1,0,0,15,2017-2018
Jesús Vallejo,3,es ESP,CB,20-338,90,0,0,0,0,0,0,0,0,54,1,4,0,0.0,0.0,0.0,0,0,44,49,89.8,0,36,1,1,1,15,2017-2018
Achraf Hakimi,19,ma MAR,RB,19-035,90,1,0,0,0,1,1,0,0,65,5,2,1,0.2,0.2,0.0,1,0,46,55,83.6,0,35,2,2,0,15,2017-2018
Keylor Navas,1,cr CRC,GK,30-359,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,30,36,83.3,0,25,0,0,0,15,2017-2018
Cristiano Ronaldo,7,pt POR,FW,32-307,75,2,0,1,1,4,2,0,0,36,0,1,0,1.5,0.7,0.1,5,2,23,27,85.2,3,25,4,0,0,15,2017-2018
   Isco,22,es ESP,FW,25-232,15,0,0,0,0,1,0,0,0,40,0,0,0,0.0,0.0,0.0,2,0,34,36,94.4,6,29,1,2,0,15,2017-2018
Karim Benzema,9,fr FRA,FW,29-355,90,0,1,0,0,3,0,0,0,34,1,0,0,0.4,0.4,0.3,6,1,26,30,86.7,4,24,1,2,2,15,2017-2018
Marco Asensio,20,es ESP,LM,21-322,90,0,1,0,0,2,0,0,0,88,2,0,2,0.0,0.0,0.6,9,1,75,82,91.5,11,70,6,1,1,15,2017-2018
Luka Modrić,10,hr CRO,CM,32-091,70,0,0,0,0,1,1,0,0,68,1,2,0,0.0,0.0,0.0,2,1,60,66,90.9,7,59,3,3,3,15,2017-2018
   Dani Ceballos,24,es ESP,CM,21-124,20,0,0,0,0,1,0,0,0,37,1,0,0,0.0,0.0,0.0,1,0,35,35,100.0,4,30,0,1,1,15,2017-2018
Toni Kroos,8,de GER,CM,27-339,62,1,0,0,0,2,1,0,0,67,2,0,0,0.4,0.4,0.1,4,1,57,63,90.5,8,41,3,1,1,15,2017-2018
   Marcos Llorente,18,es ESP,CM,22-313,28,0,0,0,0,1,0,0,0,39,0,0,0,0.1,0.1,0.0,1,0,33,36,91.7,4,27,2,1,1,15,2017-2018
Lucas Vázquez,17,es ESP,RM,26-161,90,0,1,0,0,2,1,0,0,68,3,0,2,0.1,0.1,0.7,5,2,54,60,90.0,4,48,3,1,0,15,2017-2018
Marcelo,12,br BRA,LB,29-211,90,0,0,0,0,1,0,0,0,79,1,1,3,0.1,0.1,0.3,3,0,59,71,83.1,7,46,3,3,1,15,2017-2018
Nacho,6,es ESP,CB,27-325,90,1,0,0,0,1,1,0,0,64,1,5,3,0.4,0.4,0.0,1,0,48,50,96.0,0,36,1,0,0,15,2017-2018
Jesús Vallejo,3,es ESP,CB,20-338,90,0,0,0,0,0,0,0,0,54,1,4,0,0.0,0.0,0.0,0,0,44,49,89.8,0,36,1,1,1,15,2017-2018
Achraf Hakimi,19,ma MAR,RB,19-035,90,1,0,0,0,1,1,0,0,65,5,2,1,0.2,0.2,0.0,1,0,46,55,83.6,0,35,2,2,0,15,2017-2018
Keylor Navas,1,cr CRC,GK,30-359,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,30,36,83.3,0,25,0,0,0,15,2017-2018
Lucas Pérez,7,es ESP,FW,29-090,90,0,0,0,0,0,0,0,0,43,1,0,2,0.0,0.0,0.2,6,0,26,33,78.8,3,21,1,5,1,15,2017-2018
Adrián López,15,es ESP,LW,29-335,82,1,0,0,0,4,2,0,0,47,2,1,0,0.4,0.4,0.1,2,0,24,34,70.6,4,31,1,3,2,15,2017-2018
   Zakaria Bakkali,18,be BEL,LW,21-317,8,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,3,0,1,0,15,2017-2018
Carles Gil,11,es ESP,RW,25-017,86,0,0,0,0,3,0,0,0,59,1,1,1,0.1,0.1,0.1,7,0,42,48,87.5,6,43,3,1,0,15,2017-2018
   Federico Valverde,17,uy URU,RW,19-140,4,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,1,0,0,0,0,15,2017-2018
Emre Çolak,8,tr TUR,AM,26-203,89,0,0,0,0,3,1,0,0,77,1,1,0,0.1,0.1,0.1,9,1,58,72,80.6,7,37,2,1,1,15,2017-2018
   Pedro Mosquera,5,es ESP,AM,29-232,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,15,2017-2018
Celso Borges,22,cr CRC,DM,29-196,90,0,0,0,0,1,1,1,0,78,3,1,2,0.0,0.0,0.0,2,0,52,68,76.5,5,42,3,0,0,15,2017-2018
Guilherme,20,br BRA,DM,26-248,90,0,0,0,0,3,0,1,0,73,2,2,0,0.1,0.1,0.0,1,0,49,64,76.6,8,34,2,1,1,15,2017-2018
Fernando Navarro,3,es ESP,LB,35-167,90,0,0,0,0,0,0,1,0,65,1,2,1,0.0,0.0,0.0,2,0,41,56,73.2,7,31,3,0,0,15,2017-2018
Sidnei,12,br BRA,CB,28-108,90,0,0,0,0,0,0,0,0,68,2,1,1,0.0,0.0,0.0,0,0,55,62,88.7,4,52,1,0,0,15,2017-2018
Fabian Schär,24,ch SUI,CB,25-354,90,0,0,0,0,1,0,1,0,66,2,0,0,0.1,0.1,0.0,0,0,39,55,70.9,0,26,1,1,1,15,2017-2018
Juanfran,2,es ESP,RB,29-089,90,0,0,0,0,1,0,0,0,70,0,2,0,0.0,0.0,0.0,2,0,40,62,64.5,6,33,5,4,3,15,2017-2018
Rubén,13,es ESP,GK,33-170,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,18,30,60.0,0,16,0,0,0,15,2017-2018
Lucas Pérez,7,es ESP,FW,29-090,90,0,0,0,0,0,0,0,0,43,1,0,2,0.0,0.0,0.2,6,0,26,33,78.8,3,21,1,5,1,15,2017-2018
Adrián López,15,es ESP,LW,29-335,82,1,0,0,0,4,2,0,0,47,2,1,0,0.4,0.4,0.1,2,0,24,34,70.6,4,31,1,3,2,15,2017-2018
   Zakaria Bakkali,18,be BEL,LW,21-317,8,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,3,0,1,0,15,2017-2018
Carles Gil,11,es ESP,RW,25-017,86,0,0,0,0,3,0,0,0,59,1,1,1,0.1,0.1,0.1,7,0,42,48,87.5,6,43,3,1,0,15,2017-2018
   Federico Valverde,17,uy URU,RW,19-140,4,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,1,0,0,0,0,15,2017-2018
Emre Çolak,8,tr TUR,AM,26-203,89,0,0,0,0,3,1,0,0,77,1,1,0,0.1,0.1,0.1,9,1,58,72,80.6,7,37,2,1,1,15,2017-2018
   Pedro Mosquera,5,es ESP,AM,29-232,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,15,2017-2018
Celso Borges,22,cr CRC,DM,29-196,90,0,0,0,0,1,1,1,0,78,3,1,2,0.0,0.0,0.0,2,0,52,68,76.5,5,42,3,0,0,15,2017-2018
Guilherme,20,br BRA,DM,26-248,90,0,0,0,0,3,0,1,0,73,2,2,0,0.1,0.1,0.0,1,0,49,64,76.6,8,34,2,1,1,15,2017-2018
Fernando Navarro,3,es ESP,LB,35-167,90,0,0,0,0,0,0,1,0,65,1,2,1,0.0,0.0,0.0,2,0,41,56,73.2,7,31,3,0,0,15,2017-2018
Sidnei,12,br BRA,CB,28-108,90,0,0,0,0,0,0,0,0,68,2,1,1,0.0,0.0,0.0,0,0,55,62,88.7,4,52,1,0,0,15,2017-2018
Fabian Schär,24,ch SUI,CB,25-354,90,0,0,0,0,1,0,1,0,66,2,0,0,0.1,0.1,0.0,0,0,39,55,70.9,0,26,1,1,1,15,2017-2018
Juanfran,2,es ESP,RB,29-089,90,0,0,0,0,1,0,0,0,70,0,2,0,0.0,0.0,0.0,2,0,40,62,64.5,6,33,5,4,3,15,2017-2018
Rubén,13,es ESP,GK,33-170,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,18,30,60.0,0,16,0,0,0,15,2017-2018
Rodrigo,19,es ESP,FW,26-278,65,0,0,0,0,0,0,0,0,32,0,0,1,0.0,0.0,0.3,4,0,18,26,69.2,4,25,1,3,1,15,2017-2018
   Santi Mina,22,es ESP,FW,22-002,25,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,1,1,9,11,81.8,4,9,0,2,2,15,2017-2018
Simone Zaza,9,it ITA,FW,26-167,90,1,0,0,0,4,2,1,0,29,0,0,1,0.3,0.3,0.1,3,0,13,18,72.2,3,16,2,2,2,15,2017-2018
Andreas Pereira,11,br BRA,"LM,RM",21-342,88,0,0,0,0,2,0,0,0,48,5,1,0,0.1,0.1,0.1,2,0,27,34,79.4,5,35,5,1,1,15,2017-2018
   Nemanja Maksimović,6,rs SRB,RM,22-317,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,15,2017-2018
Geoffrey Kondogbia,16,cf CTA,CM,24-297,90,0,0,0,0,0,0,0,0,61,3,1,1,0.0,0.0,0.0,2,0,46,51,90.2,5,42,0,4,3,15,2017-2018
Daniel Parejo,10,es ESP,CM,28-237,90,1,1,1,1,0,0,0,0,75,3,3,1,0.8,0.0,0.3,5,1,55,69,79.7,15,37,0,0,0,15,2017-2018
Carlos Soler,18,es ESP,RM,20-341,60,0,0,0,0,2,1,0,0,19,0,0,0,0.2,0.2,0.0,1,0,8,12,66.7,1,14,1,1,0,15,2017-2018
   Nacho Gil,31,es ESP,"LM,RM",22-091,30,0,0,0,0,0,0,0,0,15,1,0,0,0.0,0.0,0.0,1,1,9,9,100.0,1,10,0,0,0,15,2017-2018
José Luis Gayà,14,es ESP,LB,22-198,90,0,0,0,0,1,1,1,0,58,3,3,1,0.1,0.1,0.0,2,1,32,46,69.6,1,26,1,1,0,15,2017-2018
Rúben Vezo,3,pt POR,CB,23-228,90,0,0,0,0,1,0,0,0,46,1,0,2,0.2,0.2,0.0,0,0,28,36,77.8,3,18,0,0,0,15,2017-2018
Gabriel Paulista,5,br BRA,CB,27-013,90,0,0,0,0,1,1,0,0,35,0,2,0,0.0,0.0,0.0,1,0,20,28,71.4,1,20,0,1,1,15,2017-2018
Martín Montoya,21,es ESP,RB,26-239,90,0,0,0,0,1,1,0,0,54,2,4,2,0.0,0.0,0.0,1,0,26,39,66.7,5,19,2,1,1,15,2017-2018
Neto,13,br BRA,GK,28-143,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,13,25,52.0,0,13,0,0,0,15,2017-2018
Rodrigo,19,es ESP,FW,26-278,65,0,0,0,0,0,0,0,0,32,0,0,1,0.0,0.0,0.3,4,0,18,26,69.2,4,25,1,3,1,15,2017-2018
   Santi Mina,22,es ESP,FW,22-002,25,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,1,1,9,11,81.8,4,9,0,2,2,15,2017-2018
Simone Zaza,9,it ITA,FW,26-167,90,1,0,0,0,4,2,1,0,29,0,0,1,0.3,0.3,0.1,3,0,13,18,72.2,3,16,2,2,2,15,2017-2018
Andreas Pereira,11,br BRA,"LM,RM",21-342,88,0,0,0,0,2,0,0,0,48,5,1,0,0.1,0.1,0.1,2,0,27,34,79.4,5,35,5,1,1,15,2017-2018
   Nemanja Maksimović,6,rs SRB,RM,22-317,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,15,2017-2018
Geoffrey Kondogbia,16,cf CTA,CM,24-297,90,0,0,0,0,0,0,0,0,61,3,1,1,0.0,0.0,0.0,2,0,46,51,90.2,5,42,0,4,3,15,2017-2018
Daniel Parejo,10,es ESP,CM,28-237,90,1,1,1,1,0,0,0,0,75,3,3,1,0.8,0.0,0.3,5,1,55,69,79.7,15,37,0,0,0,15,2017-2018
Carlos Soler,18,es ESP,RM,20-341,60,0,0,0,0,2,1,0,0,19,0,0,0,0.2,0.2,0.0,1,0,8,12,66.7,1,14,1,1,0,15,2017-2018
   Nacho Gil,31,es ESP,"LM,RM",22-091,30,0,0,0,0,0,0,0,0,15,1,0,0,0.0,0.0,0.0,1,1,9,9,100.0,1,10,0,0,0,15,2017-2018
José Luis Gayà,14,es ESP,LB,22-198,90,0,0,0,0,1,1,1,0,58,3,3,1,0.1,0.1,0.0,2,1,32,46,69.6,1,26,1,1,0,15,2017-2018
Rúben Vezo,3,pt POR,CB,23-228,90,0,0,0,0,1,0,0,0,46,1,0,2,0.2,0.2,0.0,0,0,28,36,77.8,3,18,0,0,0,15,2017-2018
Gabriel Paulista,5,br BRA,CB,27-013,90,0,0,0,0,1,1,0,0,35,0,2,0,0.0,0.0,0.0,1,0,20,28,71.4,1,20,0,1,1,15,2017-2018
Martín Montoya,21,es ESP,RB,26-239,90,0,0,0,0,1,1,0,0,54,2,4,2,0.0,0.0,0.0,1,0,26,39,66.7,5,19,2,1,1,15,2017-2018
Neto,13,br BRA,GK,28-143,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,13,25,52.0,0,13,0,0,0,15,2017-2018
Willian José,12,br BRA,FW,26-017,72,0,0,0,0,2,0,0,0,36,0,0,0,0.5,0.5,0.1,4,0,23,27,85.2,0,19,2,2,1,15,2017-2018
   Jon Bautista,21,es ESP,FW,22-160,18,0,0,0,0,1,0,0,0,4,0,0,0,0.1,0.1,0.1,1,0,2,3,66.7,1,2,1,0,0,15,2017-2018
Mikel Oyarzabal,18,es ESP,LW,20-233,90,0,0,0,0,2,1,0,0,48,0,0,0,0.4,0.4,0.2,6,0,30,42,71.4,4,32,1,1,1,15,2017-2018
Adnan Januzaj,8,be BEL,RW,22-308,64,0,0,0,0,0,0,0,0,29,1,0,1,0.0,0.0,0.3,1,0,11,20,55.0,2,17,1,4,1,15,2017-2018
   Juanmi,7,es ESP,RW,24-204,26,0,0,0,0,2,0,0,0,14,0,0,0,0.1,0.1,0.1,1,0,8,9,88.9,3,9,0,0,0,15,2017-2018
David Zurutuza,17,es ESP,LM,31-144,45,0,0,0,0,1,0,1,0,26,0,0,1,0.0,0.0,0.0,0,0,17,20,85.0,2,14,1,0,0,15,2017-2018
   Igor Zubeldia,5,es ESP,LM,20-255,45,0,0,0,0,1,0,0,0,36,1,2,0,0.0,0.0,0.0,0,0,25,33,75.8,6,21,1,1,0,15,2017-2018
Asier Illarramendi,4,es ESP,CM,27-277,90,0,0,0,0,2,0,0,0,99,2,3,0,0.1,0.1,0.1,4,0,75,90,83.3,16,50,5,3,3,15,2017-2018
Xabi Prieto,10,es ESP,RM,34-103,90,0,0,0,0,2,0,0,0,49,0,0,1,0.1,0.1,0.7,7,0,33,44,75.0,5,23,1,1,1,15,2017-2018
Alberto de la Bella,24,es ESP,LB,32-008,90,0,0,0,0,3,1,0,0,102,2,3,1,0.2,0.2,0.1,5,0,75,90,83.3,7,53,2,0,0,15,2017-2018
Iñigo Martínez,6,es ESP,CB,26-207,90,0,0,0,0,1,0,0,0,80,0,3,0,0.1,0.1,0.0,3,0,58,73,79.5,15,41,9,1,1,15,2017-2018
Diego Llorente,3,es ESP,CB,24-116,90,0,0,0,0,1,0,0,0,73,2,4,1,0.1,0.1,0.0,1,0,60,66,90.9,7,35,3,0,0,15,2017-2018
Álvaro Odriozola,19,es ESP,RB,21-361,90,0,0,0,0,0,0,0,0,74,2,1,1,0.0,0.0,0.0,3,0,44,60,73.3,3,35,5,4,2,15,2017-2018
Gerónimo Rulli,1,ar ARG,GK,25-204,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,0,0,35,40,87.5,0,18,0,0,0,15,2017-2018
Willian José,12,br BRA,FW,26-017,72,0,0,0,0,2,0,0,0,36,0,0,0,0.5,0.5,0.1,4,0,23,27,85.2,0,19,2,2,1,15,2017-2018
   Jon Bautista,21,es ESP,FW,22-160,18,0,0,0,0,1,0,0,0,4,0,0,0,0.1,0.1,0.1,1,0,2,3,66.7,1,2,1,0,0,15,2017-2018
Mikel Oyarzabal,18,es ESP,LW,20-233,90,0,0,0,0,2,1,0,0,48,0,0,0,0.4,0.4,0.2,6,0,30,42,71.4,4,32,1,1,1,15,2017-2018
Adnan Januzaj,8,be BEL,RW,22-308,64,0,0,0,0,0,0,0,0,29,1,0,1,0.0,0.0,0.3,1,0,11,20,55.0,2,17,1,4,1,15,2017-2018
   Juanmi,7,es ESP,RW,24-204,26,0,0,0,0,2,0,0,0,14,0,0,0,0.1,0.1,0.1,1,0,8,9,88.9,3,9,0,0,0,15,2017-2018
David Zurutuza,17,es ESP,LM,31-144,45,0,0,0,0,1,0,1,0,26,0,0,1,0.0,0.0,0.0,0,0,17,20,85.0,2,14,1,0,0,15,2017-2018
   Igor Zubeldia,5,es ESP,LM,20-255,45,0,0,0,0,1,0,0,0,36,1,2,0,0.0,0.0,0.0,0,0,25,33,75.8,6,21,1,1,0,15,2017-2018
Asier Illarramendi,4,es ESP,CM,27-277,90,0,0,0,0,2,0,0,0,99,2,3,0,0.1,0.1,0.1,4,0,75,90,83.3,16,50,5,3,3,15,2017-2018
Xabi Prieto,10,es ESP,RM,34-103,90,0,0,0,0,2,0,0,0,49,0,0,1,0.1,0.1,0.7,7,0,33,44,75.0,5,23,1,1,1,15,2017-2018
