player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Borja Mayoral,2,es ESP,FW,21-218,76,34,0,3,18,14,1,34,2,1,50.0,1,50.0,19,95,46,1,1,0,3,1,28,4,12,2018-2019
   Coke,12,es ESP,FW,31-197,14,6,0,2,2,2,1,6,1,1,100.0,0,0.0,4,42,6,0,0,0,1,0,6,3,12,2018-2019
Emmanuel Boateng,21,gh GHA,FW,22-170,90,30,0,0,10,20,3,30,0,0,,0,,20,74,12,0,0,0,2,1,24,10,12,2018-2019
José Campaña,24,es ESP,CM,25-162,90,85,1,12,37,37,0,85,3,0,0.0,3,100.0,29,202,126,3,2,0,3,0,58,7,12,2018-2019
Sanjin Prcić,8,ba BIH,CM,24-354,83,50,2,16,28,6,0,50,0,0,,0,,9,29,7,0,0,0,3,0,18,0,12,2018-2019
   Roger Martí,9,es ESP,CM,27-310,7,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,12,2018-2019
Enis Bardhi,10,mk MKD,CM,23-130,90,68,1,10,25,34,3,68,4,2,50.0,2,50.0,29,169,102,3,5,0,3,1,44,8,12,2018-2019
José Luis Morales,11,es ESP,WB,31-109,90,70,1,17,20,35,7,70,10,6,60.0,4,40.0,32,280,142,7,2,3,1,2,38,8,12,2018-2019
Jason,23,es ESP,WB,24-126,89,56,0,12,28,19,2,56,2,2,100.0,0,0.0,20,157,101,3,1,1,2,0,36,3,12,2018-2019
   Moses Simon,7,ng NGA,WB,23-120,1,5,0,0,2,3,1,5,0,0,,0,,2,22,17,0,0,0,0,0,2,2,12,2018-2019
Chema,6,es ESP,CB,26-251,90,34,7,20,9,5,0,34,0,0,,0,,8,31,8,0,0,0,0,0,18,0,12,2018-2019
Sergio Postigo,15,es ESP,CB,30-005,90,34,7,19,12,3,2,34,0,0,,0,,10,33,16,0,0,0,1,0,16,1,12,2018-2019
Rober,4,es ESP,CB,23-266,90,40,3,18,18,4,2,40,0,0,,0,,11,63,20,0,0,0,1,0,16,0,12,2018-2019
Oier Olazábal,13,es ESP,GK,29-056,90,24,19,24,0,0,0,24,0,0,,0,,7,60,39,0,0,0,0,0,5,0,12,2018-2019
Willian José,12,br BRA,FW,26-351,90,46,2,7,28,14,1,46,1,1,100.0,0,0.0,32,193,109,2,2,0,4,4,36,6,12,2018-2019
Mikel Oyarzabal,10,es ESP,AM,21-202,90,39,2,5,13,21,7,39,0,0,,0,,26,228,134,5,4,0,1,0,28,5,12,2018-2019
Adnan Januzaj,11,be BEL,AM,23-277,90,47,1,8,12,28,4,47,11,8,72.7,3,27.3,36,269,123,2,2,1,3,5,35,8,12,2018-2019
Asier Illarramendi,4,es ESP,CM,28-246,90,83,9,25,47,11,0,83,0,0,,0,,48,225,97,0,1,0,1,1,50,0,12,2018-2019
Igor Zubeldia,5,es ESP,CM,21-224,55,23,0,5,16,2,0,23,0,0,,0,,13,53,25,0,0,0,0,0,16,1,12,2018-2019
   Juanmi,7,es ESP,CM,25-173,35,12,0,1,7,5,3,12,1,1,100.0,0,0.0,10,47,20,2,1,1,0,1,12,2,12,2018-2019
Theo Hernández,19,fr FRA,WB,21-034,90,69,3,24,30,19,4,69,6,4,66.7,2,33.3,44,406,260,6,4,4,1,2,45,3,12,2018-2019
Andoni Gorosabel,18,es ESP,WB,22-097,45,39,2,8,19,12,0,39,1,0,0.0,1,100.0,22,131,71,0,3,0,1,0,28,0,12,2018-2019
   David Zurutuza,17,es ESP,WB,32-113,45,29,2,8,15,6,1,29,1,0,0.0,1,100.0,11,112,51,1,2,0,1,1,18,0,12,2018-2019
Héctor Moreno,6,mx MEX,CB,30-296,90,59,4,22,31,8,0,59,2,1,50.0,1,50.0,34,156,84,1,1,0,0,0,38,1,12,2018-2019
Diego Llorente,3,es ESP,CB,25-085,90,50,3,30,20,0,0,50,0,0,,0,,27,163,74,0,0,0,0,0,28,0,12,2018-2019
Aritz Elustondo,15,es ESP,CB,24-226,90,67,8,26,33,9,1,67,0,0,,0,,28,169,99,1,1,0,0,0,31,0,12,2018-2019
Miguel Ángel Moyá,13,es ESP,GK,34-221,90,30,23,30,0,0,0,30,0,0,,0,,9,43,35,0,0,0,0,0,10,0,12,2018-2019
