player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Jan Oblak,si SVN,26-085,90,4,0,4,100.0,0.6,10,14,71.4,16,6,50.0,37.3,8,75.0,48.4,18,2,11.1,0,6.7,30,2018-2019
Gorka Iraizoz,es ESP,38-027,90,7,2,5,71.4,1.8,3,10,30.0,30,7,26.7,32.0,10,20.0,30.9,10,0,0.0,0,13.0,30,2018-2019
Diego López,es ESP,37-150,90,3,1,2,66.7,1.3,8,20,40.0,24,3,62.5,43.5,9,55.6,44.4,19,2,10.5,1,15.0,30,2018-2019
David Soria,es ESP,25-363,90,3,1,2,66.7,1.3,13,25,52.0,23,2,82.6,50.3,6,100.0,54.0,9,1,11.1,2,16.8,30,2018-2019
Sergio Asenjo,es ESP,29-278,90,9,4,5,55.6,3.3,6,11,54.5,19,3,31.6,34.3,5,100.0,65.4,3,0,0.0,2,20.0,30,2018-2019
Marc-André ter Stegen,de GER,26-337,90,9,4,5,55.6,2.7,5,10,50.0,24,3,29.2,29.9,6,50.0,34.3,7,0,0.0,1,17.5,30,2018-2019
Iago Herrerín,es ESP,31-068,90,6,2,4,83.3,2.2,7,22,31.8,24,4,79.2,50.2,3,100.0,64.3,17,3,17.6,0,8.2,30,2018-2019
Aitor Fernández,es ESP,27-335,90,7,3,4,71.4,2.5,6,14,42.9,22,9,45.5,35.6,7,57.1,52.0,9,0,0.0,0,8.3,30,2018-2019
Roberto Santamaría,es ESP,34-035,90,5,3,2,40.0,2.3,13,29,44.8,26,1,88.5,52.7,7,85.7,58.6,6,0,0.0,0,12.0,30,2018-2019
Rubén Blanco,es ESP,23-252,90,6,3,3,50.0,2.1,6,23,26.1,17,3,52.9,41.2,14,100.0,66.6,29,1,3.4,1,11.0,30,2018-2019
Marko Dmitrović,rs SRB,27-069,90,3,1,2,66.7,0.7,10,31,32.3,27,1,88.9,57.6,7,100.0,74.3,13,0,0.0,0,8.3,30,2018-2019
Stole Dimitrievski,mk MKD,25-099,90,6,2,4,66.7,2.0,8,19,42.1,33,6,45.5,37.4,12,33.3,34.8,15,0,0.0,0,,30,2018-2019
Neto,br BRA,29-258,90,5,1,4,80.0,1.0,5,18,27.8,19,2,63.2,47.2,7,85.7,56.7,22,0,0.0,0,,30,2018-2019
Keylor Navas,cr CRC,32-109,90,4,2,2,50.0,1.4,2,7,28.6,19,4,21.1,30.1,7,42.9,39.4,12,0,0.0,1,15.2,30,2018-2019
Juan Soriano,es ESP,21-224,90,1,0,1,100.0,0.1,3,18,16.7,24,6,58.3,43.3,8,50.0,43.4,8,0,0.0,2,19.8,30,2018-2019
Fernando Pacheco,es ESP,26-321,90,5,2,3,60.0,2.0,6,27,22.2,31,4,54.8,40.4,10,100.0,58.0,21,0,0.0,0,4.0,30,2018-2019
Iván Cuéllar,es ESP,34-312,90,1,0,1,100.0,0.1,7,17,41.2,22,3,54.5,46.5,6,83.3,55.8,10,2,20.0,0,10.0,30,2018-2019
Jordi Masip,es ESP,30-091,90,2,1,1,50.0,0.5,11,37,29.7,27,5,66.7,44.7,19,100.0,66.7,15,0,0.0,1,12.8,30,2018-2019
Gerónimo Rulli,ar ARG,26-319,90,6,1,5,83.3,1.6,5,14,35.7,35,5,31.4,34.3,5,60.0,47.8,15,1,6.7,1,13.3,30,2018-2019
Pau López,es ESP,24-112,90,7,2,5,71.4,2.3,5,8,62.5,30,9,16.7,25.5,7,42.9,42.4,11,1,9.1,0,10.2,30,2018-2019
