player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Jordi Masip,es ESP,30-036,90,3,0,3,100.0,1.1,7,19,36.8,17,5,47.1,37.2,12,91.7,60.9,14,0,0.0,2,17.7,23,2018-2019
Sergio Asenjo,es ESP,29-225,90,2,0,2,100.0,0.4,10,19,52.6,15,5,46.7,42.0,13,92.3,62.1,33,0,0.0,0,9.0,23,2018-2019
David Soria,es ESP,25-311,90,3,1,2,66.7,0.6,9,20,45.0,20,2,70.0,44.3,6,100.0,60.8,11,0,0.0,1,29.0,23,2018-2019
Rubén Blanco,es ESP,23-199,90,6,3,3,66.7,3.6,9,23,39.1,30,6,50.0,41.1,9,88.9,63.6,14,0,0.0,0,14.0,23,2018-2019
Jan Oblak,si SVN,26-033,90,4,3,1,50.0,2.4,3,13,23.1,14,0,57.1,46.5,5,100.0,57.8,10,0,0.0,0,,23,2018-2019
Thibaut Courtois,be BEL,26-274,90,2,1,1,50.0,0.9,6,16,37.5,21,3,47.6,41.4,12,50.0,42.4,5,0,0.0,0,,23,2018-2019
Diego López,es ESP,37-098,90,3,1,2,66.7,0.6,2,5,40.0,10,1,40.0,35.5,3,33.3,31.0,16,0,0.0,0,5.5,23,2018-2019
Stole Dimitrievski,mk MKD,25-046,90,5,2,3,80.0,2.5,9,23,39.1,21,4,57.1,42.3,12,91.7,56.2,18,1,5.6,2,17.3,23,2018-2019
Yassine Bounou,ma MAR,27-310,90,6,2,4,66.7,2.1,2,3,66.7,21,6,14.3,30.5,3,0.0,20.7,7,0,0.0,0,13.0,23,2018-2019
Roberto Santamaría,es ESP,33-347,90,7,0,7,100.0,1.5,12,21,57.1,15,1,80.0,52.7,9,100.0,61.8,32,1,3.1,0,14.0,23,2018-2019
Iván Cuéllar,es ESP,34-259,90,1,0,1,100.0,0.1,8,13,61.5,19,2,47.4,40.2,4,100.0,58.3,10,2,20.0,2,14.4,23,2018-2019
Pau López,es ESP,24-059,90,4,3,1,25.0,1.9,3,6,50.0,39,6,7.7,23.6,14,21.4,31.1,16,0,0.0,1,15.0,23,2018-2019
Neto,br BRA,29-206,90,1,0,1,100.0,0.0,5,10,50.0,17,5,52.9,42.1,1,100.0,64.0,12,0,0.0,0,,23,2018-2019
Gerónimo Rulli,ar ARG,26-266,90,4,0,4,100.0,1.2,3,9,33.3,45,6,11.1,25.9,6,66.7,49.5,21,0,0.0,0,10.0,23,2018-2019
Tomáš Vaclík,cz CZE,29-318,90,4,2,2,50.0,1.7,9,23,39.1,38,8,50.0,39.7,5,80.0,56.4,17,1,5.9,1,13.3,23,2018-2019
Asier Riesgo,es ESP,35-127,90,4,2,2,50.0,1.6,10,28,35.7,19,1,84.2,54.5,12,100.0,63.9,23,0,0.0,2,21.3,23,2018-2019
Iago Herrerín,es ESP,31-016,90,2,0,2,100.0,0.2,12,24,50.0,26,3,61.5,42.1,8,100.0,65.4,9,0,0.0,0,9.0,23,2018-2019
Marc-André ter Stegen,de GER,26-286,90,5,0,5,100.0,0.8,4,7,57.1,30,7,16.7,26.8,7,28.6,36.0,13,0,0.0,1,13.0,23,2018-2019
Fernando Pacheco,es ESP,26-269,90,0,0,0,,0.0,5,16,31.3,20,1,55.0,40.1,5,100.0,57.6,17,1,5.9,2,11.1,23,2018-2019
Aitor Fernández,es ESP,27-284,90,4,2,2,50.0,1.3,7,19,36.8,22,4,40.9,31.5,15,66.7,46.4,16,1,6.3,1,11.0,23,2018-2019
