player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Cristhian Stuani,7,uy URU,FW,31-359,90,0,0,0,2,3,3,0,0,0,0,0,0,2,5,1,83.3,8,2018-2019
Portu,9,es ESP,FW,26-138,76,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,50.0,8,2018-2019
   Seydou Doumbia,22,ci CIV,FW,30-279,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,8,2018-2019
Álex Granell,6,es ESP,CM,30-065,90,0,0,0,0,3,0,4,2,0,0,0,0,7,0,4,0.0,8,2018-2019
Borja García,10,es ESP,CM,27-338,90,0,0,0,0,3,0,1,1,2,0,0,0,9,2,2,50.0,8,2018-2019
Douglas Luiz,12,br BRA,CM,20-150,90,0,0,0,1,2,0,0,2,0,0,0,0,7,3,0,100.0,8,2018-2019
Aday,11,es ESP,WB,30-294,80,1,0,0,1,1,0,7,0,3,0,1,0,4,0,0,,8,2018-2019
   Patrick Roberts,17,eng ENG,WB,21-243,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,8,2018-2019
Pedro Porro,29,es ESP,WB,19-023,72,0,0,0,1,1,0,5,1,0,0,0,0,6,2,0,100.0,8,2018-2019
   Anthony Lozano,19,hn HON,WB,25-164,18,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,50.0,8,2018-2019
Marc Muniesa,20,es ESP,CB,26-193,90,0,0,0,1,1,0,0,2,4,0,0,0,4,5,1,83.3,8,2018-2019
Bernardo Espinosa,2,co COL,CB,29-087,90,0,0,0,1,0,1,0,4,0,0,0,0,5,12,3,80.0,8,2018-2019
Juanpe,15,es ESP,CB,27-159,90,1,0,0,1,0,0,0,1,2,0,0,0,2,4,6,40.0,8,2018-2019
Yassine Bounou,13,ma MAR,GK,27-184,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,8,2018-2019
Charles,19,br BRA,FW,34-185,70,0,0,0,1,1,0,0,1,0,0,0,0,0,2,8,20.0,8,2018-2019
   Kiké,17,es ESP,FW,28-315,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,33.3,8,2018-2019
Sergi Enrich,9,es ESP,FW,28-222,84,0,0,0,1,1,0,0,0,0,0,0,0,2,4,8,33.3,8,2018-2019
   Sergio Álvarez,6,es ESP,CM,26-256,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,8,2018-2019
Pablo de Blasis,16,ar ARG,"LM,RM",30-244,90,0,0,0,1,1,0,3,1,1,0,0,0,3,0,3,0.0,8,2018-2019
Joan Jordán,24,es ESP,"CM,FW",24-092,90,1,0,0,2,0,0,10,1,2,0,0,0,10,2,1,66.7,8,2018-2019
Papakouli Diop,8,sn SEN,CM,32-201,90,1,0,0,3,1,0,0,2,1,0,0,0,4,2,2,50.0,8,2018-2019
Fabián Orellana,14,cl CHI,RM,32-252,76,0,0,0,1,1,0,4,0,1,0,0,0,6,0,1,0.0,8,2018-2019
   Marc Cucurella,20,es ESP,"LM,RM",20-076,14,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0.0,8,2018-2019
José Ángel,15,es ESP,LB,29-031,90,1,0,0,3,0,0,4,0,1,0,0,0,7,1,1,50.0,8,2018-2019
Anaitz Arbilla,23,es ESP,CB,31-144,90,1,0,0,1,0,0,0,3,1,0,0,0,3,2,1,66.7,8,2018-2019
Paulo Oliveira,12,pt POR,CB,26-271,90,1,0,0,2,1,0,0,1,1,0,0,0,4,3,2,60.0,8,2018-2019
Rubén Peña,11,es ESP,RB,27-080,90,0,0,0,2,1,0,5,3,1,0,0,0,6,0,1,0.0,8,2018-2019
Marko Dmitrović,1,rs SRB,GK,26-255,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,8,2018-2019
Jaime Mata,7,es ESP,FW,29-347,61,0,0,0,1,2,0,2,0,0,0,0,0,1,3,0,100.0,8,2018-2019
   Ángel Rodríguez,9,es ESP,FW,31-163,29,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,33.3,8,2018-2019
Jorge Molina,19,es ESP,FW,36-167,90,0,0,0,1,0,2,1,0,0,0,0,0,2,3,4,42.9,8,2018-2019
Amath,11,sn SEN,LM,22-082,66,0,0,0,2,4,0,3,2,1,0,0,0,5,0,0,,8,2018-2019
   Robert Ibáñez,17,es ESP,RM,25-198,24,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,8,2018-2019
Nemanja Maksimović,20,rs SRB,CM,23-253,90,0,0,0,0,1,0,0,1,1,0,0,0,5,2,3,40.0,8,2018-2019
Mauro Arambarri,18,uy URU,CM,23-006,53,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0.0,8,2018-2019
   Markel Bergara,5,es ESP,CM,32-154,37,0,0,0,1,0,0,0,1,2,0,0,0,4,1,2,33.3,8,2018-2019
Francisco Portillo,8,es ESP,"RM,LM",28-115,89,0,1,0,1,4,0,5,2,0,0,0,0,5,0,0,,8,2018-2019
Vitorino Antunes,3,pt POR,LB,31-188,90,1,0,0,3,3,0,9,1,2,0,0,0,10,1,1,50.0,8,2018-2019
Bruno González,4,es ESP,CB,28-135,90,0,0,0,0,0,0,1,1,0,0,0,0,3,3,5,37.5,8,2018-2019
Djené,2,tg TOG,CB,26-279,90,1,0,0,4,0,0,2,2,6,0,0,0,6,1,2,33.3,8,2018-2019
Damián Suárez,22,uy URU,RB,30-162,90,1,0,0,2,1,0,12,0,2,0,0,0,5,0,0,,8,2018-2019
David Soria,13,es ESP,GK,25-185,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,8,2018-2019
