player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Iñaki Williams,9,gh GHA,FW,24-266,45,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,27,2018-2019
   Kenan Kodro,2,ba BIH,FW,25-201,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,27,2018-2019
Iker Muniain,10,es ESP,LW,26-079,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,27,2018-2019
Markel Susaeta,14,es ESP,RW,31-084,74,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,27,2018-2019
   Ibai Gómez,19,es ESP,RW,29-117,16,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,27,2018-2019
Raúl García,22,es ESP,AM,32-240,90,1,1,0,1,0,0,1,0.0,1,3,0,3,0,1,0,0,27,2018-2019
Dani García,16,es ESP,DM,28-288,62,4,0,1,2,1,3,3,100.0,0,1,1,0,1,5,1,0,27,2018-2019
   Beñat Etxebarria,7,es ESP,DM,32-017,28,2,1,1,0,1,2,2,100.0,0,0,0,0,1,3,0,0,27,2018-2019
Mikel San José,6,es ESP,DM,29-282,90,3,2,1,1,1,0,1,0.0,1,0,0,0,0,3,1,0,27,2018-2019
Yuri Berchiche,12,es ESP,LB,29-026,90,1,1,1,0,0,0,1,0.0,1,1,0,1,1,2,1,0,27,2018-2019
Iñigo Martínez,4,es ESP,CB,27-295,90,2,1,2,0,0,1,1,100.0,0,0,0,0,2,4,3,0,27,2018-2019
Yeray Álvarez,5,es ESP,CB,24-043,90,4,3,3,0,1,1,1,100.0,0,1,0,1,2,6,0,0,27,2018-2019
Óscar de Marcos,18,es ESP,RB,29-328,90,1,0,0,0,1,1,1,100.0,0,1,0,1,1,2,0,0,27,2018-2019
Iago Herrerín,13,es ESP,GK,31-042,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,27,2018-2019
Facundo Ferreyra,11,ar ARG,FW,27-359,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,0,27,2018-2019
Wu Lei,24,cn CHN,LM,27-109,59,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,27,2018-2019
   Javi Puado,20,es ESP,"LM,RM",20-287,31,1,1,0,1,0,0,0,,0,0,0,0,1,2,1,0,27,2018-2019
Esteban Granero,23,es ESP,CM,31-249,90,0,0,0,0,0,0,3,0.0,3,0,0,0,2,2,2,0,27,2018-2019
Óscar Melendo,14,es ESP,"CM,RM",21-197,84,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,27,2018-2019
