player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Wu Lei,24,cn CHN,FW,27-145,62,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0,32,2018-2019
   Sergio García,9,es ESP,"FW,RM",35-308,28,11,11,0,0,0,0,0,0,0,0,0,0,9,0,1,32,2018-2019
Borja Iglesias,7,es ESP,FW,26-086,90,25,22,3,1,0,0,0,0,0,0,0,0,15,0,3,32,2018-2019
Sergi Darder,10,es ESP,LM,25-112,90,41,35,5,2,1,0,5,0,3,0,1,1,24,1,1,32,2018-2019
Marc Roca,21,es ESP,CM,22-138,90,64,60,4,4,0,0,0,0,0,0,0,0,55,0,1,32,2018-2019
Víctor Sánchez,4,es ESP,CM,31-217,90,48,48,0,0,0,0,2,0,0,0,0,0,35,0,4,32,2018-2019
Óscar Melendo,14,es ESP,RM,21-233,84,37,36,1,0,1,0,0,0,1,0,0,0,30,0,1,32,2018-2019
   Óscar Duarte,6,cr CRC,CB,29-314,6,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,32,2018-2019
Adrià Pedrosa,28,es ESP,LB,20-335,90,43,30,13,0,0,0,1,13,0,0,0,0,35,0,0,32,2018-2019
Mario Hermoso,22,es ESP,CB,23-299,90,64,60,3,3,0,3,0,0,0,0,0,0,52,1,0,32,2018-2019
Naldo,5,br BRA,CB,30-231,90,59,55,4,4,0,0,0,0,0,0,0,0,49,0,0,32,2018-2019
Roberto Rosales,8,ve VEN,RB,30-144,27,15,14,1,0,0,0,1,1,0,0,0,0,10,0,1,32,2018-2019
   Javi López,16,es ESP,RB,33-082,63,42,35,5,0,0,0,2,5,0,0,0,0,28,2,2,32,2018-2019
Diego López,13,es ESP,GK,37-161,90,42,25,17,5,0,0,0,0,0,0,0,0,24,0,0,32,2018-2019
Jonathan Calleri,12,ar ARG,FW,25-202,90,21,21,0,0,0,0,1,0,0,0,0,0,13,0,0,32,2018-2019
Borja Bastón,18,es ESP,FW,26-231,67,12,12,0,0,0,0,0,0,0,0,0,0,6,0,1,32,2018-2019
   Diego Rolán,9,uy URU,FW,26-020,23,8,8,0,0,0,0,1,0,0,0,0,0,5,0,1,32,2018-2019
Jony,23,es ESP,LM,27-278,90,37,23,13,3,0,3,17,3,7,5,1,0,13,1,2,32,2018-2019
Manu García,19,es ESP,CM,32-352,90,43,43,0,0,0,0,2,0,0,0,0,0,35,0,1,32,2018-2019
Darko Brašanac,20,rs SRB,CM,27-060,78,33,32,1,1,0,0,0,0,0,0,0,0,27,0,0,32,2018-2019
   Wakaso,22,gh GHA,CM,28-262,12,17,15,2,0,0,1,1,2,0,0,0,0,13,0,1,32,2018-2019
Takashi Inui,11,jp JPN,RM,30-315,78,20,15,5,1,0,0,2,1,0,0,0,0,15,0,0,32,2018-2019
   Patrick Twumasi,24,gh GHA,RM,24-339,12,6,5,1,0,0,0,2,0,1,0,1,0,4,0,0,32,2018-2019
Rubén Duarte,3,es ESP,LB,23-177,90,50,46,4,1,0,0,3,3,0,0,0,0,31,0,1,32,2018-2019
Rodrigo Ely,4,br BRA,CB,25-161,90,40,39,1,1,0,1,0,0,0,0,0,0,30,0,1,32,2018-2019
Víctor Laguardia,5,es ESP,CB,29-159,90,45,42,2,2,0,0,0,0,0,0,0,0,35,1,0,32,2018-2019
Ximo Navarro,15,es ESP,RB,29-080,90,39,29,10,1,0,0,1,9,0,0,0,0,32,0,0,32,2018-2019
Fernando Pacheco,1,es ESP,GK,26-330,90,23,13,10,6,0,1,0,0,0,0,0,0,16,0,0,32,2018-2019
Enric Gallego,22,es ESP,FW,32-213,90,19,18,1,0,0,0,0,0,0,0,0,0,10,0,0,32,2018-2019
David Ferreiro,7,es ESP,LM,31-012,71,24,15,7,5,0,1,9,0,2,1,1,0,13,2,1,32,2018-2019
   Cucho,9,co COL,"LW,LM",19-358,19,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,32,2018-2019
Moi Gómez,6,es ESP,"CM,LM",24-294,90,23,22,1,1,0,0,1,0,0,0,0,0,17,0,0,32,2018-2019
Juanpi,20,ve VEN,CM,25-079,59,17,11,5,2,1,0,3,0,3,1,1,0,8,1,0,32,2018-2019
   Gonzalo Melero,8,es ESP,"RM,CM",25-101,31,11,11,0,0,0,0,0,0,0,0,0,0,8,0,0,32,2018-2019
Ezequiel Ávila,19,ar ARG,"RM,RW",25-066,87,19,18,1,0,0,0,2,1,0,0,0,0,7,0,2,32,2018-2019
   Álex Gallar,11,es ESP,RW,27-025,3,4,2,2,1,0,0,2,0,1,0,0,0,1,0,0,32,2018-2019
Cristian Rivera,17,es ESP,"DM,CM",21-278,90,24,23,1,1,0,0,0,0,0,0,0,0,18,0,1,32,2018-2019
Javi Galán,12,es ESP,LB,24-145,90,34,22,12,0,0,0,3,12,0,0,0,0,21,0,2,32,2018-2019
Jorge Pulido,14,es ESP,CB,28-005,90,21,17,4,4,0,0,0,0,0,0,0,0,12,0,0,32,2018-2019
Xabier Etxeita,3,es ESP,CB,31-164,90,8,7,1,1,0,1,0,0,0,0,0,0,6,0,0,32,2018-2019
Jorge Miramón,24,es ESP,RB,29-315,90,21,16,5,0,0,0,0,5,0,0,0,0,13,0,0,32,2018-2019
Roberto Santamaría,13,es ESP,GK,34-045,90,24,11,13,6,0,0,0,0,0,0,0,0,15,0,0,32,2018-2019
Kevin-Prince Boateng,19,gh GHA,FW,32-038,90,17,14,2,1,0,1,0,0,0,0,0,0,12,1,1,32,2018-2019
Ousmane Dembélé,11,fr FRA,FW,21-333,66,44,40,3,0,0,0,3,0,3,0,3,0,35,1,0,32,2018-2019
   Philippe Coutinho,7,br BRA,CM,26-305,24,23,19,3,2,0,0,1,0,1,1,0,0,19,1,0,32,2018-2019
Malcom,14,br BRA,"LW,FW",22-046,90,58,53,5,0,0,0,3,4,1,0,1,0,45,0,1,32,2018-2019
Moussa Wagué,40,sn SEN,RW,20-191,90,58,50,7,0,0,0,2,7,0,0,0,0,49,1,3,32,2018-2019
Riqui Puig,28,es ESP,CM,19-243,66,49,48,0,0,1,0,0,0,0,0,0,0,44,1,1,32,2018-2019
   Jordi Alba,18,es ESP,LW,30-023,24,21,17,4,2,0,0,1,2,0,0,0,0,16,0,0,32,2018-2019
Carles Aleñá,21,es ESP,CM,21-098,80,48,45,2,1,0,0,0,1,0,0,0,0,44,1,0,32,2018-2019
   Arthur Melo,8,br BRA,CM,22-244,10,15,15,0,0,0,0,0,0,0,0,0,0,12,0,0,32,2018-2019
Arturo Vidal,22,cl CHI,DM,31-326,90,88,81,6,6,0,3,1,0,0,0,0,0,74,1,2,32,2018-2019
Samuel Umtiti,23,fr FRA,CB,25-150,90,66,63,3,2,0,1,0,1,0,0,0,0,64,0,0,32,2018-2019
Jeison Murillo,17,co COL,CB,26-321,90,99,96,2,2,0,1,0,0,0,0,0,0,91,1,1,32,2018-2019
Jean-Clair Todibo,6,fr FRA,CB,19-104,90,68,67,1,1,0,0,0,0,0,0,0,0,65,0,0,32,2018-2019
Marc-André ter Stegen,1,de GER,GK,26-348,90,34,24,10,4,0,0,0,0,0,0,0,0,30,0,0,32,2018-2019
Antoine Griezmann,7,fr FRA,FW,28-023,89,50,47,3,1,2,2,2,0,1,1,0,0,41,0,0,32,2018-2019
   Victor Mollejo,40,es ESP,FW,18-082,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,32,2018-2019
Ángel Correa,10,ar ARG,"FW,RM",24-035,90,52,52,0,0,2,0,1,0,0,0,0,0,44,0,2,32,2018-2019
Vitolo,23,es ESP,LM,29-162,61,35,35,0,0,0,0,0,0,0,0,0,0,30,0,1,32,2018-2019
   Álvaro Morata,22,es ESP,FW,26-172,29,7,7,0,0,0,0,0,0,0,0,0,0,4,0,1,32,2018-2019
Saúl Ñíguez,8,es ESP,CM,24-143,90,71,69,2,2,0,0,2,0,0,0,0,0,62,0,0,32,2018-2019
