player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Oier Olazábal,es ESP,29-056,90,4,3,1,25.0,1.8,4,16,25.0,17,3,70.6,48.8,7,57.1,47.7,9,1,11.1,0,6.5,12,2018-2019
Miguel Ángel Moyá,es ESP,34-221,90,2,1,1,50.0,0.2,5,11,45.5,17,2,29.4,33.6,9,66.7,47.9,14,0,0.0,2,21.3,12,2018-2019
Jordi Masip,es ESP,29-311,90,6,0,6,100.0,0.8,10,30,33.3,35,9,68.6,44.3,9,66.7,51.6,18,0,0.0,0,5.0,12,2018-2019
Asier Riesgo,es ESP,35-035,90,1,0,1,100.0,0.1,12,20,60.0,17,2,64.7,43.9,11,81.8,55.2,12,1,8.3,3,18.3,12,2018-2019
David Soria,es ESP,25-220,90,3,1,2,100.0,1.7,10,30,33.3,19,0,100.0,61.5,12,91.7,53.4,11,0,0.0,0,6.7,12,2018-2019
Neto,br BRA,29-114,90,3,0,3,100.0,0.3,5,19,26.3,20,5,50.0,41.4,12,75.0,52.8,18,0,0.0,0,15.4,12,2018-2019
Jan Oblak,si SVN,25-307,90,5,2,3,60.0,2.6,4,17,23.5,21,1,57.1,42.6,6,83.3,54.7,7,1,14.3,0,4.0,12,2018-2019
Iago Herrerín,es ESP,30-289,90,3,3,0,0.0,1.5,16,31,51.6,31,2,80.6,50.1,6,100.0,60.5,16,0,0.0,0,11.5,12,2018-2019
Yassine Bounou,ma MAR,27-219,90,2,0,1,100.0,0.4,6,14,42.9,21,4,38.1,33.8,9,66.7,49.0,18,1,5.6,0,15.3,12,2018-2019
Iván Cuéllar,es ESP,34-167,85,,,,,0.0,8,19,42.1,18,,83.3,49.1,4,100.0,61.3,12,,,1,18.5,12,2018-2019
Andriy Lunin,ua UKR,19-272,5,0,0,0,,0.0,1,1,100.0,0,0,,,1,100.0,65.0,1,0,0.0,0,,12,2018-2019
Antonio Sivera,es ESP,22-092,90,2,1,1,50.0,0.7,9,21,42.9,14,1,78.6,48.6,10,100.0,63.6,25,1,4.0,0,1.5,12,2018-2019
Aleksandar Jovanović,rs SRB,25-340,90,5,2,3,60.0,0.9,6,24,25.0,24,3,66.7,46.0,8,100.0,64.4,17,1,5.9,0,10.5,12,2018-2019
Marc-André ter Stegen,de GER,26-195,90,8,4,4,50.0,2.7,6,8,75.0,26,5,19.2,29.6,6,50.0,44.7,4,0,0.0,0,9.0,12,2018-2019
Pau López,es ESP,23-333,90,5,3,2,60.0,3.5,7,12,58.3,28,3,28.6,32.0,15,26.7,31.7,12,0,0.0,1,15.0,12,2018-2019
Tomáš Vaclík,cz CZE,29-227,90,7,1,6,85.7,1.7,3,12,25.0,27,10,25.9,32.5,8,62.5,47.4,8,1,12.5,0,9.3,12,2018-2019
Diego López,es ESP,37-008,90,10,2,8,80.0,3.6,6,18,33.3,28,3,28.6,32.0,15,66.7,52.3,23,1,4.3,0,8.0,12,2018-2019
Stole Dimitrievski,mk MKD,24-321,90,5,2,3,60.0,0.7,8,18,44.4,29,7,51.7,37.3,7,42.9,39.3,14,0,0.0,1,23.0,12,2018-2019
Sergio Asenjo,es ESP,29-136,90,7,2,5,71.4,2.2,2,10,20.0,15,6,40.0,37.7,7,57.1,52.0,23,1,4.3,0,4.3,12,2018-2019
Sergio Álvarez,es ESP,32-100,90,5,4,2,40.0,2.4,8,10,80.0,15,2,20.0,26.9,13,53.8,40.5,10,0,0.0,0,8.0,12,2018-2019
Thibaut Courtois,be BEL,26-184,90,4,2,2,50.0,1.4,5,19,26.3,21,4,66.7,49.1,7,71.4,47.0,15,1,6.7,0,8.5,12,2018-2019
