player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Cristhian Stuani,7,uy URU,FW,31-309,80,29,1,1,15,13,6,29,1,1,100.0,0,0.0,15,29,14,0,0,0,5,0,22,8,1,2018-2019
   Patrick Roberts,17,eng ENG,"RW,FW",21-193,10,8,0,1,5,3,0,8,4,2,50.0,2,50.0,3,71,54,1,1,0,0,0,3,3,1,2018-2019
Borja García,10,es ESP,"LW,AM,LM",27-288,90,72,0,7,40,26,2,72,5,3,60.0,2,40.0,52,284,119,4,2,0,3,0,64,16,1,2018-2019
Portu,9,es ESP,"RW,LW",26-088,90,34,0,2,5,27,7,34,6,2,33.3,4,66.7,30,132,52,3,0,1,2,5,32,18,1,2018-2019
Aleix García,23,es ESP,LM,21-050,61,49,0,0,30,19,0,49,3,1,33.3,2,66.7,36,176,62,0,2,0,2,2,45,7,1,2018-2019
   Anthony Lozano,19,hn HON,"LW,FW,LM",25-114,29,9,0,0,8,1,1,9,0,0,,0,,7,37,2,0,0,0,1,1,7,2,1,2018-2019
David Timor,24,es ESP,"CM,DM",28-304,73,56,0,7,47,3,0,56,0,0,,0,,27,133,65,0,0,0,1,0,29,1,1,2018-2019
   Pere Pons,8,es ESP,DM,25-178,17,11,0,5,6,0,0,11,0,0,,0,,7,17,9,0,0,0,0,1,6,0,1,2018-2019
Álex Granell,6,es ESP,"RM,DM",30-015,90,97,0,5,72,20,1,97,4,4,100.0,0,0.0,64,311,203,6,2,1,0,2,69,6,1,2018-2019
Marc Muniesa,20,es ESP,LB,26-143,90,97,1,17,67,15,1,97,1,1,100.0,0,0.0,63,265,173,0,2,0,0,1,66,5,1,2018-2019
Bernardo Espinosa,2,co COL,CB,29-037,90,96,5,50,43,3,2,96,0,0,,0,,65,264,154,0,0,0,0,0,79,1,1,2018-2019
Juanpe,15,es ESP,CB,27-109,90,92,2,37,54,2,1,92,0,0,,0,,60,418,287,1,1,0,0,0,64,0,1,2018-2019
Pedro Porro,29,es ESP,RB,18-338,90,77,3,17,37,23,0,77,6,2,33.3,4,66.7,35,115,49,1,1,0,0,1,40,10,1,2018-2019
Yassine Bounou,13,ma MAR,GK,27-134,90,19,19,19,0,0,0,19,0,0,,0,,12,43,31,0,0,0,0,0,8,0,1,2018-2019
Chris Ramos,12,es ESP,FW,21-211,63,18,1,2,4,12,2,18,1,0,0.0,1,100.0,6,19,0,0,0,1,4,0,15,1,1,2018-2019
   Óscar Plano,10,es ESP,"FW,LW",27-187,27,5,0,1,3,1,0,5,0,0,,0,,3,26,14,1,0,0,0,0,6,0,1,2018-2019
Toni Villa,19,es ESP,LW,23-222,87,31,0,9,13,11,2,31,6,5,83.3,1,16.7,21,191,104,5,2,2,3,5,22,5,1,2018-2019
   Míchel,21,es ESP,AM,30-019,3,3,0,1,2,0,0,3,0,0,,0,,0,0,0,0,0,0,0,0,1,0,1,2018-2019
Keko,24,es ESP,RW,26-233,90,23,1,6,12,7,0,23,1,0,0.0,1,100.0,11,147,56,0,2,0,1,0,10,1,1,2018-2019
Anuar,23,ma MAR,AM,23-214,70,25,2,6,13,6,0,25,0,0,,0,,11,70,56,2,1,0,1,0,14,1,1,2018-2019
   Daniele Verde,11,it ITA,"AM,FW",22-058,20,6,1,1,1,4,0,6,2,0,0.0,2,100.0,6,38,1,0,0,0,0,1,4,1,1,2018-2019
Rubén Alcaraz,14,es ESP,DM,27-108,90,48,5,19,23,8,0,48,2,2,100.0,0,0.0,27,214,86,2,0,0,0,1,23,0,1,2018-2019
Borja Fernández,8,es ESP,DM,37-215,90,40,6,14,25,1,0,40,0,0,,0,,8,41,17,0,0,0,0,0,11,0,1,2018-2019
Nacho,22,es ESP,LB,29-163,90,62,6,34,21,8,0,62,2,2,100.0,0,0.0,26,140,61,2,3,0,1,0,28,1,1,2018-2019
Fernando Calero,5,es ESP,CB,22-337,90,40,8,27,13,0,0,40,0,0,,0,,15,74,29,0,0,0,0,0,15,0,1,2018-2019
Kiko Olivas,4,es ESP,CB,29-361,90,37,9,22,15,0,0,37,0,0,,0,,13,81,62,0,0,0,0,0,14,0,1,2018-2019
Javi Moyano,17,es ESP,RB,32-175,90,38,3,18,16,4,0,38,0,0,,0,,9,19,4,0,0,0,0,0,16,2,1,2018-2019
Jordi Masip,1,es ESP,GK,29-226,90,42,32,42,0,0,0,42,0,0,,0,,18,160,134,0,0,0,0,0,14,0,1,2018-2019
Loren Morón,16,es ESP,FW,24-230,90,33,1,1,14,18,3,33,4,2,50.0,2,50.0,13,87,31,1,2,0,1,1,15,4,1,2018-2019
