player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Thibaut Courtois,be BEL,26-162,90,2,2,0,50.0,1.9,0,2,0.0,14,1,7.1,22.3,4,25.0,30.8,4,0,0.0,2,16.7,9,2018-2019
Oier Olazábal,es ESP,29-036,90,12,1,11,91.7,2.3,9,26,34.6,18,3,77.8,52.6,14,85.7,51.1,45,0,0.0,0,8.5,9,2018-2019
Neto,br BRA,29-093,90,5,1,4,100.0,1.6,2,8,25.0,18,7,22.2,28.7,5,80.0,55.8,6,0,0.0,0,16.0,9,2018-2019
Iván Cuéllar,es ESP,34-146,90,4,1,3,75.0,2.1,15,35,42.9,37,2,64.9,47.1,12,91.7,63.3,32,2,6.3,0,9.3,9,2018-2019
Sergio Asenjo,es ESP,29-114,90,4,1,3,75.0,0.8,4,10,40.0,19,4,36.8,35.3,8,37.5,39.5,17,1,5.9,3,14.2,9,2018-2019
Jan Oblak,si SVN,25-286,90,6,1,5,83.3,2.1,6,17,35.3,17,1,58.8,44.2,8,87.5,57.8,12,0,0.0,0,12.0,9,2018-2019
Marc-André ter Stegen,de GER,26-173,90,6,2,5,66.7,2.0,3,7,42.9,21,2,23.8,30.5,9,22.2,32.8,18,0,0.0,0,11.0,9,2018-2019
Tomáš Vaclík,cz CZE,29-205,90,9,4,5,66.7,3.9,11,21,52.4,21,6,57.1,38.8,11,81.8,55.8,5,0,0.0,1,27.0,9,2018-2019
Alberto García,es ESP,33-254,90,2,2,1,0.0,0.7,9,16,56.3,21,2,38.1,37.6,9,88.9,54.0,7,0,0.0,1,17.0,9,2018-2019
David Soria,es ESP,25-200,90,3,1,2,66.7,0.5,8,20,40.0,14,0,100.0,58.9,7,85.7,58.6,19,0,0.0,0,4.0,9,2018-2019
Asier Riesgo,es ESP,35-015,90,3,1,2,66.7,0.9,7,12,58.3,17,3,52.9,39.2,3,100.0,67.3,3,0,0.0,0,12.3,9,2018-2019
Iago Herrerín,es ESP,30-269,90,6,1,5,100.0,1.4,19,31,61.3,26,3,76.9,52.7,12,91.7,63.3,25,2,8.0,0,11.5,9,2018-2019
Aleksandar Jovanović,rs SRB,25-319,90,2,2,0,0.0,1.8,9,19,47.4,25,2,60.0,40.1,5,80.0,49.2,7,0,0.0,1,17.0,9,2018-2019
Diego López,es ESP,36-352,90,2,0,2,100.0,0.1,3,8,37.5,14,4,28.6,32.4,9,44.4,37.3,18,0,0.0,0,11.5,9,2018-2019
Pau López,es ESP,23-312,90,2,1,1,50.0,0.2,2,4,50.0,19,5,10.5,26.7,2,100.0,58.0,6,0,0.0,2,15.4,9,2018-2019
Jordi Masip,es ESP,29-291,90,4,0,4,100.0,0.4,5,27,18.5,22,4,63.6,48.3,13,100.0,64.4,18,0,0.0,0,10.5,9,2018-2019
Miguel Ángel Moyá,es ESP,34-203,90,2,0,2,100.0,0.2,5,14,35.7,21,5,38.1,35.8,8,75.0,42.9,26,1,3.8,0,9.9,9,2018-2019
Yassine Bounou,ma MAR,27-200,90,8,0,8,100.0,2.0,5,20,25.0,24,4,58.3,44.3,7,85.7,52.4,19,1,5.3,1,17.7,9,2018-2019
Alberto García,es ESP,33-257,90,4,1,3,75.0,1.7,10,26,38.5,21,5,71.4,47.1,11,100.0,61.7,24,0,0.0,0,,3,2018-2019
Iago Herrerín,es ESP,30-272,90,3,1,2,66.7,1.5,4,13,30.8,20,5,45.0,37.9,5,80.0,64.0,17,1,5.9,1,23.8,3,2018-2019
