player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Stole Dimitrievski,mk MKD,25-066,90,4,2,2,50.0,1.3,4,9,44.4,21,3,33.3,33.6,7,28.6,40.3,14,0,0.0,0,4.5,26,2018-2019
Gorka Iraizoz,es ESP,37-360,90,3,0,3,100.0,0.2,12,26,46.2,22,4,72.7,48.1,12,83.3,52.8,17,2,11.8,0,6.8,26,2018-2019
Diego López,es ESP,37-119,90,3,1,1,66.7,1.3,5,16,31.3,16,2,43.8,37.6,11,81.8,57.6,14,2,14.3,0,9.0,26,2018-2019
Jordi Masip,es ESP,30-058,90,6,3,3,50.0,2.9,5,22,22.7,25,7,52.0,41.1,10,90.0,60.1,14,0,0.0,1,22.0,26,2018-2019
Sergio Asenjo,es ESP,29-247,90,2,2,0,0.0,1.0,8,15,53.3,16,3,56.3,40.8,10,60.0,47.2,12,1,8.3,1,14.3,26,2018-2019
Fernando Pacheco,es ESP,26-288,90,2,1,1,100.0,1.0,6,23,26.1,29,2,65.5,43.1,8,50.0,38.8,26,1,3.8,0,7.8,26,2018-2019
Roberto Santamaría,es ESP,34-003,90,2,1,1,100.0,1.2,9,30,30.0,19,2,89.5,56.9,13,100.0,71.0,24,0,0.0,0,3.7,26,2018-2019
Tomáš Vaclík,cz CZE,29-338,90,3,2,1,33.3,0.8,2,4,50.0,17,9,5.9,28.0,7,42.9,41.3,13,1,7.7,1,15.4,26,2018-2019
Thibaut Courtois,be BEL,26-295,90,4,1,3,75.0,0.9,4,11,36.4,24,6,29.2,36.6,9,44.4,41.2,6,0,0.0,0,,26,2018-2019
Marc-André ter Stegen,de GER,26-306,90,3,0,3,100.0,0.2,2,12,16.7,22,5,31.8,35.4,8,62.5,51.8,24,0,0.0,2,12.2,26,2018-2019
Marko Dmitrović,rs SRB,27-038,90,1,0,1,100.0,0.1,8,26,30.8,34,5,67.6,46.1,3,100.0,64.0,3,1,33.3,2,18.3,26,2018-2019
Rubén Blanco,es ESP,23-221,90,4,1,3,75.0,1.1,8,29,27.6,32,8,68.8,50.5,11,63.6,53.2,25,0,0.0,0,8.0,26,2018-2019
Pau López,es ESP,24-080,90,5,2,3,60.0,2.5,2,14,14.3,39,7,33.3,28.1,8,12.5,31.6,12,1,8.3,6,24.0,26,2018-2019
David Soria,es ESP,25-333,90,2,1,1,50.0,1.3,6,21,28.6,18,0,94.4,56.8,4,100.0,62.0,10,1,10.0,0,5.0,26,2018-2019
Gerónimo Rulli,ar ARG,26-287,90,3,2,1,33.3,1.1,2,4,50.0,21,2,19.0,28.1,1,0.0,30.0,8,1,12.5,0,6.0,26,2018-2019
Jan Oblak,si SVN,26-055,90,3,0,3,100.0,0.6,9,27,33.3,20,3,75.0,45.6,12,100.0,64.8,27,3,11.1,0,6.0,26,2018-2019
Neto,br BRA,29-227,90,1,0,1,100.0,0.0,4,9,44.4,12,4,41.7,36.0,6,66.7,52.0,15,2,13.3,3,17.1,26,2018-2019
Iago Herrerín,es ESP,31-037,90,3,2,1,33.3,2.2,9,16,56.3,24,2,29.2,33.3,10,90.0,63.4,12,1,8.3,0,3.0,26,2018-2019
Iván Cuéllar,es ESP,34-281,90,4,0,4,100.0,0.7,11,27,40.7,23,1,69.6,47.7,11,100.0,66.5,20,0,0.0,1,15.3,26,2018-2019
Aitor Fernández,es ESP,27-305,90,3,1,2,66.7,1.3,9,14,64.3,11,2,36.4,36.2,14,71.4,49.4,7,0,0.0,4,20.5,26,2018-2019
