player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Roger Martí,9,es ESP,FW,28-001,90,1,1,0,1,0,0,2,0.0,2,2,0,2,0,1,0,0,18,2018-2019
José Luis Morales,11,es ESP,FW,31-165,90,1,1,1,0,0,0,3,0.0,3,0,0,0,0,1,0,0,18,2018-2019
Enis Bardhi,10,mk MKD,CM,23-186,90,2,1,1,1,0,0,0,,0,0,0,0,4,6,0,0,18,2018-2019
Nikola Vukčević,17,me MNE,CM,27-022,62,3,1,1,1,1,1,3,33.3,2,2,0,2,2,5,3,0,18,2018-2019
   Emmanuel Boateng,21,gh GHA,CM,22-226,28,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,2018-2019
José Campaña,24,es ESP,CM,25-218,90,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,0,0,18,2018-2019
Toño,3,es ESP,WB,29-058,84,1,0,0,0,1,1,1,100.0,0,1,0,1,0,1,1,0,18,2018-2019
   Raphael Dwamena,20,gh GHA,WB,23-114,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,2018-2019
Jason,23,es ESP,WB,24-182,70,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,18,2018-2019
   Coke,12,es ESP,CB,31-253,20,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,18,2018-2019
Rober,4,es ESP,CB,23-322,90,1,1,1,0,0,0,0,,0,2,1,1,2,3,4,0,18,2018-2019
Sergio Postigo,15,es ESP,CB,30-061,68,1,0,0,1,0,0,0,,0,0,0,0,0,1,5,0,18,2018-2019
Erick Cabaco,18,uy URU,CB,23-260,90,1,1,1,0,0,0,0,,0,0,0,0,0,1,2,0,18,2018-2019
Oier Olazábal,13,es ESP,GK,29-112,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,18,2018-2019
Cristhian Stuani,7,uy URU,FW,32-084,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,0,18,2018-2019
Portu,9,es ESP,FW,26-228,73,1,0,0,0,1,1,2,50.0,1,0,0,0,0,1,0,0,18,2018-2019
   Anthony Lozano,19,hn HON,FW,25-254,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,2018-2019
Aleix García,23,es ESP,CM,21-190,82,1,0,0,1,0,0,1,0.0,1,2,2,0,2,3,2,0,18,2018-2019
   Valery Fernández,34,es ESP,"WB,CM",19-042,8,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,18,2018-2019
Borja García,10,es ESP,CM,28-063,90,2,2,1,1,0,2,3,66.7,1,2,0,2,2,4,0,0,18,2018-2019
Douglas Luiz,12,br BRA,CM,20-240,90,2,1,0,2,0,0,2,0.0,2,3,1,2,0,2,3,0,18,2018-2019
Álex Granell,6,es ESP,"WB,CM",30-155,90,4,2,2,2,0,3,4,75.0,1,0,0,0,3,7,5,1,18,2018-2019
Pedro Porro,29,es ESP,WB,19-113,90,2,1,2,0,0,2,5,40.0,3,2,0,2,2,4,4,0,18,2018-2019
Juanpe,15,es ESP,CB,27-249,90,0,0,0,0,0,0,0,,0,1,0,1,2,2,7,0,18,2018-2019
Bernardo Espinosa,2,co COL,CB,29-177,90,2,1,2,0,0,2,2,100.0,0,4,2,2,0,2,5,1,18,2018-2019
Jonás Ramalho,4,es ESP,CB,25-208,89,2,1,2,0,0,2,2,100.0,0,1,1,0,0,2,4,0,18,2018-2019
   Pedro Alcalá,5,es ESP,CB,29-291,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,2018-2019
Yassine Bounou,13,ma MAR,GK,27-274,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,2018-2019
Borja Iglesias,7,es ESP,FW,25-352,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,18,2018-2019
Sergio García,9,es ESP,LW,35-209,54,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,2018-2019
   Pablo Piatti,19,ar ARG,LW,29-279,36,1,0,0,1,0,0,0,,0,1,0,1,0,1,1,0,18,2018-2019
Léo Baptistão,11,br BRA,RW,26-131,87,2,1,2,0,0,1,1,100.0,0,4,0,4,1,3,3,0,18,2018-2019
   Hernán Pérez,17,py PAR,RW,29-313,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,2018-2019
Óscar Melendo,14,es ESP,AM,21-134,78,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,2018-2019
   Víctor Sánchez,4,es ESP,AM,31-118,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,18,2018-2019
Sergi Darder,10,es ESP,DM,25-013,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,18,2018-2019
Marc Roca,21,es ESP,DM,22-039,90,2,2,1,1,0,2,2,100.0,0,0,0,0,1,3,5,0,18,2018-2019
Dídac Vilà,12,es ESP,LB,29-209,90,2,2,2,0,0,1,2,50.0,1,2,1,1,2,4,4,0,18,2018-2019
Óscar Duarte,6,cr CRC,CB,29-215,90,1,0,1,0,0,0,0,,0,1,1,0,1,2,8,0,18,2018-2019
David López,15,es ESP,CB,29-087,90,3,3,0,2,1,0,0,,0,0,0,0,1,4,3,0,18,2018-2019
Roberto Rosales,8,ve VEN,RB,30-045,90,3,2,1,1,1,1,2,50.0,1,1,1,0,0,3,4,0,18,2018-2019
Diego López,13,es ESP,GK,37-062,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,2018-2019
Youssef En-Nesyri,26,ma MAR,FW,21-217,90,1,0,1,0,0,1,2,50.0,1,1,0,1,0,1,0,0,18,2018-2019
Guido Carrillo,9,ar ARG,FW,27-224,90,2,2,0,1,1,0,1,0.0,1,0,0,0,0,2,2,0,18,2018-2019
Mikel Vesga,23,es ESP,CM,25-228,64,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,18,2018-2019
   Recio,8,es ESP,CM,27-358,26,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,18,2018-2019
Gerard Gumbau,6,es ESP,CM,24-017,89,2,1,1,1,0,0,2,0.0,2,2,0,2,0,2,0,0,18,2018-2019
Óscar Rodríguez Arnaiz,27,es ESP,"CM,LM",20-190,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,2018-2019
Jonathan Silva,5,ar ARG,LB,24-189,90,2,1,0,0,2,1,1,100.0,0,2,0,2,1,3,0,0,18,2018-2019
Dimitris Siovas,22,gr GRE,CB,30-110,90,0,0,0,0,0,0,1,0.0,1,2,1,1,0,0,5,0,18,2018-2019
Kenneth Omeruo,24,ng NGA,CB,25-079,90,1,0,1,0,0,1,1,100.0,0,2,0,2,2,3,7,0,18,2018-2019
Unai Bustinza,3,es ESP,CB,26-336,69,3,1,1,2,0,1,3,33.3,2,2,1,1,1,4,1,0,18,2018-2019
   Nabil El Zhar,10,ma MAR,"RM,CB",32-130,21,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,18,2018-2019
Allan Nyom,12,cm CMR,RB,30-239,78,0,0,0,0,0,0,0,,0,2,1,1,0,0,0,0,18,2018-2019
   Juanfran,2,es ESP,RB,30-115,12,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,18,2018-2019
Iván Cuéllar,1,es ESP,GK,34-222,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,2018-2019
Toni Villa,19,es ESP,FW,23-363,62,2,0,1,0,1,2,3,66.7,1,0,0,0,1,3,1,0,18,2018-2019
   Duje Čop,20,hr CRO,FW,28-338,28,1,1,0,1,0,0,2,0.0,2,0,0,0,0,1,0,0,18,2018-2019
Enes Ünal,9,tr TUR,FW,21-240,90,3,2,0,0,3,0,1,0.0,1,0,0,0,1,4,1,0,18,2018-2019
Óscar Plano,10,es ESP,LM,27-328,90,4,3,0,3,1,1,3,33.3,2,0,0,0,2,6,0,0,18,2018-2019
Míchel,21,es ESP,CM,30-160,90,2,0,1,1,0,0,5,0.0,5,2,0,2,4,6,1,0,18,2018-2019
Rubén Alcaraz,14,es ESP,CM,27-249,90,7,5,2,4,1,0,3,0.0,3,1,0,1,2,9,1,0,18,2018-2019
Keko,24,es ESP,RM,27-009,73,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0,18,2018-2019
   Daniele Verde,11,it ITA,RM,22-199,17,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,18,2018-2019
Nacho,22,es ESP,LB,29-304,90,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0,18,2018-2019
Fernando Calero,5,es ESP,CB,23-113,90,2,1,0,2,0,1,4,25.0,3,1,1,0,1,3,1,0,18,2018-2019
Kiko Olivas,4,es ESP,CB,30-137,90,5,4,2,3,0,2,4,50.0,2,1,1,0,0,5,2,0,18,2018-2019
Javi Moyano,17,es ESP,RB,32-316,45,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,18,2018-2019
   Antoñito,18,es ESP,RB,31-012,45,2,0,1,1,0,2,3,66.7,1,0,0,0,0,2,1,0,18,2018-2019
Jordi Masip,1,es ESP,GK,30-002,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,2018-2019
Raúl de Tomás,9,es ESP,FW,24-080,89,0,0,0,0,0,0,0,,0,2,2,0,1,1,5,0,18,2018-2019
   Tito,2,es ESP,"RB,FW",33-178,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,18,2018-2019
Óscar Trejo,8,ar ARG,LM,30-254,84,3,2,2,0,1,0,2,0.0,2,2,0,2,1,4,2,0,18,2018-2019
   Álvaro García,18,es ESP,LM,26-070,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,18,2018-2019
Santi Comesaña,27,es ESP,CM,22-092,90,3,3,0,2,1,0,1,0.0,1,2,0,2,1,4,1,0,18,2018-2019
Álvaro Medrán,4,es ESP,CM,24-296,90,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,1,0,18,2018-2019
Adri Embarba,11,es ESP,RM,26-243,62,5,4,2,3,0,1,2,50.0,1,0,0,0,1,6,1,0,18,2018-2019
   Bebé,14,cv CPV,"RM,FW",28-177,28,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,18,2018-2019
Álex Moreno,7,es ESP,LB,25-211,90,0,0,0,0,0,0,1,0.0,1,1,0,1,2,2,3,0,18,2018-2019
Jordi Amat,16,id IDN,CB,26-290,90,2,1,1,1,0,1,2,50.0,1,1,0,1,3,5,7,0,18,2018-2019
Abdoulaye Ba,21,sn SEN,CB,28-004,90,3,3,3,0,0,2,3,66.7,1,2,0,2,0,3,9,0,18,2018-2019
Emiliano Velázquez,20,uy URU,CB,24-250,90,4,2,4,0,0,1,2,50.0,1,1,0,1,4,8,2,0,18,2018-2019
Luis Advíncula,17,pe PER,RB,28-309,90,2,2,2,0,0,1,1,100.0,0,1,0,1,0,2,3,0,18,2018-2019
Stole Dimitrievski,13,mk MKD,GK,25-011,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,2018-2019
Borja Bastón,18,es ESP,FW,26-133,72,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,18,2018-2019
   Darko Brašanac,20,rs SRB,"FW,AM",26-327,18,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,2018-2019
Jonathan Calleri,12,ar ARG,FW,25-104,90,1,1,0,0,1,0,1,0.0,1,2,1,1,0,1,1,0,18,2018-2019
Jony,23,es ESP,"LM,LW",27-180,89,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,18,2018-2019
   John Guidetti,10,se SWE,LW,26-265,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,2018-2019
Manu García,19,es ESP,"CM,DM",32-254,90,2,2,1,1,0,0,4,0.0,4,2,1,1,3,5,6,0,18,2018-2019
Tomás Pina Isla,8,es ESP,"CM,DM",31-083,90,2,2,0,2,0,0,1,0.0,1,2,0,2,4,6,2,0,18,2018-2019
Ibai Gómez,11,es ESP,RM,29-055,84,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,18,2018-2019
   Rubén Sobrino,7,es ESP,"RW,RM",26-218,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,18,2018-2019
