player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Jaime Mata,7,es ESP,FW,29-311,57,0,0,0,2,0,0,0,0,0,0,0,0,3,5,2,71.4,3,2018-2019
   Jorge Molina,19,es ESP,FW,36-131,33,0,0,0,1,1,0,0,0,0,0,0,0,4,3,1,75.0,3,2018-2019
Ángel Rodríguez,9,es ESP,FW,31-127,82,0,0,0,2,0,0,1,0,0,0,0,0,1,1,2,33.3,3,2018-2019
   Sergi Guardiola,14,es ESP,FW,27-094,8,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,3,2018-2019
Iván Alejo,23,es ESP,LM,23-202,45,1,0,0,5,3,0,4,0,0,0,0,0,0,1,0,100.0,3,2018-2019
   Amath,11,sn SEN,LM,22-046,45,0,0,0,0,1,0,1,1,2,0,0,0,3,1,1,50.0,3,2018-2019
Nemanja Maksimović,20,rs SRB,CM,23-217,90,0,0,0,0,1,0,0,2,1,0,0,0,6,4,0,100.0,3,2018-2019
Mauro Arambarri,18,uy URU,CM,22-335,90,0,0,0,1,3,0,1,1,0,0,0,0,8,1,1,50.0,3,2018-2019
Francisco Portillo,8,es ESP,RM,28-079,90,1,0,0,2,1,1,3,1,1,0,0,0,6,0,1,0.0,3,2018-2019
Vitorino Antunes,3,pt POR,LB,31-152,90,0,0,0,0,2,0,14,2,0,0,0,0,6,1,0,100.0,3,2018-2019
Bruno González,4,es ESP,CB,28-099,90,0,0,0,3,0,0,0,3,1,0,0,0,5,6,1,85.7,3,2018-2019
Djené,2,tg TOG,CB,26-243,90,1,0,0,3,0,0,0,3,0,0,0,0,0,3,3,50.0,3,2018-2019
Damián Suárez,22,uy URU,RB,30-126,90,0,0,0,2,2,0,5,1,4,0,0,0,13,1,0,100.0,3,2018-2019
David Soria,13,es ESP,GK,25-149,90,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,3,2018-2019
Enes Ünal,9,tr TUR,FW,21-113,69,0,0,0,1,2,1,0,0,1,0,0,0,1,2,4,33.3,3,2018-2019
   Duje Čop,20,hr CRO,FW,28-211,21,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,50.0,3,2018-2019
Toni Villa,19,es ESP,LW,23-236,78,0,0,0,2,3,0,1,0,3,0,0,0,8,0,1,0.0,3,2018-2019
   Míchel,21,es ESP,FW,30-033,12,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2,0.0,3,2018-2019
Keko,24,es ESP,RW,26-247,66,0,0,0,2,1,0,2,0,4,0,0,0,7,0,1,0.0,3,2018-2019
   Daniele Verde,11,it ITA,"RM,RW",22-072,24,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,,3,2018-2019
Óscar Plano,10,es ESP,"AM,LM",27-201,90,0,0,0,2,1,0,9,0,2,0,0,0,1,1,4,20.0,3,2018-2019
Rubén Alcaraz,14,es ESP,"DM,CM",27-122,90,0,0,0,1,4,0,2,1,1,0,0,0,9,2,1,66.7,3,2018-2019
Anuar,23,ma MAR,"DM,CM",23-228,90,0,0,0,3,5,0,0,1,2,0,0,0,4,3,4,42.9,3,2018-2019
Nacho,22,es ESP,LB,29-177,90,0,0,0,0,0,0,0,3,0,0,0,0,6,0,1,0.0,3,2018-2019
Fernando Calero,5,es ESP,CB,22-351,90,0,0,0,0,1,0,0,0,1,0,0,0,4,2,4,33.3,3,2018-2019
Kiko Olivas,4,es ESP,CB,30-010,90,0,0,0,0,1,0,0,2,1,0,0,0,7,1,3,25.0,3,2018-2019
Javi Moyano,17,es ESP,RB,32-189,90,1,0,0,2,2,0,0,4,2,0,0,0,9,0,2,0.0,3,2018-2019
Jordi Masip,1,es ESP,GK,29-240,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,2018-2019
Karl Toko Ekambi,17,cm CMR,"FW,RM",25-351,81,0,0,0,1,1,1,2,0,0,0,0,0,1,1,1,50.0,3,2018-2019
   Nicola Sansone,10,it ITA,RM,26-355,9,1,0,0,2,0,0,1,0,0,0,0,0,0,1,1,50.0,3,2018-2019
Gerard Moreno,7,es ESP,FW,26-146,90,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,33.3,3,2018-2019
Manu Trigueros,14,es ESP,"AM,CM",26-318,90,1,0,0,4,0,0,1,1,1,0,0,0,7,1,0,100.0,3,2018-2019
Pablo Fornals,8,es ESP,LM,22-190,90,0,0,0,0,1,0,0,1,0,0,0,0,6,0,1,0.0,3,2018-2019
Santi Cazorla,19,es ESP,"RM,CM",33-261,74,0,0,0,0,2,0,6,1,1,0,0,0,3,1,0,100.0,3,2018-2019
   Miguel Layún,24,mx MEX,CM,30-067,16,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,,3,2018-2019
Santiago Cáseres,5,ar ARG,DM,21-187,65,0,0,0,4,1,0,0,2,2,0,0,0,1,1,4,20.0,3,2018-2019
   Carlos Bacca,9,co COL,FW,31-357,25,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,50.0,3,2018-2019
Alfonso Pedraza,16,es ESP,LB,22-144,90,0,0,0,2,0,0,5,0,0,0,0,0,5,1,0,100.0,3,2018-2019
Víctor Ruiz,6,es ESP,CB,29-218,90,0,0,0,0,1,0,0,2,0,0,0,0,5,1,1,50.0,3,2018-2019
Álvaro González,3,es ESP,CB,28-235,90,0,0,0,0,1,0,0,1,0,0,0,0,10,2,1,66.7,3,2018-2019
Mario Gaspar,2,es ESP,RB,27-280,90,1,0,0,3,0,0,4,3,2,0,0,0,6,2,2,50.0,3,2018-2019
Sergio Asenjo,1,es ESP,GK,29-064,90,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,3,2018-2019
Cristhian Stuani,7,uy URU,FW,31-323,90,0,0,0,3,2,0,0,0,1,0,0,0,2,3,4,42.9,3,2018-2019
Borja García,10,es ESP,"LW,AM",27-302,80,0,0,0,0,4,0,1,2,0,0,0,0,6,1,0,100.0,3,2018-2019
   Patrick Roberts,17,eng ENG,AM,21-207,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,3,2018-2019
Anthony Lozano,19,hn HON,RW,25-128,58,0,0,0,2,3,0,0,0,0,0,0,0,3,1,3,25.0,3,2018-2019
   Aleix García,23,es ESP,AM,21-064,32,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,,3,2018-2019
Aday,11,es ESP,"LM,WB",30-258,77,1,0,0,2,2,0,4,0,1,0,0,0,1,0,2,0.0,3,2018-2019
   Marc Muniesa,20,es ESP,WB,26-157,13,0,0,0,0,1,0,0,1,0,0,0,0,3,1,1,50.0,3,2018-2019
