player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Borja Iglesias,7,es ESP,FW,26-036,90,33,3,3,14,16,6,33,3,2,66.7,1,33.3,22,148,50,1,1,1,1,2,23,9,25,2018-2019
Wu Lei,24,cn CHN,LM,27-095,90,30,0,2,8,22,9,30,4,3,75.0,1,25.0,15,180,146,5,1,5,1,0,16,8,25,2018-2019
Sergi Darder,10,es ESP,CM,25-062,90,74,3,10,45,22,1,74,2,1,50.0,1,50.0,57,387,166,5,6,0,1,2,55,1,25,2018-2019
Esteban Granero,23,es ESP,CM,31-235,63,60,0,8,34,20,0,60,2,2,100.0,0,0.0,38,236,96,1,3,0,0,0,39,1,25,2018-2019
   Facundo Ferreyra,11,ar ARG,FW,27-345,27,11,1,1,4,6,3,11,0,0,,0,,6,5,2,0,0,0,2,0,6,2,25,2018-2019
Óscar Melendo,14,es ESP,RM,21-183,90,46,0,2,26,18,2,46,4,3,75.0,1,25.0,43,217,95,4,2,0,1,3,43,2,25,2018-2019
Marc Roca,21,es ESP,"DM,CM",22-088,77,76,1,12,53,11,2,76,0,0,,0,,58,290,165,1,4,1,0,0,60,0,25,2018-2019
   Alfa Semedo,2,gw GNB,CM,21-176,13,7,0,2,4,1,0,7,1,1,100.0,0,0.0,5,52,14,0,0,0,1,2,5,0,25,2018-2019
Dídac Vilà,12,es ESP,LB,29-258,63,56,2,7,33,16,1,56,2,2,100.0,0,0.0,36,313,232,5,3,0,3,0,37,4,25,2018-2019
   Adrià Pedrosa,28,es ESP,LB,20-285,27,23,2,7,7,9,0,23,3,2,66.7,1,33.3,15,123,70,3,2,0,1,0,14,3,25,2018-2019
Mario Hermoso,22,es ESP,CB,23-249,90,90,8,44,44,3,1,90,1,1,100.0,0,0.0,69,301,205,1,0,0,0,0,67,1,25,2018-2019
David López,15,es ESP,CB,29-136,90,87,6,45,40,3,2,87,0,0,,0,,57,359,214,3,0,0,0,1,60,1,25,2018-2019
Roberto Rosales,8,ve VEN,RB,30-094,90,80,7,29,31,21,0,80,1,1,100.0,0,0.0,45,128,41,0,2,0,2,0,45,3,25,2018-2019
Diego López,13,es ESP,GK,37-111,90,42,31,42,0,0,0,42,0,0,,0,,28,184,122,0,0,0,0,0,21,0,25,2018-2019
Enric Gallego,22,es ESP,FW,32-163,90,39,2,2,20,17,4,39,9,3,33.3,6,66.7,21,112,46,2,3,1,2,0,24,3,25,2018-2019
Ezequiel Ávila,19,ar ARG,FW,25-016,70,24,0,0,12,12,3,24,3,2,66.7,1,33.3,15,94,53,2,1,2,3,0,19,7,25,2018-2019
   David Ferreiro,7,es ESP,"RW,FW",30-327,20,15,0,2,3,10,0,15,0,0,,0,,7,43,18,2,0,0,2,0,7,3,25,2018-2019
Moi Gómez,6,es ESP,CM,24-244,90,33,1,7,16,10,2,33,1,0,0.0,1,100.0,14,84,34,1,1,1,1,0,16,1,25,2018-2019
Cristian Rivera,17,es ESP,CM,21-228,67,22,2,6,14,2,0,22,0,0,,0,,9,34,11,0,0,0,0,2,11,0,25,2018-2019
   Yangel Herrera,21,ve VEN,CM,21-039,23,25,1,4,16,5,0,25,2,1,50.0,1,50.0,8,40,25,1,0,0,0,0,13,2,25,2018-2019
Juanpi,20,ve VEN,CM,25-029,81,37,1,5,22,10,0,37,1,0,0.0,1,100.0,15,55,29,1,1,0,2,1,17,2,25,2018-2019
   Cucho,9,co COL,LW,19-308,9,9,0,0,3,6,1,9,0,0,,0,,6,56,42,1,2,0,1,0,7,2,25,2018-2019
Javi Galán,12,es ESP,"WB,LM",24-095,90,45,0,13,20,15,1,45,3,1,33.3,2,66.7,18,91,35,1,0,1,2,2,21,5,25,2018-2019
