player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Cristhian Stuani,7,uy URU,FW,32-168,90,18,0,0,10,8,4,18,0,0,,0,,11,25,8,0,0,0,1,0,12,4,29,2018-2019
Borja García,10,es ESP,"LM,RM",28-147,87,62,1,11,42,10,0,62,2,2,100.0,0,0.0,45,199,81,2,3,0,2,2,55,3,29,2018-2019
   Patrick Roberts,17,eng ENG,RM,22-052,3,4,0,0,2,2,0,4,0,0,,0,,5,78,47,2,0,0,0,1,5,3,29,2018-2019
Pere Pons,8,es ESP,"CM,LM",26-037,90,51,2,9,32,10,1,51,2,1,50.0,1,50.0,23,161,81,1,0,1,2,1,31,1,29,2018-2019
Álex Granell,6,es ESP,CM,30-239,90,64,1,10,34,20,0,64,4,3,75.0,1,25.0,40,288,160,6,2,0,1,0,48,6,29,2018-2019
Portu,9,es ESP,"RM,LW",26-312,90,22,1,1,7,14,3,22,0,0,,0,,18,100,53,4,3,3,1,3,19,12,29,2018-2019
Marc Muniesa,20,es ESP,DM,27-002,63,38,2,15,20,4,0,38,0,0,,0,,13,64,34,0,0,0,0,0,17,0,29,2018-2019
   Valery Fernández,34,es ESP,"RB,DM",19-126,27,15,0,5,2,8,1,15,0,0,,0,,7,40,13,0,0,0,1,1,7,1,29,2018-2019
Raúl García,14,es ESP,LB,29-333,90,69,2,26,24,19,1,69,1,0,0.0,1,100.0,33,193,98,4,0,0,1,0,33,5,29,2018-2019
Juanpe,15,es ESP,CB,27-333,90,67,5,43,24,0,0,67,0,0,,0,,32,218,159,2,0,0,1,0,38,0,29,2018-2019
Pedro Alcalá,5,es ESP,CB,30-010,90,53,6,34,17,2,1,53,1,1,100.0,0,0.0,31,245,141,1,0,0,0,0,32,1,29,2018-2019
Jonás Ramalho,4,es ESP,RB,25-292,74,35,1,13,13,11,1,35,0,0,,0,,20,249,173,7,4,1,0,0,18,5,29,2018-2019
   Seydou Doumbia,22,ci CIV,RW,31-088,16,3,0,1,1,1,1,3,0,0,,0,,1,4,2,0,0,0,0,0,2,1,29,2018-2019
Gorka Iraizoz,1,es ESP,GK,38-023,90,41,39,41,0,0,0,41,0,0,,0,,24,149,118,0,0,0,0,0,17,0,29,2018-2019
Iñaki Williams,9,gh GHA,FW,24-287,90,46,0,2,18,26,7,46,5,2,40.0,3,60.0,40,151,65,2,3,1,4,0,43,10,29,2018-2019
Iñigo Córdoba,11,es ESP,LW,22-016,83,49,0,7,22,21,0,49,3,3,100.0,0,0.0,37,245,134,3,2,1,1,1,36,14,29,2018-2019
