player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Asier Riesgo,es ESP,35-132,90,4,2,2,50.0,0.9,7,17,41.2,20,4,65.0,42.4,4,100.0,60.8,9,0,0.0,4,21.0,24,2018-2019
David Soria,es ESP,25-317,90,6,2,4,83.3,2.4,8,20,40.0,19,1,78.9,54.5,5,100.0,58.4,19,2,10.5,0,2.5,24,2018-2019
Rubén Blanco,es ESP,23-206,90,8,4,4,50.0,3.7,2,14,14.3,29,5,41.4,36.8,7,28.6,35.6,11,0,0.0,1,28.0,24,2018-2019
Aitor Fernández,es ESP,27-289,90,7,1,6,100.0,2.5,7,19,36.8,21,6,57.1,41.5,8,87.5,54.0,11,0,0.0,4,18.5,24,2018-2019
Stole Dimitrievski,mk MKD,25-053,90,3,1,2,66.7,0.6,4,9,44.4,26,8,30.8,31.2,6,16.7,32.0,14,1,7.1,0,6.0,24,2018-2019
Jan Oblak,si SVN,26-040,90,6,0,6,100.0,1.2,6,17,35.3,22,10,40.9,36.1,9,88.9,59.7,10,2,20.0,1,14.4,24,2018-2019
Gerónimo Rulli,ar ARG,26-272,90,3,0,3,100.0,0.3,3,14,21.4,28,3,39.3,34.7,4,75.0,47.0,12,0,0.0,1,14.7,24,2018-2019
Iván Cuéllar,es ESP,34-265,90,6,3,3,50.0,2.0,6,26,23.1,20,1,80.0,49.6,11,90.9,61.4,17,1,5.9,5,16.4,24,2018-2019
Marc-André ter Stegen,de GER,26-292,90,0,0,0,,0.0,3,10,30.0,28,5,25.0,28.5,6,50.0,36.7,14,0,0.0,1,19.0,24,2018-2019
Jordi Masip,es ESP,30-044,90,8,1,6,100.0,4.2,7,21,33.3,29,5,58.6,41.1,8,50.0,42.6,6,0,0.0,0,13.5,24,2018-2019
Thibaut Courtois,be BEL,26-282,90,6,2,4,83.3,2.0,7,13,53.8,24,6,37.5,34.0,11,36.4,38.8,10,1,10.0,1,18.5,24,2018-2019
Yassine Bounou,ma MAR,27-318,90,7,1,6,85.7,1.6,12,28,42.9,37,5,48.6,38.2,13,76.9,55.1,19,0,0.0,0,7.5,24,2018-2019
Neto,br BRA,29-213,90,1,0,1,100.0,0.1,5,9,55.6,16,5,31.3,30.0,7,57.1,48.0,7,0,0.0,0,12.0,24,2018-2019
Diego López,es ESP,37-106,90,1,0,1,100.0,0.4,10,25,40.0,31,2,38.7,35.0,16,81.3,53.6,35,1,2.9,0,5.7,24,2018-2019
Sergio Asenjo,es ESP,29-234,90,5,0,5,100.0,2.4,8,22,36.4,15,4,66.7,50.1,12,100.0,63.7,21,0,0.0,0,2.0,24,2018-2019
Tomáš Vaclík,cz CZE,29-325,90,6,3,3,50.0,2.1,2,9,22.2,20,7,35.0,32.2,5,40.0,47.0,12,1,8.3,1,10.8,24,2018-2019
Pau López,es ESP,24-066,90,3,1,2,66.7,1.2,1,1,100.0,18,3,5.6,17.1,4,0.0,27.8,11,0,0.0,2,22.0,24,2018-2019
Fernando Pacheco,es ESP,26-275,90,8,1,7,87.5,2.7,8,29,27.6,27,3,77.8,48.5,8,100.0,61.1,15,1,6.7,0,11.5,24,2018-2019
Roberto Santamaría,es ESP,33-356,90,4,1,3,100.0,1.6,13,22,59.1,24,2,58.3,43.4,8,100.0,63.3,10,0,0.0,1,23.0,24,2018-2019
Iago Herrerín,es ESP,31-024,90,2,0,2,100.0,0.8,12,28,42.9,28,4,53.6,45.0,13,100.0,73.0,23,2,8.7,1,11.6,24,2018-2019
