player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Iago Herrerín,es ESP,31-042,90,2,1,1,50.0,0.7,9,13,69.2,22,2,50.0,38.9,2,100.0,67.0,3,0,0.0,1,16.0,27,2018-2019
Diego López,es ESP,37-125,90,6,1,5,83.3,1.1,13,31,41.9,25,3,72.0,49.2,13,100.0,56.8,44,0,0.0,1,16.5,27,2018-2019
Fernando Pacheco,es ESP,26-295,90,3,1,2,66.7,1.7,17,31,54.8,22,2,77.3,49.0,14,100.0,67.6,26,1,3.8,0,10.3,27,2018-2019
Marko Dmitrović,rs SRB,27-044,90,3,1,2,66.7,0.6,10,24,41.7,16,2,68.8,48.1,13,100.0,69.4,12,1,8.3,0,3.0,27,2018-2019
Jan Oblak,si SVN,26-061,90,2,0,2,100.0,0.3,4,13,30.8,17,3,58.8,44.0,3,100.0,60.3,19,4,21.1,1,10.3,27,2018-2019
Andriy Lunin,ua UKR,20-026,90,4,1,2,75.0,1.4,10,18,55.6,16,3,62.5,44.4,9,88.9,60.9,4,0,0.0,0,,27,2018-2019
Marc-André ter Stegen,de GER,26-313,90,1,1,0,0.0,0.5,2,2,100.0,15,5,6.7,25.7,2,50.0,47.5,11,0,0.0,0,,27,2018-2019
Stole Dimitrievski,mk MKD,25-074,90,6,3,3,66.7,2.7,6,14,42.9,16,5,37.5,33.9,9,88.9,55.3,11,0,0.0,0,4.0,27,2018-2019
Leandro Chichizola,ar ARG,28-347,90,1,1,0,0.0,0.5,8,22,36.4,24,3,79.2,50.3,3,100.0,71.3,7,0,0.0,0,15.5,27,2018-2019
Roberto Santamaría,es ESP,34-010,90,5,2,3,80.0,1.5,11,29,37.9,24,1,83.3,56.9,9,100.0,65.3,25,1,4.0,0,7.0,27,2018-2019
Rubén Blanco,es ESP,23-228,90,4,1,3,75.0,0.5,10,23,43.5,22,2,63.6,43.8,9,100.0,67.0,6,0,0.0,0,15.0,27,2018-2019
Pau López,es ESP,24-087,90,1,0,1,100.0,0.1,2,4,50.0,29,3,10.3,22.4,8,12.5,25.5,10,0,0.0,2,21.7,27,2018-2019
Yassine Bounou,ma MAR,27-339,90,6,3,3,50.0,2.0,4,9,44.4,24,3,33.3,33.0,4,25.0,33.0,5,0,0.0,2,23.5,27,2018-2019
Neto,br BRA,29-234,90,7,2,5,85.7,2.3,8,20,40.0,16,2,68.8,48.8,9,100.0,66.3,27,0,0.0,0,10.0,27,2018-2019
Aitor Fernández,es ESP,27-311,90,5,2,4,60.0,1.0,5,11,45.5,23,9,26.1,31.0,7,71.4,51.9,11,0,0.0,0,14.7,27,2018-2019
Sergio Asenjo,es ESP,29-255,90,3,0,3,100.0,0.4,7,16,43.8,15,6,60.0,44.1,9,77.8,59.9,23,0,0.0,2,14.5,27,2018-2019
Juan Soriano,es ESP,21-199,90,2,2,0,50.0,1.5,4,20,20.0,31,5,48.4,40.2,6,83.3,56.7,8,1,12.5,1,14.3,27,2018-2019
Gerónimo Rulli,ar ARG,26-294,90,9,5,5,44.4,2.4,8,14,57.1,37,2,27.0,31.4,5,80.0,49.4,17,2,11.8,3,15.3,27,2018-2019
Jordi Masip,es ESP,30-066,90,6,4,2,50.0,3.8,5,8,62.5,17,4,23.5,27.7,5,80.0,55.0,16,1,6.3,1,9.5,27,2018-2019
Thibaut Courtois,be BEL,26-303,90,2,1,1,50.0,1.0,3,17,17.6,19,6,42.1,39.0,10,90.0,67.3,18,0,0.0,0,15.0,27,2018-2019
