player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Roger Martí,9,es ESP,FW,28-001,90,19,19,0,0,0,0,1,0,0,0,0,0,12,0,0,18,2018-2019
José Luis Morales,11,es ESP,FW,31-165,90,23,23,0,0,0,0,2,0,0,0,0,0,14,0,4,18,2018-2019
Enis Bardhi,10,mk MKD,CM,23-186,90,55,49,6,2,0,0,3,0,4,2,1,0,42,0,1,18,2018-2019
Nikola Vukčević,17,me MNE,CM,27-022,62,28,27,1,1,0,0,0,0,0,0,0,0,25,0,0,18,2018-2019
   Emmanuel Boateng,21,gh GHA,CM,22-226,28,6,5,1,0,0,0,0,0,0,0,0,0,4,0,0,18,2018-2019
José Campaña,24,es ESP,CM,25-218,90,80,72,8,4,0,0,7,0,4,2,2,0,64,0,2,18,2018-2019
Toño,3,es ESP,WB,29-058,84,52,40,12,1,0,0,3,11,0,0,0,0,37,0,3,18,2018-2019
   Raphael Dwamena,20,gh GHA,WB,23-114,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18,2018-2019
Jason,23,es ESP,WB,24-182,70,35,29,6,0,1,0,5,4,0,0,0,0,22,0,3,18,2018-2019
   Coke,12,es ESP,CB,31-253,20,18,14,4,0,0,0,1,4,0,0,0,0,14,0,1,18,2018-2019
Rober,4,es ESP,CB,23-322,90,38,34,3,3,0,0,0,0,0,0,0,0,32,1,0,18,2018-2019
Sergio Postigo,15,es ESP,CB,30-061,68,46,44,1,1,0,0,0,0,0,0,0,0,33,1,0,18,2018-2019
Erick Cabaco,18,uy URU,CB,23-260,90,54,51,3,3,0,0,0,0,0,0,0,0,46,0,0,18,2018-2019
Oier Olazábal,13,es ESP,GK,29-112,90,21,12,9,3,0,0,0,0,0,0,0,0,13,0,0,18,2018-2019
Cristhian Stuani,7,uy URU,FW,32-084,90,22,18,3,0,0,0,0,0,0,0,0,0,14,1,0,18,2018-2019
Portu,9,es ESP,FW,26-228,73,17,17,0,0,0,0,2,0,0,0,0,0,11,0,3,18,2018-2019
   Anthony Lozano,19,hn HON,FW,25-254,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2018-2019
Aleix García,23,es ESP,CM,21-190,82,37,33,3,2,0,0,0,0,1,0,0,0,32,1,0,18,2018-2019
   Valery Fernández,34,es ESP,"WB,CM",19-042,8,2,1,1,0,0,0,0,1,0,0,0,0,2,0,0,18,2018-2019
Borja García,10,es ESP,CM,28-063,90,38,38,0,0,0,0,0,0,0,0,0,0,32,0,0,18,2018-2019
Douglas Luiz,12,br BRA,CM,20-240,90,27,26,1,1,0,0,0,0,0,0,0,0,19,0,2,18,2018-2019
Álex Granell,6,es ESP,"WB,CM",30-155,90,43,36,7,2,1,0,5,4,1,1,0,0,28,0,0,18,2018-2019
Pedro Porro,29,es ESP,WB,19-113,90,46,35,10,2,1,1,5,8,0,0,0,0,23,1,1,18,2018-2019
Juanpe,15,es ESP,CB,27-249,90,43,40,3,3,0,1,0,0,0,0,0,0,29,0,0,18,2018-2019
Bernardo Espinosa,2,co COL,CB,29-177,90,36,34,2,2,0,0,0,0,0,0,0,0,31,0,0,18,2018-2019
Jonás Ramalho,4,es ESP,CB,25-208,89,34,32,2,2,0,0,0,0,0,0,0,0,22,0,2,18,2018-2019
   Pedro Alcalá,5,es ESP,CB,29-291,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2018-2019
Yassine Bounou,13,ma MAR,GK,27-274,90,28,15,13,4,0,0,0,0,0,0,0,0,20,0,0,18,2018-2019
Borja Iglesias,7,es ESP,FW,25-352,90,27,26,1,0,0,0,0,0,0,0,0,0,17,0,1,18,2018-2019
Sergio García,9,es ESP,LW,35-209,54,17,14,3,2,0,1,1,0,1,0,0,0,13,0,1,18,2018-2019
   Pablo Piatti,19,ar ARG,LW,29-279,36,14,13,1,0,0,0,0,0,1,0,0,0,8,0,2,18,2018-2019
Léo Baptistão,11,br BRA,RW,26-131,87,25,25,0,0,0,0,0,0,0,0,0,0,20,0,2,18,2018-2019
   Hernán Pérez,17,py PAR,RW,29-313,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2018-2019
Óscar Melendo,14,es ESP,AM,21-134,78,40,39,1,0,1,0,1,0,1,0,0,0,35,0,1,18,2018-2019
   Víctor Sánchez,4,es ESP,AM,31-118,12,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,18,2018-2019
Sergi Darder,10,es ESP,DM,25-013,90,50,47,3,3,0,0,2,0,0,0,0,0,41,0,1,18,2018-2019
Marc Roca,21,es ESP,DM,22-039,90,59,57,2,2,0,0,0,0,0,0,0,0,51,0,0,18,2018-2019
Dídac Vilà,12,es ESP,LB,29-209,90,54,47,7,0,0,1,2,7,0,0,0,0,40,0,2,18,2018-2019
Óscar Duarte,6,cr CRC,CB,29-215,90,53,51,2,2,0,0,0,0,0,0,0,0,47,0,0,18,2018-2019
David López,15,es ESP,CB,29-087,90,70,67,3,3,0,1,0,0,0,0,0,0,60,0,0,18,2018-2019
Roberto Rosales,8,ve VEN,RB,30-045,90,70,54,16,0,0,1,3,16,0,0,0,0,57,0,1,18,2018-2019
