player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Diego López,es ESP,37-111,90,4,1,3,75.0,0.8,3,12,25.0,33,5,27.3,27.2,9,33.3,38.4,12,0,0.0,2,28.5,25,2018-2019
Roberto Santamaría,es ESP,33-360,90,2,1,1,50.0,0.3,10,18,55.6,14,1,78.6,54.4,11,63.6,52.4,11,0,0.0,0,,25,2018-2019
David Soria,es ESP,25-325,90,2,1,1,50.0,0.5,11,25,44.0,21,2,81.0,51.8,8,100.0,62.4,7,0,0.0,0,9.0,25,2018-2019
Stole Dimitrievski,mk MKD,25-060,90,2,2,0,0.0,0.5,6,14,42.9,21,3,52.4,41.2,11,27.3,39.4,13,0,0.0,0,,25,2018-2019
Tomáš Vaclík,cz CZE,29-331,90,8,4,4,50.0,2.8,3,16,18.8,23,5,52.2,43.7,5,80.0,53.0,12,0,0.0,0,10.0,25,2018-2019
Marc-André ter Stegen,de GER,26-299,90,4,2,2,50.0,2.4,2,7,28.6,30,4,20.0,28.7,1,100.0,71.0,16,1,6.3,0,15.8,25,2018-2019
Fernando Pacheco,es ESP,26-281,90,2,0,2,100.0,0.3,2,13,15.4,21,6,42.9,36.0,6,66.7,48.5,11,0,0.0,4,27.3,25,2018-2019
Rubén Blanco,es ESP,23-213,90,4,0,4,100.0,0.5,10,23,43.5,31,6,51.6,38.2,10,70.0,54.9,15,0,0.0,4,19.0,25,2018-2019
Iago Herrerín,es ESP,31-029,90,2,0,2,100.0,0.5,11,23,47.8,23,2,87.0,52.7,3,100.0,62.7,12,1,8.3,0,11.7,25,2018-2019
Asier Riesgo,es ESP,35-140,90,4,1,3,75.0,1.0,8,21,38.1,25,6,64.0,42.7,5,100.0,64.0,15,2,13.3,2,17.0,25,2018-2019
Iván Cuéllar,es ESP,34-273,90,1,1,0,0.0,0.8,13,20,65.0,28,6,50.0,39.5,7,85.7,60.9,9,0,0.0,1,16.0,25,2018-2019
Neto,br BRA,29-220,90,6,1,5,83.3,2.1,3,27,11.1,22,2,72.7,50.3,12,91.7,64.0,29,0,0.0,1,9.3,25,2018-2019
Jan Oblak,si SVN,26-048,90,3,0,3,100.0,0.5,4,11,36.4,19,1,42.1,35.5,3,100.0,68.0,18,0,0.0,2,18.6,25,2018-2019
Sergio Asenjo,es ESP,29-241,90,7,2,5,71.4,1.9,3,6,50.0,23,8,26.1,30.7,5,0.0,27.4,9,0,0.0,0,,25,2018-2019
Jordi Masip,es ESP,30-052,90,2,2,0,0.0,1.0,2,7,28.6,9,0,44.4,30.9,4,75.0,56.5,8,0,0.0,0,10.5,25,2018-2019
Pau López,es ESP,24-073,90,2,0,2,100.0,0.5,7,19,36.8,26,6,23.1,26.9,16,81.3,53.4,36,1,2.8,1,11.8,25,2018-2019
Aitor Fernández,es ESP,27-297,90,5,2,3,100.0,3.2,3,9,33.3,11,3,45.5,35.3,6,66.7,50.0,8,0,0.0,0,10.0,25,2018-2019
Thibaut Courtois,be BEL,26-289,90,2,1,1,50.0,0.8,4,13,30.8,27,8,33.3,33.4,5,80.0,56.0,15,1,6.7,0,9.0,25,2018-2019
Yassine Bounou,ma MAR,27-326,90,1,0,1,100.0,0.0,6,14,42.9,26,3,30.8,31.9,7,85.7,53.6,9,0,0.0,0,,25,2018-2019
Gerónimo Rulli,ar ARG,26-281,90,3,0,3,100.0,0.2,3,13,23.1,35,4,31.4,30.8,7,28.6,36.6,20,2,10.0,1,13.0,25,2018-2019
