player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Cristhian Stuani,7,uy URU,FW,31-309,80,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,1,2018-2019
   Patrick Roberts,17,eng ENG,"RW,FW",21-193,10,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,1,2018-2019
Borja García,10,es ESP,"LW,AM,LM",27-288,90,0,0,0,0,0,0,0,,0,0,0,0,2,2,1,0,1,2018-2019
Portu,9,es ESP,"RW,LW",26-088,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,1,2018-2019
Aleix García,23,es ESP,LM,21-050,61,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,1,2018-2019
   Anthony Lozano,19,hn HON,"LW,FW,LM",25-114,29,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,1,2018-2019
David Timor,24,es ESP,"CM,DM",28-304,73,2,2,1,1,0,0,1,0.0,1,0,0,0,2,4,0,0,1,2018-2019
   Pere Pons,8,es ESP,DM,25-178,17,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0,1,2018-2019
Álex Granell,6,es ESP,"RM,DM",30-015,90,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0,1,2018-2019
Marc Muniesa,20,es ESP,LB,26-143,90,1,0,0,1,0,1,1,100.0,0,0,0,0,2,3,2,0,1,2018-2019
Bernardo Espinosa,2,co COL,CB,29-037,90,2,2,1,1,0,2,2,100.0,0,0,0,0,1,3,4,0,1,2018-2019
Juanpe,15,es ESP,CB,27-109,90,1,1,1,0,0,0,0,,0,1,0,1,4,5,2,0,1,2018-2019
Pedro Porro,29,es ESP,RB,18-338,90,4,3,1,1,2,1,5,20.0,4,1,0,1,0,4,3,0,1,2018-2019
Yassine Bounou,13,ma MAR,GK,27-134,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2018-2019
Chris Ramos,12,es ESP,FW,21-211,63,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,1,0,1,2018-2019
   Óscar Plano,10,es ESP,"FW,LW",27-187,27,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,1,2018-2019
Toni Villa,19,es ESP,LW,23-222,87,8,6,5,1,2,4,7,57.1,3,0,0,0,1,9,0,0,1,2018-2019
   Míchel,21,es ESP,AM,30-019,3,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,1,2018-2019
Keko,24,es ESP,RW,26-233,90,1,0,0,1,0,0,1,0.0,1,1,0,1,1,2,2,0,1,2018-2019
Anuar,23,ma MAR,AM,23-214,70,3,1,1,2,0,0,0,,0,0,0,0,0,3,2,0,1,2018-2019
   Daniele Verde,11,it ITA,"AM,FW",22-058,20,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2018-2019
Rubén Alcaraz,14,es ESP,DM,27-108,90,1,0,0,1,0,1,2,50.0,1,1,0,1,0,1,1,0,1,2018-2019
Borja Fernández,8,es ESP,DM,37-215,90,2,2,0,2,0,1,2,50.0,1,1,0,1,2,4,4,0,1,2018-2019
Nacho,22,es ESP,LB,29-163,90,7,3,6,1,0,5,8,62.5,3,1,0,1,3,10,4,0,1,2018-2019
Fernando Calero,5,es ESP,CB,22-337,90,2,1,2,0,0,1,3,33.3,2,1,0,1,1,3,9,0,1,2018-2019
Kiko Olivas,4,es ESP,CB,29-361,90,1,1,1,0,0,1,3,33.3,2,3,2,1,2,3,6,0,1,2018-2019
Javi Moyano,17,es ESP,RB,32-175,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,1,2018-2019
Jordi Masip,1,es ESP,GK,29-226,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2018-2019
Loren Morón,16,es ESP,FW,24-230,90,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,1,2018-2019
Ryad Boudebouz,10,dz ALG,FW,28-179,62,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,2018-2019
   Antonio Sanabria,9,py PAR,FW,22-166,28,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2018-2019
Junior Firpo,20,es ESP,LW,21-360,90,5,4,1,2,2,1,1,100.0,0,0,0,0,0,5,1,0,1,2018-2019
Francis Guerrero,2,es ESP,RW,22-159,73,5,2,1,4,0,2,2,100.0,0,0,0,0,1,6,0,0,1,2018-2019
   Antonio Barragán,19,es ESP,RW,31-066,17,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,1,2018-2019
Andrés Guardado,18,mx MEX,"CM,DM",31-323,90,1,0,0,0,1,1,3,33.3,2,3,0,3,1,2,1,0,1,2018-2019
Sergio Canales,6,es ESP,CM,27-182,90,5,2,1,2,2,2,7,28.6,5,2,0,2,1,6,0,0,1,2018-2019
William Carvalho,14,pt POR,DM,26-132,65,2,2,0,1,1,1,3,33.3,2,0,0,0,2,4,1,0,1,2018-2019
   Takashi Inui,8,jp JPN,"CM,DM",30-076,25,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2018-2019
Zouhair Feddal,4,ma MAR,CB,29-228,90,1,1,1,0,0,1,1,100.0,0,0,0,0,3,4,4,0,1,2018-2019
Marc Bartra,5,es ESP,CB,27-214,90,5,2,3,2,0,4,5,80.0,1,1,0,1,1,6,5,0,1,2018-2019
Aïssa Mandi,23,dz ALG,CB,26-299,90,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,1,0,1,2018-2019
Pau López,13,es ESP,GK,23-247,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2018-2019
Roger Martí,9,es ESP,FW,27-226,73,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,1,2018-2019
   Antonio Luna,22,es ESP,"LB,FW",27-153,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,2018-2019
José Luis Morales,11,es ESP,"FW,RM",31-025,90,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,1,0,1,2018-2019
Enis Bardhi,10,mk MKD,"LM,RM,FW",23-046,90,4,3,4,0,0,2,3,66.7,1,0,0,0,1,5,1,0,1,2018-2019
José Campaña,24,es ESP,CM,25-078,90,1,0,0,1,0,1,3,33.3,2,0,0,0,0,1,3,0,1,2018-2019
Cheick Doukouré,5,ci CIV,CM,25-340,67,2,0,1,0,1,0,4,0.0,4,4,1,3,0,2,2,0,1,2018-2019
   Sanjin Prcić,8,ba BIH,CM,24-270,23,2,2,1,1,0,1,1,100.0,0,0,0,0,1,3,1,0,1,2018-2019
Jason,23,es ESP,"RM,FW",24-042,89,2,0,1,1,0,1,5,20.0,4,2,2,0,3,5,2,0,1,2018-2019
   Raphael Dwamena,20,gh GHA,FW,22-339,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2018-2019
Toño,3,es ESP,"LB,LM",28-283,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,1,2018-2019
Chema,6,es ESP,CB,26-167,90,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,13,0,1,2018-2019
Sergio Postigo,15,es ESP,CB,29-286,90,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,6,0,1,2018-2019
Coke,12,es ESP,RB,31-113,90,1,1,1,0,0,1,2,50.0,1,0,0,0,3,4,3,0,1,2018-2019
Oier Olazábal,13,es ESP,GK,28-337,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,2018-2019
Maxi Gómez,9,uy URU,FW,22-004,89,1,0,0,0,1,0,0,,0,0,0,0,0,1,3,0,1,2018-2019
