player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Alberto García,es ESP,33-225,90,7,5,2,28.6,2.9,3,8,37.5,15,3,40.0,39.9,5,40.0,47.0,14,0,0.0,1,17.3,5,2018-2019
Fernando Pacheco,es ESP,26-127,90,4,1,3,75.0,1.7,7,22,31.8,27,3,44.4,34.1,13,76.9,51.4,20,0,0.0,1,16.0,5,2018-2019
Marko Dmitrović,rs SRB,26-241,90,2,0,2,100.0,0.1,6,31,19.4,32,3,75.0,50.6,7,100.0,76.6,13,0,0.0,0,16.0,5,2018-2019
Iván Cuéllar,es ESP,34-118,90,3,1,2,66.7,0.9,11,30,36.7,24,1,79.2,53.0,13,84.6,59.5,20,2,10.0,1,14.5,5,2018-2019
Sergio Álvarez,es ESP,32-050,90,4,3,1,25.0,2.4,9,20,45.0,26,3,38.5,32.1,10,100.0,62.1,18,1,5.6,0,10.0,5,2018-2019
Jordi Masip,es ESP,29-262,90,5,3,2,40.0,2.3,6,13,46.2,19,0,52.6,38.4,3,100.0,57.7,12,0,0.0,0,7.5,5,2018-2019
David Soria,es ESP,25-171,90,5,2,3,60.0,1.5,7,19,36.8,21,1,71.4,48.6,5,80.0,59.4,8,1,12.5,2,16.0,5,2018-2019
Jan Oblak,si SVN,25-258,90,2,0,2,100.0,0.6,3,11,27.3,13,6,30.8,32.5,10,70.0,56.4,12,0,0.0,0,,5,2018-2019
Thibaut Courtois,be BEL,26-134,90,3,0,3,100.0,0.4,4,13,30.8,32,6,37.5,36.9,5,20.0,33.0,8,0,0.0,0,,5,2018-2019
Diego López,es ESP,36-323,90,5,1,4,80.0,1.2,5,12,41.7,26,6,26.9,34.1,9,55.6,42.1,28,0,0.0,0,9.5,5,2018-2019
Oier Olazábal,es ESP,29-009,90,9,6,3,33.3,3.9,2,5,40.0,16,5,18.8,28.9,6,33.3,35.0,12,1,8.3,0,4.0,5,2018-2019
Tomáš Vaclík,cz CZE,29-178,90,11,2,8,81.8,3.2,7,22,31.8,27,5,51.9,40.8,9,88.9,61.7,20,2,10.0,2,11.6,5,2018-2019
Sergio Asenjo,es ESP,29-087,90,2,0,2,100.0,0.4,2,7,28.6,12,3,8.3,23.1,12,50.0,45.3,15,0,0.0,3,17.7,5,2018-2019
Neto,br BRA,29-066,90,1,0,1,100.0,0.2,2,5,40.0,7,4,28.6,27.9,7,42.9,44.0,21,0,0.0,0,4.0,5,2018-2019
Pau López,es ESP,23-284,90,4,2,2,50.0,1.5,0,3,0.0,30,1,10.0,26.8,4,0.0,20.0,4,0,0.0,0,,5,2018-2019
Unai Simón,es ESP,21-104,90,4,2,2,50.0,0.9,9,27,33.3,20,3,80.0,48.6,11,100.0,66.8,28,0,0.0,0,3.5,5,2018-2019
Marc-André ter Stegen,de GER,26-146,90,5,2,3,60.0,1.6,0,2,0.0,21,6,0.0,19.7,2,100.0,48.5,7,0,0.0,4,23.8,5,2018-2019
Yassine Bounou,ma MAR,27-171,90,11,2,9,81.8,3.3,5,12,41.7,21,10,38.1,34.0,6,66.7,47.2,7,1,14.3,0,5.0,5,2018-2019
Diego López,es ESP,36-326,90,1,0,1,100.0,0.4,3,12,25.0,28,2,25.0,28.5,8,62.5,40.5,12,1,8.3,3,19.6,6,2018-2019
Marko Dmitrović,rs SRB,26-244,90,5,1,4,80.0,0.8,4,24,16.7,28,3,67.9,49.5,5,100.0,66.0,10,2,20.0,2,12.2,6,2018-2019
