player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Rubén Blanco,es ESP,23-142,90,2,0,2,100.0,0.4,4,10,40.0,21,2,33.3,34.8,6,50.0,45.3,4,0,0.0,0,,16,2018-2019
Iván Cuéllar,es ESP,34-201,90,2,0,2,100.0,0.9,11,25,44.0,20,4,75.0,53.2,11,90.9,60.7,32,1,3.1,0,6.0,16,2018-2019
David Soria,es ESP,25-255,90,4,0,4,100.0,0.9,8,29,27.6,21,0,95.2,53.3,10,90.0,57.9,13,0,0.0,0,,16,2018-2019
Miguel Ángel Moyá,es ESP,34-257,90,2,1,1,50.0,0.2,5,8,62.5,33,5,15.2,29.2,4,75.0,58.8,8,1,12.5,3,22.0,16,2018-2019
Jordi Masip,es ESP,29-346,90,5,3,2,60.0,2.6,1,16,6.3,29,6,51.7,40.3,4,25.0,40.3,8,1,12.5,0,11.0,16,2018-2019
Jan Oblak,si SVN,25-342,90,2,2,1,0.0,0.9,10,20,50.0,15,4,66.7,42.6,10,100.0,65.9,26,2,7.7,0,5.3,16,2018-2019
Thibaut Courtois,be BEL,26-218,90,3,0,3,100.0,0.2,2,10,20.0,29,5,24.1,31.0,5,60.0,52.0,8,2,25.0,1,16.3,16,2018-2019
Stole Dimitrievski,mk MKD,24-355,90,4,1,3,75.0,1.6,6,13,46.2,21,5,47.6,37.7,4,75.0,47.3,15,0,0.0,0,,16,2018-2019
Asier Riesgo,es ESP,35-070,90,4,1,3,75.0,1.9,13,24,54.2,29,2,65.5,48.8,5,100.0,66.4,13,0,0.0,2,14.4,16,2018-2019
Neto,br BRA,29-149,90,6,1,5,100.0,1.5,4,16,25.0,23,7,56.5,46.1,3,100.0,56.0,27,1,3.7,0,8.5,16,2018-2019
Tomáš Vaclík,cz CZE,29-262,90,2,0,2,100.0,1.0,2,16,12.5,20,4,50.0,37.8,6,100.0,64.3,16,3,18.8,1,13.0,16,2018-2019
Gorka Iraizoz,es ESP,37-285,90,5,2,3,80.0,2.2,7,17,41.2,23,9,39.1,38.7,14,57.1,47.1,16,1,6.3,0,6.3,16,2018-2019
Diego López,es ESP,37-043,90,5,3,2,40.0,2.0,6,16,37.5,21,4,57.1,44.1,8,50.0,39.0,10,1,10.0,0,11.4,16,2018-2019
Pau López,es ESP,24-003,90,3,1,2,66.7,0.8,2,11,18.2,22,2,22.7,28.8,11,54.5,41.6,2,0,0.0,2,25.3,16,2018-2019
Aleksandar Jovanović,rs SRB,26-010,90,6,2,4,83.3,2.7,7,17,41.2,22,1,68.2,44.3,2,100.0,66.0,7,0,0.0,0,16.0,16,2018-2019
Sergio Asenjo,es ESP,29-171,90,12,2,9,91.7,3.6,11,20,55.0,24,5,58.3,46.8,6,100.0,65.2,39,4,10.3,2,8.1,16,2018-2019
Oier Olazábal,es ESP,29-093,90,9,5,4,44.4,5.2,0,7,0.0,14,6,35.7,33.1,6,33.3,38.2,3,0,0.0,1,26.0,16,2018-2019
Marc-André ter Stegen,de GER,26-230,90,6,0,6,100.0,1.8,4,9,44.4,26,10,15.4,29.7,9,55.6,46.8,21,1,4.8,1,13.5,16,2018-2019
Fernando Pacheco,es ESP,26-213,90,3,0,3,100.0,1.2,12,28,42.9,34,3,64.7,45.7,6,100.0,61.7,9,0,0.0,2,18.8,16,2018-2019
Iago Herrerín,es ESP,30-326,90,2,0,2,100.0,0.2,19,35,54.3,30,3,86.7,50.8,9,100.0,68.8,20,0,0.0,0,14.5,16,2018-2019
