player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Roberto Santamaría,es ESP,33-339,90,4,0,4,100.0,0.5,11,22,50.0,21,1,71.4,48.9,7,100.0,67.7,20,0,0.0,0,8.5,22,2018-2019
Jordi Masip,es ESP,30-029,90,7,4,3,42.9,2.4,4,7,57.1,14,8,21.4,31.1,6,66.7,51.3,15,0,0.0,0,3.0,22,2018-2019
Aitor Fernández,es ESP,27-275,90,2,0,2,100.0,0.0,3,10,30.0,17,3,29.4,31.1,12,41.7,40.7,12,1,8.3,1,8.5,22,2018-2019
David Soria,es ESP,25-304,90,4,0,4,100.0,0.7,7,28,25.0,23,4,82.6,50.4,9,100.0,58.9,15,0,0.0,3,13.9,22,2018-2019
Gerónimo Rulli,ar ARG,26-258,90,5,1,3,80.0,1.3,10,26,38.5,33,2,60.6,41.1,8,75.0,49.0,8,0,0.0,1,17.0,22,2018-2019
Iago Herrerín,es ESP,31-008,90,2,2,0,0.0,1.3,8,21,38.1,29,1,58.6,43.4,4,100.0,62.8,9,0,0.0,3,20.6,22,2018-2019
Marc-André ter Stegen,de GER,26-278,90,7,2,5,85.7,2.6,1,4,25.0,21,4,14.3,27.8,3,33.3,40.3,6,1,16.7,1,11.7,22,2018-2019
Neto,br BRA,29-198,90,8,2,6,87.5,2.5,2,18,11.1,16,3,62.5,42.3,8,100.0,56.5,10,0,0.0,1,10.0,22,2018-2019
Rubén Blanco,es ESP,23-192,90,2,0,2,100.0,0.6,6,12,50.0,17,1,23.5,29.7,10,80.0,55.4,19,0,0.0,2,22.3,22,2018-2019
Tomáš Vaclík,cz CZE,29-310,90,4,1,3,75.0,1.3,1,9,11.1,23,8,26.1,29.8,6,50.0,40.8,8,0,0.0,0,15.0,22,2018-2019
Sergio Asenjo,es ESP,29-220,90,2,2,1,0.0,0.6,2,10,20.0,8,2,75.0,52.4,4,100.0,58.5,11,0,0.0,1,25.0,22,2018-2019
Diego López,es ESP,37-092,90,5,2,3,80.0,2.1,6,15,40.0,20,1,35.0,30.7,10,80.0,51.4,13,0,0.0,0,15.0,22,2018-2019
Pau López,es ESP,24-052,90,1,0,1,100.0,0.0,0,6,0.0,34,6,11.8,24.4,9,22.2,30.7,20,1,5.0,2,16.3,22,2018-2019
Jan Oblak,si SVN,26-027,90,3,1,2,100.0,1.5,4,8,50.0,10,0,70.0,43.5,2,50.0,39.5,6,0,0.0,0,4.0,22,2018-2019
Marko Dmitrović,rs SRB,27-010,90,2,0,2,100.0,0.2,7,19,36.8,20,1,75.0,53.1,4,100.0,69.3,16,0,0.0,4,22.8,22,2018-2019
Yassine Bounou,ma MAR,27-304,90,5,3,2,60.0,2.0,11,24,45.8,20,4,60.0,44.8,12,100.0,56.8,25,0,0.0,1,15.3,22,2018-2019
Thibaut Courtois,be BEL,26-268,90,1,0,1,100.0,0.1,2,7,28.6,20,5,20.0,31.0,5,60.0,50.2,6,1,16.7,1,14.7,22,2018-2019
Fernando Pacheco,es ESP,26-261,90,8,3,5,62.5,2.7,10,22,45.5,24,6,45.8,36.8,11,100.0,57.2,14,1,7.1,1,12.7,22,2018-2019
Stole Dimitrievski,mk MKD,25-041,90,4,2,2,50.0,0.9,3,13,23.1,15,3,53.3,38.1,10,50.0,43.2,18,0,0.0,1,44.0,22,2018-2019
Iván Cuéllar,es ESP,34-253,90,6,1,5,83.3,1.9,4,27,14.8,21,2,81.0,58.2,10,100.0,63.7,25,0,0.0,0,,22,2018-2019
