player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Roger Martí,9,es ESP,FW,28-001,90,12,19,63.2,157,16,7,10,70.0,3,5,60.0,1,3,33.3,0,0.0,0.0,0,0,0,0,0,18,2018-2019
José Luis Morales,11,es ESP,FW,31-165,90,14,23,60.9,199,40,10,12,83.3,1,3,33.3,2,4,50.0,0,0.0,0.1,1,0,4,0,4,18,2018-2019
Enis Bardhi,10,mk MKD,CM,23-186,90,42,55,76.4,522,137,20,22,90.9,14,17,82.4,1,7,14.3,0,0.1,0.1,2,2,3,0,7,18,2018-2019
Nikola Vukčević,17,me MNE,CM,27-022,62,25,28,89.3,325,94,15,15,100.0,8,10,80.0,1,2,50.0,0,0.0,0.0,0,4,0,0,0,18,2018-2019
   Emmanuel Boateng,21,gh GHA,CM,22-226,28,4,6,66.7,45,5,4,6,66.7,0,0,,0,0,,0,0.0,0.1,0,1,0,0,0,18,2018-2019
José Campaña,24,es ESP,CM,25-218,90,64,80,80.0,1036,352,29,31,93.5,27,34,79.4,5,9,55.6,1,0.6,0.4,4,7,3,2,12,18,2018-2019
Toño,3,es ESP,WB,29-058,84,37,52,71.2,530,142,18,23,78.3,17,20,85.0,0,2,0.0,1,0.1,0.0,3,5,0,0,3,18,2018-2019
   Raphael Dwamena,20,gh GHA,WB,23-114,6,1,1,100.0,27,14,0,0,,1,1,100.0,0,0,,0,0.0,0.0,1,1,0,0,1,18,2018-2019
Jason,23,es ESP,WB,24-182,70,22,35,62.9,338,106,12,15,80.0,3,6,50.0,3,7,42.9,0,0.5,0.2,2,1,3,1,4,18,2018-2019
   Coke,12,es ESP,CB,31-253,20,14,18,77.8,210,49,8,10,80.0,6,6,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,2,18,2018-2019
Rober,4,es ESP,CB,23-322,90,32,38,84.2,423,140,18,19,94.7,11,11,100.0,1,5,20.0,0,0.0,0.0,1,1,0,0,3,18,2018-2019
Sergio Postigo,15,es ESP,CB,30-061,68,33,46,71.7,625,264,11,14,78.6,18,22,81.8,3,8,37.5,0,0.0,0.0,0,4,0,0,3,18,2018-2019
Erick Cabaco,18,uy URU,CB,23-260,90,46,54,85.2,723,312,23,23,100.0,19,24,79.2,1,4,25.0,0,0.0,0.0,0,4,0,0,8,18,2018-2019
Oier Olazábal,13,es ESP,GK,29-112,90,13,21,61.9,354,264,3,3,100.0,5,5,100.0,5,13,38.5,0,0.0,0.0,0,0,0,0,0,18,2018-2019
Cristhian Stuani,7,uy URU,FW,32-084,90,14,22,63.6,152,9,9,11,81.8,4,6,66.7,0,2,0.0,0,0.1,0.1,1,0,0,0,0,18,2018-2019
Portu,9,es ESP,FW,26-228,73,11,17,64.7,144,64,5,6,83.3,2,4,50.0,1,1,100.0,0,0.1,0.3,1,0,1,0,4,18,2018-2019
   Anthony Lozano,19,hn HON,FW,25-254,17,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,18,2018-2019
Aleix García,23,es ESP,CM,21-190,82,32,37,86.5,549,252,17,18,94.4,8,8,100.0,5,7,71.4,0,0.0,0.0,0,4,2,0,6,18,2018-2019
   Valery Fernández,34,es ESP,"WB,CM",19-042,8,2,2,100.0,29,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,18,2018-2019
Borja García,10,es ESP,CM,28-063,90,32,38,84.2,401,71,21,25,84.0,9,9,100.0,0,0,,0,0.0,0.0,0,1,0,0,3,18,2018-2019
Douglas Luiz,12,br BRA,CM,20-240,90,19,27,70.4,308,82,7,11,63.6,9,11,81.8,1,1,100.0,0,0.0,0.0,0,0,1,0,1,18,2018-2019
Álex Granell,6,es ESP,"WB,CM",30-155,90,28,43,65.1,614,254,8,12,66.7,15,19,78.9,5,11,45.5,1,0.9,0.6,3,2,1,1,2,18,2018-2019
Pedro Porro,29,es ESP,WB,19-113,90,23,46,50.0,418,138,10,13,76.9,10,18,55.6,2,10,20.0,0,0.1,0.1,1,1,3,1,5,18,2018-2019
Juanpe,15,es ESP,CB,27-249,90,29,43,67.4,629,258,11,12,91.7,12,18,66.7,6,13,46.2,0,0.0,0.0,0,0,0,0,0,18,2018-2019
Bernardo Espinosa,2,co COL,CB,29-177,90,31,36,86.1,644,292,9,10,90.0,17,17,100.0,5,8,62.5,0,0.1,0.0,1,0,1,0,3,18,2018-2019
Jonás Ramalho,4,es ESP,CB,25-208,89,22,34,64.7,411,155,6,7,85.7,15,16,93.8,1,8,12.5,0,0.0,0.0,0,1,0,0,2,18,2018-2019
   Pedro Alcalá,5,es ESP,CB,29-291,1,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,18,2018-2019
Yassine Bounou,13,ma MAR,GK,27-274,90,20,28,71.4,727,537,3,3,100.0,5,5,100.0,12,20,60.0,0,0.0,0.0,0,1,0,0,0,18,2018-2019
Borja Iglesias,7,es ESP,FW,25-352,90,17,27,63.0,223,34,9,14,64.3,6,7,85.7,0,2,0.0,0,0.0,0.0,0,2,0,0,1,18,2018-2019
