player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Raúl de Tomás,9,es ESP,FW,24-086,90,32,3,3,13,16,6,32,4,2,50.0,2,50.0,17,115,8,0,0,2,3,1,19,3,19,2018-2019
Adri Embarba,11,es ESP,FW,26-249,60,30,0,4,6,20,4,30,5,3,60.0,2,40.0,19,143,40,2,1,2,1,4,18,4,19,2018-2019
   Álvaro García,18,es ESP,"RW,FW",26-076,30,10,0,1,4,5,0,10,1,1,100.0,0,0.0,6,19,12,0,0,0,0,2,7,0,19,2018-2019
Óscar Trejo,8,ar ARG,CM,30-260,72,38,3,5,17,17,3,38,7,4,57.1,3,42.9,18,81,31,1,2,0,1,3,21,2,19,2018-2019
   Bebé,14,cv CPV,"LW,CM",28-183,18,9,0,1,3,5,1,9,0,0,,0,,7,110,29,3,1,0,1,1,7,3,19,2018-2019
Santi Comesaña,27,es ESP,CM,22-098,90,43,5,15,27,1,0,43,0,0,,0,,18,63,24,0,0,0,1,0,22,0,19,2018-2019
Giannelli Imbula,12,cd COD,CM,26-121,73,32,0,2,24,6,0,32,1,1,100.0,0,0.0,25,144,43,0,0,0,1,1,24,2,19,2018-2019
   Álvaro Medrán,4,es ESP,CM,24-302,17,18,0,2,12,4,0,18,1,1,100.0,0,0.0,10,55,20,0,0,0,0,0,13,0,19,2018-2019
Álex Moreno,7,es ESP,"WB,LM",25-217,90,51,0,11,14,27,3,51,5,3,60.0,2,40.0,26,254,113,7,3,1,3,4,26,7,19,2018-2019
Luis Advíncula,17,pe PER,"WB,RM",28-315,90,57,3,13,26,18,2,57,1,0,0.0,1,100.0,27,167,91,4,2,0,1,0,29,6,19,2018-2019
Jordi Amat,16,id IDN,CB,26-296,90,32,3,10,21,1,0,32,0,0,,0,,9,82,17,0,1,0,0,0,12,0,19,2018-2019
