player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Sandro Ramírez,24,es ESP,FW,23-249,65,15,20,75.0,192,35,8,9,88.9,6,7,85.7,0,1,0.0,0,0.1,0.0,2,4,1,0,2,28,2018-2019
   Jon Bautista,21,es ESP,FW,23-255,25,5,8,62.5,48,4,4,5,80.0,0,1,0.0,0,1,0.0,0,0.7,0.0,1,0,0,0,0,28,2018-2019
Mikel Oyarzabal,10,es ESP,LW,21-328,90,16,26,61.5,235,85,8,10,80.0,8,11,72.7,0,1,0.0,0,0.5,0.1,1,1,0,0,2,28,2018-2019
Adnan Januzaj,11,be BEL,RW,24-038,90,28,38,73.7,554,231,10,10,100.0,8,10,80.0,6,11,54.5,0,0.2,0.2,5,3,4,2,5,28,2018-2019
David Zurutuza,17,es ESP,LM,32-239,90,38,45,84.4,726,286,18,21,85.7,16,19,84.2,4,4,100.0,0,0.2,0.4,3,5,1,0,6,28,2018-2019
Ander Guevara,26,es ESP,CM,21-251,90,42,44,95.5,748,199,16,16,100.0,18,19,94.7,5,5,100.0,0,0.0,0.1,1,7,1,1,1,28,2018-2019
Mikel Merino,8,es ESP,RM,22-266,90,32,44,72.7,505,92,17,21,81.0,11,14,78.6,3,5,60.0,0,0.0,0.0,0,6,1,0,5,28,2018-2019
Theo Hernández,19,fr FRA,LB,21-160,90,50,61,82.0,808,223,23,28,82.1,25,28,89.3,2,2,100.0,1,0.9,0.6,3,3,1,1,3,28,2018-2019
Raúl Navas,22,es ESP,CB,30-308,90,55,64,85.9,1097,263,15,17,88.2,32,36,88.9,7,9,77.8,0,0.0,0.0,0,2,0,0,3,28,2018-2019
Aritz Elustondo,15,es ESP,CB,24-352,90,45,56,80.4,966,198,10,13,76.9,30,33,90.9,5,9,55.6,0,0.0,0.0,0,1,0,0,1,28,2018-2019
Joseba Zaldúa,2,es ESP,RB,26-264,90,54,69,78.3,751,381,36,42,85.7,13,16,81.3,3,5,60.0,0,0.0,0.0,0,6,0,0,6,28,2018-2019
Gerónimo Rulli,1,ar ARG,GK,26-299,90,29,42,69.0,926,618,2,2,100.0,13,13,100.0,14,27,51.9,0,0.0,0.0,0,1,0,0,1,28,2018-2019
José Luis Morales,11,es ESP,FW,31-235,90,10,18,55.6,132,18,8,10,80.0,2,3,66.7,0,3,0.0,0,0.0,0.0,0,0,0,0,1,28,2018-2019
Borja Mayoral,2,es ESP,FW,21-344,90,14,17,82.4,231,67,7,9,77.8,6,6,100.0,1,1,100.0,0,0.1,0.1,1,3,1,0,3,28,2018-2019
Enis Bardhi,10,mk MKD,CM,23-256,90,25,34,73.5,389,139,11,15,73.3,11,11,100.0,1,4,25.0,0,0.0,0.0,0,1,0,0,2,28,2018-2019
José Campaña,24,es ESP,CM,25-288,90,45,53,84.9,730,277,26,29,89.7,16,18,88.9,3,5,60.0,1,0.2,0.1,2,7,0,0,7,28,2018-2019
Rubén Rochina,16,es ESP,CM,27-357,73,25,40,62.5,538,180,8,9,88.9,8,10,80.0,6,15,40.0,0,0.0,0.1,0,3,1,0,3,28,2018-2019
   Roger Martí,9,es ESP,CM,28-071,17,2,3,66.7,14,5,1,1,100.0,0,1,0.0,0,0,,0,0.1,0.0,2,0,0,0,0,28,2018-2019
