player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Tomáš Vaclík,cz CZE,30-035,90,5,3,2,40.0,1.4,2,7,28.6,17,7,17.6,26.4,8,50.0,41.4,9,1,11.1,0,4.0,36,2018-2019
Iván Cuéllar,es ESP,34-341,90,3,0,3,100.0,0.7,9,23,39.1,18,2,83.3,48.2,9,88.9,61.2,22,0,0.0,0,6.8,36,2018-2019
Aitor Fernández,es ESP,28-001,90,3,1,2,66.7,1.1,11,26,42.3,23,4,69.6,48.8,11,90.9,61.3,21,0,0.0,1,13.0,36,2018-2019
Alberto García,es ESP,34-084,90,7,4,2,42.9,3.3,5,7,71.4,21,5,23.8,29.8,6,33.3,34.5,9,0,0.0,2,30.0,36,2018-2019
Diego López,es ESP,37-182,90,3,0,3,100.0,0.8,5,8,62.5,20,3,30.0,31.7,9,22.2,35.2,20,0,0.0,0,5.0,36,2018-2019
Jan Oblak,si SVN,26-117,90,5,3,3,60.0,1.7,8,13,61.5,14,2,42.9,38.0,9,77.8,53.1,11,0,0.0,3,32.3,36,2018-2019
Fernando Pacheco,es ESP,26-351,90,2,1,2,50.0,0.2,10,20,50.0,27,1,63.0,41.5,4,75.0,65.8,8,0,0.0,1,19.5,36,2018-2019
Gerónimo Rulli,ar ARG,26-349,90,6,0,6,100.0,0.8,12,28,42.9,38,8,26.3,30.1,21,85.7,54.6,32,2,6.3,2,14.8,36,2018-2019
Rubén Blanco,es ESP,23-283,90,1,0,1,100.0,0.1,10,16,62.5,19,5,63.2,46.1,7,57.1,45.7,11,2,18.2,0,7.5,36,2018-2019
Jasper Cillessen,nl NED,30-012,90,6,2,4,83.3,2.0,5,10,50.0,25,4,28.0,29.7,6,50.0,43.7,18,0,0.0,1,10.5,36,2018-2019
David Soria,es ESP,26-031,90,2,0,2,100.0,0.6,9,25,36.0,25,2,88.0,53.1,3,100.0,67.3,10,0,0.0,0,7.0,36,2018-2019
Yassine Bounou,ma MAR,28-030,90,8,2,6,75.0,2.1,5,13,38.5,28,8,21.4,29.9,12,58.3,45.6,8,0,0.0,0,7.0,36,2018-2019
Marko Dmitrović,rs SRB,27-101,90,6,0,5,100.0,2.4,9,22,40.9,20,1,80.0,50.8,6,100.0,71.3,17,1,5.9,6,21.6,36,2018-2019
Joel Robles,es ESP,28-322,90,6,1,5,83.3,1.1,4,18,22.2,42,7,35.7,34.2,7,42.9,40.3,25,0,0.0,0,9.9,36,2018-2019
Thibaut Courtois,be BEL,26-359,90,7,2,5,71.4,1.6,3,5,60.0,27,9,7.4,24.1,8,37.5,33.5,11,1,9.1,1,20.5,36,2018-2019
Andrés Fernández,es ESP,32-139,90,11,3,8,72.7,3.0,9,14,64.3,30,4,30.0,32.7,9,55.6,39.9,11,1,9.1,3,20.6,36,2018-2019
Jordi Masip,es ESP,30-122,90,1,0,1,100.0,0.1,8,30,26.7,22,1,86.4,56.7,11,100.0,69.0,12,0,0.0,0,,36,2018-2019
Iago Herrerín,es ESP,31-100,90,3,1,2,66.7,1.2,12,18,66.7,21,4,42.9,42.3,10,90.0,61.2,8,0,0.0,1,33.0,36,2018-2019
Roberto Santamaría,es ESP,34-067,90,7,6,2,14.3,3.9,2,10,20.0,15,6,40.0,31.7,4,100.0,66.3,9,0,0.0,0,9.5,36,2018-2019
Neto,br BRA,29-290,90,4,2,2,75.0,2.4,5,15,33.3,10,4,40.0,33.6,18,61.1,50.1,21,2,9.5,0,3.7,36,2018-2019
