player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Koke Vegas,es ESP,23-233,90,8,2,6,75.0,2.5,2,7,28.6,16,4,43.8,34.8,8,0.0,28.0,8,0,0.0,1,16.5,38,2018-2019
Antonio Adán,es ESP,32-005,90,7,2,5,71.4,3.0,5,16,31.3,13,2,53.8,33.3,11,81.8,52.5,18,0,0.0,0,,38,2018-2019
David Soria,es ESP,26-044,90,4,2,2,50.0,1.1,7,23,30.4,21,1,85.7,51.3,5,100.0,59.0,8,0,0.0,1,11.4,38,2018-2019
Andrés Fernández,es ESP,32-152,90,5,2,3,60.0,2.2,10,19,52.6,33,2,45.5,36.5,9,44.4,36.3,18,0,0.0,0,9.7,38,2018-2019
Diego López,es ESP,37-196,90,2,0,2,100.0,0.0,9,19,47.4,18,4,50.0,41.0,12,83.3,57.2,24,1,4.2,1,11.8,38,2018-2019
Gerónimo Rulli,ar ARG,26-363,90,4,2,2,50.0,1.0,7,9,77.8,31,4,22.6,26.7,4,50.0,37.8,7,2,28.6,3,13.6,38,2018-2019
Tomáš Vaclík,cz CZE,30-050,90,1,0,1,100.0,0.2,6,25,24.0,24,3,70.8,47.0,9,88.9,60.0,21,1,4.8,0,10.5,38,2018-2019
Iago Herrerín,es ESP,31-113,90,3,2,1,33.3,1.2,8,19,42.1,24,4,54.2,44.8,7,85.7,59.4,12,0,0.0,5,40.8,38,2018-2019
Yoel,es ESP,30-263,90,6,2,4,66.7,2.5,6,15,40.0,21,1,57.1,45.2,5,60.0,55.6,10,0,0.0,0,11.0,38,2018-2019
Jaume Doménech,es ESP,28-194,90,4,0,4,100.0,1.1,4,10,40.0,8,4,37.5,30.9,7,100.0,62.1,18,1,5.6,0,2.0,38,2018-2019
Rubén Blanco,es ESP,23-297,90,4,2,2,75.0,1.6,12,22,54.5,17,2,82.4,50.3,8,100.0,64.8,14,1,7.1,0,8.0,38,2018-2019
Stole Dimitrievski,mk MKD,25-144,90,5,2,3,80.0,2.4,4,7,57.1,29,10,20.7,32.6,5,20.0,27.4,15,1,6.7,2,17.4,38,2018-2019
Aleksandar Jovanović,rs SRB,26-163,90,1,1,1,0.0,0.2,8,19,42.1,14,1,71.4,49.3,9,100.0,66.3,31,0,0.0,0,2.5,38,2018-2019
Andriy Lunin,ua UKR,20-096,90,6,2,4,66.7,1.3,8,18,44.4,17,3,64.7,44.1,8,87.5,60.1,17,0,0.0,2,23.0,38,2018-2019
Antonio Sivera,es ESP,22-280,90,4,1,3,75.0,0.5,15,33,45.5,34,5,76.5,51.1,9,77.8,56.8,11,1,9.1,0,9.0,38,2018-2019
Gorka Iraizoz,es ESP,38-073,90,7,2,5,71.4,2.1,4,10,40.0,23,6,30.4,34.9,9,33.3,35.8,19,0,0.0,3,14.5,38,2018-2019
Keylor Navas,cr CRC,32-155,90,7,2,5,71.4,2.7,0,4,0.0,20,5,15.0,28.7,3,33.3,46.0,4,0,0.0,4,22.4,38,2018-2019
Pau López,es ESP,24-157,90,2,0,2,100.0,0.9,5,9,55.6,34,5,20.6,25.6,7,28.6,33.3,12,0,0.0,2,20.6,38,2018-2019
Marko Dmitrović,rs SRB,27-115,90,3,2,1,33.3,1.8,8,31,25.8,29,1,75.9,50.0,9,100.0,76.2,3,0,0.0,5,20.6,38,2018-2019
Jasper Cillessen,nl NED,30-027,90,8,2,6,75.0,0.9,2,4,50.0,30,6,10.0,24.3,9,11.1,25.3,19,0,0.0,3,19.0,38,2018-2019
