player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Sergi Guardiola,12,es ESP,FW,27-255,90,2,0,0,2,0,0,0,,0,2,0,2,1,3,0,0,23,2018-2019
Óscar Plano,10,es ESP,FW,27-362,90,1,1,0,1,0,0,1,0.0,1,1,0,1,2,3,2,0,23,2018-2019
Pablo Hervías,15,es ESP,LM,25-337,80,1,0,0,1,0,0,1,0.0,1,0,0,0,1,2,0,0,23,2018-2019
   Daniele Verde,11,it ITA,LM,22-233,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,23,2018-2019
Rubén Alcaraz,14,es ESP,CM,27-283,90,4,3,3,0,1,2,2,100.0,0,2,0,2,1,5,2,0,23,2018-2019
Míchel,21,es ESP,CM,30-194,90,1,1,1,0,0,0,2,0.0,2,2,0,2,3,4,0,0,23,2018-2019
Keko,24,es ESP,RM,27-043,89,3,0,1,1,1,2,2,100.0,0,3,0,3,0,3,3,0,23,2018-2019
   Borja Fernández,8,es ESP,RM,38-025,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,23,2018-2019
Nacho,22,es ESP,LB,29-338,90,1,1,1,0,0,0,1,0.0,1,1,0,1,1,2,4,0,23,2018-2019
Joaquín Fernández,2,es ESP,CB,22-253,90,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,4,0,23,2018-2019
Kiko Olivas,4,es ESP,CB,30-171,90,1,1,0,1,0,0,0,,0,0,0,0,3,4,4,0,23,2018-2019
Javi Moyano,17,es ESP,RB,32-350,66,0,0,0,0,0,0,1,0.0,1,1,0,1,2,2,4,0,23,2018-2019
   Antoñito,18,es ESP,RB,31-046,24,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,23,2018-2019
Jordi Masip,1,es ESP,GK,30-036,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,23,2018-2019
Gerard Moreno,7,es ESP,"FW,RW,LW",26-307,90,2,0,0,1,1,1,2,50.0,1,1,0,1,1,3,2,0,23,2018-2019
Karl Toko Ekambi,17,cm CMR,FW,26-147,80,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,23,2018-2019
   Samuel Chukwueze,30,ng NGA,"RW,RM",19-262,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,23,2018-2019
Alfonso Pedraza,16,es ESP,"LW,LM",22-305,90,2,1,1,1,0,2,2,100.0,0,1,0,1,1,3,4,0,23,2018-2019
Miguel Juan Llambrich,15,es ESP,"RW,RM,RB",23-021,90,1,1,1,0,0,0,2,0.0,2,3,0,3,0,1,4,0,23,2018-2019
Santi Cazorla,19,es ESP,CM,34-057,90,2,1,1,0,1,1,2,50.0,1,0,0,0,1,3,1,0,23,2018-2019
Pablo Fornals,8,es ESP,CM,22-351,71,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,23,2018-2019
   Carlos Bacca,9,co COL,"FW,LW",32-153,19,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,23,2018-2019
Vicente Iborra,10,es ESP,"DM,CM",31-023,90,2,1,1,0,1,1,3,33.3,2,1,0,1,2,4,2,0,23,2018-2019
Ramiro Funes Mori,4,ar ARG,CB,27-340,90,1,0,1,0,0,0,0,,0,1,0,1,0,1,4,0,23,2018-2019
Daniele Bonera,23,it ITA,CB,37-253,87,0,0,0,0,0,0,0,,0,1,1,0,1,1,6,0,23,2018-2019
   Jaume Costa,11,es ESP,"LB,CB",30-327,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,23,2018-2019
Álvaro González,3,es ESP,CB,29-031,90,1,0,1,0,0,1,1,100.0,0,1,0,1,3,4,8,0,23,2018-2019
Sergio Asenjo,1,es ESP,GK,29-225,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,23,2018-2019
Jaime Mata,7,es ESP,FW,30-108,82,1,1,0,0,1,0,0,,0,0,0,0,2,3,0,0,23,2018-2019
   Ángel Rodríguez,9,es ESP,FW,31-289,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,23,2018-2019
Jorge Molina,19,es ESP,FW,36-293,90,1,1,0,1,0,0,1,0.0,1,4,0,4,0,1,2,0,23,2018-2019
Samuel Sáiz,11,es ESP,LM,28-018,70,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,23,2018-2019
   Francisco Portillo,8,es ESP,LM,28-241,20,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,23,2018-2019
Nemanja Maksimović,20,rs SRB,CM,24-014,90,2,1,1,1,0,0,2,0.0,2,1,0,1,5,7,0,0,23,2018-2019
Mauro Arambarri,18,uy URU,CM,23-132,60,1,0,0,1,0,0,3,0.0,3,1,0,1,1,2,0,0,23,2018-2019
   Mathieu Flamini,16,fr FRA,CM,34-339,30,2,0,1,1,0,1,1,100.0,0,1,0,1,0,2,0,0,23,2018-2019
Dimitri Foulquier,24,fr FRA,RM,25-323,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,23,2018-2019
Mathías Olivera,17,uy URU,LB,21-101,90,1,1,0,1,0,1,2,50.0,1,6,0,6,1,2,0,0,23,2018-2019
Leandro Cabrera,6,uy URU,CB,27-237,90,1,1,1,0,0,1,1,100.0,0,2,2,0,0,1,1,0,23,2018-2019
Djené,2,tg TOG,CB,27-040,90,2,2,2,0,0,2,2,100.0,0,3,2,1,1,3,5,0,23,2018-2019
Damián Suárez,22,uy URU,RB,30-288,90,4,4,2,1,1,3,4,75.0,1,2,0,2,5,9,1,0,23,2018-2019
David Soria,13,es ESP,GK,25-311,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,23,2018-2019
