player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Guido Carrillo,9,ar ARG,FW,27-182,90,1,0,0,0,1,0,1,0.0,1,2,0,2,1,2,0,0,13,2018-2019
Youssef En-Nesyri,26,ma MAR,FW,21-175,85,1,0,0,1,0,0,2,0.0,2,0,0,0,0,1,1,0,13,2018-2019
   Sabin Merino,18,es ESP,FW,26-323,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,2018-2019
Recio,8,es ESP,CM,27-316,38,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,13,2018-2019
   Mikel Vesga,23,es ESP,CM,25-186,52,1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,4,0,13,2018-2019
Rubén Pérez,21,es ESP,CM,29-211,90,4,3,3,1,0,2,2,100.0,0,2,1,1,2,6,1,0,13,2018-2019
Óscar Rodríguez Arnaiz,27,es ESP,CM,20-148,83,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,13,2018-2019
   Javier Eraso,17,es ESP,CM,28-246,7,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,13,2018-2019
Jonathan Silva,5,ar ARG,LB,24-147,90,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0,13,2018-2019
Dimitris Siovas,22,gr GRE,CB,30-068,90,1,0,1,0,0,0,0,,0,0,0,0,5,6,5,0,13,2018-2019
Kenneth Omeruo,24,ng NGA,CB,25-037,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0,13,2018-2019
Rodrigo Tarín,28,es ESP,CB,22-141,90,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,3,0,13,2018-2019
Allan Nyom,12,cm CMR,RB,30-197,90,2,1,1,1,0,0,0,,0,2,0,2,0,2,1,0,13,2018-2019
Andriy Lunin,29,ua UKR,GK,19-285,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,2018-2019
Jonathan Calleri,12,ar ARG,"FW,LW",25-061,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,13,2018-2019
Rubén Sobrino,7,es ESP,FW,26-175,62,2,0,1,0,1,0,1,0.0,1,1,0,1,0,2,0,0,13,2018-2019
   Borja Bastón,18,es ESP,FW,26-090,28,2,0,2,0,0,0,0,,0,0,0,0,0,2,0,0,13,2018-2019
Jony,23,es ESP,LM,27-137,61,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,13,2018-2019
   Burgui,14,es ESP,LM,25-025,29,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0,13,2018-2019
Manu García,19,es ESP,CM,32-211,90,1,0,1,0,0,0,5,0.0,5,2,0,2,2,3,4,0,13,2018-2019
Darko Brašanac,20,rs SRB,CM,26-284,90,5,3,2,3,0,1,1,100.0,0,1,0,1,0,5,0,0,13,2018-2019
Ibai Gómez,11,es ESP,RM,29-012,90,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,13,2018-2019
Rubén Duarte,3,es ESP,"LB,CB",23-036,90,2,1,1,1,0,1,1,100.0,0,2,1,1,1,3,8,0,13,2018-2019
Ximo Navarro,15,es ESP,CB,28-304,90,6,6,6,0,0,4,4,100.0,0,3,2,1,5,11,8,0,13,2018-2019
Víctor Laguardia,5,es ESP,CB,29-018,90,2,2,2,0,0,2,2,100.0,0,1,0,1,4,6,5,0,13,2018-2019
Martin Agirregabiria,21,es ESP,RB,22-197,80,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0,13,2018-2019
   John Guidetti,10,se SWE,RW,26-222,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,2018-2019
Fernando Pacheco,1,es ESP,GK,26-189,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,2018-2019
Sergi Enrich,9,es ESP,FW,28-271,73,2,2,0,1,1,2,2,100.0,0,0,0,0,0,2,1,0,13,2018-2019
   Charles,19,br BRA,FW,34-234,17,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,13,2018-2019
Kiké,17,es ESP,FW,28-364,87,0,0,0,0,0,0,1,0.0,1,1,0,1,2,2,0,0,13,2018-2019
   Pablo de Blasis,16,ar ARG,FW,30-293,3,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,13,2018-2019
Marc Cucurella,20,es ESP,LM,20-125,90,2,2,0,1,1,0,1,0.0,1,3,0,3,1,3,0,0,13,2018-2019
Gonzalo Escalante,5,ar ARG,CM,25-242,90,0,0,0,0,0,0,1,0.0,1,3,0,3,2,2,1,0,13,2018-2019
Joan Jordán,24,es ESP,"CM,RM",24-141,90,2,2,0,2,0,1,2,50.0,1,1,0,1,1,3,0,0,13,2018-2019
Fabián Orellana,14,cl CHI,RM,32-301,82,3,2,1,1,1,0,3,0.0,3,0,0,0,0,3,1,0,13,2018-2019
   Sergio Álvarez,6,es ESP,CM,26-305,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,2018-2019
José Ángel,15,es ESP,LB,29-080,90,2,1,0,2,0,1,1,100.0,0,1,1,0,1,3,2,0,13,2018-2019
Iván Ramis,4,es ESP,CB,34-030,90,0,0,0,0,0,0,1,0.0,1,2,1,1,3,3,4,0,13,2018-2019
Paulo Oliveira,12,pt POR,CB,26-320,90,2,1,2,0,0,2,2,100.0,0,2,1,1,0,2,0,0,13,2018-2019
Rubén Peña,11,es ESP,RB,27-129,90,4,3,3,1,0,1,1,100.0,0,0,0,0,1,5,2,0,13,2018-2019
Asier Riesgo,13,es ESP,GK,35-049,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,2018-2019
Karim Benzema,9,fr FRA,FW,30-340,90,2,1,0,1,1,0,0,,0,0,0,0,0,2,1,0,13,2018-2019
Marco Asensio,20,es ESP,LW,22-307,73,0,0,0,0,0,0,1,0.0,1,3,0,3,2,2,1,0,13,2018-2019
   Vinicius Júnior,28,br BRA,LW,18-135,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,2018-2019
Gareth Bale,11,wls WAL,RW,29-131,90,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0,13,2018-2019
Toni Kroos,8,de GER,LM,28-324,90,2,1,0,2,0,0,4,0.0,4,1,0,1,0,2,0,0,13,2018-2019
Dani Ceballos,24,es ESP,CM,22-109,90,2,1,1,1,0,0,2,0.0,2,3,1,2,3,5,1,0,13,2018-2019
Luka Modrić,10,hr CRO,RM,33-076,62,0,0,0,0,0,0,0,,0,2,0,2,1,1,0,0,13,2018-2019
   Isco,22,es ESP,RM,26-217,28,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,13,2018-2019
Marcelo,12,br BRA,LB,30-196,90,1,0,1,0,0,0,2,0.0,2,2,0,2,3,4,0,0,13,2018-2019
Sergio Ramos,4,es ESP,CB,32-239,90,1,1,1,0,0,0,0,,0,0,0,0,1,2,3,0,13,2018-2019
Raphaël Varane,5,fr FRA,CB,25-213,90,2,1,2,0,0,0,0,,0,0,0,0,1,3,9,0,13,2018-2019
Álvaro Odriozola,19,es ESP,RB,22-345,53,0,0,0,0,0,0,0,,0,1,0,1,3,3,2,1,13,2018-2019
   Dani Carvajal,2,es ESP,RB,26-317,37,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0,13,2018-2019
Thibaut Courtois,25,be BEL,GK,26-197,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,2018-2019
Santi Mina,22,es ESP,FW,22-352,66,3,3,0,2,1,1,3,33.3,2,0,0,0,1,4,0,0,13,2018-2019
   Kévin Gameiro,9,fr FRA,FW,31-199,24,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,13,2018-2019
Rodrigo,19,es ESP,FW,27-263,90,2,1,1,0,1,0,1,0.0,1,0,0,0,0,2,2,0,13,2018-2019
Gonçalo Guedes,7,pt POR,LM,21-360,71,2,1,1,1,0,0,3,0.0,3,3,0,3,0,2,0,0,13,2018-2019
   Ferrán Torres,20,es ESP,LM,18-268,19,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,2018-2019
Daniel Parejo,10,es ESP,CM,29-222,90,1,1,0,1,0,0,6,0.0,6,2,1,1,2,3,0,0,13,2018-2019
Francis Coquelin,17,fr FRA,CM,27-195,90,4,3,2,2,0,0,1,0.0,1,0,0,0,3,7,0,0,13,2018-2019
Carlos Soler,8,es ESP,RM,21-326,80,2,2,0,2,0,2,2,100.0,0,1,1,0,0,2,1,0,13,2018-2019
   Rúben Vezo,3,pt POR,"RB,RM",24-213,10,1,0,1,0,0,1,1,100.0,0,1,1,0,0,1,1,0,13,2018-2019
José Luis Gayà,14,es ESP,LB,23-183,90,3,3,2,1,0,3,4,75.0,1,5,0,5,1,4,3,0,13,2018-2019
Mouctar Diakhaby,12,gn GUI,CB,21-340,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,5,0,13,2018-2019
Gabriel Paulista,5,br BRA,CB,27-363,90,0,0,0,0,0,0,0,,0,1,1,0,6,6,4,0,13,2018-2019
Daniel Wass,18,dk DEN,"RB,RM",29-177,90,5,4,3,0,2,2,6,33.3,4,1,0,1,1,6,4,0,13,2018-2019
Neto,13,br BRA,GK,29-128,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,2018-2019
Raúl de Tomás,9,es ESP,FW,24-038,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,13,2018-2019
José Pozo,22,es ESP,"LM,RM",22-254,57,1,1,0,1,0,0,1,0.0,1,1,0,1,1,2,0,0,13,2018-2019
   Bebé,14,cv CPV,"RM,RB",28-135,33,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,13,2018-2019
Giannelli Imbula,12,cd COD,"CM,RM",26-073,90,1,0,0,0,1,0,0,,0,0,0,0,1,2,0,0,13,2018-2019
