player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Mariano,7,do DOM,FW,25-080,90,29,0,0,7,22,12,29,1,0,0.0,1,100.0,11,57,32,1,1,0,4,0,18,7,9,2018-2019
Marco Asensio,20,es ESP,LW,22-272,59,36,0,1,13,22,3,36,0,0,,0,,23,197,102,4,0,1,2,0,28,7,9,2018-2019
   Dani Ceballos,24,es ESP,LM,22-074,31,44,0,0,27,17,1,44,0,0,,0,,26,114,78,1,2,0,1,1,35,2,9,2018-2019
Lucas Vázquez,17,es ESP,"RB,RW",27-111,90,88,0,12,36,41,7,88,0,0,,0,,46,236,155,5,4,2,3,0,63,17,9,2018-2019
Isco,22,es ESP,LM,26-182,59,68,0,5,39,26,4,68,3,2,66.7,1,33.3,46,221,114,3,0,0,6,1,55,5,9,2018-2019
   Karim Benzema,9,fr FRA,LW,30-305,31,24,0,0,3,21,12,24,1,1,100.0,0,0.0,17,169,127,6,2,4,1,0,22,8,9,2018-2019
Casemiro,14,br BRA,CM,26-239,90,82,4,25,39,20,5,82,2,2,100.0,0,0.0,40,156,98,1,2,0,0,1,52,0,9,2018-2019
Luka Modrić,10,hr CRO,RM,33-041,90,96,1,15,50,33,7,96,8,5,62.5,3,37.5,62,361,195,3,2,1,0,2,71,5,9,2018-2019
Marcelo,12,br BRA,LB,30-161,90,100,0,6,43,51,12,100,4,4,100.0,0,0.0,59,298,188,7,2,4,1,2,72,14,9,2018-2019
Sergio Ramos,4,es ESP,CB,32-204,90,81,1,31,46,5,3,81,0,0,,0,,39,238,143,3,1,0,0,0,56,0,9,2018-2019
Raphaël Varane,5,fr FRA,CB,25-178,90,64,3,32,29,3,3,64,0,0,,0,,35,138,61,0,0,0,3,0,44,0,9,2018-2019
Álvaro Odriozola,19,es ESP,RB,22-310,45,47,1,14,17,17,3,47,2,0,0.0,2,100.0,28,192,72,3,2,1,0,0,33,7,9,2018-2019
   Gareth Bale,11,wls WAL,RW,29-096,45,23,0,0,8,15,5,23,0,0,,0,,13,76,27,0,1,0,1,1,22,12,9,2018-2019
Thibaut Courtois,25,be BEL,GK,26-162,90,20,17,20,0,0,0,20,0,0,,0,,7,43,32,0,0,0,0,0,10,0,9,2018-2019
Roger Martí,9,es ESP,FW,27-290,78,25,2,4,13,8,2,24,1,1,100.0,0,0.0,13,77,62,2,1,1,1,0,19,3,9,2018-2019
   Emmanuel Boateng,21,gh GHA,FW,22-150,12,5,2,2,3,0,0,5,0,0,,0,,0,0,0,0,0,0,0,0,2,0,9,2018-2019
José Luis Morales,11,es ESP,FW,31-089,90,27,0,5,13,10,5,27,4,3,75.0,1,25.0,23,231,96,4,2,0,2,5,27,5,9,2018-2019
Toño,3,es ESP,LW,28-347,90,38,6,20,13,7,0,38,2,2,100.0,0,0.0,16,78,44,1,1,1,0,2,20,3,9,2018-2019
Jason,23,es ESP,RW,24-106,90,54,6,25,26,4,0,54,5,1,20.0,4,80.0,18,99,65,2,1,0,1,1,24,1,9,2018-2019
Enis Bardhi,10,mk MKD,CM,23-110,90,35,4,13,16,8,1,35,4,2,50.0,2,50.0,16,101,55,3,3,0,2,4,17,1,9,2018-2019
Rubén Rochina,16,es ESP,CM,27-211,66,39,1,17,16,7,2,39,4,4,100.0,0,0.0,15,150,82,2,2,0,1,0,27,1,9,2018-2019
   Cheick Doukouré,5,ci CIV,CM,26-039,24,7,1,3,4,0,0,7,0,0,,0,,3,1,1,0,0,0,1,0,3,0,9,2018-2019
José Campaña,24,es ESP,DM,25-142,90,57,7,28,25,4,0,57,1,0,0.0,1,100.0,22,103,60,1,0,0,2,1,26,0,9,2018-2019
Rober,4,es ESP,CB,23-246,90,35,18,26,9,0,0,35,0,0,,0,,11,60,48,1,0,0,0,0,14,0,9,2018-2019
Sergio Postigo,15,es ESP,CB,29-350,74,29,16,23,6,0,0,29,0,0,,0,,8,52,32,0,0,0,0,0,10,0,9,2018-2019
   Chema,6,es ESP,CB,26-231,16,4,3,4,0,0,0,4,0,0,,0,,0,0,0,0,0,0,0,0,0,0,9,2018-2019
Erick Cabaco,18,uy URU,CB,23-184,90,29,9,21,8,0,0,29,1,1,100.0,0,0.0,6,47,27,1,0,0,0,0,11,0,9,2018-2019
Oier Olazábal,13,es ESP,GK,29-036,90,40,38,40,0,0,0,40,0,0,,0,,10,80,71,0,0,0,0,0,2,0,9,2018-2019
Kévin Gameiro,9,fr FRA,FW,31-164,90,35,0,1,17,17,5,35,1,1,100.0,0,0.0,17,109,48,3,2,2,1,2,27,7,9,2018-2019
Rodrigo,19,es ESP,"FW,LM",27-228,90,39,1,1,14,24,4,39,0,0,,0,,31,256,111,4,3,1,2,4,37,11,9,2018-2019
Denis Cheryshev,11,ru RUS,LM,27-298,15,9,0,2,3,4,0,9,1,0,0.0,1,100.0,5,64,26,1,1,0,2,0,6,1,9,2018-2019
   Carlos Soler,8,es ESP,"LM,RM,CM",21-291,75,55,2,6,26,25,1,55,4,2,50.0,2,50.0,37,279,182,7,4,0,0,0,39,9,9,2018-2019
Daniel Parejo,10,es ESP,CM,29-187,90,94,0,13,50,31,1,94,1,1,100.0,0,0.0,49,254,177,6,0,0,1,1,63,2,9,2018-2019
Francis Coquelin,17,fr FRA,CM,27-160,77,54,0,10,35,9,0,54,3,3,100.0,0,0.0,38,153,93,1,0,0,0,2,46,1,9,2018-2019
   Ferrán Torres,20,es ESP,"RM,CM",18-233,13,8,0,0,2,6,0,8,1,1,100.0,0,0.0,6,46,13,1,0,0,0,0,8,4,9,2018-2019
Daniel Wass,18,dk DEN,"RM,RB",29-142,90,65,2,5,22,39,6,65,1,0,0.0,1,100.0,36,200,112,4,2,2,1,0,43,22,9,2018-2019
José Luis Gayà,14,es ESP,LB,23-148,90,80,1,17,33,30,7,80,1,1,100.0,0,0.0,45,298,171,9,2,2,0,0,53,13,9,2018-2019
Gabriel Paulista,5,br BRA,CB,27-328,90,72,4,26,42,4,1,72,0,0,,0,,37,192,117,0,0,0,0,0,37,0,9,2018-2019
Ezequiel Garay,24,ar ARG,CB,32-010,90,79,6,28,40,11,2,79,0,0,,0,,40,243,141,1,3,0,0,0,49,0,9,2018-2019
Cristiano Piccini,21,it ITA,RB,26-024,58,43,1,8,15,20,1,43,1,1,100.0,0,0.0,26,183,110,4,4,0,1,0,27,3,9,2018-2019
   Michy Batshuayi,23,be BEL,FW,25-018,32,15,0,0,6,9,6,15,1,0,0.0,1,100.0,8,36,14,1,0,0,1,2,13,4,9,2018-2019
Neto,13,br BRA,GK,29-093,90,24,22,22,2,0,0,24,0,0,,0,,11,97,80,0,0,0,0,0,7,0,9,2018-2019
Guido Carrillo,9,ar ARG,FW,27-148,42,13,3,3,6,4,2,13,0,0,,0,,4,5,3,0,0,0,1,0,8,2,9,2018-2019
   Sabin Merino,18,es ESP,FW,26-289,48,24,0,1,14,9,2,24,3,1,33.3,2,66.7,14,35,14,0,0,0,1,1,17,3,9,2018-2019
Óscar Rodríguez Arnaiz,27,es ESP,LM,20-114,90,43,2,8,23,13,0,43,1,1,100.0,0,0.0,23,128,62,1,0,0,5,0,29,7,9,2018-2019
Gerard Gumbau,6,es ESP,"RM,CM",23-306,90,37,2,5,20,12,1,36,1,1,100.0,0,0.0,23,86,42,2,1,0,1,1,23,3,9,2018-2019
Mikel Vesga,23,es ESP,CM,25-152,90,42,4,9,29,4,0,42,1,1,100.0,0,0.0,26,124,21,1,0,0,0,0,28,0,9,2018-2019
