player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Raúl de Tomás,9,es ESP,FW,24-086,90,3,0,0,0,3,3,0,0,32,0,0,1,0.6,0.6,0.0,2,0,13,15,86.7,0,17,0,4,2,19,2018-2019
Adri Embarba,11,es ESP,FW,26-249,60,0,0,0,0,1,1,0,0,30,0,0,1,0.0,0.0,0.0,2,1,8,22,36.4,2,19,2,5,3,19,2018-2019
   Álvaro García,18,es ESP,"RW,FW",26-076,30,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,6,9,66.7,2,6,0,1,1,19,2018-2019
Óscar Trejo,8,ar ARG,CM,30-260,72,0,0,0,0,2,2,0,0,38,2,1,0,0.9,0.9,0.0,3,0,19,25,76.0,2,18,1,7,4,19,2018-2019
   Bebé,14,cv CPV,"LW,CM",28-183,18,1,0,0,0,1,1,1,0,9,0,0,0,0.3,0.3,0.0,0,0,1,6,16.7,0,7,3,0,0,19,2018-2019
Santi Comesaña,27,es ESP,CM,22-098,90,0,0,0,0,0,0,0,0,43,7,0,0,0.0,0.0,0.0,1,1,29,32,90.6,4,18,0,0,0,19,2018-2019
Giannelli Imbula,12,cd COD,CM,26-121,73,0,0,0,0,1,1,0,0,32,0,0,1,0.0,0.0,0.0,2,0,21,25,84.0,4,25,0,1,1,19,2018-2019
   Álvaro Medrán,4,es ESP,CM,24-302,17,0,0,0,0,0,0,0,0,18,1,1,0,0.0,0.0,0.0,0,0,12,15,80.0,2,10,0,1,1,19,2018-2019
Álex Moreno,7,es ESP,"WB,LM",25-217,90,0,0,0,0,3,0,0,0,51,0,1,0,0.2,0.2,0.0,2,1,26,39,66.7,1,26,7,5,3,19,2018-2019
Luis Advíncula,17,pe PER,"WB,RM",28-315,90,0,1,0,0,0,0,1,0,57,2,0,3,0.0,0.0,0.5,5,3,31,45,68.9,5,27,4,1,0,19,2018-2019
Jordi Amat,16,id IDN,CB,26-296,90,0,0,0,0,0,0,0,0,32,1,0,0,0.0,0.0,0.0,0,0,14,22,63.6,2,9,0,0,0,19,2018-2019
Abdoulaye Ba,21,sn SEN,CB,28-010,90,0,0,0,0,0,0,1,0,35,2,0,1,0.0,0.0,0.0,0,0,16,22,72.7,1,6,0,0,0,19,2018-2019
Emiliano Velázquez,20,uy URU,CB,24-256,90,0,2,0,0,0,0,1,0,51,9,2,1,0.0,0.0,0.4,2,2,15,26,57.7,2,18,0,1,0,19,2018-2019
Stole Dimitrievski,13,mk MKD,GK,25-017,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,1,0,14,26,53.8,0,14,0,0,0,19,2018-2019
Maxi Gómez,9,uy URU,FW,22-150,90,1,0,1,1,3,0,0,0,35,0,0,0,0.9,0.1,0.0,2,1,18,25,72.0,3,20,1,0,0,19,2018-2019
Sofiane Boufal,19,ma MAR,LM,25-116,80,0,0,0,0,2,1,0,0,45,2,0,2,0.1,0.1,0.1,1,0,23,31,74.2,5,34,6,10,7,19,2018-2019
   Pione Sisto,11,dk DEN,LM,23-341,10,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,7,7,100.0,2,8,0,1,1,19,2018-2019
Fran Beltrán,8,es ESP,CM,19-342,77,0,0,0,0,0,0,0,0,36,0,0,2,0.0,0.0,0.0,2,0,26,30,86.7,5,25,0,0,0,19,2018-2019
   Stanislav Lobotka,14,sk SVK,CM,24-047,13,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,1,0,5,8,62.5,1,6,1,0,0,19,2018-2019
Jozabed,21,es ESP,CM,27-309,80,0,0,0,0,0,0,0,0,65,3,1,1,0.0,0.0,0.1,3,0,47,56,83.9,6,38,0,0,0,19,2018-2019
   Dennis Eckert,32,de GER,FW,22-002,10,0,0,0,0,1,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,2,0,0,0,19,2018-2019
Brais Méndez,23,es ESP,RM,22-004,90,0,0,0,0,3,1,1,0,60,5,0,0,0.1,0.1,0.1,6,1,29,43,67.4,2,33,0,4,1,19,2018-2019
Okay Yokuşlu,5,tr TUR,"DM,CM",24-308,90,0,0,0,0,0,0,0,0,62,2,0,0,0.0,0.0,0.0,1,0,42,50,84.0,2,40,0,1,1,19,2018-2019
David Juncà,17,es ESP,LB,25-056,90,0,0,0,0,0,0,0,0,75,5,1,1,0.0,0.0,0.0,0,0,49,61,80.3,6,35,1,1,0,19,2018-2019
Néstor Araujo,4,mx MEX,CB,27-135,90,1,0,0,0,1,1,0,0,53,3,0,1,0.1,0.1,0.0,0,0,33,42,78.6,2,22,0,0,0,19,2018-2019
Gustavo Cabral,22,ar ARG,CB,33-089,90,0,0,0,0,2,0,0,0,49,1,0,1,0.2,0.2,0.0,2,0,40,42,95.2,3,26,1,0,0,19,2018-2019
Hugo Mallo,2,es ESP,RB,27-203,90,0,0,0,0,0,0,0,0,88,5,0,3,0.0,0.0,0.1,3,0,53,75,70.7,8,39,4,2,2,19,2018-2019
Rubén Blanco,13,es ESP,GK,23-170,90,0,0,0,0,0,0,0,0,30,1,0,0,0.0,0.0,0.0,0,0,17,25,68.0,0,6,0,0,0,19,2018-2019
Youssef En-Nesyri,26,ma MAR,FW,21-225,89,1,0,0,0,3,2,0,0,30,1,0,0,0.4,0.4,0.0,0,0,12,22,54.5,1,12,2,0,0,19,2018-2019
   Recio,8,es ESP,FW,28-001,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,19,2018-2019
Guido Carrillo,9,ar ARG,FW,27-232,63,0,0,0,0,3,0,0,0,35,0,0,1,0.3,0.3,0.1,3,0,18,25,72.0,0,15,0,0,0,19,2018-2019
   Martin Braithwaite,25,dk DEN,FW,27-221,27,0,0,0,0,0,0,0,0,11,0,0,1,0.0,0.0,0.0,0,0,1,3,33.3,0,8,0,0,0,19,2018-2019
Mikel Vesga,23,es ESP,CM,25-236,90,0,0,0,0,1,1,0,0,52,5,0,1,0.0,0.0,0.0,2,0,34,42,81.0,4,27,1,1,1,19,2018-2019
Rubén Pérez,21,es ESP,CM,29-261,90,0,0,0,0,1,0,0,0,65,3,1,2,0.1,0.1,0.9,3,0,48,58,82.8,7,32,1,2,1,19,2018-2019
Óscar Rodríguez Arnaiz,27,es ESP,CM,20-198,76,0,0,0,0,3,2,0,0,48,1,0,0,0.4,0.4,0.2,4,1,29,44,65.9,5,20,1,1,0,19,2018-2019
   Nabil El Zhar,10,ma MAR,CM,32-138,14,0,0,0,0,1,1,0,0,13,1,0,0,0.6,0.6,0.0,2,0,6,8,75.0,2,7,4,0,0,19,2018-2019
Jonathan Silva,5,ar ARG,LB,24-197,90,0,1,0,0,2,1,1,0,64,1,2,2,0.4,0.4,0.3,4,1,31,50,62.0,1,26,3,1,0,19,2018-2019
Dimitris Siovas,22,gr GRE,CB,30-118,90,0,0,0,0,0,0,1,0,62,1,1,1,0.0,0.0,0.0,1,0,42,58,72.4,5,15,0,0,0,19,2018-2019
Kenneth Omeruo,24,ng NGA,CB,25-087,90,0,0,0,0,0,0,0,0,42,2,1,0,0.0,0.0,0.0,0,0,29,36,80.6,3,20,0,1,1,19,2018-2019
Unai Bustinza,3,es ESP,CB,26-344,90,0,0,0,0,0,0,1,0,47,0,3,1,0.0,0.0,0.1,3,0,27,39,69.2,5,19,2,0,0,19,2018-2019
Allan Nyom,12,cm CMR,RB,30-247,90,0,0,0,0,0,0,0,0,43,2,2,0,0.0,0.0,0.1,1,0,28,32,87.5,4,21,2,3,1,19,2018-2019
Iván Cuéllar,1,es ESP,GK,34-230,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,11,29,37.9,0,19,0,0,0,19,2018-2019
Cucho,9,co COL,FW,19-267,90,0,0,0,0,3,0,0,0,32,1,0,0,0.1,0.1,0.0,0,0,11,16,68.8,0,21,4,6,3,19,2018-2019
David Ferreiro,7,es ESP,LW,30-286,69,0,0,0,0,1,0,0,0,37,1,1,0,0.1,0.1,0.0,1,0,23,30,76.7,3,20,3,0,0,19,2018-2019
   Ezequiel Ávila,19,ar ARG,LW,24-340,21,0,0,0,0,1,1,0,0,14,0,0,0,0.0,0.0,0.0,1,0,8,12,66.7,2,7,1,0,0,19,2018-2019
Moi Gómez,6,es ESP,RW,24-203,78,0,0,0,0,0,0,0,0,37,0,0,1,0.0,0.0,0.0,1,0,27,34,79.4,2,21,1,0,0,19,2018-2019
   Samuele Longo,12,it ITA,RW,27-000,12,0,0,0,0,0,0,0,0,7,0,0,1,0.0,0.0,0.0,0,0,2,3,66.7,0,2,0,0,0,19,2018-2019
Cristian Rivera,17,es ESP,LM,21-187,90,0,0,0,0,0,0,0,0,41,0,1,0,0.0,0.0,0.0,1,0,23,32,71.9,4,20,2,1,0,19,2018-2019
Damián Musto,23,ar ARG,CM,31-217,90,0,0,0,0,1,0,0,0,62,3,2,2,0.2,0.2,0.0,2,0,36,49,73.5,5,25,0,0,0,19,2018-2019
Gonzalo Melero,8,es ESP,RM,25-010,61,0,0,0,0,0,0,1,0,47,0,0,0,0.0,0.0,0.1,1,0,33,40,82.5,3,21,1,4,2,19,2018-2019
   Álex Gallar,11,es ESP,RM,26-299,29,0,0,0,0,1,0,0,0,15,1,0,0,0.0,0.0,0.3,4,0,6,11,54.5,0,5,0,1,0,19,2018-2019
Carlos Akapo,15,gq EQG,LB,25-306,90,0,0,0,0,0,0,0,0,49,1,0,1,0.0,0.0,0.0,2,0,33,41,80.5,2,23,3,0,0,19,2018-2019
Jorge Pulido,14,es ESP,CB,27-279,90,0,0,0,0,0,0,1,0,60,1,3,1,0.0,0.0,0.0,1,0,36,47,76.6,6,21,1,0,0,19,2018-2019
Pablo Insua,18,es ESP,CB,25-125,90,0,0,0,0,2,1,0,0,57,2,1,0,0.1,0.1,0.0,0,0,38,46,82.6,3,24,1,1,1,19,2018-2019
Jorge Miramón,24,es ESP,RB,29-224,90,0,0,0,0,0,0,0,0,81,2,2,3,0.0,0.0,0.0,0,0,46,66,69.7,1,33,5,5,4,19,2018-2019
Roberto Santamaría,13,es ESP,GK,33-319,90,0,0,0,0,0,0,1,0,33,0,0,0,0.0,0.0,0.0,1,0,11,28,39.3,0,15,0,0,0,19,2018-2019
Santi Mina,22,es ESP,FW,23-036,79,0,0,0,0,3,1,0,0,39,0,0,0,1.0,0.8,0.0,4,0,17,27,63.0,1,21,4,3,0,19,2018-2019
   Kévin Gameiro,9,fr FRA,FW,31-248,11,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,1,0,6,6,100.0,2,6,0,0,0,19,2018-2019
Rodrigo,19,es ESP,FW,27-312,90,0,0,0,1,2,0,0,0,46,2,1,0,1.5,0.7,0.1,6,0,30,39,76.9,9,26,1,1,1,19,2018-2019
Denis Cheryshev,11,ru RUS,LM,28-017,86,0,0,0,0,4,0,0,0,54,2,1,3,0.5,0.5,1.4,2,0,26,39,66.7,6,30,2,1,0,19,2018-2019
   Lee Kang-in,34,kr KOR,LM,17-327,4,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.0,0,0,2,7,28.6,1,5,1,0,0,19,2018-2019
Daniel Parejo,10,es ESP,CM,29-271,90,1,0,0,0,2,1,1,0,112,0,0,1,0.4,0.4,0.2,9,1,82,105,78.1,20,66,10,4,2,19,2018-2019
Daniel Wass,18,dk DEN,CM,29-226,55,0,0,0,0,0,0,0,0,47,2,2,0,0.0,0.0,0.0,2,0,35,41,85.4,7,28,1,0,0,19,2018-2019
   Francis Coquelin,17,fr FRA,CM,27-244,35,0,0,0,0,0,0,1,0,20,1,1,3,0.0,0.0,0.0,0,0,13,16,81.3,0,11,0,0,0,19,2018-2019
Carlos Soler,8,es ESP,RM,22-010,90,0,1,0,0,2,0,0,0,56,1,0,5,0.1,0.1,0.4,5,1,27,39,69.2,3,24,1,3,1,19,2018-2019
José Luis Gayà,14,es ESP,LB,23-232,90,0,0,0,0,1,0,0,0,67,3,3,0,0.0,0.0,0.0,0,0,40,52,76.9,3,31,3,3,1,19,2018-2019
Gabriel Paulista,5,br BRA,CB,28-047,90,0,0,0,0,1,1,0,0,65,1,0,0,0.1,0.0,0.0,0,0,56,59,94.9,6,40,0,1,1,19,2018-2019
Ezequiel Garay,24,ar ARG,CB,32-094,90,0,0,0,0,1,1,0,0,69,2,0,2,0.1,0.1,0.0,0,0,58,64,90.6,4,38,0,0,0,19,2018-2019
Cristiano Piccini,21,it ITA,RB,26-108,90,0,0,0,0,0,0,0,0,78,1,1,1,0.0,0.0,0.0,2,0,61,73,83.6,7,49,4,3,3,19,2018-2019
Neto,13,br BRA,GK,29-177,90,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,0,0,19,23,82.6,0,8,0,0,0,19,2018-2019
Enes Ünal,9,tr TUR,FW,21-247,90,0,0,0,0,1,0,1,0,41,0,0,1,0.0,0.0,0.1,3,2,20,32,62.5,2,21,4,2,1,19,2018-2019
Toni Villa,19,es ESP,FW,24-005,78,0,0,0,0,0,0,0,0,26,1,1,1,0.0,0.0,0.0,0,0,14,19,73.7,1,18,1,5,3,19,2018-2019
   Duje Čop,20,hr CRO,FW,28-345,12,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0,19,2018-2019
Óscar Plano,10,es ESP,LM,27-335,90,0,0,0,0,1,0,1,0,40,3,0,2,0.0,0.0,0.0,1,0,17,25,68.0,3,20,4,2,0,19,2018-2019
Rubén Alcaraz,14,es ESP,CM,27-256,90,1,0,0,0,2,1,1,0,58,1,1,4,0.1,0.1,0.0,0,0,37,47,78.7,2,31,1,0,0,19,2018-2019
