player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Sandro Ramírez,24,es ESP,FW,23-249,65,33,0,0,12,21,3,33,1,1,100.0,0,0.0,20,193,87,3,3,0,1,3,20,3,28,2018-2019
   Jon Bautista,21,es ESP,FW,23-255,25,14,1,1,8,5,4,14,2,1,50.0,1,50.0,4,20,17,1,0,1,0,0,10,3,28,2018-2019
Mikel Oyarzabal,10,es ESP,LW,21-328,90,41,1,1,14,26,9,41,3,2,66.7,1,33.3,28,226,103,6,1,3,2,3,32,7,28,2018-2019
Adnan Januzaj,11,be BEL,RW,24-038,90,51,0,1,15,36,4,51,3,2,66.7,1,33.3,37,288,149,3,4,2,3,2,43,7,28,2018-2019
David Zurutuza,17,es ESP,LM,32-239,90,51,4,13,30,9,1,51,0,0,,0,,30,187,98,2,1,0,1,1,31,2,28,2018-2019
Ander Guevara,26,es ESP,CM,21-251,90,52,1,8,35,9,0,52,3,3,100.0,0,0.0,27,163,69,1,1,0,0,1,32,0,28,2018-2019
Mikel Merino,8,es ESP,RM,22-266,90,54,0,6,34,15,3,54,2,1,50.0,1,50.0,31,128,66,2,1,0,1,0,44,5,28,2018-2019
Theo Hernández,19,fr FRA,LB,21-160,90,75,7,23,33,22,1,75,2,1,50.0,1,50.0,36,256,202,3,3,0,0,1,41,6,28,2018-2019
Raúl Navas,22,es ESP,CB,30-308,90,70,2,33,37,0,0,70,1,1,100.0,0,0.0,41,189,47,0,0,0,0,0,46,0,28,2018-2019
Aritz Elustondo,15,es ESP,CB,24-352,90,66,6,36,27,4,3,66,0,0,,0,,33,186,78,0,0,0,1,0,38,0,28,2018-2019
Joseba Zaldúa,2,es ESP,RB,26-264,90,76,1,19,37,20,1,76,1,0,0.0,1,100.0,35,212,105,1,1,0,1,0,45,1,28,2018-2019
Gerónimo Rulli,1,ar ARG,GK,26-299,90,43,30,42,1,0,0,43,0,0,,0,,27,170,95,0,0,0,0,0,23,0,28,2018-2019
José Luis Morales,11,es ESP,FW,31-235,90,28,0,4,15,11,3,28,2,2,100.0,0,0.0,19,180,80,4,5,1,4,2,19,4,28,2018-2019
Borja Mayoral,2,es ESP,FW,21-344,90,23,1,2,11,10,3,23,2,1,50.0,1,50.0,17,77,45,3,1,0,2,0,21,6,28,2018-2019
Enis Bardhi,10,mk MKD,CM,23-256,90,48,1,17,21,11,0,48,2,1,50.0,1,50.0,19,135,47,2,1,0,4,0,26,4,28,2018-2019
José Campaña,24,es ESP,CM,25-288,90,65,5,20,39,6,0,65,3,2,66.7,1,33.3,26,170,87,0,0,0,0,1,42,2,28,2018-2019
Rubén Rochina,16,es ESP,CM,27-357,73,45,1,13,27,6,0,45,1,0,0.0,1,100.0,27,127,28,0,0,0,3,1,34,0,28,2018-2019
   Roger Martí,9,es ESP,CM,28-071,17,5,0,0,3,2,1,5,0,0,,0,,4,10,6,0,0,0,0,0,5,1,28,2018-2019
Antonio Luna,22,es ESP,LB,27-363,90,54,3,19,26,11,1,54,2,1,50.0,1,50.0,22,146,78,3,4,0,1,1,25,4,28,2018-2019
Chema,6,es ESP,CB,27-012,80,41,8,29,12,0,0,41,0,0,,0,,10,22,6,0,0,0,1,0,15,0,28,2018-2019
   Sergio Postigo,15,es ESP,CB,30-131,10,3,0,1,2,0,0,3,0,0,,0,,0,0,0,0,0,0,0,0,0,0,28,2018-2019
Rober,4,es ESP,CB,24-027,90,43,3,29,14,1,1,43,0,0,,0,,16,119,46,0,0,0,1,0,17,0,28,2018-2019
Rúben Vezo,14,pt POR,CB,24-324,90,39,7,24,14,1,0,39,0,0,,0,,9,61,18,0,0,0,2,0,19,0,28,2018-2019
Coke,12,es ESP,RB,31-323,60,32,2,10,11,11,1,32,2,0,0.0,2,100.0,14,68,36,1,2,0,1,0,18,3,28,2018-2019
   Moses Simon,7,ng NGA,RB,23-246,30,21,0,6,10,5,2,21,2,1,50.0,1,50.0,8,89,20,1,2,1,1,0,11,2,28,2018-2019
Aitor Fernández,25,es ESP,GK,27-316,90,31,27,31,0,0,0,31,0,0,,0,,10,61,53,0,0,0,0,0,7,0,28,2018-2019
Enric Gallego,22,es ESP,FW,32-185,90,26,1,1,13,13,3,26,3,2,66.7,1,33.3,15,80,24,1,2,0,3,4,22,7,28,2018-2019
Ezequiel Ávila,19,ar ARG,"FW,AM",25-038,90,40,2,8,16,17,5,39,1,0,0.0,1,100.0,25,174,97,5,3,1,1,2,29,5,28,2018-2019
Moi Gómez,6,es ESP,CM,24-266,81,57,3,16,35,6,0,57,1,0,0.0,1,100.0,31,116,69,1,0,0,2,0,38,1,28,2018-2019
   Juanpi,20,ve VEN,CM,25-051,9,10,0,1,8,1,0,10,1,1,100.0,0,0.0,6,23,16,0,0,0,1,0,4,1,28,2018-2019
Yangel Herrera,21,ve VEN,"RB,WB,CM",21-061,90,41,0,8,26,7,0,41,1,1,100.0,0,0.0,18,114,58,1,1,0,1,0,19,1,28,2018-2019
Álex Gallar,11,es ESP,CM,26-362,60,25,0,7,12,6,2,25,0,0,,0,,10,19,2,0,0,0,0,0,14,4,28,2018-2019
   Cucho,9,co COL,AM,19-330,30,12,0,0,2,10,2,12,1,0,0.0,1,100.0,9,59,8,0,0,1,0,1,11,3,28,2018-2019
David Ferreiro,7,es ESP,"LB,WB",30-349,90,43,0,8,18,18,0,43,0,0,,0,,24,126,54,3,1,0,1,0,29,7,28,2018-2019
Adrián Diéguez,4,es ESP,CB,23-040,90,45,1,17,26,2,0,45,1,1,100.0,0,0.0,18,113,47,0,0,0,0,0,18,0,28,2018-2019
Martín Mantovani,2,ar ARG,CB,34-252,90,51,10,27,22,2,2,51,0,0,,0,,14,39,10,0,0,0,1,0,22,0,28,2018-2019
Jorge Pulido,14,es ESP,CB,27-342,90,42,3,18,20,4,0,42,0,0,,0,,21,61,38,0,1,0,1,0,26,1,28,2018-2019
Jorge Miramón,24,es ESP,RB,29-287,27,15,3,8,6,1,0,15,0,0,,0,,6,33,12,0,0,0,1,1,6,1,28,2018-2019
   Cristian Rivera,17,es ESP,CM,21-250,63,39,2,10,27,2,0,39,2,1,50.0,1,50.0,11,45,22,0,0,0,1,0,19,0,28,2018-2019
Roberto Santamaría,13,es ESP,GK,34-017,90,35,23,34,1,0,0,35,0,0,,0,,16,87,74,0,0,0,0,0,10,0,28,2018-2019
Borja Bastón,18,es ESP,FW,26-203,71,20,0,2,11,7,3,20,1,1,100.0,0,0.0,8,35,2,0,0,0,0,1,15,3,28,2018-2019
   John Guidetti,10,se SWE,FW,26-335,19,6,0,1,1,4,1,6,0,0,,0,,6,34,8,0,0,0,0,1,6,3,28,2018-2019
Jonathan Calleri,12,ar ARG,FW,25-174,90,29,1,1,13,16,6,28,1,1,100.0,0,0.0,14,95,39,2,1,1,4,1,25,3,28,2018-2019
Jony,23,es ESP,LM,27-250,84,49,0,4,25,21,4,49,5,2,40.0,3,60.0,22,186,73,4,2,0,5,2,23,9,28,2018-2019
   Wakaso,22,gh GHA,LM,28-234,6,6,0,2,1,3,0,6,1,1,100.0,0,0.0,5,41,20,1,1,0,0,0,4,0,28,2018-2019
Tomás Pina Isla,8,es ESP,CM,31-153,90,45,0,8,31,6,1,45,0,0,,0,,18,81,33,0,0,0,0,0,23,1,28,2018-2019
Darko Brašanac,20,rs SRB,CM,27-032,77,32,1,8,17,7,1,32,1,1,100.0,0,0.0,13,40,12,1,0,1,1,0,11,1,28,2018-2019
   Manu García,19,es ESP,CM,32-324,13,1,1,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,28,2018-2019
Takashi Inui,11,jp JPN,RM,30-287,90,28,0,6,13,11,1,28,5,5,100.0,0,0.0,21,178,119,4,3,0,1,1,21,6,28,2018-2019
Martin Agirregabiria,21,es ESP,LB,22-310,90,35,5,11,19,6,1,35,1,0,0.0,1,100.0,16,146,63,1,1,1,1,1,17,0,28,2018-2019
Guillermo Maripán,6,cl CHI,CB,24-314,90,44,5,22,19,3,3,44,0,0,,0,,11,74,59,0,0,0,0,0,15,0,28,2018-2019
Víctor Laguardia,5,es ESP,CB,29-131,90,44,7,26,19,0,0,44,0,0,,0,,17,106,87,0,0,0,0,0,18,0,28,2018-2019
Ximo Navarro,15,es ESP,RB,29-052,90,50,6,24,19,7,1,50,0,0,,0,,14,58,20,1,0,0,1,0,15,0,28,2018-2019
Fernando Pacheco,1,es ESP,GK,26-302,90,34,27,34,0,0,0,34,0,0,,0,,13,100,77,0,0,0,0,0,11,0,28,2018-2019
Karim Benzema,9,fr FRA,FW,31-087,81,32,0,0,9,23,9,32,1,1,100.0,0,0.0,26,194,109,6,2,2,0,1,29,9,28,2018-2019
   Mariano,7,do DOM,FW,25-227,9,5,0,0,1,4,0,5,0,0,,0,,4,6,1,0,0,0,1,0,5,0,28,2018-2019
Marco Asensio,20,es ESP,LW,23-054,90,50,0,2,18,31,6,50,4,4,100.0,0,0.0,36,372,179,9,3,4,3,0,41,14,28,2018-2019
Gareth Bale,11,wls WAL,RW,29-243,90,64,1,9,26,29,5,64,3,1,33.3,2,66.7,41,204,86,3,3,1,3,0,45,16,28,2018-2019
Isco,22,es ESP,AM,26-329,62,45,0,0,26,19,4,45,0,0,,0,,33,137,84,2,0,0,0,2,39,5,28,2018-2019
   Dani Ceballos,24,es ESP,"DM,AM",22-221,28,32,0,3,21,10,1,32,0,0,,0,,28,94,46,0,1,0,1,0,25,2,28,2018-2019
Toni Kroos,8,de GER,DM,29-071,90,97,0,8,63,26,1,97,0,0,,0,,60,332,219,3,3,0,0,0,72,2,28,2018-2019
Luka Modrić,10,hr CRO,DM,33-188,76,66,2,10,36,20,1,66,2,0,0.0,2,100.0,42,202,99,0,0,0,0,1,46,3,28,2018-2019
   Federico Valverde,15,uy URU,AM,20-237,14,15,0,3,10,3,0,15,1,1,100.0,0,0.0,14,112,68,2,1,0,0,0,14,2,28,2018-2019
Marcelo,12,br BRA,LB,30-308,90,72,0,12,33,28,4,72,3,3,100.0,0,0.0,45,188,117,4,2,1,1,2,56,16,28,2018-2019
Sergio Ramos,4,es ESP,CB,32-351,90,72,2,27,43,3,2,72,1,0,0.0,1,100.0,45,192,114,0,2,0,1,0,52,0,28,2018-2019
Raphaël Varane,5,fr FRA,CB,25-325,90,49,4,24,23,2,0,49,0,0,,0,,26,121,59,0,0,0,1,1,24,0,28,2018-2019
Álvaro Odriozola,19,es ESP,RB,23-092,90,63,1,7,33,23,3,63,2,1,50.0,1,50.0,37,237,75,3,1,2,1,0,39,7,28,2018-2019
Keylor Navas,1,cr CRC,GK,32-091,90,22,21,22,0,0,0,22,0,0,,0,,10,38,28,0,0,0,0,0,6,0,28,2018-2019
Maxi Gómez,9,uy URU,FW,22-214,90,35,4,5,19,11,3,35,0,0,,0,,17,101,78,4,2,1,2,1,22,4,28,2018-2019
Sofiane Boufal,19,ma MAR,LW,25-180,67,47,1,11,21,16,3,47,9,6,66.7,3,33.3,32,367,200,5,6,1,4,1,33,1,28,2018-2019
   Andrew Hjulsager,16,dk DEN,LW,24-060,23,16,0,2,4,10,1,16,2,1,50.0,1,50.0,11,89,40,0,0,0,2,1,10,4,28,2018-2019
Pione Sisto,11,dk DEN,RW,24-040,90,40,2,11,18,11,1,40,1,1,100.0,0,0.0,32,223,116,2,1,0,2,2,32,7,28,2018-2019
Brais Méndez,23,es ESP,AM,22-068,90,59,4,13,31,15,0,59,0,0,,0,,32,109,26,0,2,0,0,1,41,3,28,2018-2019
Stanislav Lobotka,14,sk SVK,DM,24-111,90,82,1,15,58,10,1,82,1,0,0.0,1,100.0,60,362,231,2,1,0,1,0,73,1,28,2018-2019
Okay Yokuşlu,5,tr TUR,DM,25-007,74,43,1,16,25,3,0,43,1,1,100.0,0,0.0,22,131,74,2,1,0,0,1,28,0,28,2018-2019
   Fran Beltrán,8,es ESP,DM,20-041,16,17,0,6,8,3,0,17,0,0,,0,,16,92,41,0,1,0,0,0,17,0,28,2018-2019
David Juncà,17,es ESP,LB,25-120,3,4,0,0,3,1,0,4,0,0,,0,,2,7,0,0,0,0,1,0,2,1,28,2018-2019
   Wesley Hoedt,12,nl NED,"CB,LB",25-010,87,64,11,40,23,1,0,64,1,1,100.0,0,0.0,35,155,98,0,0,0,0,0,45,0,28,2018-2019
David Costas,3,es ESP,"RB,CB",23-355,90,54,3,22,25,7,0,54,0,0,,0,,28,125,17,0,3,0,1,3,32,0,28,2018-2019
Néstor Araujo,4,mx MEX,CB,27-199,90,63,10,41,22,0,0,63,0,0,,0,,35,164,122,0,0,0,0,0,47,0,28,2018-2019
Kevin Vázquez,20,es ESP,"LB,RB",25-358,90,56,7,27,27,2,0,56,0,0,,0,,28,109,56,0,0,0,2,1,31,1,28,2018-2019
Rubén Blanco,13,es ESP,GK,23-234,90,46,38,46,0,0,0,46,0,0,,0,,17,89,58,0,0,0,0,0,17,0,28,2018-2019
Iñaki Williams,9,gh GHA,FW,24-274,90,38,4,5,14,19,4,38,0,0,,0,,24,92,38,1,2,1,3,3,31,12,28,2018-2019
Iker Muniain,10,es ESP,LW,26-087,70,40,1,10,25,7,1,40,3,0,0.0,3,100.0,31,146,56,1,2,0,0,0,30,2,28,2018-2019
   Iñigo Córdoba,11,es ESP,LW,22-003,20,12,2,7,2,3,1,12,2,1,50.0,1,50.0,10,33,13,0,0,0,0,0,7,4,28,2018-2019
Ibai Gómez,19,es ESP,RW,29-125,89,65,1,8,25,32,2,65,4,2,50.0,2,50.0,29,125,37,1,0,1,4,3,41,13,28,2018-2019
   Iñigo Lekue,15,es ESP,RW,25-316,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,28,2018-2019
Raúl García,22,es ESP,AM,32-248,84,47,3,9,30,9,2,47,0,0,,0,,21,49,21,0,2,0,2,0,31,5,28,2018-2019
   Kenan Kodro,2,ba BIH,AM,25-209,6,4,0,0,3,1,1,4,0,0,,0,,2,3,0,0,0,0,1,0,3,3,28,2018-2019
Dani García,16,es ESP,DM,28-296,90,62,3,21,38,3,0,62,0,0,,0,,35,101,63,1,0,0,0,0,40,0,28,2018-2019
Mikel San José,6,es ESP,DM,29-290,90,48,1,12,31,6,3,48,1,0,0.0,1,100.0,19,70,13,0,0,0,0,1,21,3,28,2018-2019
Yuri Berchiche,12,es ESP,LB,29-034,90,69,7,31,31,7,0,69,0,0,,0,,39,266,146,3,1,0,1,1,38,3,28,2018-2019
