player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Unai Simón,es ESP,25-111,90,2,0,2,100.0,0.1,2,4,50.0,19,2,10.5,26.4,6,33.3,33.0,6,0,0.0,6,23.3,7,2022-2023
Fernando,es ESP,32-112,90,4,4,0,25.0,2.0,4,14,28.6,24,6,45.8,41.4,10,30.0,32.7,18,1,5.6,0,3.0,7,2022-2023
Jeremías Ledesma,ar ARG,29-230,90,6,0,6,100.0,0.7,6,16,37.5,24,10,41.7,37.9,6,100.0,66.8,18,0,0.0,0,5.0,7,2022-2023
Gerónimo Rulli,ar ARG,30-134,90,2,0,2,100.0,0.7,4,9,44.4,31,6,19.4,26.4,6,50.0,42.7,19,3,15.8,1,8.8,7,2022-2023
David Soria,es ESP,29-180,90,7,3,4,71.4,2.0,6,16,37.5,22,6,63.6,45.6,2,100.0,75.5,7,0,0.0,4,24.4,7,2022-2023
Jordi Masip,es ESP,33-271,90,6,2,3,66.7,2.0,5,13,38.5,30,2,26.7,37.2,6,83.3,57.0,16,0,0.0,0,10.0,7,2022-2023
Yassine Bounou,ma MAR,31-179,90,6,2,4,66.7,1.5,2,7,28.6,28,7,14.3,26.4,7,42.9,41.7,13,0,0.0,5,17.4,7,2022-2023
Jan Oblak,si SVN,29-267,90,3,0,3,100.0,0.3,4,25,16.0,29,5,51.7,40.1,10,100.0,69.4,22,2,9.1,0,8.5,7,2022-2023
Predrag Rajković,rs SRB,26-335,90,3,1,2,66.7,0.8,7,12,58.3,21,7,38.1,34.2,8,50.0,37.6,9,0,0.0,0,11.7,7,2022-2023
Marc-André ter Stegen,de GER,30-154,90,3,0,3,100.0,0.5,4,7,57.1,26,7,15.4,28.2,7,42.9,41.0,14,0,0.0,0,,7,2022-2023
Álvaro Fernández,es ESP,24-172,90,5,2,3,60.0,2.1,16,25,64.0,25,4,72.0,48.7,9,77.8,51.9,13,1,7.7,0,9.7,7,2022-2023
Giorgi Mamardashvili,ge GEO,22-003,90,5,2,3,60.0,1.3,1,4,25.0,33,9,3.0,22.2,7,42.9,35.0,14,2,14.3,2,18.3,7,2022-2023
Agustín Marchesín,ar ARG,34-200,90,4,0,4,100.0,0.6,6,11,54.5,17,6,41.2,36.2,8,50.0,45.0,15,2,13.3,1,9.3,7,2022-2023
Rui Silva,pt POR,28-237,90,4,1,3,75.0,1.4,8,15,53.3,20,5,45.0,38.7,8,75.0,53.1,12,0,0.0,1,14.5,7,2022-2023
Juan Carlos,es ESP,34-255,90,5,5,0,0.0,3.1,3,16,18.8,31,2,32.3,34.9,10,60.0,42.6,7,0,0.0,1,22.0,7,2022-2023
Álex Remiro,es ESP,27-192,90,8,3,5,62.5,1.6,6,11,54.5,29,5,24.1,31.8,5,80.0,62.4,14,0,0.0,0,9.0,7,2022-2023
Andriy Lunin,ua UKR,23-233,90,2,1,1,50.0,0.5,0,1,0.0,17,5,0.0,20.7,6,16.7,29.7,5,0,0.0,0,21.0,7,2022-2023
Sergio Herrera,es ESP,29-119,90,4,1,3,75.0,1.0,11,25,44.0,27,3,63.0,47.7,14,57.1,44.5,24,2,8.3,0,4.5,7,2022-2023
Stole Dimitrievski,mk MKD,28-282,90,2,1,1,50.0,0.9,1,5,20.0,17,6,23.5,31.4,5,20.0,25.0,6,0,0.0,0,8.3,7,2022-2023
Édgar Badía,es ESP,30-233,90,6,2,4,66.7,1.0,17,26,65.4,19,1,89.5,58.7,10,90.0,56.4,34,1,2.9,0,6.5,7,2022-2023
