player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Yassine Bounou,ma MAR,32-052,90,3,2,1,33.3,0.9,7,12,58.3,20,1,35.0,37.4,7,71.4,45.9,4,0,0.0,2,27.0,37,2022-2023
Thibaut Courtois,be BEL,31-016,90,1,1,0,0.0,0.3,6,12,50.0,30,5,33.3,28.3,11,18.2,26.7,13,1,7.7,1,16.0,37,2022-2023
Giorgi Mamardashvili,ge GEO,22-241,90,5,2,3,60.0,1.3,4,13,30.8,18,2,55.6,40.7,3,100.0,65.3,9,2,22.2,1,11.0,37,2022-2023
Fernando Pacheco,es ESP,31-010,90,4,2,2,50.0,1.8,4,14,28.6,36,3,30.6,29.7,9,33.3,35.2,27,4,14.8,0,6.3,37,2022-2023
Unai Simón,es ESP,25-351,90,2,1,1,50.0,0.4,2,4,50.0,16,2,18.8,27.6,6,16.7,29.0,8,1,12.5,1,14.3,37,2022-2023
Édgar Badía,es ESP,31-105,90,7,0,7,100.0,1.7,2,7,28.6,26,9,15.4,29.7,13,23.1,28.8,39,0,0.0,2,11.3,37,2022-2023
Paulo Gazzaniga,ar ARG,31-146,90,7,2,5,71.4,2.7,1,5,20.0,36,3,8.3,24.4,8,25.0,29.5,10,0,0.0,0,,37,2022-2023
Claudio Bravo,cl CHI,40-045,90,3,1,2,66.7,0.6,6,17,35.3,16,2,68.8,47.2,7,85.7,54.7,22,1,4.5,2,15.2,37,2022-2023
Stole Dimitrievski,mk MKD,29-154,90,2,1,1,50.0,0.4,5,16,31.3,15,4,73.3,45.7,6,83.3,53.5,10,1,10.0,0,9.8,37,2022-2023
Pepe Reina,es ESP,40-270,90,4,2,2,50.0,1.2,4,13,30.8,45,7,22.2,30.1,6,50.0,46.0,15,0,0.0,0,15.0,37,2022-2023
Fernando,es ESP,32-352,90,2,0,2,100.0,0.7,8,11,72.7,19,4,47.4,39.6,3,66.7,46.7,13,1,7.7,0,11.5,37,2022-2023
Jordi Masip,es ESP,34-145,90,7,0,7,100.0,0.9,6,22,27.3,29,5,44.8,35.6,14,64.3,44.7,17,0,0.0,1,14.0,37,2022-2023
Ivo Grbić,hr CRO,27-130,90,5,1,4,80.0,0.5,4,15,26.7,33,4,33.3,32.3,5,80.0,55.2,17,5,29.4,1,9.9,37,2022-2023
Álex Remiro,es ESP,28-065,90,5,2,3,60.0,2.0,1,8,12.5,19,5,31.6,36.7,5,40.0,41.6,9,0,0.0,0,16.0,37,2022-2023
Jeremías Ledesma,ar ARG,30-104,90,4,0,4,100.0,1.2,6,19,31.6,22,3,59.1,48.1,7,85.7,66.6,13,1,7.7,1,9.0,37,2022-2023
Iván Villar,es ESP,25-323,90,2,1,1,50.0,1.0,3,16,18.8,25,5,40.0,36.4,15,40.0,40.7,15,1,6.7,0,8.0,37,2022-2023
Marc-André ter Stegen,de GER,31-028,90,1,0,1,100.0,0.3,3,4,75.0,14,5,21.4,27.7,1,100.0,70.0,3,1,33.3,3,24.3,37,2022-2023
Dominik Greif,sk SVK,26-052,90,8,3,5,62.5,2.2,19,34,55.9,23,2,87.0,54.9,15,93.3,64.5,19,2,10.5,0,4.0,37,2022-2023
David Soria,es ESP,30-054,90,2,1,1,50.0,0.7,10,34,29.4,30,3,76.7,49.0,12,91.7,63.7,9,0,0.0,3,32.3,37,2022-2023
Sergio Herrera,es ESP,29-357,90,6,2,4,66.7,2.3,11,34,32.4,38,7,65.8,44.8,11,81.8,56.4,14,4,28.6,0,11.2,37,2022-2023
