player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Cristhian Stuani,7,uy URU,FW,35-318,90,0,0,0,2,1,0,0,0,0,0,0,0,4,1,0,100.0,3,2022-2023
Valentín Castellanos,9,ar ARG,FW,23-327,80,0,0,0,1,2,1,0,0,0,0,0,0,2,1,2,33.3,3,2022-2023
   Joel Roca,33,es ESP,FW,17-080,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,3,2022-2023
Oscar Ureña,32,es ESP,LM,19-237,58,0,0,0,1,0,0,1,1,2,0,0,0,1,0,1,0.0,3,2022-2023
   Reinier,19,br BRA,LM,20-219,32,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,100.0,3,2022-2023
David López,5,es ESP,CM,32-321,90,1,0,0,1,1,0,0,1,4,0,0,0,11,1,3,25.0,3,2022-2023
Aleix García,14,es ESP,CM,25-059,90,0,0,0,1,0,0,5,0,0,0,0,0,6,0,0,,3,2022-2023
Yangel Herrera,21,ve VEN,RM,24-224,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,3,2022-2023
   Ramón Terrats,8,es ESP,RM,21-312,49,0,0,0,2,0,0,1,0,0,0,0,0,3,0,1,0.0,3,2022-2023
   Samuel Sáiz,10,es ESP,RM,31-216,32,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0.0,3,2022-2023
Miguel Gutiérrez,3,es ESP,LB,21-030,80,0,0,0,1,2,0,3,0,1,0,0,0,4,0,0,,3,2022-2023
   Javi Hernández ,16,es ESP,LB,24-116,10,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,,3,2022-2023
Juanpe,15,es ESP,CB,31-118,90,1,0,0,2,0,0,0,0,0,0,0,0,6,2,1,66.7,3,2022-2023
Santiago Bueno,22,uy URU,CB,23-290,90,0,0,0,1,2,0,0,2,0,0,0,0,6,5,1,83.3,3,2022-2023
Yan Couto,20,br BRA,RB,20-084,90,0,0,0,2,1,0,6,1,1,0,0,0,6,0,0,,3,2022-2023
Juan Carlos,1,es ESP,GK,34-218,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,3,2022-2023
Carles Pérez,7,es ESP,FW,24-191,69,0,0,0,1,2,0,0,0,0,0,0,0,5,0,3,0.0,3,2022-2023
   Augusto Solari,21,ar ARG,FW,30-235,21,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,,3,2022-2023
Iago Aspas,10,es ESP,FW,35-025,90,0,0,0,1,4,0,1,0,0,0,0,0,5,1,2,33.3,3,2022-2023
Franco Cervi,11,ar ARG,LM,28-092,89,0,0,0,1,0,1,2,2,0,0,0,0,8,0,1,0.0,3,2022-2023
   Carlos Dominguez,26,es ESP,LM,21-196,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,3,2022-2023
Fran Beltrán,8,es ESP,CM,23-204,90,0,0,0,1,0,0,0,2,1,0,0,0,9,1,0,100.0,3,2022-2023
Óscar Rodríguez Arnaiz,5,es ESP,RM,24-059,76,0,0,0,0,2,0,6,0,0,0,0,0,4,0,0,,3,2022-2023
   Gonçalo Paciência,9,pt POR,RM,28-025,14,0,0,0,1,1,0,0,0,0,0,0,0,1,2,1,66.7,3,2022-2023
Renato Tapia,14,pe PER,DM,27-029,69,1,0,0,1,1,0,0,0,1,0,0,0,3,3,0,100.0,3,2022-2023
   Gabriel Veiga,28,es ESP,DM,20-091,21,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,,3,2022-2023
Javi Galán,17,es ESP,LB,27-280,90,0,0,0,1,2,0,1,0,4,0,0,0,5,0,1,0.0,3,2022-2023
Unai Núñez,4,es ESP,CB,25-208,90,0,0,0,1,0,0,0,2,1,0,0,0,8,1,2,33.3,3,2022-2023
Joseph Aidoo,15,gh GHA,CB,26-331,90,0,0,0,0,1,0,0,0,1,0,0,0,3,1,0,100.0,3,2022-2023
Hugo Mallo,2,es ESP,RB,31-065,90,0,0,0,3,2,0,3,1,0,0,0,0,2,1,1,50.0,3,2022-2023
Agustín Marchesín,1,ar ARG,GK,34-163,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,3,2022-2023
Borja Iglesias,9,es ESP,FW,29-221,74,0,0,0,1,3,1,0,0,1,0,0,0,0,1,0,100.0,3,2022-2023
   Luiz Felipe,19,it ITA,CB,25-157,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,3,2022-2023
Juanmi,7,es ESP,LW,29-098,63,0,0,0,0,5,1,0,1,0,0,0,0,1,2,2,50.0,3,2022-2023
