player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Édgar Badía,es ESP,31-012,90,9,3,5,88.9,5.1,8,19,42.1,15,3,66.7,43.3,11,81.8,55.1,14,0,0.0,0,,23,2022-2023
Claudio Bravo,cl CHI,39-317,90,2,2,0,50.0,1.2,1,3,33.3,15,3,20.0,28.5,4,0.0,19.8,11,0,0.0,1,14.0,23,2022-2023
Fernando Pacheco,es ESP,30-283,90,4,1,3,75.0,0.9,11,25,44.0,32,4,50.0,38.8,10,90.0,62.7,17,0,0.0,0,11.0,23,2022-2023
Predrag Rajković,rs SRB,27-117,90,3,2,1,33.3,1.5,8,20,40.0,28,4,64.3,43.9,8,25.0,33.6,5,0,0.0,2,44.5,23,2022-2023
Jeremías Ledesma,ar ARG,30-012,90,1,0,1,100.0,0.0,9,24,37.5,27,1,70.4,49.5,5,100.0,70.4,19,1,5.3,1,13.0,23,2022-2023
Stole Dimitrievski,mk MKD,29-062,90,3,1,2,66.7,0.9,1,14,7.1,23,7,52.2,41.3,7,28.6,33.6,20,2,10.0,5,20.6,23,2022-2023
Thibaut Courtois,be BEL,30-290,90,1,1,0,0.0,0.6,4,4,100.0,24,8,8.3,23.0,6,33.3,37.0,10,1,10.0,2,14.3,23,2022-2023
Jan Oblak,si SVN,30-049,90,7,1,6,85.7,0.8,10,28,35.7,22,3,72.7,48.4,17,70.6,54.3,21,4,19.0,1,10.6,23,2022-2023
Giorgi Mamardashvili,ge GEO,22-149,90,3,0,3,100.0,0.6,5,32,15.6,23,3,87.0,51.7,12,100.0,63.3,21,2,9.5,0,11.3,23,2022-2023
Álex Remiro,es ESP,27-338,90,3,1,3,66.7,0.4,4,9,44.4,21,3,23.8,27.9,6,66.7,47.7,10,0,0.0,1,17.4,23,2022-2023
Unai Simón,es ESP,25-260,45,3,3,2,0.0,1.3,,1,,12,4,8.3,24.1,1,0.0,18.0,9,,,2,27.0,23,2022-2023
Julen Agirrezabala,es ESP,22-062,45,1,0,1,100.0,0.3,2,4,50.0,11,0,27.3,27.5,2,50.0,47.0,2,0,0.0,0,20.0,23,2022-2023
Paulo Gazzaniga,ar ARG,31-055,90,3,2,1,33.3,1.6,5,21,23.8,25,5,52.0,40.0,10,80.0,59.4,43,2,4.7,0,10.6,23,2022-2023
Iván Villar,es ESP,25-232,90,3,0,3,100.0,0.5,8,19,42.1,24,2,62.5,42.7,4,100.0,64.3,10,0,0.0,0,,23,2022-2023
Sergio Asenjo,es ESP,33-243,90,4,3,1,25.0,2.3,3,9,33.3,17,7,23.5,31.2,9,55.6,47.8,8,0,0.0,0,10.3,23,2022-2023
Fernando,es ESP,32-261,90,1,0,1,100.0,0.1,7,28,25.0,22,6,63.6,47.4,18,77.8,55.5,39,4,10.3,0,7.8,23,2022-2023
Marc-André ter Stegen,de GER,30-302,90,4,1,3,75.0,1.4,2,2,100.0,19,6,10.5,25.0,1,0.0,20.0,10,0,0.0,0,,23,2022-2023
Yassine Bounou,ma MAR,31-327,90,4,3,2,25.0,1.5,6,17,35.3,57,6,22.8,27.7,7,57.1,45.9,14,0,0.0,1,16.0,23,2022-2023
Aitor Fernández,es ESP,31-299,90,8,2,6,75.0,2.1,10,31,32.3,21,1,85.7,51.9,13,100.0,65.0,22,2,9.1,0,3.5,23,2022-2023
Pepe Reina,es ESP,40-180,90,3,1,2,66.7,0.7,3,11,27.3,33,2,24.2,28.7,4,75.0,47.5,16,2,12.5,0,9.0,23,2022-2023
David Soria,es ESP,29-329,90,5,2,3,60.0,1.9,15,27,55.6,23,3,87.0,51.2,7,100.0,64.0,10,2,20.0,4,13.0,23,2022-2023
