player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Kiké,18,es ESP,FW,32-316,90,33,3,3,13,17,6,33,0,0,,0,,14,30,1,0,0,0,2,2,25,4,8,2022-2023
Moi Gómez,16,es ESP,LW,28-106,52,20,0,2,11,7,0,20,0,0,,0,,8,44,7,0,0,0,2,0,13,1,8,2022-2023
   Ezequiel Ávila,9,ar ARG,"RM,LW",28-243,38,14,0,2,2,10,3,13,0,0,,0,,3,4,0,0,0,0,3,2,5,1,8,2022-2023
Abdessamad Ezzalzouli,12,ma MAR,RW,20-294,71,39,0,7,15,19,2,39,1,0,0.0,0,0.0,22,120,37,1,1,1,3,6,24,6,8,2022-2023
   Darko Brašanac,8,rs SRB,CM,30-237,19,5,0,0,2,3,1,5,0,0,,0,,4,15,3,0,0,0,1,1,5,0,8,2022-2023
Aimar Oroz,22,es ESP,CM,20-314,62,30,0,4,15,11,1,30,3,3,100.0,0,0.0,18,80,30,1,0,0,2,3,17,3,8,2022-2023
   Rubén García,14,es ESP,"LM,CM",29-085,28,15,0,0,6,10,0,15,0,0,,0,,5,17,3,0,0,0,0,0,11,0,8,2022-2023
Lucas Torró,6,es ESP,"CM,CB",28-080,90,43,3,10,28,5,3,43,1,1,100.0,0,0.0,11,72,22,0,1,0,1,1,15,0,8,2022-2023
Jon Moncayola,7,es ESP,CM,24-147,90,32,3,10,15,7,1,32,0,0,,0,,12,47,12,0,1,0,0,0,17,2,8,2022-2023
Juan Cruz Armada,3,es ESP,"CB,LB",30-071,90,36,3,14,17,5,1,36,1,1,100.0,0,0.0,17,77,40,0,0,0,0,0,18,0,8,2022-2023
Aridane Hernández,23,es ESP,CB,33-198,45,30,3,13,15,2,1,30,0,0,,0,,17,100,27,0,1,0,0,0,15,0,8,2022-2023
   Manu Sánchez,20,es ESP,LB,22-044,45,30,2,8,13,9,0,30,0,0,,0,,7,35,9,0,0,0,1,1,11,1,8,2022-2023
Unai García,4,es ESP,CB,30-246,68,45,6,21,22,2,1,45,2,2,100.0,0,0.0,28,170,90,0,0,0,0,0,29,0,8,2022-2023
Nacho Vidal,2,es ESP,RB,27-256,45,40,0,8,19,13,0,40,4,2,50.0,2,50.0,18,48,12,0,2,0,4,1,20,0,8,2022-2023
   Rubén Peña,15,es ESP,RB,31-081,44,23,4,11,6,6,0,23,1,0,0.0,0,0.0,6,56,15,1,1,0,1,0,8,1,8,2022-2023
Sergio Herrera,1,es ESP,GK,29-124,90,50,35,48,2,0,0,50,1,1,100.0,0,0.0,32,216,143,0,0,0,0,0,18,0,8,2022-2023
Edinson Cavani,7,uy URU,FW,35-235,73,29,1,5,11,14,4,28,1,1,100.0,0,0.0,12,77,56,2,1,0,1,1,23,5,8,2022-2023
   Hugo Duro,19,es ESP,FW,22-331,17,3,0,0,1,2,0,3,0,0,,0,,1,7,0,0,0,0,0,0,3,0,8,2022-2023
Domingos André Ribeiro Almeida,18,pt POR,FW,22-130,90,54,3,11,29,14,0,54,1,0,0.0,0,0.0,39,193,90,2,1,0,0,3,37,1,8,2022-2023
Samuel Lino,16,br BRA,LM,22-288,90,52,1,6,16,32,10,52,4,1,25.0,1,25.0,29,228,153,8,6,4,1,2,34,5,8,2022-2023
Ilaix Moriba,8,gn GUI,CM,19-261,74,42,2,8,18,16,2,42,4,2,50.0,2,50.0,15,74,26,0,0,0,2,0,25,3,8,2022-2023
   Toni Lato,3,es ESP,CM,24-320,16,10,0,1,3,7,0,10,0,0,,0,,4,26,23,0,0,0,0,0,8,2,8,2022-2023
Hugo Guillamón,6,,CM,22-249,61,,,,,,,,,,,,,,,,,,,,,,,8,2022-2023
   Yunus Musah,4,us USA,CM,19-312,29,23,3,4,14,5,0,23,0,0,,0,,12,56,17,0,0,0,1,0,16,1,8,2022-2023
Justin Kluivert,9,nl NED,RM,23-155,73,22,0,3,7,12,3,22,2,0,0.0,2,100.0,17,130,38,5,0,3,3,0,15,4,8,2022-2023
   Dimitri Foulquier,20,fr FRA,RM,29-198,17,12,0,0,5,7,0,12,0,0,,0,,3,25,3,0,0,0,1,0,9,1,8,2022-2023
José Luis Gayà,14,es ESP,LB,27-135,90,78,1,24,23,31,2,78,1,1,100.0,0,0.0,34,161,106,2,3,0,0,0,42,2,8,2022-2023
Mouctar Diakhaby,12,gn GUI,CB,25-292,85,49,5,32,16,1,1,49,0,0,,0,,29,158,73,0,0,0,0,0,31,0,8,2022-2023
   Gabriel Paulista,5,br BRA,CB,31-315,5,3,1,1,2,0,0,3,0,0,,0,,1,3,3,0,0,0,0,0,2,0,8,2022-2023
Eray Cömert,24,ch SUI,CB,24-245,90,54,13,35,19,0,0,54,0,0,,0,,26,144,89,0,0,0,0,0,27,0,8,2022-2023
Thierry Correia,2,pt POR,RB,23-212,90,67,4,27,28,13,0,67,2,0,0.0,2,100.0,26,135,52,1,0,0,1,0,27,0,8,2022-2023
Giorgi Mamardashvili,25,ge GEO,GK,22-008,90,32,29,32,0,0,0,32,0,0,,0,,17,72,41,0,0,0,0,0,16,0,8,2022-2023
El Bilal Touré,9,ml MLI,FW,21-005,78,27,0,3,14,10,2,27,1,0,0.0,1,100.0,10,53,4,0,1,0,5,0,17,3,8,2022-2023
   Íñigo Eguaras,4,es ESP,AM,30-215,12,14,2,8,5,1,0,14,0,0,,0,,7,33,24,1,0,0,0,0,6,0,8,2022-2023
Adri Embarba,10,es ESP,LW,30-154,86,39,0,5,16,19,4,39,4,0,0.0,3,75.0,17,86,19,0,0,1,1,2,15,4,8,2022-2023
Léo Baptistão,12,br BRA,RW,30-043,65,40,1,7,19,18,2,40,4,1,25.0,3,75.0,20,167,100,4,3,1,1,2,21,3,8,2022-2023
   Samu Costa,23,pt POR,RW,21-315,25,18,2,8,8,2,0,18,0,0,,0,,8,15,3,0,0,0,1,1,10,0,8,2022-2023
Lucas Robertone,5,ar ARG,AM,25-204,78,37,2,5,18,14,2,37,2,1,50.0,1,50.0,15,88,35,1,0,0,0,1,17,3,8,2022-2023
   Largie Ramazani,7,be BEL,FW,21-223,12,7,0,0,5,2,0,7,3,2,66.7,1,33.3,5,30,19,1,0,0,3,1,6,1,8,2022-2023
Gonzalo Melero,3,es ESP,DM,28-279,65,17,1,4,9,4,1,17,1,1,100.0,0,0.0,11,95,40,1,0,0,0,0,11,0,8,2022-2023
   Alejandro Pozo Pozo,17,es ESP,DM,23-228,25,11,2,3,4,5,1,11,0,0,,0,,4,31,27,1,1,0,1,0,6,2,8,2022-2023
César de la Hoz,6,es ESP,DM,30-192,90,27,0,8,13,6,0,27,0,0,,0,,3,20,0,0,0,0,0,0,9,0,8,2022-2023
Sergio Akieme,15,es ESP,LB,24-296,90,36,3,13,19,7,2,36,3,2,66.7,1,33.3,15,90,57,1,0,1,0,0,18,3,8,2022-2023
Srđan Babić,22,rs SRB,CB,26-169,90,32,6,22,8,2,1,32,0,0,,0,,9,108,22,0,0,0,0,0,15,1,8,2022-2023
Rodrigo Ely,19,br BRA,CB,28-339,90,45,12,35,8,2,1,45,0,0,,0,,21,103,33,0,0,0,1,0,21,0,8,2022-2023
Houboulang Mendes,24,gw GNB,RB,24-157,89,46,3,21,16,9,0,46,3,0,0.0,1,33.3,14,127,40,1,0,0,0,0,17,0,8,2022-2023
   Kaiky,2,br BRA,RB,18-269,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,8,2022-2023
Fernando,13,es ESP,GK,32-120,90,32,29,32,0,0,0,32,0,0,,0,,16,134,78,0,0,0,0,0,7,0,8,2022-2023
Sergio Camello,34,es ESP,FW,21-240,90,24,1,1,7,16,2,24,4,2,50.0,2,50.0,19,105,44,1,1,0,1,1,22,6,8,2022-2023
Óscar Trejo,8,ar ARG,FW,34-165,71,33,1,6,19,9,1,33,3,0,0.0,1,33.3,15,83,35,1,2,0,1,0,23,2,8,2022-2023
   Bebé,10,cv CPV,FW,32-088,19,16,0,0,9,8,0,16,1,1,100.0,0,0.0,12,99,17,1,2,0,2,1,11,5,8,2022-2023
Salvi,14,es ESP,LM,31-192,45,18,1,3,5,10,1,18,1,1,100.0,0,0.0,12,84,6,0,0,0,0,2,11,4,8,2022-2023
   Radamel Falcao,9,co COL,LM,36-240,45,15,2,3,5,7,5,15,1,0,0.0,1,100.0,7,37,3,0,0,0,2,1,10,4,8,2022-2023
Pathé Ciss,21,sn SEN,CM,28-206,45,35,0,7,26,2,1,35,0,0,,0,,19,110,36,1,0,0,0,1,19,0,8,2022-2023
   Santi Comesaña,6,es ESP,CM,26-003,45,37,0,2,26,9,1,37,2,1,50.0,1,50.0,15,108,14,0,0,0,2,1,21,0,8,2022-2023
Unai López,17,es ESP,CM,26-343,90,84,0,13,59,12,1,84,0,0,,0,,53,351,145,3,1,0,2,3,66,3,8,2022-2023
Isaac Palazón Camacho,7,es ESP,RM,27-285,85,52,1,9,22,21,0,52,2,1,50.0,1,50.0,26,98,19,0,1,0,5,9,34,10,8,2022-2023
   Randy Ntekja,11,fr FRA,RM,24-306,5,5,0,0,4,1,0,5,0,0,,0,,5,24,7,0,0,0,0,0,5,0,8,2022-2023
