player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Vedat Muriqi,7,xk KVX,FW,29-018,90,49,8,9,17,23,7,49,0,0,,0,,24,71,25,1,0,0,5,2,39,5,34,2022-2023
Lee Kang-in,19,kr KOR,LW,22-082,90,35,1,5,15,18,0,35,3,3,100.0,0,0.0,20,158,81,4,4,0,1,0,21,2,34,2022-2023
Amath,23,sn SEN,RW,26-300,62,23,0,3,14,6,1,23,1,0,0.0,0,0.0,16,100,50,2,0,0,3,2,19,5,34,2022-2023
   Dani Rodríguez,14,es ESP,RW,34-340,28,16,1,1,7,8,1,16,1,0,0.0,1,100.0,13,67,46,2,1,0,1,2,16,4,34,2022-2023
Jaume Costa,18,es ESP,LM,35-055,62,33,0,7,16,10,1,33,0,0,,0,,13,57,38,2,2,0,2,0,18,3,34,2022-2023
   Antonio Sánchez,10,es ESP,RM,26-131,28,20,2,3,11,6,0,20,0,0,,0,,10,62,17,0,0,0,1,0,12,2,34,2022-2023
Iñigo Ruiz de Galarreta,4,es ESP,CM,29-279,90,49,2,11,29,9,0,49,2,2,100.0,0,0.0,17,65,28,1,0,0,0,0,26,0,34,2022-2023
Manu Morlanes,11,es ESP,CM,24-120,82,30,1,7,19,4,0,30,1,0,0.0,1,100.0,13,42,11,0,0,0,0,1,18,0,34,2022-2023
   Clément Grenier,8,fr FRA,CM,32-125,8,3,0,0,1,2,0,3,0,0,,0,,1,2,0,0,0,0,1,0,1,0,34,2022-2023
Pablo Maffeo,15,es ESP,"RM,LM",25-304,90,48,5,18,17,13,2,48,2,1,50.0,1,50.0,25,176,68,2,1,0,3,0,22,2,34,2022-2023
Copete,6,es ESP,CB,23-214,90,42,12,21,19,2,0,42,0,0,,0,,12,49,24,0,1,0,0,0,13,0,34,2022-2023
