player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Rafa Mir,12,es ESP,FW,25-122,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,2022-2023
Óliver Torres,21,es ESP,"AM,LM",27-342,90,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0,10,2022-2023
Isco,22,es ESP,"CM,DM",30-180,68,1,1,0,1,0,0,1,0.0,1,0,0,0,2,3,0,0,10,2022-2023
   Ivan Rakitić,10,hr CRO,DM,34-222,22,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,10,2022-2023
Nemanja Gudelj,6,rs SRB,"CB,CM",30-336,90,3,2,1,2,0,0,0,,0,0,0,0,0,3,0,0,10,2022-2023
Papu Gómez,24,ar ARG,"LW,RM",34-245,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,10,2022-2023
Alex Telles,3,br BRA,LB,29-307,90,2,2,2,0,0,2,2,100.0,0,1,0,1,0,2,0,0,10,2022-2023
Marcos Acuña,19,ar ARG,CB,30-355,45,3,2,1,1,1,1,1,100.0,0,1,0,1,0,3,2,0,10,2022-2023
   Thomas Delaney,18,dk DEN,DM,31-045,45,0,0,0,0,0,0,0,,0,2,1,1,0,0,0,0,10,2022-2023
Tanguy Nianzou,14,fr FRA,CB,20-133,57,0,0,0,0,0,0,0,,0,2,1,1,0,0,3,0,10,2022-2023
   Kike Salas,29,es ESP,CB,20-178,32,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,10,2022-2023
Carmona,30,es ESP,CB,20-262,30,1,1,0,1,0,1,1,100.0,0,1,1,0,0,1,0,1,10,2022-2023
   Jesús Navas,16,es ESP,RB,36-331,60,1,1,0,0,1,1,2,50.0,1,0,0,0,0,1,3,0,10,2022-2023
Gonzalo Montiel,2,ar ARG,"RB,CB",25-290,45,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,10,2022-2023
   Érik Lamela,17,ar ARG,RW,30-228,45,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,10,2022-2023
Yassine Bounou,13,ma MAR,GK,31-196,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,10,2022-2023
Edinson Cavani,7,uy URU,FW,35-246,62,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,0,10,2022-2023
   Marcos André,22,br BRA,FW,25-363,28,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,10,2022-2023
Samuel Lino,16,br BRA,LM,22-299,62,3,0,0,2,1,1,1,100.0,0,0,0,0,0,3,1,0,10,2022-2023
   Justin Kluivert,9,nl NED,"LM,LW",23-166,28,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,10,2022-2023
Ilaix Moriba,8,gn GUI,"CM,LM",19-272,74,3,2,1,1,1,2,2,100.0,0,1,0,1,0,3,1,0,10,2022-2023
   Gabriel Paulista,5,br BRA,CB,31-326,16,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,10,2022-2023
Hugo Guillamón,6,,CM,22-260,90,,1,,,,,,,,,,,3,,,,10,2022-2023
Yunus Musah,4,us USA,"RM,RW",19-323,74,4,1,1,2,1,0,1,0.0,1,1,0,1,0,4,1,0,10,2022-2023
   Domingos André Ribeiro Almeida,18,pt POR,CM,22-141,16,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,2022-2023
José Luis Gayà,14,es ESP,LB,27-146,90,4,2,3,1,0,2,2,100.0,0,3,2,1,1,5,6,0,10,2022-2023
Eray Cömert,24,ch SUI,CB,24-256,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,10,2022-2023
Mouctar Diakhaby,12,gn GUI,CB,25-303,90,2,1,1,1,0,1,1,100.0,0,1,0,1,1,3,6,1,10,2022-2023
Thierry Correia,2,pt POR,"CB,RB",23-223,90,3,2,1,2,0,3,3,100.0,0,1,0,1,2,5,3,0,10,2022-2023
Dimitri Foulquier,20,fr FRA,RB,29-209,71,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,0,10,2022-2023
   Nicolás González,17,es ESP,RM,20-288,19,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,10,2022-2023
Giorgi Mamardashvili,25,ge GEO,GK,22-019,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,10,2022-2023
Enes Ünal,10,tr TUR,FW,25-161,89,2,1,1,1,0,0,0,,0,0,0,0,0,2,2,0,10,2022-2023
   Juanmi Latasa,14,es ESP,FW,21-209,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,2022-2023
Borja Mayoral,19,es ESP,FW,25-196,84,2,0,2,0,0,2,2,100.0,0,0,0,0,0,2,0,0,10,2022-2023
   Portu,9,es ESP,FW,30-150,6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,10,2022-2023
Carles Aleñá,11,es ESP,CM,24-286,84,1,1,0,0,1,1,2,50.0,1,0,0,0,0,1,2,0,10,2022-2023
   Ángel Algobia,16,es ESP,CM,23-117,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,2022-2023
Luis Milla,5,es ESP,CM,28-011,90,3,2,2,1,0,1,3,33.3,2,1,0,1,1,4,1,0,10,2022-2023
Nemanja Maksimović,20,rs SRB,CM,27-265,72,0,0,0,0,0,0,0,,0,3,3,0,0,0,0,0,10,2022-2023
   Munir El Haddadi,17,ma MAR,CM,27-047,18,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,10,2022-2023
Iglesias,21,es ESP,LB,24-107,71,5,4,4,1,0,2,2,100.0,0,0,0,0,1,6,2,0,10,2022-2023
   Fabrizio Angileri,3,ar ARG,LB,28-217,19,1,1,1,0,0,1,1,100.0,0,0,0,0,3,4,2,0,10,2022-2023
Domingos Duarte,6,pt POR,CB,27-222,90,2,1,2,0,0,2,3,66.7,1,0,0,0,2,4,3,0,10,2022-2023
Stefan Mitrović,23,rs SRB,CB,32-149,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,10,2022-2023
Djené,2,tg TOG,CB,30-291,90,2,1,2,0,0,1,2,50.0,1,0,0,0,0,2,4,0,10,2022-2023
Damián Suárez,22,uy URU,RB,34-174,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,0,10,2022-2023
David Soria,13,es ESP,GK,29-197,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,10,2022-2023
Iñaki Williams,9,gh GHA,"FW,RW",28-125,90,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,10,2022-2023
Iker Muniain,10,es ESP,LW,29-303,54,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,2022-2023
   Álex Berenguer,7,es ESP,LW,27-106,36,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0,10,2022-2023
Nico Williams,11,es ESP,RW,20-098,73,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,10,2022-2023
   Oier Zarraga,19,es ESP,AM,23-287,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,2022-2023
Oihan Sancet,8,es ESP,AM,22-176,55,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,10,2022-2023
   Raúl García,22,es ESP,"FW,AM",36-099,35,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,10,2022-2023
Mikel Vesga,6,es ESP,DM,29-150,90,2,1,0,2,0,2,4,50.0,2,1,1,0,2,4,2,0,10,2022-2023
Ander Herrera,23,es ESP,DM,33-065,73,0,0,0,0,0,0,0,,0,3,1,2,1,1,2,0,10,2022-2023
   Dani García,14,es ESP,DM,32-147,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,2022-2023
Iñigo Lekue,15,es ESP,"LB,RB",29-167,90,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,2,1,10,2022-2023
Iñigo Martínez,4,es ESP,CB,31-154,90,1,1,1,0,0,0,0,,0,1,1,0,2,3,7,0,10,2022-2023
Daniel Vivian,3,es ESP,CB,23-095,90,0,0,0,0,0,0,0,,0,1,0,1,1,1,9,0,10,2022-2023
Óscar de Marcos,18,es ESP,RB,33-187,55,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,10,2022-2023
   Yuri Berchiche,17,es ESP,LB,32-250,35,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,0,10,2022-2023
Unai Simón,1,es ESP,GK,25-129,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,1,10,2022-2023
Álvaro Morata,19,es ESP,FW,29-360,60,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,10,2022-2023
   Matheus Cunha,9,br BRA,FW,23-144,30,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,10,2022-2023
Antoine Griezmann,8,fr FRA,"FW,CM",31-211,90,4,1,1,2,1,2,2,100.0,0,2,0,2,0,4,0,0,10,2022-2023
Thomas Lemar,11,fr FRA,LM,26-340,39,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,10,2022-2023
   Yannick Carrasco,21,be BEL,"LW,LM",29-044,51,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,10,2022-2023
Geoffrey Kondogbia,4,cf CTA,CM,29-245,90,3,0,3,0,0,2,2,100.0,0,0,0,0,4,7,3,0,10,2022-2023
Axel Witsel,20,be BEL,CM,33-279,60,3,2,2,1,0,2,2,100.0,0,0,0,0,1,4,1,0,10,2022-2023
   Ángel Correa,10,ar ARG,RW,27-223,30,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,10,2022-2023
Rodrigo De Paul,5,ar ARG,"RM,CM",28-147,75,2,0,0,2,0,1,1,100.0,0,2,0,2,1,3,1,0,10,2022-2023
   Saúl Ñíguez,17,es ESP,CM,27-331,15,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,2022-2023
