player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Valentín Castellanos,9,ar ARG,FW,24-204,71,0,0,0,1,1,1,0,0,0,0,0,0,2,0,1,0.0,31,2022-2023
   Cristhian Stuani,7,uy URU,FW,36-195,19,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0.0,31,2022-2023
Rodrigo Riquelme,17,es ESP,LM,23-023,88,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,,31,2022-2023
   Reinier,19,br BRA,LM,21-096,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,31,2022-2023
Iván Martín,23,es ESP,CM,24-070,89,0,0,0,1,0,0,1,1,1,0,0,0,4,0,0,,31,2022-2023
   Ricard Artero,36,es ESP,CM,20-079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,31,2022-2023
Viktor Tsyhankov,8,ua UKR,CM,25-161,71,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0.0,31,2022-2023
   Valery Fernández,11,es ESP,CM,23-153,19,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,,31,2022-2023
Yan Couto,20,br BRA,RM,20-326,90,0,0,0,0,0,0,3,0,2,0,0,0,13,0,1,0.0,31,2022-2023
Oriol Romeu,18,es ESP,DM,31-213,90,0,0,0,0,0,0,0,2,1,0,0,0,3,1,0,100.0,31,2022-2023
Miguel Gutiérrez,3,es ESP,LB,21-272,88,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,,31,2022-2023
   Javi Hernández ,16,es ESP,LB,24-358,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,31,2022-2023
Juanpe,15,es ESP,CB,31-360,90,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0.0,31,2022-2023
Santiago Bueno,22,uy URU,CB,24-167,90,0,0,0,0,1,0,0,0,3,0,0,0,4,0,0,,31,2022-2023
Arnau Martinez,4,es ESP,RB,20-000,90,1,0,0,4,2,0,2,1,6,0,0,0,5,0,1,0.0,31,2022-2023
Paulo Gazzaniga,13,ar ARG,GK,31-113,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,31,2022-2023
Rodrygo,21,br BRA,FW,22-106,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,31,2022-2023
   Mariano,24,do DOM,FW,29-267,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,31,2022-2023
Vinicius Júnior,20,br BRA,LW,22-287,90,1,0,0,2,3,0,3,0,0,0,0,0,2,1,0,100.0,31,2022-2023
Marco Asensio,11,es ESP,RW,27-094,90,0,0,0,0,0,0,5,0,1,0,0,0,2,0,0,,31,2022-2023
Luka Modrić,10,hr CRO,LM,37-228,62,0,0,0,0,2,0,0,0,1,0,0,0,7,0,0,,31,2022-2023
   Aurélien Tchouaméni,18,fr FRA,LM,23-088,28,0,0,0,1,1,0,1,0,1,0,0,0,2,0,0,,31,2022-2023
Toni Kroos,8,de GER,CM,33-111,90,0,0,0,0,0,0,6,0,3,0,0,0,9,0,0,,31,2022-2023
Federico Valverde,15,uy URU,RM,24-277,90,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,,31,2022-2023
Nacho,6,es ESP,LB,33-097,51,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,100.0,31,2022-2023
   Eduardo Camavinga,12,fr FRA,LB,20-166,39,0,0,0,0,1,0,0,1,1,0,0,0,3,1,0,100.0,31,2022-2023
Antonio Rüdiger,22,de GER,CB,30-053,90,0,0,0,1,0,0,0,1,0,0,0,0,6,1,1,50.0,31,2022-2023
Éder Militão,3,br BRA,CB,25-097,90,1,0,0,1,0,0,2,1,0,0,0,0,8,0,0,,31,2022-2023
Dani Carvajal,2,es ESP,RB,31-104,78,0,0,0,1,0,0,2,1,0,0,0,0,2,0,0,,31,2022-2023
   Lucas Vázquez,17,es ESP,RB,31-298,12,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,,31,2022-2023
Andriy Lunin,13,ua UKR,GK,24-073,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,31,2022-2023
Chris Ramos,16,es ESP,FW,26-097,90,0,0,0,0,1,0,1,0,2,0,0,0,2,5,3,62.5,31,2022-2023
Roger Martí,15,es ESP,FW,32-112,47,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.0,31,2022-2023
   Sergi Guardiola,19,es ESP,FW,31-331,43,0,0,0,0,0,2,1,0,1,0,0,0,4,0,1,0.0,31,2022-2023
Rubén Sobrino,7,es ESP,LM,30-328,67,0,0,0,0,1,0,0,0,0,0,0,0,3,1,3,25.0,31,2022-2023
   Iván Alejo,11,es ESP,LM,28-074,23,0,0,0,0,2,0,11,0,0,0,0,0,1,1,1,50.0,31,2022-2023
Rubén Alcaraz,4,es ESP,CM,31-359,90,0,0,0,2,3,0,1,0,2,0,0,0,5,1,5,16.7,31,2022-2023
Fede San Emeterio,24,es ESP,CM,26-040,67,0,0,0,1,1,0,0,3,0,0,0,0,9,0,0,,31,2022-2023
   Álex Fernández,8,es ESP,CM,30-192,23,0,0,0,1,0,0,2,0,0,0,0,0,2,0,1,0.0,31,2022-2023
Theo Bongonda,10,cd COD,RM,27-156,67,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,,31,2022-2023
   Álvaro Negredo,18,es ESP,RM,37-248,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,33.3,31,2022-2023
Alfonso Espino,22,uy URU,LB,31-110,90,0,0,0,1,1,1,9,0,1,0,0,0,4,0,1,0.0,31,2022-2023
Víctor Chust,32,es ESP,CB,23-051,30,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,31,2022-2023
   Mamadou Mbaye,5,sn SEN,CB,24-301,60,0,0,0,1,1,1,0,2,2,0,0,0,3,5,1,83.3,31,2022-2023
Luis Hernández,23,es ESP,CB,34-011,90,0,0,0,0,0,0,0,1,1,0,0,0,6,1,3,25.0,31,2022-2023
Isaac Carcelen,20,es ESP,RB,30-002,90,0,0,0,1,2,0,12,2,0,0,0,0,6,1,3,25.0,31,2022-2023
Jeremías Ledesma,1,ar ARG,GK,30-071,90,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,100.0,31,2022-2023
Ante Budimir,17,hr CRO,FW,31-277,90,0,0,0,2,1,0,0,0,1,0,0,0,1,9,5,64.3,31,2022-2023
Iker Benito,33,es ESP,LM,20-258,74,0,0,0,0,1,0,3,2,2,0,0,0,5,1,1,50.0,31,2022-2023
   David García,5,es ESP,"CB,LM",29-070,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,66.7,31,2022-2023
Pablo Ibáñez,19,es ESP,CM,24-217,64,0,0,0,2,0,0,1,0,0,0,0,0,2,2,1,66.7,31,2022-2023
   Jon Moncayola,7,es ESP,CM,24-347,26,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0,31,2022-2023
Moi Gómez,16,es ESP,"CM,RM",28-306,90,0,0,0,0,1,0,1,0,1,0,0,0,9,0,0,,31,2022-2023
Rubén García,14,es ESP,RM,29-285,82,0,0,0,2,1,0,5,0,0,0,0,0,3,0,0,,31,2022-2023
   Abdessamad Ezzalzouli,12,ma MAR,"LM,RM",21-129,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,,31,2022-2023
Iker Muñoz,34,es ESP,"DM,CM",20-171,90,0,0,0,1,1,0,0,2,0,0,0,0,4,3,1,75.0,31,2022-2023
Manu Sánchez,20,es ESP,LB,22-244,90,1,0,0,4,0,1,1,0,2,0,0,0,6,1,2,33.3,31,2022-2023
Juan Cruz Armada,3,es ESP,CB,30-271,90,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50.0,31,2022-2023
Unai García,4,es ESP,CB,31-081,82,0,0,0,2,0,0,0,0,2,0,0,0,5,2,2,50.0,31,2022-2023
   Aridane Hernández,23,es ESP,CB,34-033,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,31,2022-2023
Nacho Vidal,2,es ESP,RB,28-091,90,0,0,0,1,2,0,2,0,0,0,0,0,3,2,2,50.0,31,2022-2023
Aitor Fernández,25,es ESP,GK,31-357,90,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,31,2022-2023
Ayoze Pérez,21,es ESP,"LW,FW",29-270,90,0,0,0,2,4,0,0,0,0,0,0,0,3,2,2,50.0,31,2022-2023
Rodri,28,es ESP,LW,22-344,45,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,50.0,31,2022-2023
   Luiz Henrique,11,br BRA,RW,22-113,45,0,0,0,1,4,1,1,0,1,0,0,0,0,2,3,40.0,31,2022-2023
Sergio Canales,10,es ESP,"AM,RW",32-068,90,0,0,0,0,0,0,6,0,0,0,0,0,7,1,5,16.7,31,2022-2023
William Carvalho,14,pt POR,"DM,AM",31-018,90,0,0,0,0,2,1,0,0,3,0,0,0,7,1,2,33.3,31,2022-2023
Andrés Guardado,18,mx MEX,DM,36-209,45,0,0,0,2,0,0,0,0,0,0,0,0,4,0,3,0.0,31,2022-2023
   Borja Iglesias,9,es ESP,FW,30-098,45,0,0,0,1,2,0,0,0,0,0,0,0,1,1,1,50.0,31,2022-2023
Guido Rodríguez,5,ar ARG,DM,29-013,90,1,0,0,4,3,0,2,2,1,0,0,0,5,2,3,40.0,31,2022-2023
Juan Miranda,33,es ESP,LB,23-096,90,0,0,0,1,3,0,7,1,3,0,0,0,7,4,1,80.0,31,2022-2023
Germán Pezzella,16,ar ARG,CB,31-302,90,0,0,0,1,1,0,0,2,3,0,0,0,3,10,1,90.9,31,2022-2023
Luiz Felipe,19,it ITA,CB,26-034,90,0,0,0,0,0,0,0,0,2,0,0,0,5,1,4,20.0,31,2022-2023
Aitor Ruibal,24,es ESP,RB,27-034,90,0,0,0,1,0,0,4,0,0,0,0,0,8,4,2,66.7,31,2022-2023
Rui Silva,13,pt POR,GK,29-077,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,31,2022-2023
Alexander Sørloth,19,no NOR,FW,27-141,72,0,0,0,1,0,0,0,0,0,0,0,0,4,8,8,50.0,31,2022-2023
   Carlos Fernández,9,es ESP,FW,26-338,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0,31,2022-2023
Mikel Oyarzabal,10,es ESP,FW,26-004,61,0,0,0,0,3,1,0,1,1,0,0,0,2,1,2,33.3,31,2022-2023
   Ander Barrenetxea,7,es ESP,LM,21-119,29,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,,31,2022-2023
Brais Méndez,23,es ESP,LM,26-108,61,0,0,0,1,2,0,2,0,0,0,0,0,3,2,2,50.0,31,2022-2023
   David Silva,21,es ESP,FW,37-107,29,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,31,2022-2023
Asier Illarramendi,4,es ESP,CM,33-048,61,0,0,0,2,0,0,1,0,1,0,0,0,4,2,2,50.0,31,2022-2023
   Mikel Merino,8,es ESP,CM,26-307,29,0,0,0,2,2,0,0,0,1,0,0,0,0,1,1,50.0,31,2022-2023
Takefusa Kubo,14,jp JPN,RM,21-325,90,0,0,0,2,1,0,4,2,2,0,0,0,4,1,2,33.3,31,2022-2023
Martín Zubimendi,3,es ESP,DM,24-082,90,1,0,0,3,0,0,0,3,3,0,0,0,4,3,1,75.0,31,2022-2023
Aihen Muñoz,12,es ESP,LB,25-252,72,1,0,0,4,1,0,4,1,2,0,0,0,7,2,2,50.0,31,2022-2023
   Aritz Elustondo,6,es ESP,RB,29-028,18,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,,31,2022-2023
Robin Le Normand,24,es ESP,CB,26-165,90,0,0,0,2,0,0,0,1,0,0,0,0,6,1,0,100.0,31,2022-2023
Igor Zubeldia,5,es ESP,CB,26-026,90,1,0,0,2,0,0,0,0,0,0,0,0,6,4,2,66.7,31,2022-2023
Andoni Gorosabel,18,es ESP,"RB,LB",26-264,90,0,0,0,3,2,0,0,1,0,0,0,0,8,2,6,25.0,31,2022-2023
Álex Remiro,1,es ESP,GK,28-032,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,31,2022-2023
Enes Ünal,10,tr TUR,FW,25-351,90,0,0,0,1,0,1,0,0,1,0,0,0,2,15,7,68.2,31,2022-2023
Munir El Haddadi,17,ma MAR,"LW,WB",27-237,64,0,0,0,0,0,3,8,0,0,0,0,0,2,0,1,0.0,31,2022-2023
   Carles Aleñá,11,es ESP,CM,25-111,26,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,,31,2022-2023
Borja Mayoral,19,es ESP,"FW,RW",26-021,90,0,0,0,0,1,1,3,1,0,0,0,0,2,0,4,0.0,31,2022-2023
