player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Youssef En-Nesyri,15,ma MAR,FW,25-310,77,8,7,1,0,0,0,0,0,0,0,0,0,2,0,0,28,2022-2023
   Rafa Mir,12,es ESP,FW,25-293,13,11,10,1,0,0,0,0,0,0,0,0,0,8,0,0,28,2022-2023
Bryan Gil,25,es ESP,"LM,LW",22-055,77,21,20,1,1,0,0,3,0,0,0,0,0,13,0,3,28,2022-2023
   Alex Telles,3,br BRA,"LM,CM",30-113,13,3,2,1,0,0,0,1,0,1,1,0,0,2,0,0,28,2022-2023
Suso,7,es ESP,"CM,RW",29-139,72,27,19,8,1,0,0,7,0,7,2,4,0,20,0,1,28,2022-2023
   Gonzalo Montiel,2,ar ARG,"RB,CB",26-096,18,8,5,3,0,0,0,0,3,0,0,0,0,6,0,1,28,2022-2023
Érik Lamela,17,ar ARG,"RM,AM",31-034,60,16,16,0,0,0,0,0,0,0,0,0,0,9,0,3,28,2022-2023
   Óliver Torres,21,es ESP,"CM,RM",28-148,30,9,8,1,0,0,1,1,0,0,0,0,0,4,0,0,28,2022-2023
Pape Gueye,18,sn SEN,DM,24-073,18,10,10,0,0,0,0,1,0,0,0,0,0,9,0,1,28,2022-2023
Fernando,20,br BRA,"CM,DM",35-256,90,27,27,0,0,0,0,0,0,0,0,0,0,22,0,0,28,2022-2023
Marcos Acuña,19,ar ARG,LB,31-161,89,43,33,10,1,0,0,7,9,0,0,0,0,28,0,1,28,2022-2023
Nemanja Gudelj,6,rs SRB,CB,31-142,90,21,17,4,4,0,0,0,0,0,0,0,0,18,0,0,28,2022-2023
Loïc Bade,22,fr FRA,CB,22-361,90,25,24,1,1,0,0,0,0,0,0,0,0,18,0,0,28,2022-2023
Jesús Navas,16,es ESP,"RB,RM",37-137,90,40,28,11,0,0,0,3,11,0,0,0,0,27,1,1,28,2022-2023
Marko Dmitrović,1,rs SRB,GK,31-073,90,28,18,10,3,0,0,0,0,0,0,0,0,9,0,0,28,2022-2023
Haris Seferović,22,ch SUI,FW,31-044,76,12,10,2,0,0,0,0,0,0,0,0,0,12,0,0,28,2022-2023
