player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Juan Carlos,es ESP,34-218,90,6,1,5,83.3,0.8,2,5,40.0,34,6,14.7,28.8,2,0.0,29.5,12,0,0.0,4,19.1,3,2022-2023
Agustín Marchesín,ar ARG,34-163,90,3,0,3,100.0,0.3,3,17,17.6,30,4,43.3,37.3,7,57.1,45.7,15,1,6.7,0,11.0,3,2022-2023
Rui Silva,pt POR,28-200,90,2,0,2,100.0,0.5,9,17,52.9,27,4,37.0,34.3,9,77.8,50.7,19,2,10.5,1,12.0,3,2022-2023
Sergio Herrera,es ESP,29-082,90,1,1,0,0.0,0.2,4,17,23.5,24,3,41.7,38.5,13,53.8,44.9,9,0,0.0,2,19.0,3,2022-2023
Édgar Badía,es ESP,30-196,90,5,1,3,80.0,2.3,5,12,41.7,25,4,32.0,34.6,6,66.7,46.8,10,0,0.0,1,31.0,3,2022-2023
Álex Remiro,es ESP,27-156,90,5,0,5,100.0,1.4,3,10,30.0,36,4,16.7,27.1,6,66.7,56.2,12,0,0.0,1,16.0,3,2022-2023
Stole Dimitrievski,mk MKD,28-245,90,4,2,2,50.0,1.1,4,10,40.0,21,7,19.0,27.7,6,100.0,58.0,7,0,0.0,1,16.0,3,2022-2023
Predrag Rajković,rs SRB,26-300,90,0,0,0,,0.0,5,16,31.3,21,3,42.9,40.0,8,87.5,64.9,36,0,0.0,2,15.0,3,2022-2023
Fernando,es ESP,32-078,90,5,1,4,80.0,1.2,6,18,33.3,28,6,46.4,43.2,8,62.5,43.8,18,2,11.1,0,6.7,3,2022-2023
Yassine Bounou,ma MAR,31-144,90,5,2,3,60.0,2.7,1,9,11.1,28,5,28.6,31.0,6,16.7,32.2,11,1,9.1,4,21.3,3,2022-2023
David Soria,es ESP,29-146,90,6,0,6,100.0,0.9,7,18,38.9,13,2,76.9,50.2,8,100.0,66.1,9,1,11.1,0,10.5,3,2022-2023
Gerónimo Rulli,ar ARG,30-100,90,2,0,2,100.0,0.2,3,3,100.0,24,10,4.2,23.6,7,28.6,34.9,8,1,12.5,1,12.3,3,2022-2023
Marc-André ter Stegen,de GER,30-120,90,2,0,2,100.0,0.7,1,3,33.3,23,2,8.7,23.4,5,20.0,38.0,7,2,28.6,0,6.5,3,2022-2023
Jordi Masip,es ESP,33-237,90,9,4,5,55.6,3.8,2,14,14.3,28,5,28.6,32.1,15,40.0,37.8,25,2,8.0,1,11.5,3,2022-2023
Leandro Cabrera,uy URU,31-072,1,1,1,0,0.0,0.5,0,0,,0,0,,,0,,,0,0,,0,,3,2022-2023
Benjamin Lecomte,fr FRA,31-124,89,5,2,3,60.0,2.3,9,17,52.9,24,2,62.5,44.6,2,100.0,45.0,13,1,7.7,2,19.0,3,2022-2023
Thibaut Courtois,be BEL,30-109,90,4,1,3,75.0,1.2,3,10,30.0,34,8,26.5,30.8,2,50.0,46.0,14,2,14.3,0,8.3,3,2022-2023
Jeremías Ledesma,ar ARG,29-197,90,8,4,3,50.0,2.9,15,23,65.2,27,6,51.9,38.9,10,90.0,68.2,16,1,6.3,0,10.2,3,2022-2023
Unai Simón,es ESP,25-079,90,3,0,3,100.0,0.3,4,11,36.4,26,8,38.5,36.9,2,50.0,39.0,10,0,0.0,0,,3,2022-2023
Giorgi Mamardashvili,ge GEO,21-334,90,7,1,6,85.7,1.9,2,5,40.0,37,4,13.5,25.4,4,0.0,20.5,6,0,0.0,2,23.0,3,2022-2023
Jan Oblak,si SVN,29-234,90,2,0,2,100.0,0.2,3,15,20.0,21,6,47.6,40.0,6,83.3,52.3,21,2,9.5,1,12.2,3,2022-2023
