player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Valentín Castellanos,9,ar ARG,FW,24-117,69,23,1,6,7,11,1,23,2,1,50.0,1,50.0,16,143,80,4,3,1,2,3,18,4,19,2022-2023
   Cristhian Stuani,7,uy URU,FW,36-108,21,3,0,0,0,3,1,3,0,0,,0,,2,6,0,0,0,0,0,0,3,0,19,2022-2023
Yangel Herrera,21,ve VEN,FW,25-014,58,26,0,7,16,3,0,26,0,0,,0,,14,94,26,1,0,0,1,3,19,0,19,2022-2023
   Valery Fernández,11,es ESP,FW,23-066,32,18,0,0,9,9,4,18,0,0,,0,,9,57,24,2,0,1,0,0,11,4,19,2022-2023
Rodrigo Riquelme,17,es ESP,LM,22-301,80,30,0,9,12,12,0,30,3,2,66.7,1,33.3,24,224,97,2,3,0,3,2,21,2,19,2022-2023
   Joel Roca,33,es ESP,LM,17-235,10,15,1,4,6,5,2,15,2,2,100.0,0,0.0,8,33,13,0,0,0,0,1,10,1,19,2022-2023
Aleix García,14,es ESP,CM,25-214,90,64,3,17,36,11,0,64,0,0,,0,,32,183,76,0,0,0,1,0,44,0,19,2022-2023
Oriol Romeu,18,es ESP,CM,31-126,90,56,3,18,30,8,2,56,1,1,100.0,0,0.0,28,96,22,0,0,0,1,0,39,1,19,2022-2023
Yan Couto,20,br BRA,RM,20-239,69,22,0,3,10,9,1,22,2,1,50.0,0,0.0,18,150,47,1,2,0,0,1,18,4,19,2022-2023
   Toni Villa,12,es ESP,RM,28-021,21,11,0,0,7,4,1,11,1,0,0.0,1,100.0,8,36,10,1,1,0,1,2,9,4,19,2022-2023
Miguel Gutiérrez,3,es ESP,LB,21-185,90,59,2,17,26,17,0,59,6,2,33.3,2,33.3,39,258,116,4,2,0,5,0,37,6,19,2022-2023
Juanpe,15,es ESP,CB,31-273,80,39,9,24,13,2,1,39,0,0,,0,,26,158,90,0,0,0,0,0,29,0,19,2022-2023
   Iván Martín,23,es ESP,CB,23-348,10,11,0,1,6,4,1,11,0,0,,0,,6,32,15,0,0,0,2,0,7,0,19,2022-2023
Bernardo Espinosa,2,co COL,CB,33-201,90,60,17,34,27,0,0,60,0,0,,0,,35,220,113,0,0,0,1,0,35,0,19,2022-2023
Arnau Martinez,4,es ESP,RB,19-278,90,67,3,24,35,8,1,67,2,2,100.0,0,0.0,33,218,91,1,1,0,0,1,37,1,19,2022-2023
Paulo Gazzaniga,13,ar ARG,GK,31-026,90,26,21,26,0,0,0,26,0,0,,0,,15,68,32,0,0,0,1,1,12,0,19,2022-2023
Ansu Fati,10,es ESP,FW,20-089,80,35,0,0,16,19,7,35,1,0,0.0,1,100.0,24,81,43,1,0,1,4,2,31,8,19,2022-2023
