player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Sergio Camello,34,es ESP,FW,22-063,82,17,23,73.9,216,26,11,16,68.8,5,5,100.0,0,0,,0,0.0,0.1,0,0,1,0,1,29,2022-2023
   Radamel Falcao,9,co COL,FW,37-063,8,3,6,50.0,24,0,2,3,66.7,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,29,2022-2023
Álvaro García,18,es ESP,LW,30-169,74,24,29,82.8,305,117,17,19,89.5,7,9,77.8,0,1,0.0,0,0.1,0.0,1,1,1,0,1,29,2022-2023
   Pep Chavarría,15,es ESP,LW,25-004,16,6,12,50.0,80,48,4,6,66.7,2,2,100.0,0,2,0.0,0,0.0,0.0,0,0,1,0,1,29,2022-2023
Isaac Palazón Camacho,7,es ESP,RW,28-108,90,31,41,75.6,529,203,13,17,76.5,14,14,100.0,3,7,42.9,0,0.3,0.4,2,8,1,1,6,29,2022-2023
Óscar Trejo,8,ar ARG,AM,34-353,69,33,34,97.1,421,120,22,22,100.0,7,8,87.5,2,2,100.0,0,0.0,0.1,0,5,0,0,4,29,2022-2023
   Pathé Ciss,21,sn SEN,AM,29-029,21,8,12,66.7,144,60,3,6,50.0,3,3,100.0,1,2,50.0,0,0.1,0.0,1,1,1,0,1,29,2022-2023
Óscar Valentín,23,es ESP,DM,28-237,90,27,33,81.8,433,166,17,18,94.4,7,8,87.5,3,6,50.0,0,0.1,0.0,2,2,0,0,3,29,2022-2023
Santi Comesaña,6,es ESP,DM,26-191,74,36,47,76.6,570,148,21,25,84.0,10,15,66.7,4,6,66.7,0,0.0,0.1,0,3,1,0,7,29,2022-2023
   Salvi,14,es ESP,DM,32-015,16,3,5,60.0,30,4,3,4,75.0,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,29,2022-2023
Fran Garcia,3,es ESP,LB,23-243,90,35,52,67.3,500,169,16,19,84.2,16,22,72.7,1,8,12.5,0,0.1,0.1,1,1,1,1,2,29,2022-2023
Catena,5,es ESP,CB,28-168,90,23,29,79.3,615,260,4,4,100.0,13,16,81.3,6,9,66.7,0,0.0,0.0,0,4,0,0,2,29,2022-2023
Abdul Mumin,16,gh GHA,CB,24-312,90,31,37,83.8,721,237,9,9,100.0,18,18,100.0,4,8,50.0,0,0.0,0.0,0,2,0,0,3,29,2022-2023
Iván Balliu,20,al ALB,RB,31-103,90,24,29,82.8,342,140,14,16,87.5,8,9,88.9,1,2,50.0,0,0.1,0.0,1,1,1,0,3,29,2022-2023
Stole Dimitrievski,1,mk MKD,GK,29-110,90,23,41,56.1,699,552,7,7,100.0,7,7,100.0,9,27,33.3,0,0.0,0.0,0,2,0,0,0,29,2022-2023
Kiké,18,es ESP,FW,33-140,90,18,27,66.7,230,5,11,12,91.7,5,10,50.0,1,2,50.0,0,0.0,0.0,0,2,0,0,0,29,2022-2023
Abdessamad Ezzalzouli,12,ma MAR,LW,21-118,74,18,20,90.0,255,98,13,13,100.0,4,4,100.0,1,3,33.3,0,0.1,0.1,1,1,1,0,3,29,2022-2023
   Ante Budimir,17,hr CRO,LW,31-266,16,2,5,40.0,26,0,2,3,66.7,0,2,0.0,0,0,,0,0.0,0.0,0,0,0,0,1,29,2022-2023
Kike Barja,11,es ESP,RW,26-013,83,28,35,80.0,400,92,18,20,90.0,8,10,80.0,2,3,66.7,0,0.2,0.2,2,3,0,0,2,29,2022-2023
   Juan Cruz Armada,3,es ESP,RW,30-260,7,1,1,100.0,27,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,29,2022-2023
Aimar Oroz,22,es ESP,LM,21-138,90,34,43,79.1,558,148,19,21,90.5,13,13,100.0,2,4,50.0,1,0.1,0.1,2,6,1,0,5,29,2022-2023
Jon Moncayola,7,es ESP,CM,24-336,90,56,70,80.0,1107,392,21,23,91.3,29,32,90.6,6,14,42.9,0,0.0,0.1,0,8,0,0,9,29,2022-2023
Pablo Ibáñez,19,es ESP,RM,24-206,56,13,20,65.0,227,78,5,8,62.5,7,9,77.8,1,2,50.0,0,0.0,0.0,0,1,0,0,4,29,2022-2023
