player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Sergio Camello,34,es ESP,FW,21-246,67,23,0,0,11,12,2,23,0,0,,0,,15,45,16,0,0,0,2,0,21,10,9,2022-2023
   Radamel Falcao,9,co COL,FW,36-246,23,8,0,0,3,5,0,8,0,0,,0,,3,17,3,0,0,0,0,0,8,3,9,2022-2023
Álvaro García,18,es ESP,LW,29-352,67,39,0,3,7,30,3,39,1,0,0.0,1,100.0,18,95,46,2,0,0,0,0,21,9,9,2022-2023
   Pep Chavarría,15,es ESP,LB,24-187,23,17,0,2,6,9,0,17,0,0,,0,,10,36,19,1,0,0,0,0,15,1,9,2022-2023
Isaac Palazón Camacho,7,es ESP,RW,27-291,84,55,0,5,23,27,2,55,1,1,100.0,0,0.0,30,168,53,2,1,1,2,0,38,9,9,2022-2023
   José Pozo,22,es ESP,AM,26-213,6,8,0,0,4,4,0,8,1,0,0.0,1,100.0,6,53,25,1,1,0,1,0,7,0,9,2022-2023
Óscar Trejo,8,ar ARG,AM,34-171,84,56,0,0,27,30,7,55,5,3,60.0,0,0.0,27,210,103,3,3,0,4,6,42,5,9,2022-2023
   Bebé,10,cv CPV,LW,32-094,6,12,0,1,2,9,0,12,3,1,33.3,2,66.7,9,49,14,0,1,0,2,0,8,4,9,2022-2023
Santi Comesaña,6,es ESP,DM,26-009,71,60,2,9,42,9,0,60,1,1,100.0,0,0.0,30,165,129,2,1,0,0,1,45,2,9,2022-2023
   Unai López,17,es ESP,DM,26-349,19,24,0,3,11,10,0,24,0,0,,0,,15,59,17,1,0,0,0,0,18,2,9,2022-2023
Óscar Valentín,23,es ESP,DM,28-055,90,63,1,13,40,10,2,63,0,0,,0,,26,87,39,1,1,0,0,0,28,0,9,2022-2023
Fran Garcia,3,es ESP,LB,23-061,90,105,0,14,49,44,0,105,2,0,0.0,1,50.0,61,698,545,21,14,0,2,0,81,10,9,2022-2023
Catena,5,es ESP,CB,27-351,90,87,1,45,42,0,0,87,0,0,,0,,40,141,20,0,1,0,0,0,64,0,9,2022-2023
Florian Lejeune,19,fr FRA,CB,31-147,90,86,4,28,56,2,0,86,0,0,,0,,44,161,74,0,0,0,0,0,66,0,9,2022-2023
Iván Balliu,20,al ALB,RB,30-286,90,86,4,13,51,22,2,86,1,0,0.0,0,0.0,33,162,111,2,3,0,0,0,50,3,9,2022-2023
Stole Dimitrievski,1,mk MKD,GK,28-293,90,21,16,20,1,0,0,21,0,0,,0,,9,43,30,0,0,0,0,0,7,0,9,2022-2023
Enes Ünal,10,tr TUR,FW,25-157,89,30,3,5,17,8,2,30,0,0,,0,,20,51,11,0,1,0,0,0,24,0,9,2022-2023
   Jaime Mata,7,es ESP,FW,33-355,1,3,0,1,0,2,0,3,0,0,,0,,1,1,1,0,0,0,0,0,2,0,9,2022-2023
Borja Mayoral,19,es ESP,FW,25-192,71,33,0,5,16,12,4,33,2,0,0.0,2,100.0,26,118,26,0,2,0,3,2,27,6,9,2022-2023
   Portu,9,es ESP,FW,30-146,19,2,0,0,1,1,0,2,0,0,,0,,2,7,0,0,0,0,0,0,1,0,9,2022-2023
Carles Aleñá,11,es ESP,CM,24-282,90,45,0,14,28,5,0,45,4,3,75.0,1,25.0,31,160,76,0,2,0,4,0,30,0,9,2022-2023
Luis Milla,5,es ESP,CM,28-007,90,40,1,17,23,0,0,40,0,0,,0,,24,101,43,1,0,0,1,0,21,0,9,2022-2023
Nemanja Maksimović,20,rs SRB,CM,27-261,58,33,2,10,19,5,1,33,0,0,,0,,21,78,35,1,1,0,1,0,22,1,9,2022-2023
   Iglesias,21,es ESP,LB,24-103,32,28,4,19,6,3,0,28,0,0,,0,,11,76,46,2,0,0,0,0,11,0,9,2022-2023
Fabrizio Angileri,3,ar ARG,LB,28-213,58,36,2,7,24,5,1,36,2,0,0.0,1,50.0,21,94,49,1,0,0,1,0,20,1,9,2022-2023
   Ángel Algobia,16,es ESP,CM,23-113,32,15,2,5,9,1,0,15,1,1,100.0,0,0.0,6,29,18,1,1,0,1,0,7,0,9,2022-2023
Domingos Duarte,6,pt POR,CB,27-218,90,35,8,20,15,0,0,35,0,0,,0,,13,37,5,0,0,0,0,0,13,0,9,2022-2023
Stefan Mitrović,23,rs SRB,CB,32-145,90,34,13,27,7,0,0,34,0,0,,0,,14,71,15,0,0,0,0,0,14,0,9,2022-2023
Djené,2,tg TOG,CB,30-287,90,51,8,29,24,0,0,51,1,1,100.0,0,0.0,36,218,125,0,0,0,0,2,25,0,9,2022-2023
Damián Suárez,22,uy URU,RB,34-170,90,48,2,23,19,6,1,48,0,0,,0,,18,49,24,0,0,0,0,0,17,4,9,2022-2023
David Soria,13,es ESP,GK,29-193,90,42,34,42,0,0,0,42,0,0,,0,,17,128,72,0,0,0,0,0,10,0,9,2022-2023
Rodrigo Riquelme,17,es ESP,"FW,CM",22-196,79,32,0,3,5,24,1,32,3,1,33.3,2,66.7,22,130,84,3,2,0,5,0,25,5,9,2022-2023
