player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Raúl García,22,es ESP,FW,36-207,75,0,0,0,2,2,1,1,0,1,0,0,0,4,2,1,66.7,20,2022-2023
   Dani García,14,es ESP,CM,32-255,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,20,2022-2023
Álex Berenguer,7,es ESP,LM,27-214,59,0,0,0,1,0,0,2,1,0,0,0,0,5,3,1,75.0,20,2022-2023
   Iñigo Lekue,15,es ESP,LB,29-275,31,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,20,2022-2023
Iker Muniain,10,es ESP,"CM,LM",30-046,83,0,0,0,1,1,0,1,0,0,0,0,0,2,1,1,50.0,20,2022-2023
   Jon Morcillo,2,es ESP,LM,24-141,7,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,,20,2022-2023
Oihan Sancet,8,es ESP,"CM,FW",22-284,83,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0.0,20,2022-2023
   Ander Capa,21,es ESP,RM,30-360,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,2022-2023
Nico Williams,11,es ESP,RM,20-206,83,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,,20,2022-2023
   Gorka Guruzeta,12,es ESP,FW,26-144,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0.0,20,2022-2023
Mikel Vesga,6,es ESP,"DM,CM",29-258,90,0,0,0,3,0,0,0,0,0,0,0,0,6,1,3,25.0,20,2022-2023
Yuri Berchiche,17,es ESP,LB,32-358,56,2,1,1,2,1,0,3,1,1,0,0,0,5,1,0,100.0,20,2022-2023
Yeray Álvarez,5,es ESP,CB,28-010,90,0,0,0,0,3,0,0,3,0,0,0,0,5,1,1,50.0,20,2022-2023
Daniel Vivian,3,es ESP,CB,23-203,90,0,0,0,0,1,0,0,1,2,0,0,0,3,4,4,50.0,20,2022-2023
Óscar de Marcos,18,es ESP,RB,33-295,90,0,0,0,1,1,0,3,2,0,0,0,0,3,0,0,,20,2022-2023
Unai Simón,1,es ESP,GK,25-237,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,20,2022-2023
Roger Martí,15,es ESP,FW,32-031,69,0,0,0,5,1,1,0,0,0,0,0,0,1,2,2,50.0,20,2022-2023
   Chris Ramos,16,es ESP,LM,26-016,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0.0,20,2022-2023
Brian Ocampo,14,uy URU,LM,23-223,69,0,0,0,0,2,0,3,0,0,0,0,0,10,0,0,,20,2022-2023
   Sergi Guardiola,19,es ESP,FW,31-250,21,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,20,2022-2023
Álex Fernández,8,es ESP,CM,30-111,90,0,0,0,0,1,0,1,1,0,0,0,0,4,0,1,0.0,20,2022-2023
Gonzalo Escalante,17,ar ARG,CM,29-313,90,0,0,0,1,1,0,1,3,0,0,0,0,3,3,1,75.0,20,2022-2023
Theo Bongonda,10,cd COD,RM,27-075,69,0,0,0,0,2,1,4,0,0,0,0,0,5,1,1,50.0,20,2022-2023
   Rubén Sobrino,7,es ESP,RM,30-247,21,0,0,0,1,0,0,3,1,1,0,0,0,2,0,0,,20,2022-2023
Fali,3,es ESP,DM,29-175,59,0,0,0,2,2,0,0,1,2,0,0,0,1,1,0,100.0,20,2022-2023
   Anthony Lozano,9,hn HON,"FW,DM",29-284,31,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0.0,20,2022-2023
Alfonso Espino,22,uy URU,LB,31-029,90,0,0,0,0,0,0,3,2,1,0,0,0,7,0,0,,20,2022-2023
Mamadou Mbaye,5,sn SEN,CB,24-220,90,0,0,0,0,0,1,0,0,2,0,0,0,5,6,2,75.0,20,2022-2023
Luis Hernández,23,es ESP,CB,33-295,90,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,100.0,20,2022-2023
Isaac Carcelen,20,es ESP,RB,29-286,90,0,0,0,0,2,0,3,1,1,0,0,0,7,1,4,20.0,20,2022-2023
Jeremías Ledesma,1,ar ARG,GK,29-355,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,20,2022-2023
Javi Puado,7,es ESP,FW,24-255,90,0,0,0,0,0,0,1,1,0,0,0,0,6,1,6,14.3,20,2022-2023
Martin Braithwaite,17,dk DEN,FW,31-244,75,0,0,0,0,3,0,1,0,0,0,0,0,2,4,6,40.0,20,2022-2023
   Edu Expósito,20,es ESP,FW,26-187,15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,20,2022-2023
Nico Ribaudo,21,es ESP,LM,21-299,59,0,0,0,1,1,0,1,0,1,0,0,0,2,0,2,0.0,20,2022-2023
   José Gragera,15,es ESP,CM,22-066,31,0,0,0,1,1,0,0,1,1,0,0,0,0,1,2,33.3,20,2022-2023
