player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Lucas Boyé,9,ar ARG,FW,26-253,65,13,11,2,0,0,0,0,0,0,0,0,0,9,0,0,14,2022-2023
   Roger Martí,18,es ESP,FW,31-309,25,7,6,1,0,0,0,1,0,0,0,0,0,6,0,0,14,2022-2023
Pere Milla,10,es ESP,"LW,LM,RW",30-046,90,29,27,2,1,0,0,4,1,0,0,0,0,20,0,0,14,2022-2023
Josan,17,es ESP,RW,32-340,56,8,8,0,0,0,0,1,0,0,0,0,0,4,0,0,14,2022-2023
   Gerard Gumbau,20,es ESP,"CM,DM",27-325,34,23,20,2,1,0,0,2,0,1,0,1,0,18,1,1,14,2022-2023
Álex Collado,15,es ESP,"AM,RM,LW",23-200,90,33,32,1,0,1,0,2,0,1,1,0,0,31,0,0,14,2022-2023
Raúl Guti,8,es ESP,DM,25-313,57,14,14,0,0,0,1,0,0,0,0,0,0,13,0,0,14,2022-2023
   Ezequiel Ponce,19,ar ARG,"FW,AM",25-224,33,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,14,2022-2023
Omar Mascarell,21,es ESP,"DM,CM",29-279,90,40,39,0,0,0,1,1,0,0,0,0,0,34,1,0,14,2022-2023
Carlos Clerc,23,es ESP,LB,30-260,80,42,31,11,1,0,0,2,10,0,0,0,0,25,0,3,14,2022-2023
   Nicolás Ezequiel Fernández,22,ar ARG,LB,22-301,10,9,8,1,0,0,0,0,1,0,0,0,0,7,0,0,14,2022-2023
Diego González,4,es ESP,CB,27-284,90,51,48,3,3,0,0,0,0,0,0,0,0,44,0,0,14,2022-2023
Enzo Roco,3,cl CHI,CB,30-084,80,39,39,0,0,1,0,0,0,0,0,0,0,32,0,0,14,2022-2023
   Pedro Bigas,6,es ESP,CB,32-054,10,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,14,2022-2023
Pol Lirola,24,es ESP,RB,25-087,90,48,40,8,0,0,0,5,8,0,0,0,0,28,0,1,14,2022-2023
Édgar Badía,13,es ESP,GK,30-269,90,29,14,15,6,0,0,0,0,0,0,0,0,21,0,0,14,2022-2023
Valentín Castellanos,9,ar ARG,FW,24-036,68,10,9,1,0,0,0,0,0,0,0,0,0,9,0,0,14,2022-2023
   Cristhian Stuani,7,uy URU,FW,36-027,22,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,14,2022-2023
Valery Fernández,11,es ESP,LM,22-350,89,17,17,0,0,0,0,0,0,0,0,0,0,16,0,0,14,2022-2023
   Bernardo Espinosa,2,co COL,RM,33-120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022-2023
Aleix García,14,es ESP,CM,25-133,89,84,67,14,9,0,1,9,1,4,1,2,0,65,3,5,14,2022-2023
   Ramón Terrats,8,es ESP,CM,22-021,1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,14,2022-2023
Yangel Herrera,21,ve VEN,CM,24-298,12,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,14,2022-2023
   Iván Martín,23,es ESP,CM,23-267,78,27,26,1,0,0,0,1,0,0,0,0,0,20,0,2,14,2022-2023
Toni Villa,12,es ESP,RM,27-305,68,25,25,0,0,0,0,1,0,0,0,0,0,19,0,1,14,2022-2023
   Rodrigo Riquelme,17,es ESP,RM,22-220,22,6,5,1,0,0,0,0,0,1,0,0,0,2,0,0,14,2022-2023
Oriol Romeu,18,es ESP,DM,31-045,90,48,46,2,2,0,0,0,0,0,0,0,0,42,0,0,14,2022-2023
Javi Hernández ,16,es ESP,LB,24-190,90,35,27,8,2,0,0,0,6,0,0,0,0,29,0,2,14,2022-2023
David López,5,es ESP,CB,33-030,90,64,62,2,2,0,1,0,0,0,0,0,0,60,0,0,14,2022-2023
Santiago Bueno,22,uy URU,CB,23-364,90,54,53,1,1,0,1,0,0,0,0,0,0,49,0,0,14,2022-2023
Arnau Martinez,4,es ESP,RB,19-197,90,62,46,16,0,0,0,2,16,0,0,0,0,49,0,2,14,2022-2023
Paulo Gazzaniga,13,ar ARG,GK,30-310,90,37,28,9,1,0,0,0,0,0,0,0,0,24,0,0,14,2022-2023
Gorka Guruzeta,12,es ESP,FW,26-057,66,19,18,1,0,0,0,0,0,0,0,0,0,17,0,0,14,2022-2023
   Iker Muniain,10,es ESP,LM,29-324,24,19,17,2,2,0,0,1,0,0,0,0,0,15,0,0,14,2022-2023
Nico Williams,11,es ESP,"LM,RM",20-119,82,29,20,8,0,0,0,8,0,8,4,2,0,13,1,4,14,2022-2023
   Jon Morcillo,2,es ESP,RM,24-054,8,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,14,2022-2023
Ander Herrera,23,es ESP,CM,33-086,66,31,30,0,0,2,0,0,0,0,0,0,0,27,1,0,14,2022-2023
   Unai Vencedor Paris,16,es ESP,CM,21-358,24,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,14,2022-2023
Oihan Sancet,8,es ESP,CM,22-197,77,30,28,2,0,1,0,1,0,2,0,1,0,25,0,1,14,2022-2023
   Raúl García,22,es ESP,CM,36-120,13,8,8,0,0,0,0,0,0,0,0,0,0,5,0,0,14,2022-2023
Iñaki Williams,9,gh GHA,"RM,FW",28-146,77,28,28,0,0,0,0,1,0,0,0,0,0,20,0,2,14,2022-2023
   Asier Villalibre,20,es ESP,FW,25-039,13,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,14,2022-2023
Mikel Vesga,6,es ESP,DM,29-171,90,36,36,0,0,1,0,0,0,0,0,0,0,28,0,1,14,2022-2023
Iñigo Lekue,15,es ESP,LB,29-188,90,39,32,7,0,0,0,1,7,0,0,0,0,27,0,1,14,2022-2023
Yeray Álvarez,5,es ESP,CB,27-288,90,30,28,2,2,0,1,0,0,0,0,0,0,22,0,0,14,2022-2023
Daniel Vivian,3,es ESP,CB,23-116,90,26,25,1,1,0,0,0,0,0,0,0,0,16,0,0,14,2022-2023
Óscar de Marcos,18,es ESP,RB,33-208,90,37,32,5,1,0,0,3,4,0,0,0,0,27,0,0,14,2022-2023
Unai Simón,1,es ESP,GK,25-150,90,28,14,13,0,0,0,0,0,0,0,0,0,19,1,0,14,2022-2023
Shon Weissman,9,il ISR,FW,26-267,45,11,9,2,0,0,0,0,0,0,0,0,0,8,0,0,14,2022-2023
   Álvaro Aguado,6,es ESP,LM,26-191,45,31,30,1,1,0,3,0,0,0,0,0,0,27,0,0,14,2022-2023
Sergi Guardiola,16,es ESP,FW,31-163,66,15,14,1,0,0,0,0,0,0,0,0,0,9,0,0,14,2022-2023
   Sergio León,7,es ESP,FW,33-306,24,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,14,2022-2023
Juanjo Narváez,20,co COL,"LM,LW",27-269,61,16,16,0,0,0,0,0,0,0,0,0,0,11,0,1,14,2022-2023
   Óscar Plano,10,es ESP,LW,31-270,29,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0,14,2022-2023
