player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Mikel Oyarzabal,10,es ESP,FW,25-316,80,30,29,1,1,0,0,4,0,0,0,0,0,20,0,1,24,2022-2023
   Mohamed Ali Cho,11,fr FRA,FW,19-043,10,5,5,0,0,0,0,2,0,0,0,0,0,3,0,1,24,2022-2023
Carlos Fernández,9,es ESP,FW,26-285,60,15,15,0,0,0,0,0,0,0,0,0,0,9,0,0,24,2022-2023
   Alexander Sørloth,19,no NOR,FW,27-088,30,8,8,0,0,0,0,0,0,0,0,0,0,3,0,1,24,2022-2023
Takefusa Kubo,14,jp JPN,LM,21-272,90,30,26,3,1,0,0,5,0,2,0,1,0,15,1,4,24,2022-2023
Mikel Merino,8,es ESP,CM,26-254,90,73,71,2,1,0,1,1,1,0,0,0,0,55,0,1,24,2022-2023
Brais Méndez,23,es ESP,RM,26-055,60,37,30,7,5,0,1,6,0,1,0,1,0,27,0,2,24,2022-2023
   David Silva,21,es ESP,RM,37-054,30,21,21,0,0,0,0,0,0,0,0,0,0,17,0,0,24,2022-2023
Martín Zubimendi,3,es ESP,DM,24-029,90,64,61,2,2,0,0,0,0,0,0,0,0,50,1,0,24,2022-2023
Diego Rico,15,es ESP,LB,30-008,90,59,48,11,0,0,0,5,11,0,0,0,0,47,0,4,24,2022-2023
Robin Le Normand,24,es ESP,CB,26-112,90,72,69,3,3,0,0,0,0,0,0,0,0,63,0,0,24,2022-2023
Igor Zubeldia,5,es ESP,CB,25-338,90,97,92,5,5,0,1,0,0,0,0,0,0,79,0,2,24,2022-2023
Andoni Gorosabel,18,es ESP,RB,26-211,80,81,69,12,0,0,0,4,12,0,0,0,0,68,0,2,24,2022-2023
   Alex Sola,2,es ESP,RB,23-267,10,9,4,5,0,0,0,0,5,0,0,0,0,9,0,0,24,2022-2023
Álex Remiro,1,es ESP,GK,27-344,90,38,30,8,3,0,0,0,0,0,0,0,0,29,0,0,24,2022-2023
Roger Martí,15,es ESP,FW,32-059,77,6,6,0,0,0,0,0,0,0,0,0,0,3,0,2,24,2022-2023
   Chris Ramos,16,es ESP,FW,26-044,13,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,24,2022-2023
Rubén Sobrino,7,es ESP,"LW,LM",30-275,90,26,25,1,0,0,1,0,1,0,0,0,0,15,0,0,24,2022-2023
Theo Bongonda,10,cd COD,RW,27-103,61,11,9,1,1,0,0,1,0,0,0,0,0,5,1,0,24,2022-2023
   Iván Alejo,11,es ESP,RM,28-021,29,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,24,2022-2023
Álex Fernández,8,es ESP,AM,30-139,61,18,14,4,3,0,0,2,0,0,0,0,0,11,0,1,24,2022-2023
   Rubén Alcaraz,4,es ESP,CM,31-306,29,16,13,3,3,0,0,2,0,0,0,0,0,12,0,0,24,2022-2023
Gonzalo Escalante,17,ar ARG,"DM,CM",29-341,90,22,21,0,0,0,0,0,0,0,0,0,0,13,1,0,24,2022-2023
Fede San Emeterio,24,es ESP,DM,25-352,61,10,10,0,0,0,0,0,0,0,0,0,0,7,0,0,24,2022-2023
