player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Valentín Castellanos,9,ar ARG,FW,24-087,78,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,15,2022-2023
   Cristhian Stuani,7,uy URU,FW,36-078,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,15,2022-2023
Rodrigo Riquelme,17,es ESP,LM,22-271,70,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,15,2022-2023
   Toni Villa,12,es ESP,LM,27-356,20,2,1,1,0,1,1,1,100.0,0,1,0,1,0,2,0,0,15,2022-2023
Aleix García,14,es ESP,CM,25-184,90,1,1,0,1,0,0,0,,0,1,1,0,5,6,0,0,15,2022-2023
Iván Martín,23,es ESP,CM,23-318,71,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0,15,2022-2023
   Samuel Sáiz,10,es ESP,CM,31-341,19,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,15,2022-2023
Yan Couto,20,br BRA,RM,20-209,70,2,1,0,2,0,1,2,50.0,1,1,1,0,0,2,0,0,15,2022-2023
   Valery Fernández,11,es ESP,RM,23-036,20,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,15,2022-2023
Oriol Romeu,18,es ESP,DM,31-096,90,3,3,1,2,0,1,1,100.0,0,1,0,1,2,5,0,0,15,2022-2023
Miguel Gutiérrez,3,es ESP,LB,21-155,90,1,1,1,0,0,1,1,100.0,0,2,1,1,1,2,0,1,15,2022-2023
David López,5,es ESP,CB,33-081,90,3,3,1,2,0,2,2,100.0,0,0,0,0,0,3,2,0,15,2022-2023
Santiago Bueno,22,uy URU,CB,24-050,90,1,1,0,1,0,0,0,,0,1,1,0,1,2,3,0,15,2022-2023
Arnau Martinez,4,es ESP,RB,19-248,90,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,2,0,15,2022-2023
Paulo Gazzaniga,13,ar ARG,GK,30-361,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,15,2022-2023
Sergio Camello,34,es ESP,FW,21-322,89,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,15,2022-2023
   Diego Méndez,29,es ESP,"CM,FW",19-122,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,15,2022-2023
Álvaro García,18,es ESP,"LW,LM",30-063,89,1,0,1,0,0,1,1,100.0,0,3,0,3,1,2,1,0,15,2022-2023
   Pep Chavarría,15,es ESP,LW,24-263,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,15,2022-2023
Isaac Palazón Camacho,7,es ESP,"RW,RM",28-002,90,3,3,0,3,0,3,3,100.0,0,0,0,0,0,3,0,0,15,2022-2023
Óscar Trejo,8,ar ARG,AM,34-247,61,1,0,0,1,0,0,0,,0,1,0,1,3,4,0,0,15,2022-2023
   Unai López,17,es ESP,"CM,AM",27-060,29,2,0,1,1,0,2,4,50.0,2,0,0,0,1,3,0,0,15,2022-2023
Pathé Ciss,21,sn SEN,"DM,CM",28-288,90,3,3,1,2,0,1,3,33.3,2,1,0,1,1,4,3,0,15,2022-2023
Santi Comesaña,6,es ESP,DM,26-085,78,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0,15,2022-2023
   Radamel Falcao,9,co COL,FW,36-322,12,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,15,2022-2023
Fran Garcia,3,es ESP,LB,23-137,90,4,2,2,2,0,3,4,75.0,1,0,0,0,1,5,1,0,15,2022-2023
Florian Lejeune,19,fr FRA,CB,31-223,90,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,11,0,15,2022-2023
Abdul Mumin,16,gh GHA,CB,24-206,90,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0,15,2022-2023
Iván Balliu,20,al ALB,RB,30-362,90,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0,15,2022-2023
Stole Dimitrievski,1,mk MKD,GK,29-004,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,15,2022-2023
Borja Iglesias,9,es ESP,FW,29-346,65,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,15,2022-2023
   Willian José,12,br BRA,FW,31-036,25,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,15,2022-2023
Sergio Canales,10,es ESP,LW,31-316,76,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,15,2022-2023
   Juanmi,7,es ESP,LW,29-223,14,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,15,2022-2023
Luiz Henrique,11,br BRA,RW,21-361,84,5,3,4,1,0,1,1,100.0,0,2,0,2,1,6,0,0,15,2022-2023
   Joaquín,17,es ESP,RW,41-161,6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,15,2022-2023
Nabil Fekir,8,fr FRA,"AM,DM",29-164,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,15,2022-2023
Andrés Guardado,18,mx MEX,DM,36-092,90,1,1,0,1,0,0,2,0.0,2,1,0,1,2,3,2,0,15,2022-2023
William Carvalho,14,pt POR,"DM,CB",30-266,90,1,1,1,0,0,0,0,,0,4,0,4,2,3,1,0,15,2022-2023
Álex Moreno,15,es ESP,LB,29-204,90,3,3,1,2,0,1,3,33.3,2,2,0,2,1,4,7,0,15,2022-2023
Felix Garreta,35,es ESP,CB,18-252,90,1,0,0,1,0,0,0,,0,1,1,0,1,2,4,0,15,2022-2023
Luiz Felipe,19,it ITA,CB,25-282,89,3,2,2,1,0,1,1,100.0,0,4,4,0,0,3,11,0,15,2022-2023
Youssouf Sabaly,23,sn SEN,RB,29-299,83,1,0,1,0,0,0,0,,0,3,2,1,0,1,0,0,15,2022-2023
   Aitor Ruibal,24,es ESP,RB,26-282,7,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,15,2022-2023
Rui Silva,13,pt POR,GK,28-325,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,15,2022-2023
Gorka Guruzeta,12,es ESP,FW,26-108,71,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,15,2022-2023
   Raúl García,22,es ESP,FW,36-171,19,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,15,2022-2023
Nico Williams,11,es ESP,LW,20-170,90,1,0,0,1,0,0,0,,0,3,0,3,1,2,0,0,15,2022-2023
Iñaki Williams,9,gh GHA,RW,28-197,71,1,1,1,0,0,1,3,33.3,2,2,0,2,0,1,0,0,15,2022-2023
   Álex Berenguer,7,es ESP,RW,27-178,19,2,2,0,2,0,1,2,50.0,1,1,0,1,0,2,0,0,15,2022-2023
Oihan Sancet,8,es ESP,AM,22-248,66,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,15,2022-2023
   Iker Muniain,10,es ESP,AM,30-010,24,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,15,2022-2023
