player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Valentín Castellanos,9,ar ARG,FW,23-341,89,0,0,0,1,1,2,0,0,0,0,0,0,2,1,4,20.0,5,2022-2023
   Javi Hernández ,16,es ESP,"CB,FW",24-130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,5,2022-2023
Reinier,19,br BRA,"AM,LW",20-233,73,0,0,0,0,2,1,0,0,1,0,0,0,4,0,2,0.0,5,2022-2023
   Toni Villa,12,es ESP,"LW,LM",27-245,17,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0.0,5,2022-2023
Rodrigo Riquelme,17,es ESP,AM,22-160,58,0,0,0,1,3,0,2,0,0,0,0,0,6,0,2,0.0,5,2022-2023
   Samuel Sáiz,10,es ESP,"AM,FW",31-230,32,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,,5,2022-2023
Aleix García,14,es ESP,"CM,DM",25-073,90,0,0,0,0,1,0,5,4,0,0,0,0,6,2,0,100.0,5,2022-2023
Oriol Romeu,18,es ESP,"CM,DM",30-350,90,0,0,0,2,0,0,0,1,2,0,0,0,2,3,0,100.0,5,2022-2023
Miguel Gutiérrez,3,es ESP,"WB,LB",21-044,90,0,0,0,1,1,0,1,0,2,0,0,0,8,0,2,0.0,5,2022-2023
Arnau Martinez,4,es ESP,"WB,RB",19-137,73,0,0,0,1,1,0,1,1,1,0,0,0,6,1,1,50.0,5,2022-2023
   Yan Couto,20,br BRA,RB,20-098,17,0,0,0,0,0,0,2,0,3,0,0,0,3,0,0,,5,2022-2023
Juanpe,15,es ESP,CB,31-132,90,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,100.0,5,2022-2023
Bernardo Espinosa,2,co COL,CB,33-060,58,0,0,0,2,1,0,0,1,0,0,0,0,5,3,1,75.0,5,2022-2023
   Manu Vallejo,25,es ESP,"RW,RM",25-207,32,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,,5,2022-2023
Santiago Bueno,22,uy URU,CB,23-304,90,0,0,0,3,2,0,0,1,0,0,0,0,2,3,1,75.0,5,2022-2023
Juan Carlos,1,es ESP,GK,34-232,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,5,2022-2023
Sergi Guardiola,16,es ESP,FW,31-103,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,5,2022-2023
   Shon Weissman,9,il ISR,FW,26-207,85,0,0,0,0,1,0,1,0,0,0,0,0,3,1,5,16.7,5,2022-2023
Anuar,23,ma MAR,LM,27-237,45,1,0,0,2,1,0,0,1,0,0,0,0,2,2,0,100.0,5,2022-2023
   Óscar Plano,10,es ESP,LM,31-210,45,0,0,0,0,0,0,1,2,1,0,0,0,2,0,1,0.0,5,2022-2023
Monchu,8,es ESP,CM,22-361,90,0,0,0,2,2,0,8,1,4,0,0,0,3,1,3,25.0,5,2022-2023
Kike Pérez,4,es ESP,CM,25-207,75,0,0,0,4,0,0,6,0,0,0,0,0,5,1,1,50.0,5,2022-2023
   Álvaro Aguado,6,es ESP,CM,26-131,15,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,,5,2022-2023
Gonzalo Plata,11,ec ECU,RM,21-312,75,0,0,0,0,1,0,2,0,0,0,0,0,2,1,3,25.0,5,2022-2023
   Kenedy,19,br BRA,RM,26-213,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,2022-2023
Roque Mesa,17,es ESP,DM,33-094,90,1,0,0,2,2,0,1,0,0,0,0,0,9,0,0,,5,2022-2023
Lucas Olaza,12,uy URU,LB,28-050,90,0,0,0,0,2,0,4,4,0,0,0,0,4,2,2,50.0,5,2022-2023
Javi Sánchez,5,es ESP,CB,25-179,90,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,,5,2022-2023
Joaquín Fernández,24,es ESP,CB,26-101,90,0,0,0,0,1,0,0,1,0,0,0,0,2,5,2,71.4,5,2022-2023
Luis Pérez,2,es ESP,RB,27-217,27,0,0,0,2,0,0,2,1,2,0,0,0,1,0,0,,5,2022-2023
   Iván Fresneda,27,es ESP,RB,17-346,63,0,0,0,1,0,0,1,4,2,0,0,0,5,1,0,100.0,5,2022-2023
Sergio Asenjo,25,es ESP,GK,33-073,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,5,2022-2023
Sergio Camello,34,es ESP,FW,21-212,68,0,0,0,0,0,0,0,0,1,0,0,0,6,0,4,0.0,5,2022-2023
   Pathé Ciss,21,sn SEN,FW,28-178,22,0,0,0,1,2,0,0,0,0,0,0,0,2,0,1,0.0,5,2022-2023
Álvaro García,18,es ESP,LW,29-318,90,0,0,0,5,2,0,5,0,1,0,0,0,11,0,0,,5,2022-2023
Isaac Palazón Camacho,7,es ESP,RW,27-257,75,1,0,0,0,0,0,8,1,0,0,0,0,2,1,3,25.0,5,2022-2023
   Randy Ntekja,11,fr FRA,RW,24-278,15,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,33.3,5,2022-2023
Óscar Trejo,8,ar ARG,AM,34-137,75,1,0,0,2,3,0,3,0,1,0,0,0,1,2,4,33.3,5,2022-2023
   Unai López,17,es ESP,AM,26-315,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,2022-2023
Óscar Valentín,23,es ESP,DM,28-021,86,0,0,0,4,1,0,0,2,2,0,0,0,4,1,1,50.0,5,2022-2023
   José Pozo,22,es ESP,DM,26-179,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,2022-2023
Santi Comesaña,6,es ESP,DM,25-340,68,1,0,0,3,0,0,0,2,1,0,0,0,1,0,1,0.0,5,2022-2023
