player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Valentín Castellanos,9,ar ARG,FW,24-204,71,11,1,2,2,7,5,11,1,0,0.0,1,100.0,8,48,19,1,0,1,1,0,8,1,31,2022-2023
   Cristhian Stuani,7,uy URU,FW,36-195,19,9,0,2,5,2,0,9,0,0,,0,,2,7,0,0,0,0,0,0,1,0,31,2022-2023
Rodrigo Riquelme,17,es ESP,LM,23-023,88,25,0,5,10,11,2,25,1,1,100.0,0,0.0,16,174,98,3,0,1,1,3,20,6,31,2022-2023
   Reinier,19,br BRA,LM,21-096,2,5,1,2,1,2,0,5,0,0,,0,,2,3,3,0,1,0,0,0,2,0,31,2022-2023
Iván Martín,23,es ESP,CM,24-070,89,34,1,9,13,12,2,34,1,1,100.0,0,0.0,24,114,26,0,1,0,1,3,23,2,31,2022-2023
   Ricard Artero,36,es ESP,CM,20-079,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,31,2022-2023
Viktor Tsyhankov,8,ua UKR,CM,25-161,71,30,2,4,9,18,3,30,1,1,100.0,0,0.0,20,142,115,4,2,2,2,0,21,3,31,2022-2023
   Valery Fernández,11,es ESP,CM,23-153,19,13,1,4,1,8,1,13,0,0,,0,,5,10,3,0,0,0,0,0,8,0,31,2022-2023
Yan Couto,20,br BRA,RM,20-326,90,49,3,16,20,15,1,49,5,2,40.0,3,60.0,37,362,237,5,1,2,3,3,32,5,31,2022-2023
Oriol Romeu,18,es ESP,DM,31-213,90,47,7,27,18,3,0,47,1,1,100.0,0,0.0,22,100,47,0,0,0,0,0,22,0,31,2022-2023
Miguel Gutiérrez,3,es ESP,LB,21-272,88,47,4,17,17,13,1,47,2,1,50.0,1,50.0,26,143,95,5,1,0,0,0,27,0,31,2022-2023
