player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Sergio Herrera,es ESP,29-068,90,3,1,2,66.7,1.1,9,19,47.4,28,6,60.7,43.9,4,50.0,44.5,13,0,0.0,2,16.7,1,2022-2023
Yassine Bounou,ma MAR,31-129,90,5,2,3,80.0,1.9,4,11,36.4,38,4,23.7,31.9,5,40.0,37.8,19,1,5.3,0,7.5,1,2022-2023
Agustín Marchesín,ar ARG,34-150,90,2,2,0,50.0,1.2,5,16,31.3,28,4,39.3,36.5,11,45.5,37.1,11,1,9.1,0,13.5,1,2022-2023
Benjamin Lecomte,fr FRA,31-109,90,3,2,1,33.3,1.0,10,19,52.6,20,2,75.0,46.6,5,80.0,55.2,10,0,0.0,2,16.8,1,2022-2023
Sergio Asenjo,es ESP,33-046,90,4,3,1,25.0,1.9,6,14,42.9,24,2,37.5,33.3,10,50.0,34.7,7,0,0.0,4,21.4,1,2022-2023
Gerónimo Rulli,ar ARG,30-085,90,6,0,6,100.0,0.6,5,13,38.5,29,5,24.1,32.4,12,50.0,51.2,16,0,0.0,2,25.5,1,2022-2023
Marc-André ter Stegen,de GER,30-105,90,2,0,2,100.0,0.4,6,8,75.0,53,5,13.2,24.2,6,16.7,27.2,7,0,0.0,0,17.0,1,2022-2023
Stole Dimitrievski,mk MKD,28-231,90,5,0,5,100.0,1.6,6,30,20.0,26,3,76.9,50.0,13,76.9,62.8,19,0,0.0,2,14.0,1,2022-2023
Jeremías Ledesma,ar ARG,29-182,90,7,1,6,85.7,2.2,3,11,27.3,16,3,56.3,43.0,4,50.0,48.5,13,2,15.4,1,8.6,1,2022-2023
Álex Remiro,es ESP,27-143,90,1,0,1,100.0,0.1,8,15,53.3,26,3,26.9,30.1,10,80.0,56.4,17,1,5.9,0,5.0,1,2022-2023
Giorgi Mamardashvili,ge GEO,21-319,90,1,0,1,100.0,0.3,5,13,38.5,22,0,36.4,32.3,5,100.0,67.4,16,0,0.0,1,26.0,1,2022-2023
Juan Carlos,es ESP,34-206,90,2,1,1,100.0,1.2,2,5,40.0,34,9,11.8,27.9,6,16.7,27.8,7,1,14.3,2,17.5,1,2022-2023
Fernando,es ESP,32-065,90,15,2,13,86.7,2.9,6,16,37.5,23,7,43.5,37.0,8,75.0,56.0,21,0,0.0,2,24.0,1,2022-2023
Thibaut Courtois,be BEL,30-095,90,6,1,5,83.3,0.7,3,7,42.9,30,12,16.7,28.5,5,40.0,39.2,3,2,66.7,3,20.5,1,2022-2023
Unai Simón,es ESP,25-065,90,2,0,2,100.0,0.4,0,4,0.0,12,7,8.3,26.4,4,75.0,50.3,8,0,0.0,2,23.0,1,2022-2023
Predrag Rajković,rs SRB,26-288,90,6,0,6,100.0,2.0,17,33,51.5,26,5,69.2,49.2,17,88.2,60.7,29,3,10.3,3,15.1,1,2022-2023
David Soria,es ESP,29-133,90,5,3,2,40.0,2.2,12,20,60.0,24,4,75.0,49.1,2,100.0,55.0,17,1,5.9,1,13.4,1,2022-2023
Jan Oblak,si SVN,29-220,90,0,0,0,,0.0,2,13,15.4,20,3,45.0,35.7,16,25.0,31.2,20,1,5.0,1,15.5,1,2022-2023
Rui Silva,pt POR,28-189,90,1,0,1,100.0,0.2,2,5,40.0,26,2,19.2,24.0,1,0.0,13.0,7,0,0.0,1,9.5,1,2022-2023
Édgar Badía,es ESP,30-184,90,8,3,5,62.5,4.0,6,14,42.9,23,3,47.8,35.9,4,75.0,51.5,12,1,8.3,0,8.7,1,2022-2023
