player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Valentín Castellanos,9,ar ARG,FW,24-137,75,18,16,2,0,1,0,0,0,0,0,0,0,7,0,0,22,2022-2023
   Cristhian Stuani,7,uy URU,FW,36-128,15,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,22,2022-2023
Borja García,24,es ESP,FW,32-107,82,29,29,0,0,0,0,0,0,0,0,0,0,20,0,2,22,2022-2023
   Ricard Artero,36,es ESP,FW,20-012,8,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0,22,2022-2023
Rodrigo Riquelme,17,es ESP,LM,22-321,75,32,32,0,0,0,0,4,0,0,0,0,0,24,0,4,22,2022-2023
   Iván Martín,23,es ESP,"RM,LM",24-003,15,13,13,0,0,0,0,0,0,0,0,0,0,11,0,0,22,2022-2023
Aleix García,14,es ESP,CM,25-234,90,73,68,3,2,0,3,6,0,1,1,0,0,60,2,0,22,2022-2023
Oriol Romeu,18,es ESP,CM,31-146,90,51,50,1,1,0,0,1,0,0,0,0,0,41,0,1,22,2022-2023
Viktor Tsyhankov,8,ua UKR,RM,25-094,64,23,23,0,0,0,0,1,0,0,0,0,0,15,0,2,22,2022-2023
   Toni Villa,12,es ESP,"LM,RM",28-041,26,12,12,0,0,0,0,1,0,0,0,0,0,9,0,1,22,2022-2023
Javi Hernández ,16,es ESP,LB,24-291,82,58,50,8,0,0,0,1,8,0,0,0,0,48,0,1,22,2022-2023
   Alexander Callens,25,pe PER,LB,30-289,8,15,12,3,0,0,0,0,3,0,0,0,0,12,0,0,22,2022-2023
Juanpe,15,es ESP,CB,31-293,90,59,57,2,1,0,0,0,0,0,0,0,0,47,0,0,22,2022-2023
Santiago Bueno,22,uy URU,CB,24-100,90,35,33,2,1,0,0,0,1,0,0,0,0,27,0,0,22,2022-2023
Arnau Martinez,4,es ESP,RB,19-298,90,42,33,9,1,0,0,2,8,0,0,0,0,37,0,0,22,2022-2023
Paulo Gazzaniga,13,ar ARG,GK,31-046,90,38,26,12,2,0,0,0,0,0,0,0,0,29,0,0,22,2022-2023
Luis Javier Suárez,16,co COL,FW,25-077,90,30,22,8,0,0,1,2,2,0,0,0,0,22,0,0,22,2022-2023
Adri Embarba,10,es ESP,LW,30-286,45,14,12,2,0,0,0,3,0,2,1,0,0,5,0,0,22,2022-2023
   El Bilal Touré,9,ml MLI,FW,21-137,45,7,7,0,0,0,0,0,0,0,0,0,0,5,0,1,22,2022-2023
Léo Baptistão,12,br BRA,RW,30-175,45,10,10,0,0,0,0,0,0,0,0,0,0,6,0,1,22,2022-2023
   Arnau Puigmal,18,es ESP,RM,22-038,45,15,14,1,0,0,0,4,1,0,0,0,0,10,0,2,22,2022-2023
Samu Costa,23,pt POR,LM,22-082,45,26,24,2,2,0,0,0,0,0,0,0,0,19,0,0,22,2022-2023
   Juan Brandáriz,21,es ESP,RB,23-352,45,23,18,5,0,0,0,1,5,0,0,0,0,19,0,0,22,2022-2023
César de la Hoz,6,es ESP,CM,30-324,90,50,49,1,1,0,0,0,0,0,0,0,0,43,0,1,22,2022-2023
Lucas Robertone,5,ar ARG,"CM,RM",25-336,90,59,45,14,7,1,0,11,1,5,3,2,0,48,0,0,22,2022-2023
Sergio Akieme,15,es ESP,LB,25-063,79,40,35,5,0,0,0,4,5,0,0,0,0,34,0,0,22,2022-2023
   Álex Centelles,20,es ESP,LB,25-101,11,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,22,2022-2023
Srđan Babić,22,rs SRB,CB,26-301,90,58,56,2,2,0,0,0,0,0,0,0,0,53,0,1,22,2022-2023
Rodrigo Ely,19,br BRA,CB,29-106,90,65,65,0,0,0,0,0,0,0,0,0,0,47,0,0,22,2022-2023
Houboulang Mendes,24,gw GNB,RB,24-289,45,20,12,8,0,0,0,2,8,0,0,0,0,14,0,1,22,2022-2023
