player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Yassine Bounou,ma MAR,31-196,90,5,1,3,80.0,2.5,5,11,45.5,46,3,21.7,29.5,6,16.7,28.5,13,0,0.0,3,23.3,10,2022-2023
Giorgi Mamardashvili,ge GEO,22-019,90,5,1,4,80.0,1.3,2,9,22.2,14,4,42.9,34.5,7,42.9,38.1,26,2,7.7,2,14.8,10,2022-2023
David Soria,es ESP,29-197,90,4,2,2,50.0,1.2,8,22,36.4,17,3,64.7,48.0,12,91.7,62.0,18,0,0.0,1,15.3,10,2022-2023
Unai Simón,es ESP,25-129,90,4,2,2,50.0,1.0,0,5,0.0,26,7,7.7,23.2,8,37.5,38.5,24,1,4.2,2,18.6,10,2022-2023
Ivo Grbić,hr CRO,26-273,90,4,1,3,100.0,2.0,5,21,23.8,30,2,46.7,36.8,8,87.5,65.1,17,2,11.8,0,6.7,10,2022-2023
Stole Dimitrievski,mk MKD,28-297,90,4,1,3,75.0,1.5,3,4,75.0,14,6,14.3,27.4,8,25.0,32.6,12,1,8.3,0,5.0,10,2022-2023
Jeremías Ledesma,ar ARG,29-248,90,3,0,3,100.0,0.8,7,25,28.0,29,4,58.6,43.0,8,100.0,65.6,20,1,5.0,0,8.3,10,2022-2023
Claudio Bravo,cl CHI,39-189,90,3,0,3,100.0,0.4,6,20,30.0,26,3,50.0,38.3,8,87.5,58.1,8,0,0.0,2,18.8,10,2022-2023
Jordi Masip,es ESP,33-289,90,5,1,3,80.0,1.7,13,24,54.2,20,3,65.0,45.4,12,91.7,54.4,22,1,4.5,0,8.3,10,2022-2023
Agustín Marchesín,ar ARG,34-217,90,7,4,2,42.9,2.5,3,9,33.3,24,4,29.2,31.3,5,40.0,41.6,14,0,0.0,1,31.0,10,2022-2023
Álex Remiro,es ESP,27-209,90,3,0,3,100.0,0.1,4,13,30.8,22,3,40.9,39.0,5,80.0,55.6,14,1,7.1,0,11.0,10,2022-2023
Predrag Rajković,rs SRB,26-353,90,7,1,6,85.7,2.3,5,27,18.5,40,4,55.0,41.0,9,55.6,39.2,10,0,0.0,1,10.8,10,2022-2023
Édgar Badía,es ESP,30-249,90,6,3,3,50.0,2.1,4,6,66.7,27,6,14.8,27.4,3,66.7,45.3,5,0,0.0,0,7.7,10,2022-2023
Andriy Lunin,ua UKR,23-250,90,3,0,3,100.0,1.0,0,0,,28,4,0.0,19.5,5,0.0,17.0,13,0,0.0,0,10.5,10,2022-2023
Fernando,es ESP,32-132,90,5,2,2,80.0,2.2,4,22,18.2,24,5,62.5,51.9,7,100.0,61.3,23,1,4.3,1,15.3,10,2022-2023
Juan Carlos,es ESP,34-273,90,7,3,4,57.1,2.7,0,1,0.0,20,4,5.0,24.3,7,0.0,25.6,9,0,0.0,1,21.0,10,2022-2023
Aitor Fernández,es ESP,31-170,90,3,0,3,100.0,1.2,14,19,73.7,36,5,50.0,40.3,1,100.0,66.0,8,1,12.5,2,19.0,10,2022-2023
Benjamin Lecomte,fr FRA,31-177,90,5,1,4,80.0,0.8,7,24,29.2,21,1,81.0,50.8,8,87.5,59.6,20,0,0.0,0,10.0,10,2022-2023
Marc-André ter Stegen,de GER,30-173,90,1,0,1,100.0,0.0,1,1,100.0,16,1,0.0,23.4,5,20.0,27.4,2,0,0.0,0,13.0,10,2022-2023
Gerónimo Rulli,ar ARG,30-153,90,5,3,2,40.0,2.1,5,11,45.5,31,6,32.3,33.5,5,20.0,28.8,14,0,0.0,0,11.7,10,2022-2023
