player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Valentín Castellanos,9,ar ARG,FW,24-204,71,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,31,2022-2023
   Cristhian Stuani,7,uy URU,FW,36-195,19,3,2,1,0,0,0,0,0,0,0,0,0,2,0,0,31,2022-2023
Rodrigo Riquelme,17,es ESP,LM,23-023,88,19,17,2,0,0,0,2,0,2,1,0,0,14,0,2,31,2022-2023
   Reinier,19,br BRA,LM,21-096,2,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,31,2022-2023
Iván Martín,23,es ESP,CM,24-070,89,28,27,1,0,0,0,1,0,0,0,0,0,24,0,1,31,2022-2023
   Ricard Artero,36,es ESP,CM,20-079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2022-2023
Viktor Tsyhankov,8,ua UKR,CM,25-161,71,22,20,2,0,0,0,0,0,1,0,0,0,16,0,0,31,2022-2023
   Valery Fernández,11,es ESP,CM,23-153,19,11,10,1,0,0,0,0,1,0,0,0,0,11,0,0,31,2022-2023
Yan Couto,20,br BRA,RM,20-326,90,32,32,0,0,0,0,3,0,0,0,0,0,23,0,1,31,2022-2023
Oriol Romeu,18,es ESP,DM,31-213,90,31,31,0,0,0,0,0,0,0,0,0,0,29,0,0,31,2022-2023
Miguel Gutiérrez,3,es ESP,LB,21-272,88,40,33,7,0,0,1,4,7,0,0,0,0,25,0,0,31,2022-2023
   Javi Hernández ,16,es ESP,LB,24-358,2,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,31,2022-2023
Juanpe,15,es ESP,CB,31-360,90,28,26,2,2,0,1,0,0,0,0,0,0,24,0,0,31,2022-2023
Santiago Bueno,22,uy URU,CB,24-167,90,23,22,0,0,0,0,0,0,0,0,0,0,17,1,0,31,2022-2023
Arnau Martinez,4,es ESP,RB,20-000,90,36,22,14,1,0,0,2,13,0,0,0,0,29,0,3,31,2022-2023
Paulo Gazzaniga,13,ar ARG,GK,31-113,90,32,17,14,3,0,0,0,0,0,0,0,0,22,1,0,31,2022-2023
Rodrygo,21,br BRA,FW,22-106,78,32,29,3,0,0,0,0,1,0,0,0,0,30,0,2,31,2022-2023
   Mariano,24,do DOM,FW,29-267,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2022-2023
Vinicius Júnior,20,br BRA,LW,22-287,90,43,39,4,0,0,0,3,4,0,0,0,0,31,0,7,31,2022-2023
Marco Asensio,11,es ESP,RW,27-094,90,63,59,4,1,0,1,5,0,3,1,0,0,47,0,4,31,2022-2023
Luka Modrić,10,hr CRO,LM,37-228,62,72,67,5,1,0,2,0,0,1,0,0,0,64,0,1,31,2022-2023
   Aurélien Tchouaméni,18,fr FRA,LM,23-088,28,30,30,0,0,0,0,1,0,0,0,0,0,26,0,0,31,2022-2023
Toni Kroos,8,de GER,CM,33-111,90,116,108,8,2,0,2,6,2,4,3,0,0,109,0,0,31,2022-2023
Federico Valverde,15,uy URU,RM,24-277,90,86,85,1,0,0,2,1,1,0,0,0,0,81,0,0,31,2022-2023
Nacho,6,es ESP,LB,33-097,51,45,38,7,0,0,0,1,7,0,0,0,0,38,0,1,31,2022-2023
   Eduardo Camavinga,12,fr FRA,LB,20-166,39,32,29,3,1,0,0,0,2,0,0,0,0,31,0,1,31,2022-2023
Antonio Rüdiger,22,de GER,CB,30-053,90,55,55,0,0,0,1,0,0,0,0,0,0,52,0,0,31,2022-2023
Éder Militão,3,br BRA,CB,25-097,90,71,67,4,3,0,2,2,1,0,0,0,0,66,0,1,31,2022-2023
Dani Carvajal,2,es ESP,RB,31-104,78,65,62,3,0,0,0,2,3,0,0,0,0,59,0,1,31,2022-2023
