player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Fernando,es ESP,32-326,90,1,1,0,0.0,0.2,14,24,58.3,28,5,53.6,40.6,13,69.2,49.0,31,0,0.0,0,12.5,33,2022-2023
Axel Werner,ar ARG,27-063,90,4,2,2,50.0,1.0,3,12,25.0,27,3,40.7,40.2,7,14.3,37.1,11,0,0.0,1,18.0,33,2022-2023
Marc-André ter Stegen,de GER,31-002,90,2,0,2,100.0,0.3,4,4,100.0,23,5,8.7,21.9,5,40.0,37.8,3,1,33.3,2,27.3,33,2022-2023
Aitor Fernández,es ESP,31-364,90,4,1,3,75.0,1.0,20,40,50.0,27,1,77.8,54.2,20,95.0,72.5,31,1,3.2,5,21.0,33,2022-2023
Álex Remiro,es ESP,28-039,90,4,0,4,100.0,0.7,6,13,46.2,28,1,42.9,36.0,1,100.0,62.0,7,1,14.3,0,6.5,33,2022-2023
Thibaut Courtois,be BEL,30-356,90,4,2,2,50.0,1.8,5,12,41.7,47,4,25.5,29.5,1,0.0,18.0,8,1,12.5,0,11.8,33,2022-2023
Giorgi Mamardashvili,ge GEO,22-216,90,4,1,3,75.0,0.6,5,21,23.8,18,6,61.1,46.1,10,100.0,67.7,9,3,33.3,0,8.3,33,2022-2023
Pepe Reina,es ESP,40-245,90,1,1,0,0.0,0.2,4,7,57.1,42,6,14.3,25.3,7,14.3,24.9,15,0,0.0,1,13.5,33,2022-2023
David Soria,es ESP,30-029,90,1,0,1,100.0,0.1,10,26,38.5,17,0,88.2,60.8,11,100.0,67.0,15,2,13.3,0,8.3,33,2022-2023
Iván Villar,es ESP,25-298,90,4,1,3,100.0,2.0,2,11,18.2,40,8,25.0,30.2,7,14.3,24.4,9,0,0.0,4,24.1,33,2022-2023
Ivo Grbić,hr CRO,27-105,90,1,1,0,0.0,0.4,0,6,0.0,22,9,27.3,28.3,9,0.0,18.2,10,2,20.0,0,4.5,33,2022-2023
Jeremías Ledesma,ar ARG,30-079,90,8,5,3,50.0,3.4,5,12,41.7,28,4,28.6,34.4,8,50.0,45.6,14,3,21.4,0,4.7,33,2022-2023
Paulo Gazzaniga,ar ARG,31-122,90,2,1,1,100.0,1.0,2,11,18.2,21,4,28.6,30.4,7,71.4,60.3,17,2,11.8,0,4.5,33,2022-2023
Predrag Rajković,rs SRB,27-185,90,6,2,4,66.7,1.5,15,31,48.4,21,3,76.2,47.2,15,100.0,66.9,20,1,5.0,0,3.5,33,2022-2023
Marko Dmitrović,rs SRB,31-100,90,3,2,2,33.3,0.7,4,13,30.8,20,5,40.0,35.7,7,71.4,59.9,9,0,0.0,1,18.0,33,2022-2023
Fernando Pacheco,es ESP,30-351,90,6,3,3,66.7,2.8,5,13,38.5,24,7,37.5,34.0,5,80.0,52.6,35,3,8.6,0,6.0,33,2022-2023
Stole Dimitrievski,mk MKD,29-130,90,4,1,3,75.0,0.9,7,23,30.4,24,6,75.0,48.8,5,100.0,70.8,11,0,0.0,0,5.0,33,2022-2023
Jordi Masip,es ESP,34-121,90,6,2,4,66.7,2.3,6,18,33.3,28,2,50.0,39.8,7,57.1,49.4,12,0,0.0,0,,33,2022-2023
Unai Simón,es ESP,25-327,90,2,1,1,50.0,0.4,9,21,42.9,34,6,44.1,35.8,9,66.7,57.3,4,0,0.0,1,19.5,33,2022-2023
Claudio Bravo,cl CHI,40-021,90,6,0,6,100.0,1.5,12,30,40.0,24,4,79.2,50.0,12,91.7,63.9,34,0,0.0,0,4.0,33,2022-2023
