player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Jeremías Ledesma,ar ARG,29-362,90,1,0,1,100.0,0.1,6,22,27.3,20,2,70.0,47.7,8,100.0,67.8,11,2,18.2,1,11.7,21,2022-2023
Paulo Gazzaniga,ar ARG,31-039,90,3,2,1,33.3,0.7,5,12,41.7,31,5,16.1,24.4,11,63.6,45.8,12,0,0.0,1,24.0,21,2022-2023
Fernando,es ESP,32-246,90,7,3,4,57.1,3.3,8,13,61.5,32,4,34.4,34.0,3,66.7,40.7,4,0,0.0,1,26.0,21,2022-2023
Rui Silva,pt POR,29-004,90,9,2,7,77.8,2.8,8,19,42.1,27,5,37.0,36.4,14,64.3,46.7,18,2,11.1,1,12.2,21,2022-2023
Yassine Bounou,ma MAR,31-312,90,0,0,0,,0.0,5,18,27.8,34,1,38.2,31.4,8,62.5,47.0,12,1,8.3,0,10.5,21,2022-2023
Predrag Rajković,rs SRB,27-103,90,5,2,3,60.0,1.6,7,17,41.2,24,5,54.2,41.8,6,66.7,44.3,23,0,0.0,2,17.0,21,2022-2023
Giorgi Mamardashvili,ge GEO,22-135,90,3,2,1,33.3,1.0,9,19,47.4,23,4,60.9,42.6,5,100.0,67.4,11,0,0.0,0,12.0,21,2022-2023
Unai Simón,es ESP,25-245,90,8,1,7,87.5,2.3,2,14,14.3,14,2,50.0,40.5,11,63.6,52.5,21,1,4.8,1,17.0,21,2022-2023
David Soria,es ESP,29-314,90,4,1,3,75.0,1.3,11,22,50.0,22,2,63.6,43.6,8,100.0,60.0,17,0,0.0,2,34.0,21,2022-2023
Stole Dimitrievski,mk MKD,29-049,90,3,1,2,66.7,0.8,3,14,21.4,20,8,45.0,41.9,7,71.4,45.1,17,3,17.6,1,10.3,21,2022-2023
Iván Villar,es ESP,25-218,90,2,1,1,50.0,1.0,3,12,25.0,23,3,43.5,37.9,6,33.3,30.8,12,1,8.3,2,15.5,21,2022-2023
Jan Oblak,si SVN,30-036,90,3,0,3,100.0,1.0,6,16,37.5,23,4,39.1,33.6,11,63.6,42.7,11,1,9.1,0,3.5,21,2022-2023
Jordi Masip,es ESP,34-040,90,4,0,4,100.0,0.9,3,12,25.0,29,6,27.6,33.8,12,33.3,37.3,22,1,4.5,0,13.2,21,2022-2023
Aitor Fernández,es ESP,31-285,90,4,0,4,100.0,0.4,7,18,38.9,23,3,56.5,43.3,7,71.4,55.9,21,0,0.0,0,4.0,21,2022-2023
Pepe Reina,es ESP,40-165,90,4,1,3,75.0,1.3,3,10,30.0,32,5,31.3,34.7,5,0.0,16.6,8,0,0.0,2,23.0,21,2022-2023
Marc-André ter Stegen,de GER,30-288,90,2,0,2,100.0,0.7,5,17,29.4,31,7,38.7,36.7,10,50.0,43.4,16,0,0.0,1,19.0,21,2022-2023
Álvaro Fernández,es ESP,24-306,90,4,3,2,25.0,1.0,6,20,30.0,33,8,48.5,37.9,9,44.4,41.8,11,2,18.2,1,11.3,21,2022-2023
Álex Remiro,es ESP,27-326,90,6,2,4,66.7,1.8,4,9,44.4,28,6,17.9,27.3,10,40.0,39.6,11,1,9.1,0,7.0,21,2022-2023
Andriy Lunin,ua UKR,24-004,90,0,0,0,,0.0,0,1,0.0,30,1,0.0,19.7,4,25.0,24.8,5,0,0.0,2,22.5,21,2022-2023
Édgar Badía,es ESP,31-003,90,13,4,9,84.6,4.8,3,14,21.4,24,8,45.8,37.3,9,33.3,33.0,10,0,0.0,0,,21,2022-2023
