player,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,Matchweek,Season
Sergio Asenjo,es ESP,33-080,90,1,1,0,0.0,0.4,6,12,50.0,30,5,26.7,29.6,7,57.1,48.1,11,1,9.1,3,16.4,6,2022-2023
Jeremías Ledesma,ar ARG,29-215,90,6,0,6,100.0,0.6,6,18,33.3,26,6,46.2,39.8,10,60.0,47.3,29,2,6.9,0,5.0,6,2022-2023
Predrag Rajković,rs SRB,26-321,90,2,0,2,100.0,0.2,8,15,53.3,21,3,42.9,41.0,12,50.0,34.0,11,0,0.0,0,18.0,6,2022-2023
Fernando,es ESP,32-099,90,2,1,1,50.0,0.6,1,2,50.0,20,6,10.0,28.0,5,0.0,18.0,8,0,0.0,1,23.5,6,2022-2023
Marc-André ter Stegen,de GER,30-140,90,1,0,1,100.0,0.0,0,0,,18,4,0.0,17.8,1,0.0,35.0,2,0,0.0,0,,6,2022-2023
Édgar Badía,es ESP,30-217,90,9,3,6,66.7,4.1,17,36,47.2,31,1,74.2,46.4,13,100.0,63.0,17,1,5.9,0,11.2,6,2022-2023
Giorgi Mamardashvili,ge GEO,21-353,90,2,0,2,100.0,0.8,5,12,41.7,32,4,31.3,33.6,5,40.0,45.6,11,1,9.1,1,11.7,6,2022-2023
Agustín Marchesín,ar ARG,34-185,90,7,3,4,57.1,2.4,6,21,28.6,24,5,66.7,47.0,5,100.0,69.2,16,0,0.0,0,,6,2022-2023
Unai Simón,es ESP,25-098,90,2,2,0,0.0,0.6,6,14,42.9,30,7,30.0,34.6,5,100.0,66.6,25,3,12.0,2,12.9,6,2022-2023
Stole Dimitrievski,mk MKD,28-266,90,7,3,4,57.1,2.8,2,11,18.2,29,10,27.6,32.0,5,60.0,45.2,10,0,0.0,3,30.3,6,2022-2023
Sergio Herrera,es ESP,29-105,90,4,2,2,50.0,1.5,6,19,31.6,22,1,63.6,46.3,10,50.0,50.4,9,1,11.1,4,28.4,6,2022-2023
David Soria,es ESP,29-167,90,4,0,4,100.0,0.6,6,20,30.0,24,5,75.0,50.7,2,100.0,59.5,24,3,12.5,0,7.3,6,2022-2023
Gerónimo Rulli,ar ARG,30-121,90,1,1,0,0.0,0.3,3,6,50.0,25,2,20.0,28.2,7,14.3,33.6,14,2,14.3,4,17.4,6,2022-2023
Yassine Bounou,ma MAR,31-166,45,1,,1,,0.2,2,6,33.3,11,3,27.3,30.5,5,60.0,43.6,10,,,,8.0,6,2022-2023
Marko Dmitrović,rs SRB,30-237,45,5,1,4,80.0,1.1,3,7,42.9,16,3,37.5,39.4,3,33.3,39.7,8,1,12.5,0,5.0,6,2022-2023
Rui Silva,pt POR,28-223,90,3,1,2,66.7,1.3,6,12,50.0,29,4,27.6,30.8,7,57.1,43.9,13,0,0.0,3,24.0,6,2022-2023
Juan Carlos,es ESP,34-241,90,3,2,1,66.7,1.9,3,8,37.5,28,5,21.4,27.8,8,25.0,29.6,12,2,16.7,4,19.4,6,2022-2023
Álex Remiro,es ESP,27-178,90,4,1,3,75.0,0.5,15,25,60.0,37,2,51.4,40.0,6,100.0,69.8,14,1,7.1,0,7.2,6,2022-2023
Álvaro Fernández,es ESP,24-158,90,6,2,4,66.7,2.5,14,25,56.0,29,4,58.6,44.2,8,100.0,64.1,11,1,9.1,4,20.8,6,2022-2023
Jan Oblak,si SVN,29-254,90,3,2,1,33.3,1.5,1,5,20.0,19,3,21.1,34.7,2,50.0,43.0,4,0,0.0,2,33.5,6,2022-2023
Thibaut Courtois,be BEL,30-130,90,4,1,3,75.0,0.5,7,12,58.3,40,7,27.5,35.5,5,20.0,28.0,18,1,5.6,0,4.3,6,2022-2023
