player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Shon Weissman,9,il ISR,FW,26-214,89,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,6,2022-2023
   Sergi Guardiola,16,es ESP,"FW,RW",31-110,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,2022-2023
Óscar Plano,10,es ESP,LW,31-217,67,5,3,0,3,2,1,2,50.0,1,0,0,0,1,6,0,0,6,2022-2023
   Juanjo Narváez,20,co COL,LW,27-216,23,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,6,2022-2023
Gonzalo Plata,11,ec ECU,RW,21-319,81,4,3,1,2,1,1,2,50.0,1,0,0,0,0,4,0,0,6,2022-2023
   Sergio León,7,es ESP,"RW,FW",33-253,9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,2022-2023
Kike Pérez,4,es ESP,LM,25-214,90,2,0,1,1,0,0,1,0.0,1,0,0,0,0,2,0,0,6,2022-2023
Roque Mesa,17,es ESP,CM,33-101,81,2,2,1,1,0,1,1,100.0,0,1,0,1,0,2,1,0,6,2022-2023
   Mickael Malsa,14,mq MTQ,CM,26-339,9,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,6,2022-2023
Monchu,8,es ESP,RM,23-003,66,2,0,1,0,1,1,1,100.0,0,0,0,0,0,2,0,0,6,2022-2023
   Iván Sánchez,21,es ESP,RM,29-358,24,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,6,2022-2023
Lucas Olaza,12,uy URU,LB,28-057,90,1,1,0,1,0,0,0,,0,0,0,0,0,1,2,0,6,2022-2023
Javi Sánchez,5,es ESP,CB,25-186,90,2,0,2,0,0,1,1,100.0,0,3,2,1,1,3,6,0,6,2022-2023
Joaquín Fernández,24,es ESP,CB,26-108,90,0,0,0,0,0,0,0,,0,1,1,0,0,0,3,0,6,2022-2023
Iván Fresneda,27,es ESP,RB,17-353,90,2,2,1,0,1,0,0,,0,1,0,1,0,2,3,0,6,2022-2023
Sergio Asenjo,25,es ESP,GK,33-080,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,6,2022-2023
Lucas Pérez,15,es ESP,FW,34-006,90,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,1,0,6,2022-2023
