player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Cyle Larin,25,ca CAN,FW,27-334,90,6,8,75.0,92,20,4,6,66.7,1,1,100.0,1,1,100.0,0,0.1,0.0,1,1,1,0,1,26,2022-2023
Óscar Plano,10,es ESP,LW,32-034,71,10,16,62.5,190,31,5,8,62.5,3,5,60.0,2,3,66.7,0,0.0,0.0,0,0,0,0,1,26,2022-2023
   Lucas Olaza,12,uy URU,LB,28-239,19,9,14,64.3,181,106,5,6,83.3,2,5,40.0,2,3,66.7,0,0.1,0.1,1,2,0,0,2,26,2022-2023
Gonzalo Plata,11,ec ECU,RW,22-136,90,25,37,67.6,308,67,16,19,84.2,8,13,61.5,0,2,0.0,0,0.0,0.0,0,0,1,0,1,26,2022-2023
Iván Sánchez,21,es ESP,AM,30-175,90,17,20,85.0,296,89,9,11,81.8,6,7,85.7,1,1,100.0,0,0.0,0.0,1,1,0,0,3,26,2022-2023
Kike Pérez,4,es ESP,DM,26-031,57,21,30,70.0,442,138,8,10,80.0,10,13,76.9,3,6,50.0,0,0.0,0.0,0,1,0,0,2,26,2022-2023
   Álvaro Aguado,6,es ESP,DM,26-320,33,19,26,73.1,422,102,9,10,90.0,5,7,71.4,5,8,62.5,0,0.0,0.0,0,3,0,0,2,26,2022-2023
Monchu,8,es ESP,DM,23-185,90,43,50,86.0,771,264,21,22,95.5,17,20,85.0,5,8,62.5,0,0.0,0.1,2,3,0,0,3,26,2022-2023
Sergio Escudero,18,es ESP,LB,33-196,71,27,38,71.1,546,252,12,15,80.0,11,16,68.8,4,5,80.0,0,0.0,0.0,0,2,1,0,1,26,2022-2023
   Manuel Pozo,44,es ESP,LW,21-095,19,6,8,75.0,89,38,3,4,75.0,1,2,50.0,1,1,100.0,0,0.0,0.0,1,1,0,0,1,26,2022-2023
